RowID,Dataset Link,u_id,Public,Derived View,Parent uid,Domain,Type,Name,Description,Visits,Creation Date,Created Month,Created Year,Data Last Update Date,Month Data Last Updated,Year Data Last Updated,Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version uid,Data Provided By,Source Link,Api Endpoint,Provenance,Publishing,Terms of Use,Public Access Level,Public Access Level Comment,Published,Data Age,data_change,endpoint,geographic_coverage,homepage,issued,last_update,moderation_status,publisher,theme,unique_identifier
3485,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/268,pggs-ub9w:268,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,11/27/2025 01:52:06 PM,Nov,2025,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3486,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/276,pggs-ub9w:276,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,12/05/2025 01:52:07 PM,Dec,2025,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3487,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/317,pggs-ub9w:317,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,01/15/2026 01:52:06 PM,Jan,2026,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3488,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/326,pggs-ub9w:326,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,01/23/2026 01:52:06 PM,Jan,2026,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3489,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/329,pggs-ub9w:329,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,01/26/2026 01:52:07 PM,Jan,2026,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3490,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/331,pggs-ub9w:331,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,01/27/2026 01:52:07 PM,Jan,2026,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3491,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/347,pggs-ub9w:347,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,02/11/2026 01:52:06 PM,Feb,2026,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3492,https://citydata.mesaaz.gov/d/pggs-ub9w/revisions/359,pggs-ub9w:359,private,false,,citydata.mesaaz.gov,dataset,Economic Development Success Report Project Wins,Business/economic development activities conducted by the Office of Economic Development and monitored through the Hubspot customer resource management (CRM) platform.,0,02/22/2026 01:52:04 PM,Feb,2026,03/30/2026 01:52:11 PM,Mar,2026,Economic Development,,0,Economic Development Data Coordinator,xEconomicDevelopmentData@mesaaz.gov,,unpublished,Economic Development Success Report Project Wins,pggs-ub9w,Economic Development,,,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Records where 'disclosure status' is marked with NDA, Privacy Requested are confidential and not for public release.",n/a,7,Daily,,n/a,n/a,n/a,2026-03-30T13:52:10.000,not_ready,n/a,n/a,n/a
3494,https://citydata.mesaaz.gov/d/pgnp-b4zg,pgnp-b4zg,site,false,,citydata.mesaaz.gov,dataset,wallpaper_banner-3,Template Dataset: wallpaper_banner,101,12/07/2018 07:23:28 PM,Dec,2018,03/20/2025 10:59:01 PM,Mar,2025,,,0,Deleted User,,,published,,,,,https://citydata.mesaaz.gov/resource/pgnp-b4zg.json,official,n/a,,,,n/a,999,,https://citydata.mesaaz.gov/resource/pgnp-b4zg.json,n/a,n/a,n/a,2025-03-20T22:59:05.000,not_ready,n/a,n/a,n/a
3503,https://citydata.mesaaz.gov/d/pimc-6zte,pimc-6zte,site,false,,citydata.mesaaz.gov,dataset,Solid Waste SMS Text Reminders (Internal),Log of SMS text reminders sent to customers for upcoming scheduled Solid Waste service.,101,11/02/2021 04:06:38 PM,Nov,2021,03/30/2026 03:12:06 AM,Mar,2026,Solid Waste,"solid waste,text message,sms",1,City of Mesa,xSolidWasteData@mesaaz.gov,See Terms of Use,published,,,DoIT Unified Communications,,https://citydata.mesaaz.gov/resource/pimc-6zte.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,Data redacted for privacy. See description for more details.,n/a,7,Daily,https://citydata.mesaaz.gov/resource/pimc-6zte.json,n/a,n/a,n/a,2026-03-30T03:11:31.000,not_ready,n/a,n/a,n/a
3506,https://citydata.mesaaz.gov/d/piqh-zvza,piqh-zvza,private,false,,citydata.mesaaz.gov,dataset,Billable Business Police False Alarms,Billable Business Police False Alarms,14,04/21/2025 06:38:42 PM,Apr,2025,03/30/2026 12:21:18 AM,Mar,2026,Business Services,,1,Aruna Dave,,,published,,,,,https://citydata.mesaaz.gov/resource/piqh-zvza.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/piqh-zvza.json,n/a,n/a,n/a,2026-03-30T00:21:12.000,not_ready,n/a,n/a,n/a
3507,https://citydata.mesaaz.gov/d/piqh-zvza/revisions/314,piqh-zvza:314,private,false,,citydata.mesaaz.gov,dataset,Billable Business Police False Alarms,Billable Business Police False Alarms,0,02/23/2026 12:21:04 AM,Feb,2026,03/30/2026 12:21:18 AM,Mar,2026,Business Services,,0,Aruna Dave,,,unpublished,Billable Business Police False Alarms,piqh-zvza,,,,official,n/a,,,,n/a,,,,n/a,n/a,n/a,2026-03-30T00:21:12.000,not_ready,n/a,n/a,n/a
3519,https://citydata.mesaaz.gov/d/pmut-9ikj,pmut-9ikj,private,false,,citydata.mesaaz.gov,dataset,City Property Disposal - PRIVATE,This dataset describes items in the City's Surplus Program which disposes of city surplus property in a timely manner and capture best remaining value of these surplus items.,145,09/04/2019 08:59:23 PM,Sep,2019,03/02/2026 11:03:27 AM,Mar,2026,Business Services,,8,City of Mesa,xBusinessServicesData@MesaAZ.gov,See Terms of Use,published,,,Business Services,,https://citydata.mesaaz.gov/resource/pmut-9ikj.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Sensitive,Customer and Employee information are sensitive and is not generally accessible. See column descriptions for details.,n/a,60,Daily,https://citydata.mesaaz.gov/resource/pmut-9ikj.json,n/a,n/a,n/a,2021-07-12T23:32:33.000,not_ready,n/a,n/a,n/a
3520,https://citydata.mesaaz.gov/d/pn82-rt5r,pn82-rt5r,private,false,,citydata.mesaaz.gov,dataset,Energy Resources - Business Development (RETIRED),"**See retirement request in the attachments section**
Contact all key electric and gas account customers annually by May 15 each year.  A key account customer is any customer whose annual consumption has placed them in the top 10 for highest annual consumption during any of the past 3 fiscal years.",61,04/28/2021 05:42:49 PM,Apr,2021,05/17/2024 01:02:09 PM,May,2024,Energy Resources,,2,Jenn Fisher,,See Terms of Use,published,,,Energy Resources,,https://citydata.mesaaz.gov/resource/pn82-rt5r.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,0,Annual,https://citydata.mesaaz.gov/resource/pn82-rt5r.json,n/a,n/a,n/a,2024-05-21T20:19:04.000,not_ready,n/a,n/a,n/a
3524,https://citydata.mesaaz.gov/d/pp6t-iieb,pp6t-iieb,private,false,,citydata.mesaaz.gov,dataset,Library Materials Circulation (RETIRED),"This dataset was retired and replaced with https://citydata.mesaaz.gov/Library-Services/Library-Materials-Circulation/ujip-2web.

Library materials checked out is the number of physical items checked out by library cardholders. These materials include books, DVDs, audio books, et al.  
In 2015 auto renewals were introduced. In 2016 DVD check out period changed from 1 week checkout to 2 weeks.
Descriptions of Materials: 
-Audio CD - Compact Disc (CD) recording of a reading of a book, typically a novel. 
-Audio Kit - A book accompanied by a Compact Disc (CD) recording of a reading of the book. The CD recording is contained in a pocket in the front or back of the book. 
-Board Book - a book for very small children, with the pages pasted to heavy cardboard. 
-Book - A written or printed work consisting of pages glued or sewn together along one side and bound in covers. 
-Book bucket - A zippered bag that contains multiple titles about a specific subject, designed for educators to use with elementary students. 
-Book club kit - Designed for book groups, the kit is a plastic bin with a lid that contains 10 copies of a book and a binder with information about the book to facilitate discussion in a group setting. 
-Culture pass - A Culture Pass gives library users two free tickets to participating local cultural institutions and theater performances. Each household can check out one pass at a time (maximum of two a month). 
-DVD - A type of compact disc able to store large amounts of data, especially high-resolution audiovisual material. 
-Equipment - Other items available for checkout like SRP TrickleStar Plug-In Energy monitors and engraver kits. 
-Express checkout - Copies of current popular titles that only check out for seven (7) days, are specific to each location and cannot be renewed or reserved.
-Interlibrary Loan - A system in which one library borrows a book from another library for the use of an individual. 
-Magazine - A periodical publication containing articles and illustrations, typically covering a particular subject or area of interest. 
-Periodical - a magazine or newspaper published at regular intervals. 
-Playaway - Solid-state prerecorded audio player that can store up to 80 hours of audio in high definition. 
-Stuffbrary - Library card holders can check out household items, play equipment and more. Stuff is available at all locations, though some items are branch specific.",527,01/22/2018 06:22:26 PM,Jan,2018,05/12/2020 06:11:47 PM,May,2020,,,65,City of Mesa,,,published,,,,,https://citydata.mesaaz.gov/resource/pp6t-iieb.json,official,n/a,,,,n/a,999,,https://citydata.mesaaz.gov/resource/pp6t-iieb.json,n/a,n/a,n/a,2021-07-12T23:31:16.000,not_ready,n/a,n/a,n/a
3527,https://citydata.mesaaz.gov/d/ppcb-5whp,ppcb-5whp,private,false,,citydata.mesaaz.gov,dataset,RSM Guests,,56,08/13/2024 12:22:33 AM,Aug,2024,10/23/2025 11:59:43 PM,Oct,2025,,,1,Evan Allred,,,published,,,,,https://citydata.mesaaz.gov/resource/ppcb-5whp.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/ppcb-5whp.json,n/a,n/a,n/a,2025-10-23T23:59:42.000,not_ready,n/a,n/a,n/a
3529,https://citydata.mesaaz.gov/d/ppgn-dcar,ppgn-dcar,site,false,,citydata.mesaaz.gov,dataset,Transfers to Crisis Line (Temporary),Temporary version of (https://citydata.mesaaz.gov/Police/Transfers-to-Crisis-Line/gqsw-w6v7 ),20,03/11/2025 02:50:41 PM,Mar,2025,05/19/2025 05:18:13 PM,May,2025,,,0,Ashima Sharma,,See Terms of Use,published,,,Police,,https://citydata.mesaaz.gov/resource/ppgn-dcar.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/ppgn-dcar.json,n/a,n/a,n/a,2025-05-19T17:18:11.000,not_ready,n/a,n/a,n/a
3531,https://citydata.mesaaz.gov/d/pq34-4yee,pq34-4yee,private,false,,citydata.mesaaz.gov,dataset,Phoenix Rescue Mission Street Outreach Locations,,2,02/11/2025 06:56:44 PM,Feb,2025,02/11/2025 06:58:40 PM,Feb,2025,,,0,Megan Drazek,,,published,,,,,https://citydata.mesaaz.gov/resource/pq34-4yee.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/pq34-4yee.json,n/a,n/a,n/a,2025-02-11T18:59:01.000,not_ready,n/a,n/a,n/a
3534,https://citydata.mesaaz.gov/d/pqgv-2yqx,pqgv-2yqx,site,false,,citydata.mesaaz.gov,dataset,Public Info Office Monthly Metrics,Monthly performance metrics utilized by the department to track key objectives and tactics to ensure they are performing successfully.,77,10/21/2022 01:04:09 AM,Oct,2022,03/11/2025 03:02:38 PM,Mar,2025,Public Information Office,,0,Jolene.Pomeroy@MesaAZ.gov,,,published,,,,,https://citydata.mesaaz.gov/resource/pqgv-2yqx.json,official,n/a,,,,n/a,0,As Needed / On Demand,https://citydata.mesaaz.gov/resource/pqgv-2yqx.json,n/a,n/a,n/a,2025-03-11T15:02:37.000,not_ready,n/a,n/a,n/a
3535,https://citydata.mesaaz.gov/d/pqhd-pa4j,pqhd-pa4j,private,false,,citydata.mesaaz.gov,dataset,Traffic Accidents 2017-2022,,19,07/12/2023 02:54:11 PM,Jul,2023,03/25/2024 05:15:43 PM,Mar,2024,,,0,Nicholas Labella,,,published,,,,,https://citydata.mesaaz.gov/resource/pqhd-pa4j.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/pqhd-pa4j.json,n/a,n/a,n/a,2024-03-25T20:20:26.000,not_ready,n/a,n/a,n/a
3541,https://citydata.mesaaz.gov/d/pr6m-p3kh,pr6m-p3kh,private,false,,citydata.mesaaz.gov,dataset,RETIRED: Falcon Field Household Complaints,"This dataset has been retired and replaced with <a href=""https://citydata.mesaaz.gov/Falcon-Field-Airport/Falcon-Field-Airport-Household-Complaints/gkzj-9zk3/about_data"">Falcon Field - Airport Household Complaints</a>. It was sourced from a database Comment and joined to Aircraft Type, CommentFFDirection,  see Dataset Source for ETL query. There are no new records since 10/30/2025. 
Information about the number of households filing noise or other complaints about aircraft each month with Falcon Field Airport. Note: A household may be a residential, commercial or industrial location.",123,07/30/2019 04:45:42 PM,Jul,2019,01/29/2026 03:50:09 PM,Jan,2026,Falcon Field Airport,,3,City of Mesa,,See Terms of Use,published,,,Falcon Field Airport,,https://citydata.mesaaz.gov/resource/pr6m-p3kh.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"Some data in this dataset includes personal contact information that is not appropriate for release to the public. OLDB approved adding a column that is a rounding of street number to hundred block similar to other public safety datasets with this change ok for public release. Otherwise, fields marked Sensitive are to be redacted for both employee and public.",n/a,0,Retired,https://citydata.mesaaz.gov/resource/pr6m-p3kh.json,n/a,n/a,n/a,2026-01-29T16:28:49.000,not_ready,n/a,n/a,n/a
3544,https://citydata.mesaaz.gov/d/prkx-g5ad,prkx-g5ad,site,false,,citydata.mesaaz.gov,dataset,Office of City Clerk Operational Data,This dataset describes the activities performed by staff of the City Clerk’s Office in internal operations and serving the public.,81,12/05/2023 09:15:29 PM,Dec,2023,03/30/2026 03:52:10 AM,Mar,2026,City Clerk,,6,Jenn Fisher,xCityClerkData@mesaaz.gov,See Terms of Use,published,,,City Clerk,,https://citydata.mesaaz.gov/resource/prkx-g5ad.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Monthly,https://citydata.mesaaz.gov/resource/prkx-g5ad.json,n/a,n/a,n/a,2025-07-30T00:09:19.000,not_ready,n/a,n/a,n/a
3555,https://citydata.mesaaz.gov/d/pu4a-r93z,pu4a-r93z,public,false,,citydata.mesaaz.gov,dataset,DSD Planning Pre-submittals,"Information about Planning’s Pre-Submittal applications.  Pre-submittal applications are the first step in any General Plan Amendment, Subdivision Plat, property rezone, council use permit or site plan review process.  More information on the Pre-Submittal process is available at https://www.mesaaz.gov/business/development-services/planning/processes-and-procedures.",546,09/09/2019 05:30:39 PM,Sep,2019,03/26/2026 02:45:31 AM,Mar,2026,Development Services,,6466,City of Mesa,xDevelopmentServicesData@MesaAZ.gov,See Terms of Use,published,,,Development Services,,https://citydata.mesaaz.gov/resource/pu4a-r93z.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,14,Daily,https://citydata.mesaaz.gov/resource/pu4a-r93z.json,n/a,n/a,n/a,2026-03-26T02:45:29.000,approved,n/a,n/a,n/a
3556,https://citydata.mesaaz.gov/d/pua9-8m2u,pua9-8m2u,private,false,,citydata.mesaaz.gov,dataset,Prevention Commercial Fire Inspections,Prevention Commercial Fire Inspections,4,06/26/2025 03:40:30 PM,Jun,2025,03/02/2026 09:21:59 PM,Mar,2026,Fire and Medical,,0,Aruna Dave,,See Terms of Use,published,,,,,https://citydata.mesaaz.gov/resource/pua9-8m2u.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/pua9-8m2u.json,n/a,n/a,n/a,2026-03-02T21:21:58.000,not_ready,n/a,n/a,n/a
3562,https://citydata.mesaaz.gov/d/pv8q-6dpf,pv8q-6dpf,private,false,,citydata.mesaaz.gov,dataset,Fire Social Services High Utilizers,Data reporting is delayed by 90 days,139,06/03/2019 04:28:49 PM,Jun,2019,03/07/2026 05:36:48 PM,Mar,2026,Fire and Medical,,0,City of Mesa,,,published,,,,,https://citydata.mesaaz.gov/resource/pv8q-6dpf.json,official,n/a,,,,n/a,140,Monthly,https://citydata.mesaaz.gov/resource/pv8q-6dpf.json,n/a,n/a,n/a,2026-03-07T17:36:47.000,not_ready,n/a,n/a,n/a
3566,https://citydata.mesaaz.gov/d/pvk4-rxya,pvk4-rxya,private,false,,citydata.mesaaz.gov,dataset,Business Services General License Renewals,Business Services General License Renewals,8,08/14/2025 06:22:40 PM,Aug,2025,08/14/2025 06:51:40 PM,Aug,2025,Business Services,,0,Aruna Dave,,See Terms of Use,published,,,,,https://citydata.mesaaz.gov/resource/pvk4-rxya.json,official,n/a,,,,n/a,,Daily,https://citydata.mesaaz.gov/resource/pvk4-rxya.json,n/a,n/a,n/a,2025-08-14T18:51:35.000,not_ready,n/a,n/a,n/a
3592,https://citydata.mesaaz.gov/d/q38a-r9de,q38a-r9de,private,false,,citydata.mesaaz.gov,dataset,City Water Meter Data,,30,06/16/2025 05:16:01 PM,Jun,2025,03/29/2026 07:32:56 PM,Mar,2026,,,1,Michael VanWie,,,published,,,,,https://citydata.mesaaz.gov/resource/q38a-r9de.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/q38a-r9de.json,n/a,n/a,n/a,2026-03-29T19:32:37.000,not_ready,n/a,n/a,n/a
3593,https://citydata.mesaaz.gov/d/q38a-r9de/revisions/235,q38a-r9de:235,private,false,,citydata.mesaaz.gov,dataset,City Water Meter Data,,0,01/27/2026 07:32:42 PM,Jan,2026,03/29/2026 07:32:56 PM,Mar,2026,,,0,Michael VanWie,,,unpublished,City Water Meter Data,q38a-r9de,,,,official,n/a,,,,n/a,,,,n/a,n/a,n/a,2026-03-29T19:32:37.000,not_ready,n/a,n/a,n/a
3594,https://citydata.mesaaz.gov/d/q38a-r9de/revisions/296,q38a-r9de:296,private,false,,citydata.mesaaz.gov,dataset,City Water Meter Data,,0,03/30/2026 07:32:17 PM,Mar,2026,03/29/2026 07:32:56 PM,Mar,2026,,,0,Michael VanWie,,,unpublished,City Water Meter Data,q38a-r9de,,,,official,n/a,,,,n/a,,,,n/a,n/a,n/a,2026-03-29T19:32:37.000,not_ready,n/a,n/a,n/a
3595,https://citydata.mesaaz.gov/d/q38v-5mu4,q38v-5mu4,site,false,,citydata.mesaaz.gov,dataset,Mesa CARES - Labor Hours,"This data set details the number of City of Mesa Staff Hours dedicated to Mesa CARES Programs, by City department as recorded in Kronos timekeeping system. Allocated program hours include Feeding Mesa and Homeless Assist (see Activity Description field). More information about Feeding Mesa program is available at https://www.mesaaz.gov/government/mesa-cares/feeding-mesa",49,08/03/2020 05:44:55 PM,Aug,2020,08/05/2021 12:04:48 AM,Aug,2021,Mesa CARES,"covid-19,timekeeping",0,City of Mesa,xHumanResourcesData@MesaAZ.gov,See Terms of Use,published,,,Human Resources,,https://citydata.mesaaz.gov/resource/q38v-5mu4.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,Employee name is limited to Internal Employee access only,n/a,0,Daily,https://citydata.mesaaz.gov/resource/q38v-5mu4.json,n/a,n/a,n/a,2024-04-16T16:50:37.000,not_ready,n/a,n/a,n/a
3596,https://citydata.mesaaz.gov/d/q3hh-bdg2,q3hh-bdg2,private,false,,citydata.mesaaz.gov,dataset,Hohokam District Tax Revenue by Consumer Activity Period,STILL UNDER REVIEW,5,02/18/2025 07:36:08 PM,Feb,2025,03/30/2026 05:45:20 PM,Mar,2026,,,1,Jenn Fisher,,See Terms of Use,published,,,,,https://citydata.mesaaz.gov/resource/q3hh-bdg2.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/q3hh-bdg2.json,n/a,n/a,n/a,2025-02-18T19:37:38.000,not_ready,n/a,n/a,n/a
3607,https://citydata.mesaaz.gov/d/q56w-hy8b,q56w-hy8b,private,false,,citydata.mesaaz.gov,dataset,Water Plant Efficiency Metrics,Water Plant Efficiency Metrics,21,09/15/2022 09:47:38 PM,Sep,2022,03/02/2026 06:56:10 PM,Mar,2026,"Water, Energy, and Environmental Management",,3,Aruna Dave,,See Terms of Use,published,,,,,https://citydata.mesaaz.gov/resource/q56w-hy8b.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,,,https://citydata.mesaaz.gov/resource/q56w-hy8b.json,n/a,n/a,n/a,2026-03-02T18:56:08.000,not_ready,n/a,n/a,n/a
3608,https://citydata.mesaaz.gov/d/q5nb-6ezw,q5nb-6ezw,private,false,,citydata.mesaaz.gov,dataset,Fire and Medical Dispatch Events - PRIVATE,"*This version contains HIPAA and other personally identifiable information. For designated Fire Staff access ONLY. Not for Public or all City Employees release. *
Information about incidents dispatched by Fire & Medical for service within the City of Mesa. Incidents are sourced from the Computer Aided Dispatch (CAD) and Records Management systems and describe the actual incident. An incident here may differ from how the call was originally dispatched by 911 CAD.  All dispatch and response times are based on calls received and dispatched by Mesa Regional Dispatch Center (MRDC) only. Calls to 911 are routed by a 911 Control Office to a primary public safety answering point (PSAP). The primary PSAP for emergency calls in the City of Mesa is Police 911 dispatch. Fire and Medical calls are transferred to the MRDC, a secondary PSAP for dispatch. Call handling and response times in this dataset do not include primary PSAP receive, handle and transfer times. 

Visit https://www.fcc.gov/general/9-1-1-and-e9-1-1-services and http://www.mesaaz.gov/residents/fire-medical/divisions-sections/dispatch-deployment for more information. Also see http://www.mesaaz.gov/residents/police/divisions/communications/how-does-911-work for additional information about using 911.",965,04/16/2019 09:46:01 PM,Apr,2019,03/30/2026 04:36:34 AM,Mar,2026,Fire and Medical,"fire,medical,dispatch,911,response,time",28,City of Mesa,xFireAndMedicalData@MesaAZ.gov,See Terms of Use,published,,,Fire and Medical,https://citydata.mesaaz.gov/Fire-and-Medical/Fire-and-Medical-Incidents-Dispatched-in-City-of-M/q5nb-6ezw,https://citydata.mesaaz.gov/resource/q5nb-6ezw.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Confidential,"This version contains HIPPA and other personally identifiable information including incident \""Reason Description\"" and \""Location\"". For designated Fire Staff access only. Not for Public or all City Employees release.",n/a,14,Daily,https://citydata.mesaaz.gov/resource/q5nb-6ezw.json,n/a,n/a,n/a,2026-03-30T04:13:54.000,not_ready,n/a,n/a,n/a
3610,https://citydata.mesaaz.gov/d/q63d-frcb,q63d-frcb,private,false,,citydata.mesaaz.gov,dataset,Electric Emergency Response Calls - Fiscal Years,,6,07/24/2025 08:16:36 PM,Jul,2025,07/24/2025 08:46:31 PM,Jul,2025,,,3,Megan Drazek,,,published,,,,,https://citydata.mesaaz.gov/resource/q63d-frcb.json,official,n/a,,,,n/a,,,https://citydata.mesaaz.gov/resource/q63d-frcb.json,n/a,n/a,n/a,2025-07-24T20:46:43.000,not_ready,n/a,n/a,n/a
3611,https://citydata.mesaaz.gov/d/q694-fhgu,q694-fhgu,private,false,,citydata.mesaaz.gov,dataset,HR Citywide Lost Time,HR Citywide Lost Time,74,09/20/2022 06:30:27 PM,Sep,2022,03/30/2026 04:19:19 AM,Mar,2026,Human Resources,,3,City of Mesa,,See Terms of Use,published,,,City of Mesa,https://citydata.mesaaz.gov/Human-Resources/HR-Citywide-Lost-Time/q694-fhgu,https://citydata.mesaaz.gov/resource/q694-fhgu.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,,,n/a,,,https://citydata.mesaaz.gov/resource/q694-fhgu.json,n/a,n/a,n/a,2026-03-30T04:18:30.000,not_ready,n/a,n/a,n/a
3613,https://citydata.mesaaz.gov/d/q6d9-b6h2,q6d9-b6h2,public,false,,citydata.mesaaz.gov,dataset,CIP Project Details,CIP Project Details used by Capital Budget Summary within Open Budget module.,449,02/15/2018 12:35:37 AM,Feb,2018,03/16/2026 01:03:16 PM,Mar,2026,Office of Management and Budget,"expenditures,expenses,budget,cip,project,capital",1211,City of Mesa,xOfficeOfManagementAndBudgetData@MesaAZ.gov,See Terms of Use,published,,,Office of Management and Budget,,https://citydata.mesaaz.gov/resource/q6d9-b6h2.json,official,n/a,https://data.mesaaz.gov/stories/s/2dcd-j2nx/,Public,,n/a,60,Daily,https://citydata.mesaaz.gov/resource/q6d9-b6h2.json,n/a,n/a,n/a,2024-07-01T14:40:16.000,approved,n/a,n/a,n/a
