Authors,Year,Title,Journal,DOI,Abstract,"Additional Link URL",Keywords,"PMID Number","Link to PubMed page","Citation Information","ISSN Number"
"Thomason ME, Palopoli AC, Jariwala NN, Werchan DM, Chen A, Adhikari S, Espinoza-Heredia C, Brito NH, Trentacosta CJ",2021,"Miswiring the brain: Human prenatal Δ9-tetrahydrocannabinol use associated with altered fetal hippocampal brain network connectivity.","Developmental cognitive neuroscience",10.1016/j.dcn.2021.101000,"Increasing evidence supports a link between maternal prenatal cannabis use and altered neural and physiological development of the child. However, whether cannabis use relates to altered human brain development prior to birth, and specifically, whether maternal prenatal cannabis use relates to connectivity of fetal functional brain systems, remains an open question. The major objective of this study was to identify whether maternal prenatal cannabis exposure (PCE) is associated with variation in human brain hippocampal functional connectivity prior to birth. Prenatal drug toxicology and fetal fMRI data were available in a sample of 115 fetuses [43 % female; mean age 32.2 weeks (SD = 4.3)]. Voxelwise hippocampal connectivity analysis in a subset of age and sex-matched fetuses revealed that PCE was associated with alterations in fetal dorsolateral, medial and superior frontal, insula, anterior temporal, and posterior cingulate connectivity. Classification of group differences by age 5 outcomes suggest that compared to the non-PCE group, the PCE group is more likely to have increased connectivity to regions associated with less favorable outcomes and to have decreased connectivity to regions associated with more favorable outcomes. This is preliminary evidence that altered fetal neural connectome may contribute to neurobehavioral vulnerability observed in children exposed to cannabis in utero.
",,"Brain, Cannabis, Fetal, Hippocampus, Prenatal, Resting-state, THC",34388638,https://pubmed.ncbi.nlm.nih.gov/34388638,"Thomason ME, Palopoli AC, Jariwala NN, Werchan DM, Chen A, Adhikari S, Espinoza-Heredia C, Brito NH, Trentacosta CJ. Miswiring the brain: Human prenatal Δ9-tetrahydrocannabinol use associated with altered fetal hippocampal brain network connectivity. Developmental cognitive neuroscience. 2021/08/06. 10.1016/j.dcn.2021.101000. PMID: 34388638. ",
"Rajagopalan V, Deoni S, Panigrahy A, Thomason ME",2021,"Is fetal MRI ready for neuroimaging prime time? An examination of progress and remaining areas for development.","Developmental cognitive neuroscience",10.1016/j.dcn.2021.100999,"A major challenge in designing large-scale, multi-site studies is developing a core, scalable protocol that retains the innovation of scientific advances while also lending itself to the variability in experience and resources across sites. In the development of a common Healthy Brain and Child Development (HBCD) protocol, one of the chief questions is &#8220;is fetal MRI ready for prime-time?&#8221; While there is agreement about the value of prenatal data obtained non-invasively through MRI, questions about practicality abound. There has been rapid progress over the past years in fetal and placental MRI methodology but there is uncertainty about whether the gains afforded outweigh the challenges in supporting fetal MRI protocols at scale. Here, we will define challenges inherent in building a common protocol across sites with variable expertise and will propose a tentative framework for evaluation of design decisions. We will compare and contrast various design considerations for both normative and high-risk populations, in the setting of the post-COVID era. We will conclude with articulation of the benefits of overcoming these challenges and would lend to the primary questions articulated in the HBCD initiative.
",,"Fetal development, HBCD, MRI, Study design",34391003,https://pubmed.ncbi.nlm.nih.gov/34391003,"Rajagopalan V, Deoni S, Panigrahy A, Thomason ME. Is fetal MRI ready for neuroimaging prime time? An examination of progress and remaining areas for development. Developmental cognitive neuroscience. 2021/08/04. 10.1016/j.dcn.2021.100999. PMID: 34391003. ",
"Kecskemeti S, Freeman A, Travers BG, Alexander AL",2021,"FreeSurfer based cortical mapping and T1-relaxometry with MPnRAGE: Test-retest reliability with and without retrospective motion correction.",NeuroImage,10.1016/j.neuroimage.2021.118447,"A test-retest study of FreeSurfer derived cortical thickness, cortical surface area, and cortical volume, as well as quantitative R1 relaxometry assessed on the midpoint of the cortex, was performed on a cohort of pediatric subjects (6-12 years old) scanned without sedation using SNARE-MPnRAGE (self navigated retrospective motion corrected magnetization prepared with n rapid gradient echoes) imaging. Reliability was assessed with coefficients of variation (CoVs) and intraclass correlation coefficients (ICCs) and statistical tests were used to determine differences with and without SNARE motion correction. Comparison of the test-retest measures of SNARE-MPnRAGE with prospectively motion corrected PROMO MPRAGE were also performed. When SNARE motion correction was used all parameters had statistically significant improvements and demonstrated high reliability. Reliability varied depending on parameter, region, and measurement type (vertex or region of interest). For mean thickness/surface area/volume/mean R1 across the regions of FreeSurfer&#8217;s DK Atlas, the mean CoVs (% x100) were (1.2/1.6/1.9/0.9) and the mean ICCs were (0.88/0.96/0.94/0.83). When assessed on a per-vertex basis, the CoVs and ICCs for thickness/R1 had mean values of (2.9/1.9) and (0.82/0.68) across the regions of the DK Atlas. Retrospectively motion corrected MPnRAGE had significantly lower CoVs and higher ICCs for the morphological measures than PROMO MPRAGE. Motion correction effectively removed motion related biases in nearly all regions for R1 and morphometric measures.
",,"Cortex, Freesurfer, Motion, Relaxometry, Reliability, Retest",34358661,https://pubmed.ncbi.nlm.nih.gov/34358661,"Kecskemeti S, Freeman A, Travers BG, Alexander AL. FreeSurfer based cortical mapping and T1-relaxometry with MPnRAGE: Test-retest reliability with and without retrospective motion correction. NeuroImage. 2021/08/03. 10.1016/j.neuroimage.2021.118447. PMID: 34358661. ",
"Merhar SL, Jiang W, Parikh NA, Yin W, Zhou Z, Tkach JA, Wang L, Kline-Fath BM, He L, Braimah A, Vannest J, Lin W",2021,"Effects of prenatal opioid exposure on functional networks in infancy.","Developmental cognitive neuroscience",10.1016/j.dcn.2021.100996,"Prenatal opioid exposure has been linked to altered neurodevelopment and visual problems such as strabismus and nystagmus. The neural substrate underlying these alterations is unclear. Resting-state functional connectivity MRI (rsfMRI) is an advanced and well-established technique to evaluate brain networks. Few studies have examined the effects of prenatal opioid exposure on resting-state network connectivity in infancy. In this pilot study, we characterized network connectivity in opioid-exposed infants (n = 19) and controls (n = 20) between 4-8 weeks of age using both a whole-brain connectomic approach and a seed-based approach. Prenatal opioid exposure was associated with differences in distribution of betweenness centrality and connection length, with positive connections unique to each group significantly longer than common connections. The unique connections in the opioid-exposed group were more often inter-network connections while unique connections in controls and connections common to both groups were more often intra-network. The opioid-exposed group had smaller network volumes particularly in the primary visual network, but similar network strength as controls. Network topologies as determined by dice similarity index were different between groups, particularly in visual and executive control networks. These results may provide insight into the neural basis for the developmental and visual problems associated with prenatal opioid exposure.
",,"Functional MRI, Functional connectivity, Magnetic resonance imaging, Neonatal, Neonatal opioid withdrawal syndrome, Opioid",34388637,https://pubmed.ncbi.nlm.nih.gov/34388637,"Merhar SL, Jiang W, Parikh NA, Yin W, Zhou Z, Tkach JA, Wang L, Kline-Fath BM, He L, Braimah A, Vannest J, Lin W. Effects of prenatal opioid exposure on functional networks in infancy. Developmental cognitive neuroscience. 2021/07/31. 10.1016/j.dcn.2021.100996. PMID: 34388637. ",
"DiPietro JL, Mackiewicz Seghete KL, Krans EE, Snider KE, Bower R, Parker K, Gullickson J, Potter AS, Garavan H, Vatalaro TC, Thomason ME, Sullivan EL, Graham AM",2021,"Stakeholder Perspectives on Advancing Understanding of Prenatal Opioid Exposure and Brain Development From the iOPEN Consortium of the Healthy Brain and Child Development Study.","Frontiers in psychology",10.3389/fpsyg.2021.698766," There is a dire need for research regarding the implications of opioid use during pregnancy on fetal and childhood development to better inform both medical practice and policy. The Healthy Brain and Child Development Study will examine brain and behavioral development from birth through the first decade of life. Due to large scope and anticipated complexity of this initiative, an 18-month planning phase was implemented across 28 sites across the nation. A core element of the Phase I initiative involved the development of Stakeholder Advisory Committees to inform the next phase of the initiative.  Phase I stakeholder meetings were conducted at Oregon Health and Science University, New York University Langone Medical Center, the University of Pittsburgh, and the University of Vermont to better understand perspectives and inform upcoming research. Despite differences in the structure of the stakeholder meetings by site, the overarching goals for the meetings included establishing relationships, gathering input, and learning about research engagement. Documents from each meeting were reviewed for location, duration, attendees, common research themes, and pertinent suggestions for improving research approaches.  All stakeholders had high levels of interest in research for pregnant people with substance use disorders and agreed on research priorities including collaboration, connection, communication, and support. Different stakeholders offered unique perspectives on various aspects of study design and themes that emerged through meetings.  Overall, there was excitement about the research, especially the opportunity to include the voices of people with lived experience; collaboration between providers, peer support specialists, patients, and others; and excitement around contributing to research that could elucidate new and pertinent findings in the realm of addiction medicine and child development. Sites also found that there is mistrust between people with substance use disorder and the medical system, and this could be addressed by including people with lived experience on the research team, forming connections, communicating clearly, training the research team in implicit bias, and practicing trauma-informed care. In conclusion, these stakeholder meetings provided valuable information for structuring upcoming studies; however, researchers would have benefitted from more time and more opportunities for in-person connection.
",,"Healthy Brain and Child Development Study, addiction, in utero exposure, neurodevelopment, opioids, patient advocates, pregnancy, stakeholders",34393931,https://pubmed.ncbi.nlm.nih.gov/34393931,"DiPietro JL, Mackiewicz Seghete KL, Krans EE, Snider KE, Bower R, Parker K, Gullickson J, Potter AS, Garavan H, Vatalaro TC, Thomason ME, Sullivan EL, Graham AM. Stakeholder Perspectives on Advancing Understanding of Prenatal Opioid Exposure and Brain Development From the iOPEN Consortium of the Healthy Brain and Child Development Study. Frontiers in psychology. 2021/07/30. 10.3389/fpsyg.2021.698766. PMID: 34393931. ",
"Hillis SD, Unwin HJT, Chen Y, Cluver L, Sherr L, Goldman PS, Ratmann O, Donnelly CA, Bhatt S, Villaveces A, Butchart A, Bachman G, Rawlings L, Green P, Nelson CA, Flaxman S",2021,"Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study.","Lancet (London, England)",10.1016/S0140-6736(21)01253-8,"The COVID-19 pandemic priorities have focused on prevention, detection, and response. Beyond morbidity and mortality, pandemics carry secondary impacts, such as children orphaned or bereft of their caregivers. Such children often face adverse consequences, including poverty, abuse, and institutionalisation. We provide estimates for the magnitude of this problem resulting from COVID-19 and describe the need for resource allocation.
",,,34298000,https://pubmed.ncbi.nlm.nih.gov/34298000,"Hillis SD, Unwin HJT, Chen Y, Cluver L, Sherr L, Goldman PS, Ratmann O, Donnelly CA, Bhatt S, Villaveces A, Butchart A, Bachman G, Rawlings L, Green P, Nelson CA, Flaxman S. Global minimum estimates of children affected by COVID-19-associated orphanhood and deaths of caregivers: a modelling study. Lancet (London, England). 2021/07/21. 10.1016/S0140-6736(21)01253-8. PMID: 34298000. ",
"Mahadevan AS, Tooley UA, Bertolero MA, Mackey AP, Bassett DS",2021,"Evaluating the sensitivity of functional connectivity measures to motion artifact in resting-state fMRI data.",NeuroImage,10.1016/j.neuroimage.2021.118408,"Functional connectivity (FC) networks are typically inferred from resting-state fMRI data using the Pearson correlation between BOLD time series from pairs of brain regions. However, alternative methods of estimating functional connectivity have not been systematically tested for their sensitivity or robustness to head motion artifact. Here, we evaluate the sensitivity of eight different functional connectivity measures to motion artifact using resting-state data from the Human Connectome Project. We report that FC estimated using full correlation has a relatively high residual distance-dependent relationship with motion compared to partial correlation, coherence, and information theory-based measures, even after implementing rigorous methods for motion artifact mitigation. This disadvantage of full correlation, however, may be offset by higher test-retest reliability, fingerprinting accuracy, and system identifiability. FC estimated by partial correlation offers the best of both worlds, with low sensitivity to motion artifact and intermediate system identifiability, with the caveat of low test-retest reliability and fingerprinting accuracy. We highlight spatial differences in the sub-networks affected by motion with different FC metrics. Further, we report that intra-network edges in the default mode and retrosplenial temporal sub-networks are highly correlated with motion in all FC methods. Our findings indicate that the method of estimating functional connectivity is an important consideration in resting-state fMRI studies and must be chosen carefully based on the parameters of the study.
",,"Coherence, Mutual information, Correlation, Functional connectivity, Motion, Resting-state",34284108,https://pubmed.ncbi.nlm.nih.gov/34284108,"Mahadevan AS, Tooley UA, Bertolero MA, Mackey AP, Bassett DS. Evaluating the sensitivity of functional connectivity measures to motion artifact in resting-state fMRI data. NeuroImage. 2021/07/17. 10.1016/j.neuroimage.2021.118408. PMID: 34284108. ",
"Norton ES, MacNeill LA, Harriott EM, Allen N, Krogh-Jespersen S, Smyser CD, Rogers CE, Smyser TA, Luby J, Wakschlag L",2021,"EEG/ERP as a pragmatic method to expand the reach of infant-toddler neuroimaging in HBCD: Promises and challenges.","Developmental cognitive neuroscience",10.1016/j.dcn.2021.100988,"Though electrophysiological measures (EEG and ERP) offer complementary information to MRI and a variety of advantages for studying infants and young children, these measures have not yet been included in large cohort studies of neurodevelopment. This review summarizes the types of EEG and ERP measures that could be used in the HEALthy Brain and Cognitive Development (HBCD) study, and the promises and challenges in doing so. First, we provide brief overview of the use of EEG/ERP for studying the developing brain and discuss exemplar findings, using resting or baseline EEG measures as well as the ERP mismatch negativity (MMN) as exemplars. We then discuss the promises of EEG/ERP such as feasibility, while balancing challenges such as ensuring good signal quality in diverse children with different hair types. We then describe an ongoing multi-site EEG data harmonization from our groups. We discuss the process of alignment and provide preliminary usability data for both resting state EEG data and auditory ERP MMN in diverse samples including over 300 infants and toddlers. Finally, we provide recommendations and considerations for the HBCD study and other studies of neurodevelopment.
",,"EEG, ERP, HBCD, Mismatch negativity, Neurodevelopment",34280739,https://pubmed.ncbi.nlm.nih.gov/34280739,"Norton ES, MacNeill LA, Harriott EM, Allen N, Krogh-Jespersen S, Smyser CD, Rogers CE, Smyser TA, Luby J, Wakschlag L. EEG/ERP as a pragmatic method to expand the reach of infant-toddler neuroimaging in HBCD: Promises and challenges. Developmental cognitive neuroscience. 2021/07/14. 10.1016/j.dcn.2021.100988. PMID: 34280739. ",
"Lowe JR, Hund L, Rodriguez DE, Qamruddin A, Leeman L, Stephen JM, Bakhireva LN",2021,"Maternal verbal scaffolding: association with higher language skills for 20-month-old children with prenatal polysubstance exposure.","Early human development",10.1016/j.earlhumdev.2021.105423,"The number of children with prenatal polysubstance exposure is increasing. Supportive mother-child interaction is a protective factor, which can ameliorate adverse effects of prenatal polysubstance exposure on developmental outcomes.
",,"Language development, Maternal verbal scaffolding, Mother-child interactions, Prenatal polysubstance exposure, Substance use",34252844,https://pubmed.ncbi.nlm.nih.gov/34252844,"Lowe JR, Hund L, Rodriguez DE, Qamruddin A, Leeman L, Stephen JM, Bakhireva LN. Maternal verbal scaffolding: association with higher language skills for 20-month-old children with prenatal polysubstance exposure. Early human development. 2021/07/04. 10.1016/j.earlhumdev.2021.105423. PMID: 34252844. ",
"Kohlasch KL, Cioffredi LA, Lenninger C, Stewart E, Vatalaro T, Garavan H, Graham A, Heil SH, Krans EE, Robakis T, Rommel A, Sullivan EL, Thomason M, Potter A",2021,"Factors associated with parent views about participation in infant MRI research provide guidance for the design of the Healthy Brain and Child Development (HBCD) study.","Developmental cognitive neuroscience",10.1016/j.dcn.2021.100986,"The National Institutes of Health announced the Healthy Brain and Child Development (HBCD) study to further understanding of infant brain development. This study examined perceptions and knowledge about research among the demographic groups to be studied in HBCD.
",,"Attitudes, Infant, Knowledge, Magnetic resonance imaging, Parent, Pregnant",34242880,https://pubmed.ncbi.nlm.nih.gov/34242880,"Kohlasch KL, Cioffredi LA, Lenninger C, Stewart E, Vatalaro T, Garavan H, Graham A, Heil SH, Krans EE, Robakis T, Rommel A, Sullivan EL, Thomason M, Potter A. Factors associated with parent views about participation in infant MRI research provide guidance for the design of the Healthy Brain and Child Development (HBCD) study. Developmental cognitive neuroscience. 2021/07/03. 10.1016/j.dcn.2021.100986. PMID: 34242880. ",
"Thomason ME, Hect JL, Waller R, Curtin P",2021,"Interactive relations between maternal prenatal stress, fetal brain connectivity, and gestational age at delivery.","Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology",10.1038/s41386-021-01066-7,"Studies reporting significant associations between maternal prenatal stress and child outcomes are frequently confounded by correlates of prenatal stress that influence the postnatal rearing environment. The major objective of this study is to identify whether maternal prenatal stress is associated with variation in human brain functional connectivity prior to birth. We utilized fetal fMRI in 118 fetuses [48 female; mean age 32.9 weeks (SD = 3.87)] to evaluate this association and further addressed whether fetal neural differences were related to maternal health behaviors, social support, or birth outcomes. Community detection was used to empirically define networks and enrichment was used to isolate differential within- or between-network connectivity effects. Significance for χ enrichment was determined by randomly permuting the subject pairing of fetal brain connectivity and maternal stress values 10,000 times. Mixtures modelling was used to test whether fetal neural differences were related to maternal health behaviors, social support, or birth outcomes. Increased maternal prenatal negative affect/stress was associated with alterations in fetal frontoparietal, striatal, and temporoparietal connectivity (β = 0.82, p ",,,34188185,https://pubmed.ncbi.nlm.nih.gov/34188185,"Thomason ME, Hect JL, Waller R, Curtin P. Interactive relations between maternal prenatal stress, fetal brain connectivity, and gestational age at delivery. Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology. 2021/06/29. 10.1038/s41386-021-01066-7. PMID: 34188185. ",
"Chen H, Liu J, Chen Y, Salzwedel A, Cornea E, Gilmore JH, Gao W",2021,"Developmental heatmaps of brain functional connectivity from newborns to 6-year-olds.","Developmental cognitive neuroscience",10.1016/j.dcn.2021.100976,"Different functional networks exhibit distinct longitudinal trajectories throughout development, but the timeline of the dynamics of functional connectivity across the whole brain remains to be elucidated. Here we used resting-state fMRI to investigate the development of voxel-level changes in functional connectivity across the first six years of life. Globally, we found that developmental changes in functional connectivity are nonlinear with more changes during the first postnatal year than the second, followed by most significant changes from ages 2-4 and from ages 4-6. However, the overall global difference observed between the first and second year appears to have been driven by girls. Limbic and subcortical areas consistently demonstrated the most substantial changes, whereas primary sensory areas were the most stable. These patterns were consistent in full-term and preterm subgroups. Validation on randomly divided subsamples as well as in an independent cross-sectional sample revealed global patterns consistent with the main results. Overall, the derived developmental heatmaps reveal novel dynamics underlying functional circuit development during the first 6 years of life.
",,"Childhood, Connectivity, Development, Infant, Network, rsfMRI",34174513,https://pubmed.ncbi.nlm.nih.gov/34174513,"Chen H, Liu J, Chen Y, Salzwedel A, Cornea E, Gilmore JH, Gao W. Developmental heatmaps of brain functional connectivity from newborns to 6-year-olds. Developmental cognitive neuroscience. 2021/06/16. 10.1016/j.dcn.2021.100976. PMID: 34174513. ",
"McDermott CL, Hilton K, Park AT, Tooley UA, Boroshok AL, Mupparapu M, Scott JM, Bumann EE, Mackey AP",2021,"Early life stress is associated with earlier emergence of permanent molars.","Proceedings of the National Academy of Sciences of the United States of America",10.1073/pnas.2105304118,"Exposure to adversity can accelerate biological aging. However, existing biomarkers of early aging are either costly and difficult to collect, like epigenetic signatures, or cannot be detected until late childhood, like pubertal onset. We evaluated the hypothesis that early adversity is associated with earlier molar eruption, an easily assessed measure that has been used to track the length of childhood across primates. In a preregistered analysis ( = 117, ages 4 to 7 y), we demonstrate that lower family income and exposure to adverse childhood experiences (ACEs) are significantly associated with earlier eruption of the first permanent molars, as rated in T2-weighted magnetic resonance images (MRI). We replicate relationships between income and molar eruption in a population-representative dataset (National Health and Nutrition Examination Survey;  = 1,973). These findings suggest that the impact of stress on the pace of biological development is evident in early childhood, and detectable in the timing of molar eruption.
",,"adversity, development, income, molar eruption",34103399,https://pubmed.ncbi.nlm.nih.gov/34103399,"McDermott CL, Hilton K, Park AT, Tooley UA, Boroshok AL, Mupparapu M, Scott JM, Bumann EE, Mackey AP. Early life stress is associated with earlier emergence of permanent molars. Proceedings of the National Academy of Sciences of the United States of America. 2021/06/15. 10.1073/pnas.2105304118. PMID: 34103399. ",
"Wilhoit SA, Trentacosta CJ, Beeghly M, Boeve JL, Lewis TL, Thomason ME",2021,"Household Chaos and Early Childhood Behavior Problems: The Moderating Role of Mother-Child Reciprocity in Lower-Income Families.","Family relations",10.1111/fare.12560,"The study examined whether mother-child reciprocity across increasingly challenging contexts moderated the association between household chaos and early childhood behavior problems.
",,"behavior problems, household chaos, parent–child relationships, reciprocity",34924663,https://pubmed.ncbi.nlm.nih.gov/34924663,"Wilhoit SA, Trentacosta CJ, Beeghly M, Boeve JL, Lewis TL, Thomason ME. Household Chaos and Early Childhood Behavior Problems: The Moderating Role of Mother-Child Reciprocity in Lower-Income Families. Family relations. 2021/06/15. 10.1111/fare.12560. PMID: 34924663. ",
"Rutherford S, Sturmfels P, Angstadt M, Hect J, Wiens J, van den Heuvel MI, Scheinost D, Sripada C, Thomason M",2021,"Automated Brain Masking of Fetal Functional MRI with Open Data.",Neuroinformatics,10.1007/s12021-021-09528-5,"Fetal resting-state functional magnetic resonance imaging (rs-fMRI) has emerged as a critical new approach for characterizing brain development before birth. Despite the rapid and widespread growth of this approach, at present, we lack neuroimaging processing pipelines suited to address the unique challenges inherent in this data type. Here, we solve the most challenging processing step, rapid and accurate isolation of the fetal brain from surrounding tissue across thousands of non-stationary 3D brain volumes. Leveraging our library of 1,241 manually traced fetal fMRI images from 207 fetuses, we trained a Convolutional Neural Network (CNN) that achieved excellent performance across two held-out test sets from separate scanners and populations. Furthermore, we unite the auto-masking model with additional fMRI preprocessing steps from existing software and provide insight into our adaptation of each step. This work represents an initial advancement towards a fully comprehensive, open-source workflow, with openly shared code and data, for fetal functional MRI data preprocessing.
",,"Brain segmentation, Convolutional neural network, Deep learning, Fetal, Functional imaging, Open-source software, fMRI",34129169,https://pubmed.ncbi.nlm.nih.gov/34129169,"Rutherford S, Sturmfels P, Angstadt M, Hect J, Wiens J, van den Heuvel MI, Scheinost D, Sripada C, Thomason M. Automated Brain Masking of Fetal Functional MRI with Open Data. Neuroinformatics. 2021/06/15. 10.1007/s12021-021-09528-5. PMID: 34129169. ",
"Ren M, Dey N, Fishbaugh J, Gerig G",2021,"Segmentation-Renormalized Deep Feature Modulation for Unpaired Image Harmonization.","IEEE transactions on medical imaging",10.1109/TMI.2021.3059726,"Deep networks are now ubiquitous in large-scale multi-center imaging studies. However, the direct aggregation of images across sites is contraindicated for downstream statistical and deep learning-based image analysis due to inconsistent contrast, resolution, and noise. To this end, in the absence of paired data, variations of Cycle-consistent Generative Adversarial Networks have been used to harmonize image sets between a source and target domain. Importantly, these methods are prone to instability, contrast inversion, intractable manipulation of pathology, and steganographic mappings which limit their reliable adoption in real-world medical imaging. In this work, based on an underlying assumption that morphological shape is consistent across imaging sites, we propose a segmentation-renormalized image translation framework to reduce inter-scanner heterogeneity while preserving anatomical layout. We replace the affine transformations used in the normalization layers within generative networks with trainable scale and shift parameters conditioned on jointly learned anatomical segmentation embeddings to modulate features at every level of translation. We evaluate our methodologies against recent baselines across several imaging modalities (T1w MRI, FLAIR MRI, and OCT) on datasets with and without lesions. Segmentation-renormalization for translation GANs yields superior image harmonization as quantified by Inception distances, demonstrates improved downstream utility via post-hoc segmentation accuracy, and improved robustness to translation perturbation and self-adversarial attacks.
",,,33591913,https://pubmed.ncbi.nlm.nih.gov/33591913,"Ren M, Dey N, Fishbaugh J, Gerig G. Segmentation-Renormalized Deep Feature Modulation for Unpaired Image Harmonization. IEEE transactions on medical imaging. 2021/06/01. 10.1109/TMI.2021.3059726. PMID: 33591913. ",
"Elaldi A, Dey N, Kim H, Gerig G",2021,"Equivariant Spherical Deconvolution: Learning Sparse Orientation Distribution Functions from Spherical Data","Inf Process Med Imaging",10.1007/978-3-030-78191-0_21,,,,37576905,https://pubmed.ncbi.nlm.nih.gov/37576905,"Elaldi A, Dey N, Kim H, Gerig G. Equivariant Spherical Deconvolution: Learning Sparse Orientation Distribution Functions from Spherical Data Inf Process Med Imaging. 2021/06/01. 10.1007/978-3-030-78191-0_21. PMID: 37576905. ",
"Hammond CJ, Park G, Kady A, Rathod K, Rahman N, Vidal C, Wenzel K, Fishman M",2021,"Sex-based differences in psychiatric symptoms and opioid abstinence during buprenorphine/naloxone treatment in adolescents with opioid use disorders.","Journal of substance abuse treatment",10.1016/j.jsat.2021.108495,"Recent studies indicate that sex-based differences exist in co-occurring psychiatric symptoms and disorders among individuals with opioid use disorders (OUD). Whether these associations are present in adolescent samples and change during OUD treatment is poorly understood.
",,"Adolescent, Buprenorphine/naloxone, Opioid use disorder, Psychiatric symptoms, Sex-based differences, Treatment response",34218992,https://pubmed.ncbi.nlm.nih.gov/34218992,"Hammond CJ, Park G, Kady A, Rathod K, Rahman N, Vidal C, Wenzel K, Fishman M. Sex-based differences in psychiatric symptoms and opioid abstinence during buprenorphine/naloxone treatment in adolescents with opioid use disorders. Journal of substance abuse treatment. 2021/05/28. 10.1016/j.jsat.2021.108495. PMID: 34218992. ",
"Goldstein E, Nervik K, Hagen S, Hilliard F, Turnquist A, Bakhireva LN, McDonald R, Ossorio PN, Lo J, Zgierska AE",2021,"A socioecological framework for engaging substance-using pregnant persons in longitudinal research: Multi-stakeholder perspectives.","Neurotoxicology and teratology",10.1016/j.ntt.2021.106997,"Understanding the impact of substance use during pregnancy on fetal development and child health is essential for designing effective approaches for reducing prenatal substance exposures and improving child outcomes. Research on the developmental impacts of prenatal substance exposure has been limited by legal, ethical, and practical challenges. This study examined approaches to engage substance-using (with an emphasis on opioids) pregnant persons in longitudinal research, from multi-stakeholder perspectives.
",,"High-risk pregnancy, Maternal-infant research, Opioids, Recruitment, Retention, Substance use",34023390,https://pubmed.ncbi.nlm.nih.gov/34023390,"Goldstein E, Nervik K, Hagen S, Hilliard F, Turnquist A, Bakhireva LN, McDonald R, Ossorio PN, Lo J, Zgierska AE. A socioecological framework for engaging substance-using pregnant persons in longitudinal research: Multi-stakeholder perspectives. Neurotoxicology and teratology. 2021/05/21. 10.1016/j.ntt.2021.106997. PMID: 34023390. ",
"Zhu J, Hasegawa-Johnson M, McElwain N",2021,"A Comparison Study On Infant-Parent Voice Diarization.","Proc IEEE Int Conf Acoust Speech Signal Process",10.1109/icassp39728.2021.9413538,"We design a framework for studying prelinguistic child voice from 3 to 24 months based on state-of-the-art algorithms in diarization. Our system consists of a time-invariant feature extractor, a context-dependent embedding generator, and a classifier. We study the effect of swapping out different components of the system, as well as changing loss function, to find the best performance. We also present a multiple-instance learning technique that allows us to pre-train our parameters on larger datasets with coarser segment boundary labels. We found that our best system achieved 43.8% DER on test dataset, compared to 55.4% DER achieved by LENA software. We also found that using convolutional feature extractor instead of logmel features significantly increases the performance of neural diarization.
",,"Child Speech, Language Development, Multiple Instance Learning, Speaker Diarization, Transfer Learning, Voice Activity Detection",35291257,https://pubmed.ncbi.nlm.nih.gov/35291257,"Zhu J, Hasegawa-Johnson M, McElwain N. A Comparison Study On Infant-Parent Voice Diarization. Proc IEEE Int Conf Acoust Speech Signal Process. 2021/05/13. 10.1109/icassp39728.2021.9413538. PMID: 35291257. ",
