QB_RECORD_ID,DATASETNAME,AGENCYNAME,AGENCYCODE,DATASETCLASSIFICATIONLEVEL,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETCATEGORY,DATASETTYPE,DATAOWNER,EARLIESTDATEOFRECORDS,UPDATEINTERVAL,SUMMARY,PUBLICINTRESTINDATAVALUE,DATASETURL,KEYWORDS,MODIFIEDDATE,PUBLISHED_DATE,OPENDATA_PORTAL,OBJECTID
6032,Toxicology Screens,Office of the Chief Medical Examiner,OCME,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Public Safety,Database,OCME - Forensic Toxicology Division,2008/01/01 05:00:00+00,Daily,"Dataset is used to track toxicology screens based on orders submitted by the case toxicologist. Blood, urine, and other bodily fluids are tested for the presence and quantity of various illegal and legal drugs and medications. Data are for all OCME-related toxicology screens in the District of Columbia.",,,,,2018/03/11 05:00:00+00,No,3069
6033,Asset Tracking,Office of the Chief Medical Examiner,OCME,level1,Public Not Proactively Released,Data require subjective redaction.,Government Operations,Database,OCME,2015/01/01 05:00:00+00,Daily,"Inventory software control and asset tracking for OCME. Dataset includes detail for: vehicles, servers and storage arrays, routers (only those not managed by Office of the Chief Technology Officer), computers, phones, toxicology equipment (mass spectrometers, other laboratory instruments), and any fixed assets.",Unknown,,,,2018/03/11 05:00:00+00,No,3070
6112,Acupuncturist (ACU)  ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3071
6113,Naturopathic Physician (ND) ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3072
6114,Physician Assistant (PA) ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3073
6115,Polysomnographic Technician (PSN) ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3074
6116,Polysomnographic Technologist ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3075
6117,Polysomnographic Trainee ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3076
6118,Surgical Assistant (SA) ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3077
6119,Trauma Technologists ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Medicine ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3078
6120,Criminal Background Check Determinations,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Health Regulation And Licensing Administration ,,Daily,"This dataset contains information related to criminal background checks for all licensure applicants to the Department of Health. A criminal background check is required for initial licensure, registration, or certification shall not be issued a license, registration or certification until the background check has been completed.",,,health,,2018/03/11 05:00:00+00,No,3079
6121,Enterprise Data Inventory (EDI),Office of the Chief Technology Officer,OCTO,level0,Open,,Government Operations,Database,OCTO,2018/03/01 05:00:00+00,Daily,"Mayor's Order 2017-115 establishes a comprehensive data policy for the District government. The data created and managed by the District government are valuable assets and are independent of the information systems in which the data reside. As such, the District government shall: Maintain an inventory of its enterprise datasets; Classify enterprise datasets by level of sensitivity; Regularly publish the inventory, including the classifications, as an open dataset; and Strategically plan and manage its investment in data.  The greatest value from the District?s investment in data can only be realized when enterprise datasets are freely shared among District agencies, with federal and regional governments, and with the public to the fullest e",Unknown,,"catalog, inventory, enterprise, open data, dataset",,2018/03/11 05:00:00+00,No,3080
6122,"Capital planning, budgeting, and performance data",Department of General Services,DGS,level1,Public Not Proactively Released,May contain data that may have legal restraints.,Facility and Structure,Unknown,DGS Construction,,Monthly,"4Tell iPlan provides capital planning, assessment details, and the forecasting of budget.  The dataset consists of energy consumption, financial, budgeting, agency name, facilities, and usernames. Also contains facility condition reports.",Occasional Requests,https://www.4tellplatform.com/,"Facility, Condition Report",,2018/03/11 05:00:00+00,No,3081
6123,Construction project management data - ProLog,Department of General Services,DGS,level0,Open,Portion of application is published publicly for vendor submission. May contain data that may have legal restraints.,Facility and Structure,Unknown,DGS Capital Construction,,Daily,"Prolog is used to manage capital project life-cycle and vendor invoice. The dataset contains DGS vendor name, CBE information, vendor invoice, project budget, construction details,  contractor address, contractor contact email, DGS staff name,  purchase order number, contract dollar amount. Tracks payments on construction progress. Holds historical payment history on construction projects",No Requests,,"invoice, facility",,2018/03/11 05:00:00+00,No,3082
6124,Applicant Drug and Alcohol Screening,DC Human Resources,DCHR,level3,Confidential,This data contains Personally Identifiable Information (PII) and is protected per 6-B DCMR 3100 et seq.,Government Operations,Other,DCHR-Policy and Compliance,,Real-Time/Near Real-Time,A web-based application used to display drug and alcohol testing results for applicants and employees. ,,,"applicant, screening, drug test, alcohol test",,2018/03/11 05:00:00+00,No,3083
6125,Policy and Compliance Administration,DC Human Resources,DCHR,level3,Confidential,"This data contains Personally Identifiable Information (PII) and Protected Health Information (PHI) and is protected per 6-B DCMR 3100 et seq. and under the Health Insurance Portability and Accountability Act (HIPAA), respectively. ",Government Operations,Database,DCHR-Policy and Compliance,,Real-Time/Near Real-Time,"This dataset reflects information pertaining to case management tracking systems for employee grievances and complaints, suitability, and Family Medical Leave Approvals (FMLA).",,,"complaint, suitability, grievance, medical leave",,2018/03/11 05:00:00+00,No,3084
6128,LGBTQ Community Grant Award Data,Lesbian Gay Bisexual Transgender and Questioning Affairs,LGBTQ,level0,Open,,Government Operations,List,LGBTQ,,Yearly,"The office awards grant funding to community-based organizations that serve LGBTQ homeless youth and families in Washington, DC. The grants are intended to strengthen the organizational capacity, support leadership development, and ensure sustainability among nonprofits serving LGBTQ youth and young adults in DC.",,https://lgbtq.dc.gov/service/lgbtq-community-grant,"grant; award",,2018/03/11 05:00:00+00,No,3085
6130,African Community Grant Program Data,Office on African Affairs,OAA,level0,Open,,Government Operations,List,OAA,,Yearly,"The African Community Grant is intended to fund community-based organizations whose programs provide culturally and linguistically targeted services and resources to the District?s African residents and businesses.
",,https://oaa.dc.gov/service/african-community-grant ,"grant; award",,2018/03/11 05:00:00+00,No,3086
6131,Hepatitis Outreach Grant Awardees,Office on African Affairs,OAA,level0,Open,,Government Operations,List,OAA,,Yearly,"The grant is intended to fund programs that provide targeted services and resources to the District?s African residents in areas of need in the community.
",,https://oaa.dc.gov/service/hepatitis-outreach-grant,"grant; award",,2018/03/11 05:00:00+00,No,3087
6132,Mayor Sign On Letters,Office of the Senior Advisor,OSA,level1,Public Not Proactively Released,"Data may require subjective redaction; may impose an undue financial or administrative burden on the agency; or expose the District to litigation or legal liability.",Government Operations,List,OSA,,Real-Time/Near Real-Time,"This is a list of all letters and advocacy notes with other jurisdictions that the Mayor has added her signature.
",,,"letter; advocacy",,2018/03/11 05:00:00+00,No,3088
6133,Daily Update,Office of the Senior Advisor,OSA,level2,For District Government Use,"This update is deliberative and internal, and subject to one or more FOIA exemptions.
",Government Operations,List,OSA,,Daily,"This is a daily update on federal legislation and actions informing strategic decision making for staff
",,,"federal legislation; federal actions",,2018/03/11 05:00:00+00,No,3089
6135,Liquor Moratorium Zones,Alcoholic Beverage Regulation Administration,ABRA,level0,Open,,Business and Economic Development,Database,ABRA,,Unknown,"An ABC moratorium zone is a defined area in DC where the Alcoholic Beverage Control Board (Board) has: ? Limited the number of alcoholic beverage licenses issued; Declared a moratorium on the issuance of alcoholic beverage licenses of any class; Declared a moratorium on the issuance of amended licenses that constitute a substantial change; and/or Declared a moratorium to limit the sale of products that may be sold by off-premises retailer?s licenses class A and B. Any group with standing may make a request to the Board to issue limitations or to declare a moratorium, pursuant to the District of Columbia Official Code Title 25 Section 351, as found in the ABC Laws and Regulations. Any moratorium issued by the Board will not apply to existing",Frequent Requests,http://opendata.dc.gov/datasets/1092394719a44d72af2c9b6ddb269551,"liquor, moratorium zone, regulation, license",,2018/03/11 05:00:00+00,Yes,3090
6136,Salary Schedules,DC Human Resources,DCHR,level0,Open,,Government Operations,Database,DCHR-Human Resources Solution Administration,,Real-Time/Near Real-Time,This dataset reflects information pertaining to fiscal year union and non-union salary schedules.,,,"salary schedule, grade, step",,2018/03/11 05:00:00+00,No,3091
6137,Executed Labor Bargaining Agreements,Office of Labor Relations and Collective Bargaining,OLRCB,level0,Open,,Government Operations,List,OLRCB,,Real-Time/Near Real-Time,"This is a list of all executed labor bargaining agreements entered into by the District Government
",,https://oca.dc.gov/publications?after%5Bvalue%5D%5Bdate%5D=&before%5Bvalue%5D%5Bdate%5D=&keys=&type=722&sort_by=field_date_value&sort_order=DESC,"labor; bargaining; collective; compensation; agreement; union",,2018/03/11 05:00:00+00,No,3092
6138,Board or Commissions Membership,Mayors Office of Talent and Appointments,EOM,level0,Open,,Government Operations,List,MOTA,,Real-Time/Near Real-Time,"This is list of members and vacancies on the various members of the mayoral boards and commissions 
",,https://mota.dc.gov/page/boards-commissions-and-task-forces-district-government,"boards; commissions; membership",,2018/03/11 05:00:00+00,No,3093
6139,Cabinet Membership ,Mayors Office of Talent and Appointments,EOM,level0,Open,,Government Operations,List,MOTA,,Real-Time/Near Real-Time,"This is list of the appointees of the administration's cabinet
",,https://mota.dc.gov/page/new-administration-appointees,"cabinet; appointees",,2018/03/11 05:00:00+00,No,3094
6140,Recipients of Tickets to the Mayor's Suites,Executive Office of the Mayor,EOM,level0,Open,,Government Operations,List,EOM,,Yearly,"This is a list of recipients of tickets to the Mayor's Suites at Nationals Stadium and the Verizon Center
",,https://mayor.dc.gov/node/1178705,"tickets; suites",,2018/03/11 05:00:00+00,No,3095
6141,News Room ,Executive Office of the Mayor,EOM,level0,Open,,Government Operations,List,EOM,,Real-Time/Near Real-Time,"This is a list of press releases issued by the Executive Office of the Mayor
",,https://mayor.dc.gov/newsroom,"press releases; communications",,2018/03/11 05:00:00+00,No,3096
6142,Administrative Hearing Cases - Historical,Office of Administrative Hearings,OAH,level4,Restricted Confidential,"This dataset includes information about cases opened and closed at OAH from the beginning of the agency until late 2009.  Data includes Names, Addresses, and other identifying information for all parties to a case.  It also includes the names of all documents received or sent out.",Government Operations,Database,OAH,,Static,"ProLaw 2017.1 is a historical database of all cases filed up to late 2009 at OAH.  Existing cases were not transferred into eCourt when the new application was implemented.  The ProLaw database is used to confirm results and, primarily, fines imposed in cases up to late 2009.",Occasional Requests,,"Case Initiation, Final Order, Notice of Infractions (NOI), Notice of Violation (NOV), Scheduling, Payment",,2018/03/11 05:00:00+00,No,3097
6144,Immigrant Justice Legal Services Grant Information,Office on Latino Affairs,OLA,level0,Open,,Government Operations,Spreadsheet,OLA,,Yearly,The grant is intended to fund programs that provide targeted services and resources to the DC immigrant population. Information about the grantees is available with OLA.,,https://ola.dc.gov/page/rfas-ola,"immigrants; justice; grant; award",,2018/03/11 05:00:00+00,No,3098
6145,Latino Community Development Grant Information,Office on Latino Affairs,OLA,level0,Open,,Government Operations,Spreadsheet,OLA,,Yearly,OLA?s Latino community grants seek to support the provision of culturally and linguistically appropriate services to the District?s Latino community. Information about programs funded complement resources available in the city and those available in the community.,,https://ola.dc.gov/service/latino-community-grants,"grant; award",,2018/03/11 05:00:00+00,No,3099
6146,Adult Mental Health Providers,Department of Health,DOH,level0,Open,,Health,Database,DOH,,Yearly,Adult (Community-based) Mental Health Service Providers. The Department of Behavioral Health ensures that high quality mental health services are available to District residents through a rigorous certification program conducted by the Office of Accountability. DBH ,Frequent Request,http://opendata.dc.gov/datasets/da634bb38ffe4fa3b2e6e0391fbf1618,"health, society",,2018/03/11 05:00:00+00,Yes,3100
6034,Perishables Tracking,Office of the Chief Medical Examiner,OCME,level1,Public Not Proactively Released,Publication of dataset would impose an undue administrative burden on the agency.,Public Safety,Database,OCME,,Daily,"Perishable (consumable) materials management tracking. Used to track OCME inventory of items with fixed life-span, such as chemicals, glassware (beakers, etc.), printer toner, etc. 
",Unknown,,,,2018/03/11 05:00:00+00,No,3101
6035,Quality Assurance and Control Index,Office of the Chief Medical Examiner,OCME,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Government Operations,Database,OCME,,Daily,Index for Qualtrax documentation and accreditation system,Unknown,,,,2018/03/11 05:00:00+00,No,3102
6036,"Form 1 ? Demographic, Service Utilization, and Select Clinical Indicators",Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Health,Database,DOH - Community Health Administration,2012/08/29 04:00:00+00,Real-Time/Near Real-Time,"These data summarize program participant demographics and characteristics of service utilization at the state level. The variables include but are not limited to the usual source of medical and dental care for caregivers and children, housing status, and participation by an evidence-based home visiting model. ",Occasional Requests,,health,,2018/03/11 05:00:00+00,No,3103
6037,Form 2 ? Performance Indicators and Systems Outcome Measures.,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Health,Database,DOH - Community Health Administration,2012/08/29 04:00:00+00,Real-Time/Near Real-Time,"This form requires data to be submitted on eligible populations for select indicators that represent the six statutorily defined benchmark areas: (1) improvements in maternal, newborn, and child health; (2) prevention of child injuries, child abuse, neglect, or maltreatment, as well as reductions of emergency room visits; (3) improvements in school readiness and child academic achievement; (4) reductions in crime or domestic violence; (5) improvements in family economic self-sufficiency; and (6) improvements in the coordination and referrals for other community resources and supports. There are two types of measures in Form 2 ? performance indicators and systems outcome measures.
",Occasional Requests,,"Contact record, SOAP notes, referral records, health",,2018/03/11 05:00:00+00,No,3104
6038,Form 4 - Quarterly Performance Report,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Health,Database,DOH - Community Health Administration,2012/08/29 04:00:00+00,Real-Time/Near Real-Time,"Maternal, Infant, and Early Childhood Home Visiting (MIECHV) Program grantees must submit quarterly performance reports which serve to assist Human Resources and Services Administration (HRSA) in monitoring grants and providing oversight. The forms include a select number of service utilization and staffing measures, which have the potential to change frequently. 
",Occasional Requests,,"Address, Client record, home visitor, health",,2018/03/11 05:00:00+00,No,3105
6039,Help Me Grow Fidelity Assessment,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Health,Database,DOH - Community Health Administration,2016/10/19 04:00:00+00,Real-Time/Near Real-Time,"The Help Me Grow (HMG) National Center distinguishes between Common Indicators and Impact Indicators, two terms to describe metrics that serve unique purposes. Common Indicators are a shared set of metrics among affiliates that: are heavily influenced by local variations in HMG systems and inform local continuous quality improvement and system enhancements. Impact Indicators are a shared set of metrics among affiliates that, conversely: tell the same story regardless of local context and, in the aggregate, inform the national narrative of HMG. All HMG affiliates are expected to track Common Indicators at the local level and report Impact Indicators to HMG National.
",Occasional Requests,,"Client records, Index Child records, Screening records, Insurance, referral records, follow-up records",,2018/03/11 05:00:00+00,No,3106
6040,Dentist Workforce Survey,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Community Health Administration,2015/01/01 05:00:00+00,Biennially,"Dentist Survey administered with license renewal. Census of all dentists licensed to practice in the District of Columbia. Includes demographic data (gender, age, country of origin, ethnicity, type of license, etc.), as well as practice information and demographics (specialty, certifications, etc.). Updated Biennially.",Unknown,,health,,2018/03/11 05:00:00+00,No,3107
6041,School-based Oral Health Program Data,Department of Health,DOH,level3,Confidential,"Data contain Personally Identifiable Information (PII),Protected Health Information (PHI), and information protected under the Family Educational Rights and Privacy Act of 1974 (FERPA)",Health,Database,DOH - Community Health Administration,2015/01/01 05:00:00+00,Monthly,"Data of students who participate in School-based Oral Health Program (SBOHP).

The School-Based Oral Health Program provides preventive oral health services to DC Public Schools (DCPS), DC Public Charter Schools (DCPCS) elementary school students and Head Start Centers/Early Child Learning Centers who presented their signed parental consent forms. Schools that are allowed to participate in the program must have at least 50% of its student population enrolled in the National Free or Reduced Lunch Program.",Unknown,,"oral health, dentist, school",,2018/03/11 05:00:00+00,No,3108
6042,BRFSS Oral Health Questions,Department of Health,DOH,level2,For District Government Use,DC Code 2-534(a)(2) - “Personal Privacy”,Health,Other,DOH - Community Health Administration,2017/01/01 05:00:00+00,Quarterly,"Additional questions added on to standard Behavioral Risk Factor Surveillance System (BRFSS) survey. 

BRFSS is a monthly telephone survey conducted in every state in the US, as well as some possessions and territories. The survey collects data on chronic diseases and related health behaviors from a randomly selected adult in each household that participates. The results are used to monitor trends and to guide policy and funding decisions.",Unknown,,health,,2018/03/11 05:00:00+00,No,3109
6044,Nursing Homes,Department of Health,DOH,level0,Open,,Health,Database,DOH - Health Regulation And Licensing Administration ,,Unknown,"24-hour inpatient facility, or distinct part thereof, primarily engaged in providing professional nursing services, health-related services, and other supportive services needed by the resident. ",,http://opendata.dc.gov/datasets/nursing-homes,health,,2018/03/11 05:00:00+00,No,3110
6045,Hospice,Department of Health,DOH,level0,Open,,Health,Database,DOH - Health Regulation And Licensing Administration ,,Unknown,Locations of hospice care facilities in the District of Columbia.,,,health,,2018/03/11 05:00:00+00,No,3111
6046,Maternity Centers,Department of Health,DOH,level0,Open,,Health,Database,DOH - Health Regulation And Licensing Administration ,,Unknown,Location of the Family Health and Birth Center in the District of Columbia.,,,health,,2018/03/11 05:00:00+00,No,3112
6047,Outpatient Speech and Physical Therapy,Department of Health,DOH,level0,Open,,Health,Database,DOH - Health Regulation And Licensing Administration ,,Unknown,Outpatient Speech and Physical Therapy facility locations in the District of Columbia.,,,health,,2018/03/11 05:00:00+00,No,3113
6048,Tissue Banks,Department of Health,DOH,level0,Open,,Health,Database,DOH - Health Regulation And Licensing Administration ,,Unknown,"Data represent facilities which are licensed to collect and recover biomedical tissue for the purposes of medical research, education or cryogenic storage. Facilities may be stand-alone or housed within a larger facility, such as a hospital or other medical facility.",,,health,,2018/03/11 05:00:00+00,No,3114
6049,Home Health Agencies,Department of Health,DOH,level0,Open,,Health,Database,DOH - Health Regulation And Licensing Administration ,,Unknown,"Facilities (agency or organization) licensed to provide clinical home health services, including: therapy and skilled nursing services; administration of medications, including injections;  medical tests; monitoring of health status; and wound care. These facilities may or may not also be certified to provide home care by the DOH Division of Intermediate Care Facilities (ICF) (also part of HRLA).",,,health,,2018/03/11 05:00:00+00,No,3115
6050,Facility/Provider Complaints - Health Care Facilities,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI).,Health,Database,DOH - Health Regulation And Licensing Administration ,,Daily,"Complaints and incidents reported against health care providers and suppliers regulated by Centers for Medicare and Medicaid Services (CMS). These data are used by DOH to: track complaints about an alleged perpetrator or facility; conduct a survey of facilities; assess facilities. Data are reported to CMS on an ongoing basis.
",,,health,,2018/03/11 05:00:00+00,No,3116
6051,Complaints - Board of Pharmacy,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI).,Health,Database,DOH - Board of Pharmacy,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3117
6052,Fines - DOH - Pharmaceutical Control Division,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Health,Database,DOH - Pharmaceutical Control Division,,Daily,Fines levied for violations related to licensure and/or display requirements per District of Columbia Official Code and Municipal Regulations. ,,,health,,2018/03/11 05:00:00+00,No,3118
6053,Prescriptions - Controlled Substances and Medication,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI).,Health,Database,DOH - Pharmaceutical Control Division,,Daily,"Data on prescriptions for controlled substances and medication are collected to support DOH Pharmaceutical Control Division mission to enforce all District and federal pharmacy laws and regulations (pharmacy, controlled substances, prescription substitution, drug purity, and drug distribution and manufacturing laws and accompanying regulations, etc.).",,,health,,2018/03/11 05:00:00+00,No,3119
6054,Yellow Fever Permits,Department of Health,DOH,level0,Open,,Health,Unknown,DOH - Pharmaceutical Control Division,,Daily,Locations and facility information for all  facilities where the Yellow Fever Vaccine is approved to be administered. Contains facility information and business contact information.,,,health,,2018/03/11 05:00:00+00,No,3120
6055,Facility Inspections - DOH Pharmaceutical Control,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII) and Protected Health Information (PHI),Health,Database,DOH - Pharmaceutical Control Division,,Daily,"Inspections for: resident pharmacies, researchers (license with Facilities), controlled substance facilities, substance abuse facilities, resident distributor/wholesalers, yellow fever vaccination locations.",,,health,,2018/03/11 05:00:00+00,No,3121
6056,Pharmacist Licenses,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Pharmacy,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3122
6057,Pharmacist/Vaccination and Immunization Agent Licenses,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Pharmacy,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3123
6058,Pharmacy Intern Licenses,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Pharmacy,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3124
6059,Pharmacy Technician Licenses ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Pharmacy,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3125
6060,Pharmaceutical Detailer Licenses ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Pharmacy,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3126
6061,SafeRX Pharmaceutical Detailer  ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board of Pharmacy,,Daily,"Data contains demographic and license data for all active pharmaceutical detailers, even those who promote over-the-counter drugs, or those who worked in the District on a temporary or emergency basis.",,,health,,2018/03/11 05:00:00+00,No,3127
6063,Controlled Substance Registration,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Pharmaceutical Control Division,,Daily,"Dataset contains registration records collected by DOH to support the requirement that every person who manufactures, distributes, dispensers, prescribes or who conducts research with controlled substance s in the District of Columbia must be
registered with the D.C. Department of Health (DOH). This registration is required in addition to federal registration with the U. S. Drug Enforcement Administration (DEA). (D.C. Uniform Controlled Substances Law (D.C. 4-29; D.C. Code ? 48.901.02 (et. seq.) and regulations promulgated under 22 DCMR Chapters 10-15)
",,,health,,2018/03/11 05:00:00+00,No,3128
6064,Audiologist Licenses ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board Of Audiology And Speech-Language Pathology ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3129
6065,Audiology Assistant Licenses ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board Of Audiology And Speech-Language Pathology ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3130
6066,Speech-Language Pathologist Licenses ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board Of Audiology And Speech-Language Pathology ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3131
6067,Speech-Language Pathology Assistant Licenses ,Department of Health,DOH,level3,Confidential,Data contain Personally Identifiable Information (PII),Health,Database,DOH - Board Of Audiology And Speech-Language Pathology ,,Daily,"These data are collected for the purpose of licensing individuals to practice in the District of Columbia. This dataset contains information related to: licensees, license status, renewal information, and practice location.

License applications are confidential, however, public version of these data are available via DOH Online Professional License Search: https://app.hpla.doh.dc.gov/Weblookup/
",,,health,,2018/03/11 05:00:00+00,No,3132
