UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Source Information: Technical Contact,Common Core: Publisher,Common Core: Contact Name,Source Information: Program,Common Core: Contact Email,Source Information: Start Date,Common Core: Public Access Level,Source Information: Frequency of Data Change,Source Information: End Date,Source Information: Format,Source Information: Source Department
ubcv-y4ni,Calls for Service,Calls for Service from 2011 to present,J.B. Raasch,7kk9-bewq,published,private,not_ready,official,dataset,Public Safety and Preparedness,,https://data.nola.gov/d/ubcv-y4ni,https://data.nola.gov/resource/ubcv-y4ni.json,10/27/2015 06:34:55 PM,10/27/2015 08:17:47 PM,10/27/2015 07:21:58 PM,data.nola.gov,false,17,1,Row,2276035,25,,,,,,,,,,,,webmaster@nola.gov,,,,,,NOPD
2mta-5eqz,Untitled Visualization - Based on Calls for Service 2016,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2016. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",MMPfirm2380,pqgp-jy88,published,private,rejected,community,visualization,Public Safety and Preparedness,,https://data.nola.gov/d/2mta-5eqz,https://data.nola.gov/resource/2mta-5eqz.json,01/30/2018 03:38:37 PM,01/30/2018 03:52:55 PM,04/05/2017 04:17:17 PM,data.nola.gov,true,1,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,wgrp-d3ma,,,,,,,,,,,
5cpu-gvdk,Market Value Analysis Final Report 2018,,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,file,,,https://data.nola.gov/d/5cpu-gvdk,https://data.nola.gov/resource/5cpu-gvdk.json,07/25/2018 12:16:49 AM,07/25/2018 12:16:49 AM,07/25/2018 12:16:49 AM,data.nola.gov,false,0,0,,,,,,,,,,,,,,,,,,,,,
na35-d9s8,Calls for Service 2013,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2013. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",dlm9fx,nyfk-d3qm,published,private,rejected,community,filter,Public Safety and Preparedness,"police,crime",https://data.nola.gov/d/na35-d9s8,https://data.nola.gov/resource/na35-d9s8.json,05/31/2013 06:07:27 PM,01/14/2025 10:33:44 PM,11/02/2015 06:13:14 PM,data.nola.gov,true,128,72,,,7,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,5fn8-vtui,,,,,,,,,,,NOPD
9nr2-jf4w,2017 number of calls,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2017. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Please request 911 audio via our public records request system here: https://nola.nextrequest.com.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",WaldenF,egsw-9jqg,published,private,rejected,community,chart,Public Safety and Preparedness,,https://data.nola.gov/d/9nr2-jf4w,https://data.nola.gov/resource/9nr2-jf4w.json,10/21/2020 07:43:33 PM,11/20/2020 02:18:24 AM,01/01/2018 09:01:49 AM,data.nola.gov,true,5,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,bqmt-f3jk,,,,,data@nola.gov,,,,,,Police Department (NOPD)
whnz-hm9v,Lateststatuscodeenforcementcases 033011,"All Code Enforcement cases in Accela as of 3/30/2011, by Status.",Denice Ross,knbi-ixsc,published,private,not_ready,official,dataset,,"blight,accela",https://data.nola.gov/d/whnz-hm9v,https://data.nola.gov/resource/whnz-hm9v.json,04/11/2011 07:01:50 PM,08/25/2015 10:24:06 PM,08/21/2011 02:54:40 AM,data.nola.gov,false,4,0,,4940,13,,,Code Enforcement & Hearings Bureau,,,,,,,,,data@nola.gov,,,,,,
pnkz-apju,Mardi Gras Routes 2014,The routes in this dataset are official Mardi Gras Float Parades approved by the city. This data does not include marching or walking parades.  This data is derived from approved permits submitted to NOPD.,greece,25it-ektq,published,private,not_ready,official,map,Archived,mardi gras,https://data.nola.gov/d/pnkz-apju,https://data.nola.gov/resource/pnkz-apju.json,02/13/2014 06:16:05 PM,04/24/2024 07:06:52 PM,02/13/2014 07:08:34 PM,data.nola.gov,true,299,133,,,,gdreece@nola.gov,Public Domain,NOHSEP,http://www.nola.gov/homeland-security/,,,si2k-kcbf,,,,NOHSEP,data@nola.gov,,,,,,NOHSEP
tk4c-vhqb,Newman,"Post-Katrina damage assessment conducted by City inspectors, published by address with breakdown by category. These data formerly supported the ""Damage Assessment Wizard"" web tool. Also see attachment 'DA_Categories' for insight as to how damage was assessed.",Newman,vi2z-pec4,published,private,rejected,community,filter,Administrative Data,"katrina,new orleans,damage",https://data.nola.gov/d/tk4c-vhqb,https://data.nola.gov/resource/tk4c-vhqb.json,01/29/2014 04:21:19 PM,01/30/2025 05:53:20 AM,04/03/2013 05:56:48 PM,data.nola.gov,true,1,2,,,59,,Creative Commons 1.0 Universal (Public Domain Dedication),"City of New Orleans – Office of Information Technology & Innovation, Enterprise Information Team",,,,aned-jbk9,,,,,,,,,,,"City of New Orleans, Department of Safety and Permits"
si2k-kcbf,MardiGras2014,The routes in this dataset are official Mardi Gras Float Parades approved by the city. This data does not include marching or walking parades.  This data is derived from approved permits submitted to NOPD.,greece,25it-ektq,published,private,not_ready,official,dataset,Archived,mardi gras,https://data.nola.gov/d/si2k-kcbf,https://data.nola.gov/resource/si2k-kcbf.json,02/13/2014 07:08:34 PM,04/10/2024 07:10:50 PM,02/13/2014 07:08:34 PM,data.nola.gov,false,8,37,,33,7,gdreece@nola.gov,Public Domain,NOHSEP,http://www.nola.gov/homeland-security/,,,,,,,NOHSEP,data@nola.gov,,,,,,NOHSEP
4wc8-9iww,New View,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2016. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",KG,fyt3-g9tf,published,private,rejected,community,filter,Public Safety and Preparedness,"police,crime",https://data.nola.gov/d/4wc8-9iww,https://data.nola.gov/resource/4wc8-9iww.json,08/04/2016 01:37:04 AM,01/14/2025 10:19:39 PM,04/05/2017 04:17:17 PM,data.nola.gov,true,4,0,Row,,15,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,wgrp-d3ma,,,,,data@nola.gov,,,,,,NOPD
c3v6-88qg,Untitled Visualization - Based on Calls for Service 2013,,Stacie Coleman,4qpi-m5xg,published,private,rejected,community,visualization,Public Safety and Preparedness,,https://data.nola.gov/d/c3v6-88qg,https://data.nola.gov/resource/c3v6-88qg.json,06/29/2018 02:59:15 PM,06/29/2018 02:59:15 PM,11/02/2015 06:13:14 PM,data.nola.gov,true,1,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,5fn8-vtui,,,,,data@nola.gov,,,,,,Police Department (NOPD)
bpqj-ihff,BehavHealth_ToPost_test,,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/bpqj-ihff,https://data.nola.gov/resource/bpqj-ihff.json,04/25/2013 05:21:59 PM,04/10/2024 07:10:50 PM,04/25/2013 05:21:59 PM,data.nola.gov,false,4,0,,302,40,,,,,,,,,,,,data@nola.gov,,,,,,
6ifh-ib6q,CE Active Pipeline v2,Code Enforcement Active Pipeline,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,dataset,,"active pipelines,new orleans",https://data.nola.gov/d/6ifh-ib6q,https://data.nola.gov/resource/6ifh-ib6q.json,09/10/2014 03:54:54 PM,04/20/2019 08:28:19 AM,09/10/2014 03:59:47 PM,data.nola.gov,false,6,0,,13779,35,,,"City of New Orleans – Office of Information Technology & Innovation, Enterprise Information Team",,,,,,,,,data@nola.gov,,,,,,Code Enforcement 
fmqa-q7ib,Bio District New Orleans,"The Greater New Orleans Biosciences Economic Development District (GNOBEDD), now referred to as BioDistrict New Orleans, is a state-enabled economic development district (with taxing and bonding authority) that was created by the State of Louisiana in 2005 and charged with the responsibility of growing both the programmatic and physical development components of the biosciences sector of the New Orleans economy (Louisiana State Legislature, 2005, ACT 487).  Included in the .zip file are shapefiles for 'BioDistrict New Orleans' and 'BioDistrict Hospital Sites'.  More here: http://biodistrictneworleans.org/category/resources/. Updated 11/02/2012",City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,file,Economy and Workforce,"economic development,biodistrict,new orleans",https://data.nola.gov/d/fmqa-q7ib,https://data.nola.gov/resource/fmqa-q7ib.json,10/10/2012 07:10:54 PM,12/28/2016 08:26:30 PM,10/10/2012 07:10:54 PM,data.nola.gov,false,590,454,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),"Office of Information Technology & Innovation, Enterprise Information",,,,,,,,,data@nola.gov,,,,,,
hr3y-d25h,Official Street Name List -- DRAFT,"City of New Orleans official street list, derived from New Orleans street centerline file, 9-1-1 centerline file, and CPC plat maps. Fields include the full street name and the parsed elements. This data set is in DRAFT form because streetnames are currently being verified against ordinance numbers.

This list represents legal names based on ordinances. Spelling of streets on current street signage and postal addresses may not match the spelling on this list because this list reflects what is in the legal ordinance.

Scheduled update: quarterly",Christopher Ard,wvd3-542u,published,private,not_ready,official,dataset,,streets,https://data.nola.gov/d/hr3y-d25h,https://data.nola.gov/resource/hr3y-d25h.json,10/21/2011 06:55:49 PM,08/25/2015 10:21:45 PM,11/02/2011 07:28:11 PM,data.nola.gov,false,443,45,,2288,8,cmard@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),City of New Orleans - Department of Information Technology & Innovation,,,,,,,,,data@nola.gov,,,,,,City of New Orleans - Department of Information Technology & Innovation
v74q-359i,Inspection Stops (New),Dataset of inspection events matched against inspector vehicle locations. Not all inspections or inspection types represented.,Enterprise Information Data Team,uqfu-rapx,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/v74q-359i,https://data.nola.gov/resource/v74q-359i.json,02/09/2023 09:41:49 PM,02/10/2023 05:47:10 PM,02/09/2023 09:46:50 PM,data.nola.gov,false,13,0,,833,31,,,,,,,,,,,,data@nola.gov,,,,,,Safety and Permits
nfp2-bk76,Nahinahi,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2016. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Nahinahi,qcm7-iwrf,published,private,rejected,community,filter,Public Safety and Preparedness,"crime,police",https://data.nola.gov/d/nfp2-bk76,https://data.nola.gov/resource/nfp2-bk76.json,07/18/2016 11:56:04 PM,01/31/2025 02:52:27 AM,04/05/2017 04:17:17 PM,data.nola.gov,true,3,0,Row,,16,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,wgrp-d3ma,,,,,data@nola.gov,,,,,,NOPD
m9ba-bubm,Auto Accident,"This dataset reflects incidents that have been reported to the New Orleans Police Department in 2017. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Please request 911 audio via our public records request system here: https://nola.nextrequest.com.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",BenReady,w986-4ng2,published,private,rejected,community,filter,Public Safety and Preparedness,"police,crime",https://data.nola.gov/d/m9ba-bubm,https://data.nola.gov/resource/m9ba-bubm.json,07/29/2017 08:40:55 PM,01/29/2025 03:21:18 AM,01/01/2018 09:01:49 AM,data.nola.gov,true,2,0,Row,,21,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,bqmt-f3jk,,,,,data@nola.gov,,,,,,Police Department (NOPD)
xet5-uy3p,Entertainment Cultural Non-profits,Entertainment Cultural Non-profits in New Orleans,City of New Orleans GIS Department,guap-8ddq,published,private,not_ready,official,href,"Arts, Culture, History","chorus,association,ballet,club,dance,education,entertainment,festival,film,foundation,jazz,krewe,music,opera,orchestra,social,symphony",https://data.nola.gov/d/xet5-uy3p,,07/19/2017 04:42:45 PM,01/29/2018 06:14:07 PM,07/19/2017 04:42:45 PM,data.nola.gov,false,7,0,,,,gis@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),Mayor's Office of Cultural Economy,,,,,,,,,gis@nola.gov,,,,,,Cultural Economy
trbs-v3be,311 Experiment,,Eric Ogburn,8x8r-xmxi,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/trbs-v3be,https://data.nola.gov/resource/trbs-v3be.json,08/22/2016 09:10:50 PM,08/24/2016 01:54:42 AM,08/24/2016 02:03:02 AM,data.nola.gov,false,21,0,Row,184173,25,,,,,,,,,,,,epogburn@nola.gov,,,,,,311
y5m8-vwc7,Auto Thefts Reported,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2016. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",marc.j.cenac,nvds-pkzf,published,private,rejected,community,filter,Public Safety and Preparedness,"crime,police",https://data.nola.gov/d/y5m8-vwc7,https://data.nola.gov/resource/y5m8-vwc7.json,09/06/2016 12:59:20 AM,01/29/2025 03:23:08 AM,04/05/2017 04:17:17 PM,data.nola.gov,true,1,2,Row,,21,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,wgrp-d3ma,,,,,data@nola.gov,,,,,,NOPD
bbrc-9byj,Calls 996 AFTER 12/24/2015,"Data Description and Disclaimer
This dataset reflects incidents that have been reported to the New Orleans Police Department in 2015. Data is provided by Orleans Parish Communication District (OPCD), the administrative office of 9-1-1 for the City of New Orleans. In the OPCD system, NOPD may reclassify or change the signal type for up to 36 hours after the incident is marked up. For information about an incident after this time period, citizens may request police reports from the NOPD Public Records Division.  In order to protect the privacy of victims, addresses are shown at the block level and the call types cruelty to juveniles, juvenile attachment and missing juvenile have been removed in accordance with the Louisiana Public Records Act, L.R.S. 44:1.  Map coordinates (X,Y) have been removed for the following call types: Aggravated Rape, Aggravated Rape - MA, Crime Against Nature, Mental Patient, Oral Sexual Battery, Prostitution, Sexual Battery, Simple Rape, Simple Rape - Male V, and Soliciting for Prost.

Disclaimer: These incidents may be based upon preliminary information supplied to the Police Department by the reporting parties that have not been verified. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",N Fuller,wxdy-6upb,published,private,rejected,community,filter,Public Safety and Preparedness,"crime,police",https://data.nola.gov/d/bbrc-9byj,https://data.nola.gov/resource/bbrc-9byj.json,03/11/2016 10:51:06 PM,01/29/2025 03:19:50 AM,07/28/2016 09:21:21 PM,data.nola.gov,true,10,0,Row,,16,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,w68y-xmk6,,,,,data@nola.gov,,,,,,NOPD
