
"Category Type","Title","DOI","URL","Citation","Abstract","Authors","Keywords","Full Text","Year of Publication","Conference"
"Presentations","Report on Dagstuhl Workshop on Managing Metadata for Longitudinal Data - Best Practices","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_P3_WilliamBlock_Slides.ppt","Block B, Kramer S.  
2010.  Report on Dagstuhl Workshop on Managing Metadata for Longitudinal Data - Best Practices. ","","B. Block; S. Kramer","","","2010","EDDI"
"Publications","Metadata Creation, Transformation and Discovery for Social Science Data Management: The DAMES Project Infrastructure","https://doi.org/10.29173/iq647","","Blum J, Warner G, Jones S, Lambert P, Dawson A.  
2010.  Metadata Creation, Transformation and Discovery for Social Science Data Management: The DAMES Project Infrastructure. IASSIST Quarterly. 33(1-2)","","J. Blum; G. Warner; S. Jones; P. Lambert; A. Dawson","","","2010",""
"Presentations","The use of DDI tools and standards in epidemiology & public health research ","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_C1_TitoCastillo_Slides.ppt","Castillo T.  
2010.  The use of DDI tools and standards in epidemiology & public health research . ","","T. Castillo","","","2010","EDDI"
"Presentations","Progress from the DDI Working Group on Qualitative Data","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B2_LouiseCorti_Slides.ppt","Corti L.  
2010.  Progress from the DDI Working Group on Qualitative Data. ","","L. Corti","","","2010","EDDI"
"Presentations","Automated DDI Metadata Harvesting and Replication for Preservation Purposes within iRODS","10.5281/zenodo.3781879","https://doi.org/10.5281/zenodo.3781879","Crabtree J, de Torcy A, Chua M.  
2010.  Automated DDI Metadata Harvesting and Replication for Preservation Purposes within iRODS. ","","J. Crabtree; A. de Torcy; M. Chua","","","2010","IASSIST"
"Publications","Questasy: Online Survey Data Dissemination Using DDI 3","https://doi.org/10.29173/iq645","","de Bruijne M, Amin A.  
2010.  Questasy: Online Survey Data Dissemination Using DDI 3. IASSIST Quarterly. 33(1-2)","","M. de Bruijne; A. Amin","","","2010",""
"Presentations","Converting general Microsoft Word questionnaires to DDI ","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_C2_NadineDulisch_Slides.ppt","Dulisch N.  
2010.  Converting general Microsoft Word questionnaires to DDI . ","","N. Dulisch","","","2010","EDDI"
"Presentations","DDI at the Swedish National Data Service","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_A1_JohanFihn_Slides.pptx","Fihn J, Olsson O, Alfredsson I, Marker HJørgen.  
2010.  DDI at the Swedish National Data Service. ","","J. Fihn; O. Olsson; I. Alfredsson; H.Jørgen Marker","","","2010","EDDI"
"Presentations","Data Service Center for Business and Organizational Data – Specifics concerning DDI dealing with organizational data","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_A2_ChristianGerhards_Slides.pdf","Gerhards C.  
2010.  Data Service Center for Business and Organizational Data – Specifics concerning DDI dealing with organizational data. ","","C. Gerhards","","","2010","EDDI"
"Workshops","The Data Documentation Initiative (DDI) XML Standard: Using DDI 3 to Support Production, Management, Dissemination, and Preservation Systems for Data in the Social Sciences and Economics","","http://www.dagstuhl.de/10432","Gregory A, Thomas W, Wackerow J.  
2010.  The Data Documentation Initiative (DDI) XML Standard: Using DDI 3 to Support Production, Management, Dissemination, and Preservation Systems for Data in the Social Sciences and Economics. ","","A. Gregory; W. Thomas; J. Wackerow","","","2010",""
"Workshops","The Data Documentation Initiative (DDI) Standard: Managing Metadata for Longitudinal Data — Best Practices","","http://www.dagstuhl.de/10422","Gregory A, Vardigan M, Wackerow J.  
2010.  The Data Documentation Initiative (DDI) Standard: Managing Metadata for Longitudinal Data — Best Practices. ","Goals
This symposium-style workshop will bring together representatives from major longitudinal data collection efforts to share expertise and to explore the use of the DDI metadata standard as a means of managing and structuring longitudinal study documentation. Participants will work collaboratively to create best practices for documenting longitudinal data in its various forms, including panel data and repeated cross-sections.
Description of the workshop
Longitudinal survey data carry special challenges related to documenting and managing data over time, over geography, and across multiple languages. This complexity is often a barrier to building efficient systems for data access and analysis. The Data Documentation Initiative (DDI), a metadata standard that addresses the full life cycle of social science research data, is designed to provide an efficient structure for the documentation of complex longitudinal data. In this workshop, participants involved in longitudinal data projects around the world will work together on issues involved in documenting longitudinal data.
Intended audience: Individuals with expertise in longitudinal social science data; knowledge of DDI is desired but not required. The intent is to have a mix of participants with substantive and technical skills. Participants should provide access to materials describing their projects, which can serve as use cases in applying DDI. The workshop is in English.
Expected Results
Participants will write best practice papers, to be published in the DDI Working Paper Working Paper Series. Last year’s workshop produced a series of use case papers — see in particular Grouping of Survey Series Using DDI 3.
","A. Gregory; M. Vardigan; J. Wackerow","","","2010",""
"Workshops","Introduction to the Statistical Data and Metadata Exchange (SDMX) Standard","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_W2_SDMXCourse_ArofanGregory_Slides.ppt","Gregory A.  
2010.  Introduction to the Statistical Data and Metadata Exchange (SDMX) Standard. ","","A. Gregory","","","2010","EDDI"
"Presentations","DDI4RDC: Metadata driven framework for the Canada Research Data Centre Network","10.5281/zenodo.3781734","https://doi.org/10.5281/zenodo.3781734","Heus P.  
2010.  DDI4RDC: Metadata driven framework for the Canada Research Data Centre Network. ","","P. Heus","","","2010","IASSIST"
"Working Papers","Questionnaire Management and DDI: The QDDS Case","10.3886/DDIUseCases05","","Hopt O, Amin A, Gregory A, Jensen J, Kristiansen D, Vardigan M.  
2010.  Questionnaire Management and DDI: The QDDS Case. DDI Working Paper Series (Use Cases). ","This paper describes the Questionnaire Development Documentation project, a system created by GESIS Leibniz Institute for the Social Sciences to permit permanent electronic documentation of questionnaire development and the final state of the instrument.
","O. Hopt; A. Amin; A. Gregory; J. Jensen; D. Kristiansen; M. Vardigan","","","2010",""
"Working Papers","DDI 3: Extracting Metadata from the Data Analysis Workflow","10.3886/DDIUseCases04","","Hoyle L, Wackerow J, Hopt O.  
2010.  DDI 3: Extracting Metadata from the Data Analysis Workflow. DDI Working Paper Series (Use Cases). ","A few tools have been developed to extract metadata from SPSS, Stata, and SAS datasets (see http://tools.ddialliance.org/?lvl1=library ). Each of these data analysis packages allows for a different set of metadata in their data files. For each of these packages the focus of the metadata they contain is primarily for the use of the data and not for other purposes such as resource discovery, citation, and context. In some cases there are differences in the programs’ underlying metadata models. In a few instances these differences may make it difficult to represent the complete set of metadata available in DDI1 . An explicit enumeration of what metadata are available would be useful for future refinement of extraction programs and possible evolution of the DDI standard.  Some of these programs allow for representation of complex relationships between multiple tables. For the most part those features have been not been thoroughly explored in this analysis.
","L. Hoyle; J. Wackerow; O. Hopt","","","2010",""
"Working Papers","Using DDI 3 for Comparison","10.3886/DDIUseCases03","","Ionescu S, Hoyle L, Kleemola M, Mechtel M, Olsson O, Thomas WThomas.  
2010.  Using DDI 3 for Comparison. DDI Working Paper Series (Use Cases). ","This paper explores how archives can use DDI 3 to support and document data comparison and harmonization.
","S. Ionescu; L. Hoyle; M. Kleemola; M. Mechtel; O. Olsson; W.Thomas Thomas","","","2010",""
"Workshops","DDI 3 Repository-Based Data Management with Colectica","","https://iassistdata.org/conferences/archive/2010-ithaca/","Iverson J.  
2010.  DDI 3 Repository-Based Data Management with Colectica. ","","J. Iverson","","","2010","IASSIST"
"Presentations","Colectica: New Technology for Social Science Research","10.5281/zenodo.3781730","https://doi.org/10.5281/zenodo.3781730","Iverson J, Smith D.  
2010.  Colectica: New Technology for Social Science Research. ","","J. Iverson; D. Smith","","","2010","IASSIST"
"Presentations","Metadata Driven Survey Design","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_P2_JeremyIverson_Slides.ppt","Iverson J.  
2010.  Metadata Driven Survey Design. ","","J. Iverson","","","2010","EDDI"
"Presentations","Report on Developers Workshop","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_P3_JeremyIverson_Slides.ppt","Iverson J.  
2010.  Report on Developers Workshop. ","","J. Iverson","","","2010","EDDI"
"Publications","Metadata-Driven Survey Design","https://doi.org/10.29173/iq644","","Iverson J.  
2010.  Metadata-Driven Survey Design. IASSIST Quarterly. 33(1-2)","","J. Iverson","","","2010",""
"Publications","Controlled Vocabularies for DDI 3: Enhancing Machine-Actionability","https://doi.org/10.29173/iq649","","Jääsekläinen T, Moschner M, Wackerow J.  
2010.  Controlled Vocabularies for DDI 3: Enhancing Machine-Actionability. IASSIST Quarterly. 33(1-2)","","T. Jääsekläinen; M. Moschner; J. Wackerow","","","2010",""
"Working Papers","Building a Modular DDI 3 Editor","10.3886/DDIUseCases02","","Jensen J, Kristiansen D, Amin A, Gregory A, Martinez A, Mechtel M, Vardigan M, Zenk-Möltgen W.  
2010.  Building a Modular DDI 3 Editor. DDI Working Paper Series (Use Cases). ","This paper focuses on the creation of an open source DDI 3 editor built using a layered architecture at the Danish Data Archive (DDA).
","J. Jensen; D. Kristiansen; A. Amin; A. Gregory; A. Martinez; M. Mechtel; M. Vardigan; W. Zenk-Möltgen","","","2010",""
"Working Papers","Grouping of Survey Series Using DDI 3","10.3886/DDIUseCases06","","Jensen U, Ionescu S, Kleemola M, Martinez A, Thomas W, Vardigan M, Zenk-Möltgen W.  
2010.  Grouping of Survey Series Using DDI 3. DDI Working Paper Series (Use Cases). ","This paper is an exploration and evaluation of DDI 3 to determine its suitability for marking up and managing cross-national comparative surveys like the International Social Survey Programme data.
","U. Jensen; S. Ionescu; M. Kleemola; A. Martinez; W. Thomas; M. Vardigan; W. Zenk-Möltgen","","","2010",""
"Presentations","DDI editing at DDA","10.5281/zenodo.3781732","https://doi.org/10.5281/zenodo.3781732","Jensen JVestergaar.  
2010.  DDI editing at DDA. ","","J.Vestergaar Jensen","","","2010","IASSIST"
"Presentations","A Data Curation Application Using DDI: The DAMES Data Curation Tool for Organising Specialist Social Science Data Resources","10.5281/zenodo.3781789","https://doi.org/10.5281/zenodo.3781789","Jones S, Warner G, Lambert P, Blum J.  
2010.  A Data Curation Application Using DDI: The DAMES Data Curation Tool for Organising Specialist Social Science Data Resources. ","","S. Jones; G. Warner; P. Lambert; J. Blum","","","2010","IASSIST"
"Working Papers","An Archive's Perspective on DDI 3","10.3886/DDIUseCases07","","Kleemola M, Edwards M, Ionescu S, Jensen U, Olsson O, Risnes Ø, Thomas W.  
2010.  An Archive's Perspective on DDI 3. DDI Working Paper Series (Use Cases). ","Ongoing data series tend to be complex in terms of management, processing, and analysis. A team in Europe made an exploration and evaluation of DDI 3 to determine its suitability for marking up and managing crossnational comparative surveys like the International Social Survey Programme data. Their findings may help others interested in organizing survey series using the DDI‘s Group and Resource Package mechanisms.  This paper describes the DDI 3 evaluation process at the Finnish Social Science Data Archive (FSD), and the issues that came up during this work. Several reasons led FSD to investigate moving from DDI 2.1 towards DDI 3: for example, multilinguality issues and the need to avoid repeating information when documenting series of studies, as well as the need to better manage the growing amount of metadata. The ISSP 2006 Finnish data was chosen as the use case. A subset of these data was documented in DDI 3.1. This project is also a component of the CESSDA PPP work. CESSDA PPP stands for the Preparatory Phase Project for a Major Upgrade of the Council of European Social Science Data Archives (CESSDA) Research Infrastructure. The aim of the project is to plan the future development of the CESSDA RI and focus on tackling and resolving a number of strategic, financial, and legal issues in order to ensure that European social science and humanities researchers have access to, and gain support for, the data resources they require to conduct research of the highest quality, irrespective of the location of either researcher or data within the European Research Area. For further information please see http://www.cessda.org/project/ 
","M. Kleemola; M. Edwards; S. Ionescu; U. Jensen; O. Olsson; Ø. Risnes; W. Thomas","","","2010",""
"Presentations","Development of the next DDI Tools Catalog ","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B2_StefanKramer_Slides.ppt","Kramer S.  
2010.  Development of the next DDI Tools Catalog . ","","S. Kramer","","","2010","EDDI"
"Presentations","The STARDAT Project: Integrating DDI Tools at the GESIS Data Archive","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_C1_MonikaLinne_Slides.pdf","Linne M, Zenk-Möltgen W.  
2010.  The STARDAT Project: Integrating DDI Tools at the GESIS Data Archive. ","","M. Linne; W. Zenk-Möltgen","","","2010","EDDI"
"Presentations","A query-based access system using DDI and SDMX","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B1_DonMcIntosh_Slides.ppt","McIntosh D, Gregory A.  
2010.  A query-based access system using DDI and SDMX. ","","D. McIntosh; A. Gregory","","","2010","EDDI"
"Presentations","Controlled vocabularies for DDI and other metadata structures - an update","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B2_MeinhardMoschner_Slides.ppt","Moschner M, Jääsekläinen T, Wackerow J.  
2010.  Controlled vocabularies for DDI and other metadata structures - an update. ","","M. Moschner; T. Jääsekläinen; J. Wackerow","","","2010","EDDI"
"Presentations","DDI + API: building services on top of your existing DDI holdings","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B1_OrnulfRisnes_Slides.ppt","Risnes Ø.  
2010.  DDI + API: building services on top of your existing DDI holdings. ","","Ø. Risnes","","","2010","EDDI"
"Presentations","Discovering and Harmonizing Questionnaire Data Using Social Networks","10.5281/zenodo.3781749","https://doi.org/10.5281/zenodo.3781749","Smith D.  
2010.  Discovering and Harmonizing Questionnaire Data Using Social Networks. ","","D. Smith","","","2010","IASSIST"
"Presentations","Colectica: A Platform for DDI 3-based Metadata Management","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B1_DanSmith_Slides.pptx","Smith D.  
2010.  Colectica: A Platform for DDI 3-based Metadata Management. ","","D. Smith","","","2010","EDDI"
"Presentations","XSLT and DDI: Using Metadata to drive data capture and processing","10.5281/zenodo.3781738","https://doi.org/10.5281/zenodo.3781738","Spencer S.  
2010.  XSLT and DDI: Using Metadata to drive data capture and processing. ","","S. Spencer","","","2010","IASSIST"
"Presentations","Putting DDI in the driver’s seat: Using Metadata to control data capture","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_C2_SamuelSpencer_Slides.pdf","Spencer S.  
2010.  Putting DDI in the driver’s seat: Using Metadata to control data capture. ","","S. Spencer","","","2010","EDDI"
"Workshops","Course on DDI 3: Putting DDI to Work for You","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_W1_DDICourse_WendyThomas_Slides.ppt","Thomas W.  
2010.  Course on DDI 3: Putting DDI to Work for You. ","","W. Thomas","","","2010","EDDI"
"Presentations","DDI Specification: Current Status and Outlook","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_P3_WendyThomas_Slides.ppt","Thomas W, Gregory A, Wackerow J.  
2010.  DDI Specification: Current Status and Outlook. ","","W. Thomas; A. Gregory; J. Wackerow","","","2010","EDDI"
"Working Papers","Exploring the Relationship Between DDI, SDMX and the Generic Statistical Business Process Model","10.3886/DDIOtherTopics01","","Vale S.  
2010.  Exploring the Relationship Between DDI, SDMX and the Generic Statistical Business Process Model. DDI Working Paper Series (Other Topics). ","This paper, presented at the Second Annual European DDI Users Group Meeting in Utrecht, Netherlands, in December 2010, investigates the similarities and degree of overlap among the DDI, SDMX, and GSBPM standards.
","S. Vale","","","2010",""
"Presentations","Exploring the relationship between DDI, SDMX and the Generic Statistical Business Process Model","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_P2_StevenVale_Slides.ppt","Vale S.  
2010.  Exploring the relationship between DDI, SDMX and the Generic Statistical Business Process Model. ","","S. Vale","","","2010","EDDI"
"Presentations","DDI3 Uniform Resource Names: locating and providing the related DDI3 objects","10.5281/zenodo.3781763","https://doi.org/10.5281/zenodo.3781763","Wackerow J.  
2010.  DDI3 Uniform Resource Names: locating and providing the related DDI3 objects. ","","J. Wackerow","","","2010","IASSIST"
"Presentations","Exanda - A Flexible On-Line Tabulation System Using DDI 3 (update)","10.5281/zenodo.3781765","https://doi.org/10.5281/zenodo.3781765","Wackerow J.  
2010.  Exanda - A Flexible On-Line Tabulation System Using DDI 3 (update). ","","J. Wackerow","","","2010","IASSIST"
"Presentations","Locating objects identified by DDI3 Uniform Resource Names","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_B2_JoachimWackerow_Slides.pptx","Wackerow J.  
2010.  Locating objects identified by DDI3 Uniform Resource Names. ","","J. Wackerow","","","2010","EDDI"
"Presentations","QDDS - Questionnaire Development Documentation System, current version and future plans","10.5281/zenodo.3781759","https://doi.org/10.5281/zenodo.3781759","Wira-Alam A.  
2010.  QDDS - Questionnaire Development Documentation System, current version and future plans. ","","A. Wira-Alam","","","2010","IASSIST"
"Presentations","Implementing DDI 3.0: a Case Study of the German Microcensus","10.5281/zenodo.3781793","https://doi.org/10.5281/zenodo.3781793","Wira-Alam A, Hopt O.  
2010.  Implementing DDI 3.0: a Case Study of the German Microcensus. ","","A. Wira-Alam; O. Hopt","","","2010","IASSIST"
"Workshops","Challenges for Data Intensive Research","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_P1_PeterWittenburg_Slides.ppt","Wittenburg P.  
2010.  Challenges for Data Intensive Research. ","","P. Wittenburg","","","2010","EDDI"
"Presentations","DataCite: Making Data Citable","","https://conference.iza.org/conference_files/eddi10/EDDI10_Presentations/EDDI10_A1_WolfgangZenk-Moeltgen_Slides.ppt","Zenk‐Möltgen W, Hausstein B, Brase J.  
2010.  DataCite: Making Data Citable. ","","W. Zenk‐Möltgen; B. Hausstein; J. Brase","","","2010","EDDI"
"Working Papers","Questasy: Documenting and Disseminating Longitudinal Data Online Using DDI 3","10.3886/DDIUseCases01","","Amin A, Edwards M, Hopt O, Jensen J, Kristiansen D, Olsson O, Wackerow J.  
2009.  Questasy: Documenting and Disseminating Longitudinal Data Online Using DDI 3. DDI Working Paper Series (Use Cases). ","This paper describes how Questasy, a Web application developed to manage the dissemination of data and metadata for panel surveys, was designed and implemented.
","A. Amin; M. Edwards; O. Hopt; J. Jensen; D. Kristiansen; O. Olsson; J. Wackerow","","","2009",""
"Presentations","CentERdata's LISS System","","https://www.fsd.tuni.fi/iassist2009/program.html","Amin A.  
2009.  CentERdata's LISS System. ","","A. Amin","","","2009","IASSIST"
"Presentations","Implementation of Questasy: Online Data Information and Dissemination Using DDI3","","http://www.iza.org/conference_files/eddi09/ppt/amin_alerk.pdf","Amin A.  
2009.  Implementation of Questasy: Online Data Information and Dissemination Using DDI3. ","","A. Amin","","","2009","EDDI"
"Working Papers","DDI as Content for Registries","http://www.doi.org/10.3886/DDIBestPractices09","","Askitas N, Granda P, Gregory A, Grim R, Heus P, Hoogerwerf M, Iverson J, Miller K, Revheim S, Jensen JVestergaar.  
2009.  DDI as Content for Registries. DDI Working Paper Series (Best Practices). ","The authors believe that it is currently premature to recommend a ‘best practice’ for interacting effectively with registries. Instead, this document defines registries and provides a justification for using them. It begins by giving relevant definitions and discussing the general business case and then goes on to describe from a high-level perspective the use of registries that allow researchers to access material. It concludes by describing examples of researcher use cases.  
Researchers need to discover information that they can use to answer their research questions. To meet this requirement, data disseminators need to improve the discovery/visibility of their data and metadata. The exposure of DDI metadata can be enhanced through DDI registries that allow, for example, federated searching, as well as the reuse of information from one project to another to enhance comparison and minimize duplication of effort. 
","N. Askitas; P. Granda; A. Gregory; R. Grim; P. Heus; M. Hoogerwerf; J. Iverson; K. Miller; S. Revheim; J.Vestergaar Jensen","","","2009",""
"Working Papers","DDI 3.0 URNs and Entity Resolution","10.3886/DDIBestPractices11","","Askitas N, Eisenhauer J, Gregory A, Grim R, Heus P, Hoogerwerf M, Zenk-Möltgen W.  
2009.  DDI 3.0 URNs and Entity Resolution. DDI Working Paper Series (Best Practices). ","This document is a recommendation about appropriate architecture for the effective resolution of DDI URNs.
","N. Askitas; J. Eisenhauer; A. Gregory; R. Grim; P. Heus; M. Hoogerwerf; W. Zenk-Möltgen","","","2009",""
"Working Papers","Management of DDI 3.0 Unique Identifiers","http://dx.doi.org/10.3886/DDIBestPractices10","","Askitas N, Gregory A, Hoogerwerf M.  
2009.  Management of DDI 3.0 Unique Identifiers. DDI Working Paper Series (Best Practices). ","This best practice specifies the technical requirements and procedures for ensuring well-managed identifiers for both internal use and external references. Management of identifiers is divided into two situations: during creation of new DDI 3.0 objects and during migration of older DDI versions into DDI 3.0 versions. These best practices will be described from both procedural and technical perspectives.  
While DDI 3.0 provides enhanced functionality in managing identifiers, one must proceed carefully to ensure that identifiers are constructed properly and managed consistently. This best practice lays out some steps to follow when building new identifiers and migrating DDI documents across versions. 
All DDI 3.0 objects need to be uniquely identified to enable them to be referred to by other DDI 3.0 instances. Since in DDI 3.0 the scope of all objects has increased from just a DDI instance to the whole world, additional measures are needed to guarantee uniqueness within this broader scope. 
","N. Askitas; A. Gregory; M. Hoogerwerf","","","2009",""
"Presentations","Usage of an DDI Structure in the NEPS Data Warehouse","","http://www.iza.org/conference_files/eddi09/ppt/barkow_ingo.pdf","Barkow I, Kirchner M, Thalheimer A.  
2009.  Usage of an DDI Structure in the NEPS Data Warehouse. ","","I. Barkow; M. Kirchner; A. Thalheimer","","","2009","EDDI"
"Working Papers","Work flows - Data Discovery and Dissemination: User Perspective","10.3886/DDIBestPractices02","","Dinkelmann K, Edwards M, Fry J, Humphrey C, Nakao R, Thomas W.  
2009.  Work flows - Data Discovery and Dissemination: User Perspective. DDI Working Paper Series (Best Practices). ","Describes the best practices for metadata producers to provide end users with the resources for data discovery and dissemination. 
","K. Dinkelmann; M. Edwards; J. Fry; C. Humphrey; R. Nakao; W. Thomas","","","2009",""
"Working Papers","Work Flows - Archival Ingest and Metadata Enhancement ","10.3886/DDIBestPractices03","","Dinkelmann K, Edwards M, Fry J, Humphrey C, Kolsrud K, Kramer S, Linnerud J, Marker HJørgen, Moschner M, Nakao R et al..  
2009.  Work Flows - Archival Ingest and Metadata Enhancement . DDI Working Paper Series (Best Practices). ","This Best Practice discusses workflows for DDI usage in the context of archival ingest and metadata enhancement, beginning at the point of the handoff between the data provider and the archive. 
","K. Dinkelmann; M. Edwards; J. Fry; C. Humphrey; K. Kolsrud; S. Kramer; J. Linnerud; H.Jørgen Marker; M. Moschner; R. Nakao; W. Thomas; J. Wackerow; W.Zenk Möltgen","","","2009",""
"Working Papers","High-Level Architectural Model for DDI Applications ","10.3886/DDIBestPractices12","","Dinkelmann K, Heus P, Humphrey C, Iverson J, Jensen J, Revheim S, Wackerow J.  
2009.  High-Level Architectural Model for DDI Applications . DDI Working Paper Series (Best Practices). ","This best practices document looks at a possible way to design components that can be combined to create DDI applications. Given that object-oriented design is the most common programming paradigm, and that systems are often based around service-oriented principles, and given the modular design of DDI 3.0 itself, this document provides an architectural model that can be a reference point for implementers. The document also takes into consideration issues of maintenance and management of DDI applications, and discusses best practices for application documentation and configuration. The focus is on interoperability of DDI applications. 
","K. Dinkelmann; P. Heus; C. Humphrey; J. Iverson; J. Jensen; S. Revheim; J. Wackerow","","","2009",""
"Presentations","Panelist 1:The Business Best Practices","10.5281/zenodo.3781945","https://doi.org/10.5281/zenodo.3781945","Edwards M.  
2009.  Panelist 1:The Business Best Practices. ","","M. Edwards","","","2009","IASSIST"
"Working Papers","Implementation and Governance","10.3886/DDIBestPractices01","","Edwards M, Fry J, Granda P, Kolsrud K, Kramer S, Miller K, Nakao R, Vardigan M.  
2009.  Implementation and Governance. DDI Working Paper Series (Best Practices). ","This best practice covers the process of developing agreements and guidelines for implementation and governance of DDI as a metadata scheme for a community. The best practice recognizes that different communities will, by necessity, have different processes for this, and offers a checklist of issues for communities to consider before implementing DDI. 
","M. Edwards; J. Fry; P. Granda; K. Kolsrud; S. Kramer; K. Miller; R. Nakao; M. Vardigan","","","2009",""
"Working Papers","Versioning and Publication","10.3886/DDIBestPractices08","","Edwards M, Eisenhauer J, Fry J, Heus P, Kolsrud K, Moschner M, Nakao R, Thomas W.  
2009.  Versioning and Publication. DDI Working Paper Series (Best Practices). ","One of the objectives in creating DDI 3.0 was full machine-actionability. This requires strict versioning of objects so that users understand the change history of the resources they are using. This Best Practice is designed to provide some guidelines to metadata creators and publishers about how to version metadata and publish it for others to use.
","M. Edwards; J. Eisenhauer; J. Fry; P. Heus; K. Kolsrud; M. Moschner; R. Nakao; W. Thomas","","","2009",""
"Presentations","The Case of CHARMCATS: Use of DDI3 for Publishing Harmonisation Routines","","","Friedrichs M, Agache A, Quandt M.  
2009.  The Case of CHARMCATS: Use of DDI3 for Publishing Harmonisation Routines. ","","M. Friedrichs; A. Agache; M. Quandt","","","2009","EDDI"
"Working Papers","Controlled Vocabularies","10.3886/DDIBestPractices05","","Granda P, Kramer S, Linnerud J, Marker HJorgen, Miller K, Vardigan M.  
2009.  Controlled Vocabularies. DDI Working Paper Series (Best Practises). ","The benefits of using controlled vocabularies, which offer consistency, precision, and interoperability, within DDI metadata creation are the primary underlying principles behind this best practice.
","P. Granda; S. Kramer; J. Linnerud; H.Jorgen Marker; K. Miller; M. Vardigan","","","2009",""
"Presentations","Managing the Metadata Life Cycle: The Future of DDI at GESIS and ICPSRD1","10.5281/zenodo.3781967","https://doi.org/10.5281/zenodo.3781967","Granda P, Wacherow J, Moschner M, Zenk-Moeltgen W, Vardigan M.  
2009.  Managing the Metadata Life Cycle: The Future of DDI at GESIS and ICPSRD1. ","","P. Granda; J. Wacherow; M. Moschner; W. Zenk-Moeltgen; M. Vardigan","","","2009","IASSIST"
"Presentations","A tour of the DDI: The Data Documentation Initiativ","","https://hdl.handle.net/1813/12021","Green A.  
2009.  A tour of the DDI: The Data Documentation Initiativ. ","The Data Documentation Initiative (DDI) is an international effort to establish an XML-based metadata standard for datasets in the social and behavioral sciences. Ann will describe the evolution of the DDI, DDI 3.0's digital life cycle orientation, and tools and applications for DDI. Ann Green is an independent research consultant focusing upon the digital life cycle of scholarly resources, including their creation, delivery, management, long-term stewardship, and preservation. She has an extensive background in digital archiving and user-driven support services in the social sciences. Ann has participated in the development and promotion of standards for social science statistical metadata and digital preservation. Current projects include program evaluation of digital archives and related services, as well as 'cradle to archive' planning for digital collections.
","A. Green","","","2009",""
"Publications","Metadata","","https://www.ratswd.de/download/workingpapers2009/57_09.pdf","Gregory A, Heus P, Ryssevik J.  
2009.  Metadata. German Council for Social and Economic Data Working Paper. ","","A. Gregory; P. Heus; J. Ryssevik","","","2009",""
"Presentations","DDI Best Practices: Why Best Practices?","","https://www.fsd.tuni.fi/iassist2009/program.html","Gregory A.  
2009.  DDI Best Practices: Why Best Practices? ","","A. Gregory","","","2009","IASSIST"
"Workshops","The Data Documentation Initiative [DDI] XML Standard: Support Preservation, Management, Access & Dissemination Systems for Social Science Data","","http://www.dagstuhl.de/09442","Gregory A, Thomas W, Wackerow J.  
2009.  The Data Documentation Initiative [DDI] XML Standard: Support Preservation, Management, Access & Dissemination Systems for Social Science Data. ","","A. Gregory; W. Thomas; J. Wackerow","","","2009",""
"Workshops","The Data Documentation Initiative [DDI] XML Standard: Workshop on Implementation of DDI3 - Advanced Topics","","http://www.dagstuhl.de/09452","Gregory A, Thomas W, Vardigan M, Wackerow J.  
2009.  The Data Documentation Initiative [DDI] XML Standard: Workshop on Implementation of DDI3 - Advanced Topics. ","Goals
The goal of this symposium-style workshop is to produce a detailed use case literature covering the technical aspects of DDI3 implementation. Some selected exploratory topics like interoperability with other domains and technologies will also be examined.
Description of the Workshop
Implementations and planned implementations will be presented by a number of attendees and discussed by other presenters and invited experts. This workshop provides an opportunity to share experiences with other advanced implementers of DDI3 and experts in the DDI3 technical specification, obtain a real time peer review and create the beginnings of a strong use case literature for DDI3 implementations. The hosts and participants in the workshop are expected to look critically at the use cases presented and provide any input that is appropriate.
Expected Results
Use cases discussed at the workshop will be written up and published in the new DDI Alliance On-line Working Paper Series.
","A. Gregory; W. Thomas; M. Vardigan; J. Wackerow","","","2009",""
