Completion time,Business name,"Doing Business As (DBA), if applicable [optional]",Business primary website,Business primary contact email address,Business primary phone number [optional],Business primary street address,Business city,Business state abbreviation ,Business zipcode,Business country,"If the primary business address does not comport to the format for #6-10, please type the address in the box below:",Does the business collect the personal information of minors?,Does the business collect consumers' precise geolocation?,Does the business collect consumers' reproductive health care data?,"Paste a link to a page on the business's website that contains details on how consumers may exercise their privacy rights by doing all of the following: 

Deleting personal information
Correcting ...",Is the business or any of it's subsidiaries regulated by the federal Fair Credit Reporting Act (FCRA)?,"If the business answered yes to #16, explain below to what extent the business or any of it's subsidiaries are regulated by FCRA:",Is the business or any of its subsidiaries regulated by the Gramm-Leach-Bliley Act and implemented regulations (GLBA)?,"If the business answered yes to #18, explain below to what extent the business or any of it's subsidiaries are regulated by GLBA:",Is the business or any of its subsidiaries regulated by the Insurance Information and Privacy Protection Act (IIPA)?,"If the business answered yes to #20, explain below to what extent the business or any of it's subsidiaries are regulated by IIPPA:",Is the business or any of its subsidiaries regulated by the Confidentiality of Medical Information Act (CMIA)?,"If the business answered yes to #22, explain below to what extent the business or any of it's subsidiaries are regulated by CMIA:","Is the business or any of its subsidiaries regulated by the privacy, security, and breach notification rules established pursuant to the Health Insurance Portability and Accountability Act (HIPAA)?","If the business answered yes to #24, explain below to what extent the business or any of it's subsidiaries are regulated by HIPAA:",Any additional information or explanation concerning the business's data collection practices the business would like to provide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 13:11:22,"Wealth-X, LLC",,https://www.wealthx.com,privacy@altrata.com,,"1270 Avenue of the Americas, Suite 1100",New York,NY,80129,USA,,No,No,No,https://altrata.com/product-privacy-notice,No,,No,,No,,No,,Yes,"As a Business Associate and only in the event that one of our client’s is covered by HIPAA as a Covered Entity and supplied us with a Business Associate Agreement the parties would then agree to the privacy, security and breach notification provided within that Business Associate Agreement. ",As provided within our Privacy Notice. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 13:17:37,"BoardEx, LLC",Relationship Science,https://www.relsci.com,privacy@altrata.com,,"1270 Avenue of the Americas, Suite 1100",New York,NY,10020,USA,,No,No,No,https://altrata.com/product-privacy-notice,No,,No,,No,,No,,Yes,"As a Business Associate and only in the event that one of our client’s is covered by HIPAA as a Covered Entity and supplied us with a Business Associate Agreement the parties would then agree to the privacy, security and breach notification provided within that Business Associate Agreement. ",As provided within our Privacy Notice. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 13:21:59,"BoardEx, LLC",,https://www.boardex.com,privacy@altrata.com,,"1270 Avenue of the Americas, Suite 1100",New York,NY,10020,USA,,No,No,No,https://altrata.com/product-privacy-notice,No,,No,,No,,No,,Yes,"As a Business Associate and only in the event that one of our client’s is covered by HIPAA as a Covered Entity and supplied us with a Business Associate Agreement the parties would then agree to the privacy, security and breach notification provided within that Business Associate Agreement. ",As provided within our Privacy Notice. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 13:26:41,"Boardroom Insiders, Inc.",,https://www.boardroominsiders.com,privacy@altrata.com,,"1270 Avenue of the Americas, Suite 1100",New York,NY,10020,USA,,No,No,No,https://altrata.com/product-privacy-notice,No,,No,,No,,No,,Yes,"As a Business Associate and only in the event that one of our client’s is covered by HIPAA as a Covered Entity and supplied us with a Business Associate Agreement the parties would then agree to the privacy, security and breach notification provided within that Business Associate Agreement. ",As provided within our Privacy Notice. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 15:44:36,SciLeads Ltd,Yes,https://scileads.com,privacy@scileads.com,,"Arnott House, 12-16 Bridge Street",Belfast,N/A,BT1 1LU,United Kingdom,,No,No,No,https://scileads.com/privacy-policy,No,,No,,No,,No,,No,,SciLeads aggregates publicly available information about scientists from open access government websites as well as online science sites.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 16:29:11,"InMarket Media, LLC",,https://www.inmarket.com,jknapp@inmarket.com,,"111 Congress Ave, Suite 500",Austin,TX,78701,USA,,No,Yes,No,https://inmarket.com/privacy,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/24 16:56:34,Gale,,https://www.gale.com,privacy@cengage.com,,5191 Natorp Blvd.,Mason,OH,45040,USA,,Yes,No,No,https://cengage.widen.net/view/pdf/hk69f4p7oq/cengage-privacy-notice-october-2020-1508150.pdf?t.download=true&u=lpaabn,No,,Yes,The business is subject to GLBA in connection with offering financing for ed2go courses.,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 5:46:56,"Faraday, Inc.",,https://www.faraday.ai,ccpa@faraday.io,,431 Pine St,Burlington,VT,05401,USA,,No,No,No,https://faraday.ai/privacy-options,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 6:39:25,"Warmly, Inc.",Warmly,https://www.warmly.ai,vendors@warmly.ai,4042931239,50 S Eudora Street,Denver,CO,80246,USA,,No,No,No,https://warmly.ai/p/do-not-sell-share-my-data,No,,No,,No,,No,,No,,We identify visitors to our customers' websites and provide them with information to call/chat/email them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 6:39:28,"Helmer Printing, Inc.",Wholesale Mail HP,https://www.helmerprinting.com,jenny@helmerprinting.com,,1401 Beaudry Boulevard,Hudson,WI,54016,USA,,No,No,No,https://helmerprinting.com/ccpa/,No,,No,,No,,No,,No,,"Wholesale Mail is a division on Helmer Printing, Inc. We operate under one ownership.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 6:43:21,"Reveal Mobile, Inc.",,https://www.revealmobile.com,bhandly@revealmobile.com,,"3344 Hillsborough St. Suite 200
",Raleigh,NC,27607,USA,,No,Yes,No,https://revealmobile.com/ccpa/,No,,No,,No,,No,,No,,Reveal Mobile leverages mobile location data to provide measurement for the out-of-home advertising industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 6:51:01,AdAdapted Inc.,,https://www.adadapted.com,privacy@adadapted.com,,"206 East Huron Street, Suite #101",Ann Arbor,MI,48104,USA,,No,No,No,https://www.adadapted.com/legal/privacy-policy,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 7:47:38,Disco Technology Inc.,Disco,https://www.disconetwork.com,privacy@disconetwork.com,,2261 Market Street STE 4742,San Francisco ,CA,94114,USA,,No,No,No,https://www.disconetwork.com/privacy-policy,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 8:25:35,CTAM LeadShare Corp,,https://www.smartmove.us,zell@ctam.com,,"120 Waterfront Street, Ste 200",Oxon Hill,MD,20745,USA,,No,No,No,https://www.smartmove.us/company/do-not-sell,No,,No,,No,,No,,No,,"Our privacy policy:  www.smartmove.us/company/privacy
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 8:40:18,Media Source Solutions,,https://www.mediasourcesolutions.com,mvolpe@mediasourcesolutions.com,9547880213,"27 Southeast 24th Avenue, Suite 6
",Pompano Beach,FL,33062,USA,,No,No,No,https://www.mediasourcesolutions.com/privacy-policy/,No,,No,,No,,No,,No,,All of our data is carefully vetted privacy compliant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 9:16:25,"xAd, Inc.",GroundTruth,https://www.groundtruth.com,legal@groundtruth.com,,One World Trade Center 60th Floor,New York,NY,10007,USA,,No,Yes,No,https://www.groundtruth.com/privacy-policy/,No,,No,,No,,No,,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 9:59:47,Scraping Robot LLC,,https://www.scrapingrobot.com,support@scrapingrobot.com,,"233 S 13th St, Suite 1100",Lincoln,NE,68508,USA,,No,No,No,https://scrapingrobot.com/privacy-policy/,No,,No,,No,,No,,No,,scrapingrobot.com/acceptable-use-policy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 10:11:45,Veraset,,https://www.veraset.com,privacy@veraset.com,,127 S Peyton St Suite 301,Alexandria,VA,22314,USA,,No,Yes,No,https://www.veraset.com/do-not-sell-my-personal-information,No,,No,,No,,No,,No,,Please see our website for details about the business and its practices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 10:19:53,The Alesco Group LLC,"Alesco Data LLC , Response Solutions LLC , Stat Resource Group LLC",https://www.alescodata.com,legal@alescodata.com,2392777524,"4575 Via Royale Su. 110 
",Fort Myers,FL,33919,USA,,No,No,No,https://MyDataPrivacy.com,No,,No,,No,,No,,No,,No information provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 11:12:22,DecisionLinks,,http://www.decisionlinks.com,support@decisionlinks.com, (800) 343-2955,"3215 Gonzales Street, Suite # 1102",Austin,TX,78702,USA,,No,No,No,https://decisionlinks.com/privacy-policy,Yes,We are a contracted agent processor of Equifax. We support credit marketing for their clients.  ,No,,No,,No,,No,,We are a contracted agent processor of Equifax. We support credit marketing for their clients. Equifax provides us with the data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 11:24:15,"OpenX Technologies, Inc.",,https://www.openx.com,privacy@openx.com,626-466-1141,"177 E Colorado Blvd, Suite 3039",Pasadena,CA,91105,USA,,No,No,No,https://www.openx.com/privacy-center/,No,,No,,No,,No,,No,,"OpenX runs an advertising exchange. We never collect information that directly identifies a consumer, such as clear-text (i.e., unhashed) name, physical address, email address, phone number, online usernames, or user passwords. OpenX is committed to fostering a safe, ethical, and efficient online advertising experience for consumers, publishers, and advertisers alike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 13:56:14,BB Direct Inc,BB Direct Inc,https://www.bbdirect.com,melodyrongstad@bbdirect.com,2395738150,1732 SW 44th Street,Cape Coral,FL,33914,USA,,No,No,No,https://www.bbdirect.com/about/cppa-compliance.html,No,,No,,No,,No,,No,,"We do not collect data, we are just a service provider",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/24 16:31:36,Live Data Technologies,,https://www.livedatatechnologies.com,accounting@livedatatechnologies.com,,924 Chapala St. Ste D,Santa Barbara,CA,93101,USA,,No,No,No,https://www.livedatatechnologies.com/legals#privacy-policy,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 6:33:40,"Stirista, LLC",Stirista,https://www.stirista.com,privacy@stirista.com,,16414 San Pedro Ave #150,San Antonio,TX,78232,USA,,No,No,No,https://www.stirista.com/privacy-policy/,No,,No,,No,,No,,No,,"Business is status quo from previous registration years. We have expanded consumer ability to manage preferences, opt out, and understand data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 7:10:55,infinite media concepts inc,"Infinite Media, mailinglists.com, mailinglistsxpress",https://www.mailinglists.com,sheck@mlxp.com,914-948-8300,190 East Post Road,White Plains,NY,10601,USA,,No,No,No,https://mailinglists.com/about/privacy-policy/,No,,No,,No,,No,,No,,"we do not collect data, we are wholesalers of other companies data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 7:58:24,"All Web Leads, Inc.",,https://www.awl.com,onlineops@awl.com,,"7300 FM 2222, Bldg 2, Ste 100",Austin,TX,78730,USA,,No,No,No,https://awl.com/privacy/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 9:22:40,Visual Visitor L.L.C.,VisualVisitor.com,https://www.visualvisitor.com,rick@visualvisitor.com,404-977-4899,7400 Baymeadows Way Suite 230,Jacksonville,FL,32256,USA,,No,No,No,https://www.visualvisitor.com/opt-out/,No,,No,,No,,No,,No,,"All data is purchased from well known, ethical, U.S. data sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 9:53:53,"BTRS Holdings Inc with its covered entity, Factor Systems, LLC d/b/a Billtrust",,https://www.billtrust.com,Privacy@billtrust.com,609.318.0186,1009 Lenox Dr #101,Lawrence Township,NJ,08648,USA,,No,No,No,https://www.billtrust.com/do-not-sell-my-information/,No,,No,,No,,No,,No,,"The Company offers a platform that delivers business credit information to allow businesses to make informed credit decisions in a secure controlled environment. The Company obtains credit information by combining news, credit bureau data, financials, filings, news, with trade payments and instant peer references into one integrated platform. Subscribers to the service voluntarily submit to the Company information such as credit references, comments, trade accounts, receivables payment and detailed transaction data. They grant the Company a worldwide license to sell, display and distribute (inclusive to other globally recognized credit reporting bureaus), reproduce, reformat, combine with other data and use such Content in the products, services or data that we license, sell and/or provide to others. Documents, financials, etc., that subscribers upload to their private Virtual Credit File are confidential to the subscriber. The information that the Company compiles in the credit files (such as the information provided by credit bureaus) is subsequently made available to other customers of the Company. Since the Company does not always have a direct relationship with the customers of the subscribers, which can be sole proprietors at times, their personal information may be shared.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 10:48:34,"Multimedia Lists, inc.",,https://www.multimedialists.com,daniel@Multimedialists.com,256-468-5478,3407 Commerce St.,Alpharetta,GA,30009,USA,,No,No,No,https://multimedialists.com/privacy-policy/,No,,No,,No,,No,,No,,We not compile any of the data we sell. Our sources are compilers and we are resellers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/24 14:25:24,ACE Agents Inc.,,https://www.aceagents.ai,compliance@aceagents.ai,650-265-1500,548 Market St. #33674,San Francisco,CA,94104-5401,USA,,No,No,No,https://www.aceagents.ai/privacy,No,,No,,No,,Yes,,Yes,"our clients may request that we ask a consumer general questions about their health, such as history of diseases, height and weight, drinking and smoking habits.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/24 8:16:37,FourLeaf LLC,,https://www.fourleafdata.com,privacy@fourleafdata.com,,"30 N. Gould Street, Suite 5479",Sheridan,WY,82801,USA,,No,No,No,https://www.fourleafdata.com/privacy-policy/,No,,No,,No,,No,,No,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/24 8:44:59,ATTOM DATA SOLUTIONS,,https://www.attomdata.com,jo.bergstrom@attomdata.com,949-502-8300,"530 TECHNOLOGY DR., SUITE 100 & 200",IRVINE,CA,92618,USA,,No,No,No,https://www.attomdata.com/privacy/,No,,No,,No,,No,,No,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/24 6:22:53,AnalyticsIQ Inc,,https://www.analytics-iq.com,privacy@analyticsiq.com,,6 Concourse Pkwy Suite 1750,Atlanta,GA,30328,USA,,No,No,No,https://privacyportal.onetrust.com/webform/f6a59500-f900-4652-b030-0cd51afe15a5/87ca07e4-e06c-4ad8-9aa6-ccbbaa8750c1,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/24 13:25:04,Milestone Marketing Solutions,,https://www.milestonemarketingsolutions.com,accounting@milestonemarketingsolutions.com,636-777-8226,"844 Waterbury Falls Dr., Suite 201",O'Fallon,MO,63368,USA,,No,No,No,https://www.milestonemarketingsolutions.com/do-not-sell-my-information,Yes,,No,,No,,No,,No,,Data is collected via third parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/24 14:59:36,Astoria Company Marketing LLC,,https://www.astoriacompany.com,bizdev@astoriacompany.com,5106637016,"6387 Camp Bowie Blvd STE B 631
",Fort Worth,TX,76116,USA,,No,No,No,https://www.astoriacompany.com/privacy-policy/,No,,No,,No,,No,,No,,We do consumer initiated pay per call lead generation services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/24 10:04:53,"PubMatic, Inc.",,https://www.pubmatic.com,privacy@pubmatic.com,,601 Marshall Street,Redwood City,CA,94063,USA,,No,Yes,No,https://pubmatic.com/legal/privacy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/24 3:51:14,Rhetorik Limited,,https://www.rhetorik.com,privacy@rhetorik.com,,"Indigo House, Fishponds Road",Wokingham,Berkshire,RG41 2GY,United Kingdom,,No,No,No,https://rhetorik.com/do-not-sell-my-info/,No,,No,,No,,No,,No,,"The personal data processed by Rhetorik is focused solely on business professional data, which comprises typical business card information, as well as professional information that is publicly-available through online websites or social media - eg, name, company name, company address, company phone numbers (switchboard, direct dial, mobile), business and professional email addresses, job title, job function, professional skills, employment-related information, social media URL etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/24 12:31:09,Nova List Company ,,https://www.novalist.com/,zcarpenter@novalist.com,,"20130 Lakeview Center Plaza, Suite 300",Ashburn,VA,20176,USA,,No,No,No,https://www.novalist.com/privacy-policy,No,,No,,No,,No,,No,,We collection fundraising donation information mainly through direct mail. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/24 6:11:54,"MedPro Systems, LLC",,https://www.medprosystems.com,Dan.Loeffler@medprosystems.com,,100 Stierli Ct,Mt. Arlington,NJ,07850,USA,,No,No,No,https://www.medprosystems.com/privacy-policy/,No,,No,,No,,No,,No,,"MedPro Systems LLC (“MedPro”) assists our pharmaceutical, medical device and other Life Sciences industry customers in achieving regulatory compliance by providing high quality healthcare practitioner (“HCP”) and healthcare organization (“HCO”) data.

MedPro obtains HCP and HCO data directly from federal and state government agencies and other sources of publicly available information. MedPro also acquires data from various third parties, including other regulatory entities, quasi-governmental agencies, payers, professional associations, and the HCOs with which HCPs are affiliated. In these instances, MedPro has no direct contact with the individuals whose information is being collected; such data is controlled and managed by the entities from which MedPro acquires the information.

More information may be found here: https://www.medprosystems.com/data-privacy-and-security-rationale-statement/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/24 12:49:43,PeekYou LLC,,https://www.peekyou.com/,info@peekyou.com,,44715 Prentice Drive,Dulles,VA,20101,USA,,No,No,No,https://www.peekyou.com/about/contact/ccpa_optout/do_not_sell/,No,,No,,No,,No,,No,,Please contact info@peekyou.com for any questions or assistance needed related to a removal request.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/24 7:01:18,Modigie Inc,Modigie,https://www.modigie.com,privacy@modigie.com,,36 Main St.,Tiburon,CA,94920,USA,,No,No,No,https://privacyportal.onetrust.com/webform/4a8e10dc-2293-42ea-ad06-886bc22167a6/20341940-11c2-4c43-9b64-194e952203fd,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/24 0:32:20,Klarifi,,https://www.klarifi.io/,privacy@klarifi.io,,,,,,Denmark,"Rådhuspladsen 16, 1550 Copenhagen K, Denmark",No,No,No,https://www.klarifi.io/privacy-center,No,,No,,No,,No,,No,,Klarifi.io is a wastewater market intelligence platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/24 10:53:54,"American City Business Journals, Inc.",,https://www.acbj.com/,legal@bizjournals.com,,120 W. Morehead Street,Charlotte,NC,28202,USA,,No,No,No,https://acbj.com/privacy,Yes,Employment purposes,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/24 12:01:54,Biscred LLC,,https://www.biscred.com,legal@biscred.com,,"123 William St, Suite 1505",New York,NY,10038,USA,,No,No,No,https://www.biscred.com/privacy-policy,No,,No,,No,,No,,No,,Biscred gathers professional / b2b company and contact information from online sources - our focus being the Commercial Real Estate industry. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/24 3:53:25,Azerion US Inc.,,https://www.azerion.com,dpo@azerion.com,,"One World Trade Center, 285 Fulton St, 46th FLR – Suite J",New York,NY,10007,USA,,No,Yes,No,https://www.hybridtheory.com/privacy-notice/,No,,No,,No,,No,,No,,"Opt-out Link: https://www.hybridtheory.com/opt-out/
Do Not Sell My Information Page: https://www.hybridtheory.com/do-not-sell/ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
