"uid","datasetinformation_agency","name","url","description","type","category","tags","last_metadata_updated_date","last_data_updated_date","api_endpoint","domain","derived_view","parent_uid","attribution","attribution_link","contact_email","datasetsummary_datasetowner","datasetsummary_organization","datasetsummary_contactinformation","datasetsummary_timeperiod","datasetsummary_postingfrequency","datasetsummary_coverage","datasetsummary_granularity","disclaimers_limitations","notes_notes","additionalresources_seealso","disclaimers_disclaimer"
"fgvt-qr4i","Information Technology Services, Office of","NYS AI Systems Inventory: Beginning September 2025","https://data.ny.gov/d/fgvt-qr4i","Comprehensive inventory of artificial intelligence (AI) systems used by New York State entities that directly impact the public. Includes agency name, vendor, product, primary AI capability, and a description of each system’s purpose and use.","dataset","Government & Finance","public services,machine learning,data governance,artificial intelligence,ai,state agencies,new york","2025-12-30T23:11:21.000","2025-12-30T23:11:22.000","https://data.ny.gov/resource/fgvt-qr4i.json","data.ny.gov","false",,"New York State Office of Information Technology Services (ITS)","https://its.ny.gov","its.sm.caio.ai@its.ny.gov","New York State Office of Information Technology Services (ITS) ","New York State Office of Information Technology Services (ITS) – Chief AI Office","its.sm.caio.ai@its.ny.gov","Beginning September 2025","Annually","Statewide – all New York State executive agencies reporting AI systems that have a direct public impact ","Record level: each row represents a unique AI system deployed by a single agency ","Data is self-reported by agencies and may not capture pilot projects not yet disclosed, systems retired after reporting, or private vendor changes between inventory cycles. Descriptions are agency-provided and not independently validated for technical accuracy. ","Inventory captures AI systems directly impacting the public; back-office or purely internal AI tools are excluded. ",,
"sqdh-nqzk","Environmental Conservation, Department of","Draft Title V Facility Permits","https://data.ny.gov/d/sqdh-nqzk","Owners or operators of emission sources that are subject to 6 NYCRR Subpart 201-6 must obtain a Title V facility permit.  

Draft permits are official versions of permits whose initial development is complete, and that are being noticed and made available for public review and comment. 

These permits are prepared by the Division of Air Resources regional staff.","dataset","Energy & Environment","issued permit,air pollution,title v,emissions","2025-08-28T21:26:36.000","2025-08-28T21:26:37.000","https://data.ny.gov/resource/sqdh-nqzk.json","data.ny.gov","false",,"New York State Department of Environmental Conservation","http://www.dec.ny.gov/dardata/boss/afs/draft_atv.html","DARWeb@gw.dec.state.ny.us","New York State Department of Environmental Conservation","Division of Air Resources","DARWeb@gw.dec.state.ny.us","Current","As needed","Statewide","Permit","A draft permit is a temporary document.  Following the close of the comment period changes may be made to the permit as a result of comments received.",,"http://www.dec.ny.gov/pubs/109457.html",
"seba-wf8q","Commission on Ethics and Lobbying in Government, New York State","Lobbyist Bi-Monthly Reports: 2019","https://data.ny.gov/d/seba-wf8q","Any Principal Lobbyist required to file a Statement of Registration for a Client in a biennial period must also file Bi-monthly Reports, regardless of Compensation, Expenses, or Lobbying Activity, up to the Lobbying Agreement Termination (End) Date. The Bi-monthly Report requires the Filer to disclose the Lobbying Activities that occurred, and monies spent during the applicable reporting period. Proper disclosure of these Lobbying Activities necessitates a level of specificity that makes clear to the public exactly what and who was being lobbied during the specific Bi-monthly reporting period.","filter","Transparency","compensation,registration,ratemaking,licensing,legislative resolutions,legislative bills,land use,funding,expenses,procurement,parties lobbied,coalition,beneficial client,biennial,permits,executive orders,contractual client,client,lobbyist,lobbying subjects,lobbying disclosures,lobbying agreement,lobbying activity,unstructured coalition,tribal state compacts,tribal state agreements,transparency,targets,state activities,rules,lobbying,resolutions,municipal activities,regulations","2023-10-18T14:32:40.000","2026-01-31T01:48:43.000","https://data.ny.gov/resource/seba-wf8q.json","data.ny.gov","true","t9kf-dqbc","NYS Commission on Ethics and Lobbying in Government (COELIG)","https://ethics.ny.gov/public-data",,"NYS Commission on Ethics and Lobbying in Government (COELIG)","Lobbying Unit","ethics@ethics.ny.gov","2019","Semi-annually","Statewide","Bi-Monthly reports include the identities of the Lobbyists and Clients, lobbying compensation and expense information, and descriptions of the actual lobbying activities, subjects and parties lobbied. Bi-Monthly reports cover a two-month reporting period (January/February, March/April, etc.).","Lobbying activities such as legislative bill numbers are all manually data-entered by the filer and are not connected to any legislative retrieval service. Please refer to the Senate and Assembly bill search websites for descriptions on legislative bill numbers reported on any filings. Also, please note that any lobbying disclosures directly reported to the NYC Lobbying Bureau are NOT included in these datasets. Please visit the NYC Lobbying Bureau to view those filings.","Due to the enormity of the datasets and to maintain the integrity of the data, in cases where a filer has entered more than one lobbying subject, itemized expense, lobbying focus, and/or parties lobbied, multiple rows of information can be attributed to a single filing. Please refer to the ‘Form Submission ID’ to determine how many rows of information account for a single filing.","https://ethics.ny.gov/lobbying-laws-and-regulations",
"adec-zj7s","Parks, Recreation and Historic Preservation, Office of","New York State Parks Concession Contracts","https://data.ny.gov/d/adec-zj7s","he New York State Office of Parks, Recreation and Historic Preservation (OPRHP) oversees more than 250 state parks, historic sites, recreational trails, golf courses, boat launches and more,  encompassing nearly 350,000 acres, that are visited by 74 million people annually.  These facilities contribute to the economic vitality and quality of life of local communities and directly support New York’s tourism industry.  Parks also provide a place for families and children to be active and exercise, promoting healthy lifestyles.  The agency is responsible for the operation and stewardship of the state park system as well as advancing a statewide parks, historic preservation, and open space mission.  

This dataset includes the name, concesson type and term of concession contracts active in New York State Parks during the most recent calendar year.","dataset","Recreation","concessions,parks and recreation,business opportunities","2025-04-01T15:04:27.000","2025-04-01T15:04:28.000","https://data.ny.gov/resource/adec-zj7s.json","data.ny.gov","false",,"New York State Office of Parks, Recreation and Historic Preservation","https://parks.ny.gov/business/business-opportunities.aspx","news@parks.ny.gov","New York State Office of Parks, Recreation and Historic Preservation","New York State Office of Parks, Recreation and Historic Preservation","news@parks.ny.gov","Current","Annually","Statewide","Park Facility",,,"https://parks.ny.gov/business/business-opportunities.aspx",
"5jnj-e5eh","Labor, Department of","Workplace Safety & Loss Prevention Consultant & Specialist Certificate","https://data.ny.gov/d/5jnj-e5eh","The dataset includes the program, created under Section 134 of the Workers' Compensation Law, which has certification requirements detailed in ICR 59 and 60. Specialists evaluate and help set up employer programs to ensure compliance, and can be certified to provide services in Safety, Drug and Alcohol Prevention, or Return to Work.","dataset","Government & Finance","drug and alcohol,contractor,return to work","2026-04-01T09:01:52.000","2026-04-01T09:01:53.000","https://data.ny.gov/resource/5jnj-e5eh.json","data.ny.gov","false",,"New York State Department of Labor","https://dol.ny.gov/licensing-and-certification","license&certificate@labor.ny.gov","New York State Department of Labor","Division of Safety & Health/Safety, Health, and Essential Rights","license&certificate@labor.ny.gov","Current - The data includes all active certifications and any certifications that have expired within the last 1 year.","Daily","Statewide","City","Attributes regarding a business' address may be inaccurate if New York State Department of Labor has not been notified of relevant changes. Certificates that have expired more than two years ago will not be available in the dataset.",,"https://dol.ny.gov/",
"x7nj-r656","Metropolitan Transportation Authority","MTA Subway 4 to 5 Minute Late Arriving Trains: Beginning 2020","https://data.ny.gov/d/x7nj-r656","This dataset shows the number and percentage of trains arriving at their scheduled terminals between four and five minutes after their scheduled arrival times.","dataset","Transportation","delivered service,subway lines,subway,service,scheduled service,reliability,performance,otp,on-time performance,nyct,new york city transit,monthly,lines,delays","2026-03-26T14:38:57.000","2026-03-20T15:33:19.000","https://data.ny.gov/resource/x7nj-r656.json","data.ny.gov","false",,"Metropolitan Transportation Authority","https://www.mta.info/open-data","opendata@mtahq.org","Metropolitan Transportation Authority","New York City Transit","opendata@mtahq.org","Beginning 2020","Monthly","New York City","Month, subway line",,,"https://metrics.mta.info/",
"9upz-c7xg","Motor Vehicles, Department of","Department of Motor Vehicle (DMV) Office Locations","https://data.ny.gov/d/9upz-c7xg","This dataset contains the list of all Department of Motor Vehicle, (DMV), offices in NYS, with addresses, office hours, latitude and longitude coordinates, and phone numbers.","dataset","Transportation","tickets,offices,dmv,tvb,vehicle safety","2026-03-30T21:30:32.000","2026-02-13T21:46:11.000","https://data.ny.gov/resource/9upz-c7xg.json","data.ny.gov","false",,"NYS Department of Motor Vehicles",,"dmv.365.datagovernance@dmv.ny.gov","Operations, Ticketing Systems, Vehicle Safety Services ","Operations and Customer Service; Ticketing Systems, Vehicles Safety Services ","dmv.365.datagovernance@dmv.ny.gov","Current","Weekdays","Statewide","Office","Only includes geo-location information for State (DO) and County (CO) offices.",,"http://dmv.ny.gov/offices.htm",
"tb54-h6gg","Energy Research and Development Authority","NYSERDA New York Offshore Wind Supply Chain Dataset","https://data.ny.gov/d/tb54-h6gg","The dataset contains contact and description information for local supply chain organizations, offshore wind developers, and original equipment manufacturers that provide goods and services to support New York State’s offshore wind industry. To request placement in this database, or to update your company’s information, please visit NYSERDA’s <a href-""https://www.nyserda.ny.gov/All-Programs/Offshore-Wind/Focus-Areas/Supply-Chain-Economic-Development/Supply-Chain-Database"">Supply Chain Database</a> webpage to submit a request form. 

The New York State Energy Research and Development Authority (NYSERDA) offers objective information and analysis, innovative programs, technical expertise, and support to help New Yorkers increase energy efficiency, save money, use renewable energy, and reduce reliance on fossil fuels. To learn more about NYSERDA’s programs, visit https://nyserda.ny.gov or follow us on X, Facebook, YouTube, or Instagram.","dataset","Energy & Environment","wind developers,energy,offshore wind,original equipment manufacturer,supply chain,wind","2025-11-06T20:27:17.000","2025-11-06T20:27:05.000","https://data.ny.gov/resource/tb54-h6gg.json","data.ny.gov","false",,"New York State Energy Research and Development Authority (NYSERDA)","https://www.nyserda.ny.gov/All-Programs/Programs/Offshore-Wind","openny@nyserda.ny.gov","New York State Energy Research and Development Authority (NYSERDA)","New York State Energy Research and Development Authority (NYSERDA)","openny@nyserda.ny.gov; offshorewind@nyserda.ny.gov","Current","Quarterly","Statewide","Street address","Blank cells represent data that are not currently available. The information was provided by companies and other organizations for the NYSERDA Offshore Wind Supply Chain Dataset on a voluntary basis. A portion of the data was sourced from existing datasets – namely those created by the Massachusetts Clean Energy Center (MassCEC), the Workforce Development Institute (WDI), and the Business Network for Offshore Wind - and further data was supplied by NYSERDA and the Renewables Consulting Group (RCG). This data was combined with survey results from the organizations, explicitly for use in this Supply Chain Dataset. The categorization presented in the fields, “Organization Type (Main Category)” and “Organization Type (Sub-categories)”, is based on publicly available information about the organizations, and  expert knowledge of the offshore wind industry. The accuracy and completeness of the information is not guaranteed.",,,
"c82s-ma8u","Battery Park City Authority","Excess Revenues for Battery Park City Authority (BPCA) Provided to NYC Annually Chart: Beginning 1987","https://data.ny.gov/d/c82s-ma8u","The disposition and allocation of annual Excess Revenues is governed by the 1986 amendment to the Settlement Agreement which defined the relationship between the Authority and the City of New York.","chart","Government & Finance","excess revenues,bpca","2026-03-19T18:16:53.000","2025-06-20T16:15:10.000","https://data.ny.gov/resource/c82s-ma8u.json","data.ny.gov","true","c4zw-e4pa","Battery Park City Authority","http://www.bpca.ny.gov/","eric.munson@bpca.ny.gov","Battery Park City Authority","Finance Department","eric.munson@bpca.ny.gov","Beginning 1987","Annually","Battery Park City","Total sum of revenues provided on yearly basis","There are no limitations/exclusions within this dataset.",,,
"umaq-yp6d","Energy Research and Development Authority","Statewide Commercial Baseline Study of New York Penetration and Saturation of Energy Using Equipment: 2019","https://data.ny.gov/d/umaq-yp6d","This dataset includes all Statewide Commercial Baseline Study summary statistics related to the estimation of population penetration and saturation estimates. These include summaries of the number of survey respondents asked each equation, the number of survey respondents who provided a valid answer, the unweighted penetration, weighted penetration, and adjusted and weighted penetration. All supporting summary statistics  are also provided. Penetration refers to the proportion of businesses that have one or more of a particular piece of equipment.  Saturation is a number representing how many of a particular piece of equipment are present, on average, among all businesses. The overall objective of the Statewide Commercial Baseline research was to understand the existing commercial building stock in New York State and associated energy use, including the penetration and saturation of energy consuming equipment (electric, natural gas, and other fuels). For more information, see the Final Report at https://www.nyserda.ny.gov/About/Publications/Building-Stock-and-Potential-Studies/Commercial-Statewide-Baseline-Study. 

The New York State Energy Research and Development Authority (NYSERDA) offers objective information and analysis, innovative programs, technical expertise, and support to help New Yorkers increase energy efficiency, save money, use renewable energy, and reduce reliance on fossil fuels. To learn more about NYSERDA’s programs, visit https://nyserda.ny.gov or follow us on X, Facebook, YouTube, or Instagram.","dataset","Energy & Environment","environment,baseline study,equipment characteristics,market research,mw,mwh,penetration,saturation,scbs,commercial,cbsa,business characteristics,commercial buildings,commercial building stock assessment,efficiency,energy","2026-03-27T21:25:07.000","2020-10-28T20:17:23.000","https://data.ny.gov/resource/umaq-yp6d.json","data.ny.gov","false",,"New York State Energy Research and Development Authority (NYSERDA)","https://www.nyserda.ny.gov/About/Publications/Building-Stock-and-Potential-Studies/Commercial-Statewide-Baseline-Study","openny@nyserda.ny.gov","New York State Energy Research and Development Authority (NYSERDA)","New York State Energy Research and Development Authority: Market Characterization and Evaluation","openny@nyserda.ny.gov","2018-2019","Static - Not Updated","Statewide","Equipment Category","Results will not be available for stratum in which we received no valid responses to survey question. These are indicated with blank cells. Standard errors accompany all final metrics, but no masking has been applied to remove results which are not statistically significant as a specified confidence level. Be cognizant of the sample size and standard error when relying on results.",,,
"6kq9-5ikh","Metropolitan Transportation Authority","MTA LIRR On-Time Performance: Beginning 2015","https://data.ny.gov/d/6kq9-5ikh","On-Time Performance (OTP) determines how frequently a commuter train arrives at its final destination within 5 minutes and 59 seconds of its scheduled time.","dataset","Transportation","scheduled service,commuter rail,delays,delivered service,reliability,performance,service,otp,line,lirr,long island rail road,monthly,on-time performance","2026-03-18T14:16:16.000","2026-03-18T14:16:17.000","https://data.ny.gov/resource/6kq9-5ikh.json","data.ny.gov","false",,"Metropolitan Transportation Authority","https://www.mta.info/open-data","OpenData@mtahq.org","Metropolitan Transportation Authority","Long Island Rail Road","OpenData@mtahq.org","Beginning 2015","Monthly","New York City and Long Island","Branch, month",,"Due to data collection and processing requirements, there may be a one-month lag between the data and month it is published (e.g. the update in April may only contain data through February).","http://metrics.mta.info",
"6q7b-8vuf","Taxation and Finance, Department of","Earned Income Tax Credit (EITC) Claims by Credit Type and Place of Residence: Beginning Tax Year 1994","https://data.ny.gov/d/6q7b-8vuf","The Department of Taxation and Finance (the Department) annually publishes statistical information on the New York State earned income tax credit (EITC). This includes data on the separate New York City EITC and the New York State noncustodial parent EITC. Summary data are presented for all taxpayers which includes full-year New York state residents, part-year residents and nonresidents (where applicable). Data are shown for the total number of claimants and credit claimed by county and/or region for all filing statuses.","dataset","Government & Finance","t&f personal income tax,eitc,credit,earned income,tax,non-custodial parent","2026-02-13T20:08:47.000","2026-02-13T20:08:48.000","https://data.ny.gov/resource/6q7b-8vuf.json","data.ny.gov","false",,"New York State Department of Taxation and Finance","https://www.tax.ny.gov/research/stats/stat_pit/earned_income_tax_credit/earned_income_tax_credit_analysis_of_credit_claims_open_data_short2.htm","OTPA.OpenNYData@tax.ny.gov","New York State Department of Taxation and Finance","Office of Tax Policy Analysis","OTPA.OpenNYData@tax.ny.gov","Tax Years 1994 and Forward","Annually","Statewide","Taxpayer claims","The information reflects personal income tax credit-claim data collected, and does not account for subsequent audits or amendments that may occur after initial processing.  ",,"New York State Earned Income Tax Credit (EITC) Information: http://www.tax.ny.gov/pit/credits/earned_income_credit.htm",
"sjc6-ftj4","Information Technology Services, Office of","Broadband Availability By Municipality","https://data.ny.gov/d/sjc6-ftj4","New York State has just completed a broadband mapping program as part of the national broadband mapping program funded by the National Telecommunications and Information Administration in the US Department of Commerce. Information about the availability of high-speed Internet services, commonly called Broadband, was collected from broadband provider companies regarding the technology type and speed of services offered. The data was updated every six months for five years, and is shown on the NYS Broadband Map at www.broadbandmap.ny.gov as well as the National Broadband Map at www.broadbandmap.gov. The data on the map depicts broadband availability at the Census Block level. This table summarizes the information for each municipality (town, city, village, Indian Reservation) in New York State.","dataset","Economic Development","wireless,broadband,fcc,fiber,internet,cable,dsl,ntia,satellite,speed","2025-11-12T17:26:42.000","2014-12-29T16:55:18.000","https://data.ny.gov/resource/sjc6-ftj4.json","data.ny.gov","false",,"Office of Information Technology Services","http://www.broadbandmap.ny.gov","Angela.Liotta@esd.ny.gov",,,"Angela.Liotta@esd.ny.gov",,"As needed","Statewide",,,,,
"v7rp-a6ru","Metropolitan Transportation Authority","MTA Metro-North Safety and Grade Crossing Incidents: Beginning 2019","https://data.ny.gov/d/v7rp-a6ru","This dataset provides information on various indicators of safety performance measured by Metro North Rail Road. The indicators track safety performance metrics, such as accident rates and incident counts, over monthly periods to monitor and evaluate safety outcomes.","dataset","Transportation","mnr,lost time accidents,lost time accident rate,incidents,occupational injuries,passengers,safety,grade crossings,employees,derailments,accidents,customers,customer accidents,collisions,metro-north,metro-north railroad,monthly","2026-03-20T15:25:39.000","2026-03-20T15:25:39.000","https://data.ny.gov/resource/v7rp-a6ru.json","data.ny.gov","false",,"Metropolitan Transportation Authority","https://www.mta.info/open-data","OpenData@mtahq.org","Metropolitan Transportation Authority","Metro-North Railroad","OpenData@mtahq.org","Beginning 2019","Monthly","New York and Connecticut","Monthly, agency",,"Due to data collection and processing requirements, there may be a one-month lag between the data and month it is published (e.g. the update in April may only contain data through February).","https://metrics.mta.info/",
"dapt-ejhb","Environmental Conservation, Department of","Waste Tire Abatement Sites","https://data.ny.gov/d/dapt-ejhb","Information on designated waste tire abatement sites in New York State, including approximate size, location, and abatement status.","dataset","Energy & Environment","tires,waste management,waste,abatement,solid waste","2024-09-27T18:10:24.000","2024-09-27T18:10:25.000","https://data.ny.gov/resource/dapt-ejhb.json","data.ny.gov","false",,"Department of Environmental Conservation","https://www.dec.ny.gov/chemical/8792.html","dmm@dec.ny.gov","Department of Environmental Conservation","Division of Materials Management","dmm@dec.ny.gov","Current","As needed","Statewide","Individual site",,,,
"472d-zats","Financial Services, Department of","Total Property Insurance Premiums Written Annually in New York: Beginning 1998","https://data.ny.gov/d/472d-zats","Listings of total direct written premiums for insurers authorized to write Property & Casualty lines of business in New York State.  These insurers are required under Article 41 of the New York Insurance Law to meet minimum financial security requirements.","dataset","Government & Finance","property,insurance,casualty,licensed","2026-02-11T18:07:02.000","2026-02-11T18:07:03.000","https://data.ny.gov/resource/472d-zats.json","data.ny.gov","false",,"Department of Financial Services","http://www.dfs.ny.gov","property@dfs.ny.gov","Department of Financial Services","Insurance Division","property@dfs.ny.gov","Beginning 1998","Annually","Statewide","Statewide","This list does not include certain Assessment Cooperatives that are exempt from reporting requirements (Article 66 of the New York Insurance law), or any Captive insurers (Article 70 of the New York Insurance law). It also does not reflect insurers that issue policies in the excess lines market by brokers authorized to do so under New York Insurance Law §2118, which by definition are not licensed by this State.",,"https://www.dfs.ny.gov/apps_and_licensing/property_insurers",
"qas6-tjtc","Empire State Development","NYSTAR Center for Advanced Technology Economic Impacts: Beginning 2008","https://data.ny.gov/d/qas6-tjtc","Economic impacts of the 15 Division of Science, Technology and Innovation (NYSTAR) Centers for Advanced Technology (CATs).","dataset","Economic Development","economic impact,technology,investments,high tech,public private partnerships,job growth,cat","2026-03-27T20:03:28.000","2025-06-11T20:24:09.000","https://data.ny.gov/resource/qas6-tjtc.json","data.ny.gov","false",,"Empire State Development Division of Science, Technology and Innovation (NYSTAR)","http://esd.ny.gov/nystar/","opendata@esd.ny.gov","Empire State Development","Empire State Development Division of Science, Technology and Innovation (NYSTAR)","opendata@esd.ny.gov","Beginning 2008","Annually","Statewide","Center","Company specific data aggregated",,,
"erp5-6f4d","Commission on Ethics and Lobbying in Government, New York State","Lobbyist Bi-Monthly Reports: 2024","https://data.ny.gov/d/erp5-6f4d","Any Principal Lobbyist required to file a Statement of Registration for a Client in a biennial period must also file Bi-monthly Reports, regardless of Compensation, Expenses, or Lobbying Activity, up to the Lobbying Agreement Termination (End) Date. The Bi-monthly Report requires the Filer to disclose the Lobbying Activities that occurred, and monies spent during the applicable reporting period. Proper disclosure of these Lobbying Activities necessitates a level of specificity that makes clear to the public exactly what and who was being lobbied during the specific Bi-monthly reporting period.","filter","Transparency","contractual client,unstructured coalition,tribal state compacts,tribal state agreements,transparency,targets,state activities,rules,resolutions,regulations,registration,ratemaking,procurement,permits,parties lobbied,municipal activities,lobbyist,lobbying subjects,lobbying disclosures,lobbying agreement,lobbying activity,lobbying,licensing,legislative resolutions,legislative bills,land use,funding,expenses,executive orders,compensation,coelig oct 2023 release,coalition,client,biennial,beneficial client","2024-05-15T22:21:54.000","2026-01-31T01:48:43.000","https://data.ny.gov/resource/erp5-6f4d.json","data.ny.gov","true","t9kf-dqbc","NYS Commission on Ethics and Lobbying in Government (COELIG)","https://ethics.ny.gov/public-data","ethics@ethics.ny.gov","NYS Commission on Ethics and Lobbying in Government (COELIG)","Lobbying Unit","ethics@ethics.ny.gov","2024","Semi-annually","Statewide","Bi-Monthly reports include the identities of the Lobbyists and Clients, lobbying compensation and expense information, and descriptions of the actual lobbying activities, subjects and parties lobbied. Bi-Monthly reports cover a two-month reporting period (January/February, March/April, etc.).","Lobbying activities such as legislative bill numbers are all manually data-entered by the filer and are not connected to any legislative retrieval service. Please refer to the Senate and Assembly bill search websites for descriptions on legislative bill numbers reported on any filings. Also, please note that any lobbying disclosures directly reported to the NYC Lobbying Bureau are NOT included in these datasets. Please visit the NYC Lobbying Bureau to view those filings.","Due to the enormity of the datasets and to maintain the integrity of the data, in cases where a filer has entered more than one lobbying subject, itemized expense, lobbying focus, and/or parties lobbied, multiple rows of information can be attributed to a single filing. Please refer to the ‘Form Submission ID’ to determine how many rows of information account for a single filing.","https://ethics.ny.gov/lobbying-laws-and-regulations",
"ha47-eda4","State, Department of","Right of Publicity Filings: Beginning 2020","https://data.ny.gov/d/ha47-eda4","This data contains Right of Publicity (RoP) filing information that was processed.  Each line contains the RoP claimant, agent claimant, and the deceased information, types of rights claimed, associated percentages and other pertinent filing information.","dataset","Government & Finance","right of publicity,rop","2026-04-01T16:01:08.000","2026-04-01T16:01:10.000","https://data.ny.gov/resource/ha47-eda4.json","data.ny.gov","false",,"New York State (NYS) Department of State (DOS)","http://www.dos.ny.gov/licensing/","Licensing@dos.ny.gov","New York State (NYS) Department of State (DOS)","NYS DOS Division of Licensing","Licensing@dos.ny.gov","Each Right of Publicity filing will remain in the database with a perpetual retention, until deemed to be removed by the Division of Licensing.  Records will be purged in accordance with a retention and destruction schedule to be provided by the New York State Education Department.  (Time frame to be determined.)","Daily","Statewide","Individual filing","Federally Regulated Registration information will not be found in this dataset.   Federally regulated AMC means an AMC that is owned and controlled by an insured depository institution, as defined in 12 U.S.C. 1813 and regulated by the Office of the Comptroller of the Currency, the Board of Governors of the Federal Reserve System, or the Federal Deposit Insurance Corporation.       ","Each Right of Publicity filing will remain in the database with a perpetual retention until deemed to be removed by the Division of Licensing.  Records will be purged in accordance with a retention and destruction schedule to be provided by the New York State Education Department.  (Time frame to be determined)",,
"qu4s-vzwy",,"Individual Support Services Provider Agencies Map","https://data.ny.gov/d/qu4s-vzwy","","map","Human Services","developmental disabilities,opwdd,residential supports,supported employment,day services","2024-12-27T20:26:53.000","2026-03-02T17:43:33.000","https://data.ny.gov/resource/qu4s-vzwy.json","data.ny.gov","true","g6jc-t6w6","New York State Office for People With Developmental Disabilities (NYS OPWDD)","http://opwdd.ny.gov/",,,,,,,,,,,,
"jkya-6vhd","Metropolitan Transportation Authority","MTA Overtime: Beginning 2013","https://data.ny.gov/d/jkya-6vhd","MTA Overtime reports the monthly hours employees work beyond their regular schedules, distinguishing scheduled and unscheduled overtime. It aggregates total overtime hours, regular time hours by agency, department, responsibility center (RC), RC name, and job group to support transparency, planning, and cost management. The dataset reports hours, not pay amounts, and is compiled from timekeeping records used for payroll.","dataset","Transportation","new york city transit,employee,trc,timekeeping,sir,peoplesoft,overtime,nyct,mta  staten island railway,mta inspector general,mtahq,mta headquarters,mta bus company,mta bus,mtabc,mta,mnr,metro-north railroad,metro-north,long island rail road,lirr,ingen","2026-03-20T15:25:34.000","2026-03-20T15:26:49.000","https://data.ny.gov/resource/jkya-6vhd.json","data.ny.gov","false",,"Metropolitan Transportation Authority","https://www.mta.info/open-data","opendata@mtahq.org","Metropolitan Transportation Authority","MTA Headquarters, New York City Transit, Long Island Rail Road, Metro-North Railroad, MTA Bus Company, Staten Island Railway, Construction & Development","opendata@mtahq.org","Beginning 2013","Monthly","New York Metropolitan Area",,,,"https://metrics.mta.info/",
"aee3-5gf5","Energy Research and Development Authority","RSBS HVAC: New York State Residential Statewide Baseline Study: Heating, Ventilation, and Air Conditioning (HVAC) Contractor Survey","https://data.ny.gov/d/aee3-5gf5","The New York State Energy Research and Development Authority (NYSERDA), in collaboration with the New York State Department of Public Service (DPS), conducted a statewide residential baseline study (study) from 2011 to 2014 of the single-family and multifamily residential housing segments, including new construction, and a broad range of energy uses and efficiency measures. This dataset includes data from 47 completed Heating Ventilation and Air Conditioning (HVAC) contractor surveys. The survey sample was stratified by the size of the HVAC contractor company: 28 survey completes for small companies (defined as having 1-10 employees) and 19 survey completes for large companies (defined as larger than 10 employees.) The surveys focused on employer or company information, sales of energy efficient HVAC equipment, installation practices, training, and experience with NYS energy efficiency programs.

The New York State Energy Research and Development Authority (NYSERDA) offers objective information and analysis, innovative programs, technical expertise, and support to help New Yorkers increase energy efficiency, save money, use renewable energy, and reduce reliance on fossil fuels. To learn more about NYSERDA’s programs, visit https://nyserda.ny.gov or follow us on X, Facebook, YouTube, or Instagram.","dataset","Energy & Environment","rsbl study,baseline study,energy efficiency,hvac,market characterization","2026-03-30T17:32:17.000","2015-07-28T19:26:37.000","https://data.ny.gov/resource/aee3-5gf5.json","data.ny.gov","false",,"The New York State Energy Research and Development Authority Performance and Market Standards Group","http://www.nyserda.ny.gov/Residential-Statewide-Baseline-Study-of-New-York-State.aspx","openny@nyserda.ny.gov","New York State Energy Research and Development Authority","The New York State Energy Research and Development Authority Performance and Market Standards Group","openny@nyserda.ny.gov","2011-2014","Static - Not Updated","Statewide","Survey participant",,,,
"9evn-drxk","Energy Research and Development Authority","Green Jobs - Green New York (GJGNY) Residential Loan Portfolio:  Beginning November 2010","https://data.ny.gov/d/9evn-drxk","The dataset represents information on the performance of the portfolio of loans issued through the GJGNY Residential Loan Fund. The loan performance results of the GJGNY portfolio have shown strong performance to date, with lower levels of delinquencies and defaults/losses than other consumer loan asset classes. This performance data is useful to lender/capital providers, rating agencies, researchers, and interested stakeholders to assist in anticipating performance results for their-party financing products aimed at consumer clean energy financing. Users can access an Interactive Dashboard with charts, graphs, and tables at https://nyserda.ny.gov/Researchers-and-Policymakers/Green-Jobs-Green-New-York/Data-and-Trends

The New York State Energy Research and Development Authority (NYSERDA) offers objective information and analysis, innovative programs, technical expertise, and support to help New Yorkers increase energy efficiency, save money, use renewable energy, and reduce reliance on fossil fuels. To learn more about NYSERDA’s programs, visit https://nyserda.ny.gov or follow us on X, Facebook, YouTube, or Instagram.","dataset","Energy & Environment","residential,energy efficiency,financing,gjgny,green jobs-green ny,home performance","2026-03-30T17:56:06.000","2026-03-12T14:31:34.000","https://data.ny.gov/resource/9evn-drxk.json","data.ny.gov","false",,"New York State Energy Research and Development Authority GJGNY Loan Program","https://www.nyserda.ny.gov/All-Programs/Programs/Residential-Financing-Options","openny@nyserda.ny.gov","New York State Energy Research and Development Authority","New York State Energy Research and Development Authority","openny@nyserda.ny.gov","Beginning November 2010","Monthly","Statewide","Zip Code","The information presented shows point-in-time loan performance data, which may not be indicative of future performance.  In addition, many of the loans in the portfolio have limited historical data due to being recently originated. ",,"https://www.nyserda.ny.gov/Researchers-and-Policymakers/Green-Jobs-Green-New-York",
