year,agency,tool_name,tool_desc,purpose_type,purpose_desc,date_first_use,data_training,data_input,data_output,data_2022,identifying_info,analysis_type,computation_type,population_type,population_type_individual,population_type_other,vendor_name,vendor_desc,vendor_2022,updated,updated_desc
2024,Department of Social Services,Homebase Risk Assessment Questionnaire (RAQ),"Homebase applicants answer screening questions about their current housing situation, history of disruptive experiences, shelter history, and other domains. Each of the answers is assigned a number of points, and applicants that reach a certain point threshold are eligible for deeper Homebase services, such as financial assistance and case management. Workers are able to override a limited number of model decisions with permission of a supervisor.",Resource allocation,"The Homebase program was created to prevent households from entering the DHS shelter system. Since NYC has a range of antipoverty programs and the number of households entering shelter is small compared to the pool of New Yorkers who have an eviction filing each year, the Agency had to ensure that the households who most needed additional homelessness prevention services were being enrolled in Homebase programs. Research showed that staff were not accurately able to predict who would or would not enter the DHS shelter system and that using a risk assessment would provide a better way to match resources to the families who would benefit the most.",2012/06,"The RAQ was developed based on analysis of data on Homebase enrollees from 2004 to 2008, conducted in conjunction with a team of academic researchers, to determine predictive factors for those entering shelter. It was updated in 2023 based on analysis led by DSS researchers of 2013-2016 Homebase data.","Factors include, among others: personal characteristics such as age and pregnancy; educational attainment and employment status; housing issues such as eviction, discord, a move in the past year; past and recent experience of homelessness.",The tool produces a score that is used to assess eligibility for full versus brief Homebase services.,NA,TRUE,NA,Scoring,Individuals,Households seeking Homebase assistance,NA,Multiple researchers,"DHS contracted with researchers to evaluate years of Homebase administrative data to develop a risk assessment. The DSS research team then led an updated analysis that led to tool revisions. The published research papers are listed below:

https://ajph.aphapublications.org/doi/10.2105/AJPH.2013.301468

https://www.journals.uchicago.edu/doi/abs/10.1086/686466?mobileUi=0&journalCode=ssr 

https://www.tandfonline.com/doi/abs/10.1080/10511482.2022.2077801",NA,No,NA
2024,Department of Social Services,NYC Enterprise Data Solutions Service (EDS),"The NYC Enterprise Data Solutions Service (EDS) automatically matches and links person records from multiple source systems, regardless of whether they share a common identifier such as a social security number. EDS supports cross-agency data integration and interoperability, particularly across health and human service agencies. EDS works by processing business rules that standardize name and geocode address data before applying a series of deterministic and probabilistic matching rules that generate detailed or summarized reports of record linkages.",Data management,"In 2024, the Mayor’s Public Engagement Unit (PEU) moved the operations of its Rent Freeze team (focused on enrollment in Senior Citizen Rent Increase Exemption, Disability Rent Increase Exemption, Senior Citizen Homeowners’ Exemption, and Disabled Homeowners’ Exemption programs) to a new case/client management system within our custom Salesforce instance. Prior to migrating data from the prior system (based in our EveryAction tool), PEU needed to identify duplicate clients within EveryAction and between EveryAction and Salesforce. The primary reason for duplication is that we use Salesforce to support a number of other teams that might have interacted with Rent Freeze clients as well. We used the EDS tool developed by our partners at NYC Opportunity and maintained by OTI to identify client records that were highly likely to be the same client. PEU developed its own process to combine outreach and case history information for the records identified as related to the same client to create a single record in PEU’s Salesforce system across programs. Using the EDS tool helped us provide better service to our clients by providing our specialists with richer information about the client’s interaction with the Rent Freeze, Tenant Helpline, Tenant Support Unit, and GetCovered teams.",2024/03,N/A,"Client contact information, including name, phone numbers, email addresses, home addresses.",The same client information but with common identifier numbers.,NA,TRUE,NA,Matching,Individuals,NA,NA,None,NA,NA,Created in CY2024,NA
2024,Department of Social Services,SmartVAN / TargetSmart,"The Mayor’s Public Engagement Unit (PEU) uses SmartVAN to manage outreach across a range of projects. SmartVAN provides functionality to create lists of potential clients to contact, collect personal information and survey responses from clients, and conduct outreach via phone banks and canvassing. SmartVAN also contains a frequently updated commercial dataset, provided by TargetSmart, of New York City residents and their demographic, contact, and other information. PEU uses this preloaded data to create outreach lists when data on existing clients or from partner agencies is unavailable or insufficient to meet the scope of the outreach project.",Data management,"In 2023, PEU had the TargetSmart data within SmartVAN on a number of projects. PEU frequently uses the data to create lists of residents who live within certain zip codes that PEU wants to target for outreach. For example, PEU created lists using TargetSmart data to conduct door-knocking and phone banking outreach to New Yorkers identified as potentially eligible for the DOF Rent Freeze program based on TargetSmart data. In cases like these, TargetSmart’s determination of who lives in which zip codes as well as estimated income affects whether New Yorkers receive PEU outreach. Additionally, the algorithm that TargetSmart uses to match phone numbers to individuals impacts the type of outreach that New Yorkers receive.",2019/11,Training data is part of vendor’s proprietary processes.,Input data is part of vendor’s proprietary processes.,"The algorithmically derived data that PEU accesses is the output of proprietary algorithmic processes developed and operated by TargetSmart. These algorithmic processes include matching multiple input datasets to determine residency, contact information, and demographics on New York City residents. SmartVAN also includes a number of algorithmically determined likelihood scores, including scores for the likelihood that a household contains children under 18, etc.",NA,TRUE,NA,Matching,Individuals,NA,NA,EveryAction and TargetSmart,EveryAction and TargetSmart jointly provide the SmartVAN product. EveryAction is the software provider. TargetSmart is the data provider. TargetSmart is the entity who applies algorithmic techniques. EveryAction provides access to this data through their platform.,NA,Yes,We get regular updated lists of New Yorkers from the vendor directly into the EveryAction platform we use for outreach.
2024,Department of Transportation,Midtown in Motion / Adaptive Control Decision Support System,"Midtown in Motion (MIM) is a program that measures traffic congestion in the midtown core of Manhattan (from 1st to 9th Avenues and from 57th to 34th Streets, inclusive), using sensor data captured within and beyond the zone. This congestion classification (light, moderate, moderate-heavy, heavy) is used by the Adaptive Control Decision Support System (ACDSS) to choose the optimal signal timing along the avenues to reduce congestion and improve traffic flow for all modes of transportation.",Performance evaluation,The purpose of the tool is to improve congestion in the midtown core of Manhattan through responsive traffic signal management.,2011/07,N/A,Motor vehicle travel times captured by Radio Frequency Identification (RFID) sensors.,Recommended traffic signal plan.,NA,FALSE,NA,Classification,Geographic space; Individuals,Travelers in the Manhattan midtown core,NA,"KLD Engineering , P.C.","KLD Engineering, P.C. is the developer of ACDSS and currently handles the maintenance contract.",NA,Yes,Ongoing maintenance.
2024,Fire Department,Emergency Medical Services (EMS) Hospital Suggestion Algorithm,"The Emergency Medical Services (EMS) Hospital Suggestion Algorithm is used to determine the closest, appropriate hospital to the incident location based on the medical needs of a patient requiring transport.",Resource allocation,"The algorithm computes a list of hospitals in order of closest to furthest in time for each medical condition category as currently established. (For example, there is a list of hospitals computed in order of closest in time for all hospitals that accept General Emergency Department patients and for all hospitals that accept special conditions, such as burns). Depending on the medical needs category of the patient, the algorithm produces a pre-determined list of hospitals which is based on the location of the patient and then made available to the crew as a list of “closest, most appropriate hospitals.”",2021/03,The EMS Hospital Suggestion algorithm relies on automatic vehicle location data from ambulances transporting patients to hospitals between 2018 and 2019 to calibrate a network analysis model that derives incident to hospital transport times. The order of suggested hospitals are then compared with five years of historical EMS hospital transport data from before the COVID-19 pandemic (2015-2019) to validate and correct the network model.,The inputs for the algorithm include the location and medical call type of the patient.,"The algorithm outputs the closest, most appropriate hospitals.",NA,FALSE,NA,Ranking,"Individuals; Geographic space; Group, organization, or business",Patients,NA,None,NA,NA,No,NA
2024,Fire Department,Emergency Medical Services (EMS) Unit Suggestion Algorithm,The Emergency Medical Services (EMS) Unit Suggestion Algorithm is used to determine which order of geographic regions (known as atoms) to search in order for the EMSCAD system to select an appropriate EMS unit for dispatch to an incident.,Resource allocation,"The algorithm computes a list of geographic regions (known as atoms) in order of closest to furthest in travel time for each atom in the city. This list of ordered atoms is the output of an algorithm that relies on a calibrated network model to derive travel time estimates. The output is an excel file which is converted into an EMSCAD-compatible file and loaded into the system for real-time unit selection capabilities. The file is generated and implemented as a 24/7 source file, meaning, the recommended search order is not currently varying by time of day. The department is intending to implement time-of day search orders in the near future.",2007/03,The EMS Unit Suggestion algorithm relies on historical EMSCAD trip time data which is used to calibrate a network analysis model which derives atom-to-atom transport times.,The input for the algorithm is a geographic location.,The algorithm outputs a recommended EMS unit for dispatch.,NA,FALSE,NA,Ranking,"Geographic space; Individuals; Group, organization, or business",NA,NA,Deccan International,"This algorithm and the resulting output file that is used in our EMSCAD system to suggest atom order for unit search is currently provided by a vendor, Deccan International.",NA,No,NA
2024,Fire Department,RBIS (Risk Based Inspection Program); ALARM (A Learning Approach to Risk Modeling),"A Learning Approach to Risk Modeling (ALARM) creates risk scores for each building in the city. These scores are used to schedule our Fire Operations building inspections within the inspectable population of buildings in the city (~330,000 Building Identification Numbers), as a part of the Risk-Based Inspection Program (RBIS).",Risk management,"ALARM is a combined approach using machine learning and risk ratios to assess the risk of a building for structural fire ignition (probability) and civilian fire injury/death (impact). The machine learning algorithm takes incident data, housing characteristics, and NYC311 data and creates a probability of structural fire ignition. This is combined with a civilian injury or death risk ratio for the building which is based on building characteristics, incident data and nearby felony crimes to create a risk score (range is one to nine), with one being highest risk and nine being lowest risk. Buildings are prioritized within each of the nine risk scores according to the residential population in each building.",2019/11,Each month the team uses a five-year incident dataset and reserves 99 percent of the data to train the ignition model and 80 percent of the data to train the impact model.,"The ALARM risk score utilizes data from our Fire and Emergency Medical Services dispatch systems, building characteristic data, NYC311 calls, felony crimes, census data and civilian injury data.",The tool outputs a risk score from one (highest risk) to nine (lowest risk).,NA,FALSE,NA,Scoring,"Property; Individuals; Group, organization, or business",Civilian fire injuries/fatalities,NA,None,NA,NA,Yes,The fire ignition and injury/death models are recalculated monthly with fresh training data to create updated variable weights.
2024,Mayor's Office,Adobe Photoshop,NYC Media uses Adobe Photoshop to edit images. Adobe Photoshop uses generative AI to allow users to edit images without manual work.,Information presentation,"NYC Media uses Adobe Photoshop to make slight edits to some images that appear in some content that is produced in-house and broadcast on the city’s television edits. For example, to comply with Federal Communications Commission regulations for non-commercial educational stations, we may use an AI tool to blur a company’s logo on a t-shirt. As another example, we may use the AI tool to add visual interest, for example, to add legs in a picture that is cropped at the waist.",2024/01,"According to Adobe’s website, “generative AI Image models were trained on licensed content, such as Adobe Stock, and public domain content where copyright has expired.”","Images copyrighted by the City of New York or licensed to the City of New York pursuant to an agreement that authorizes edits and, if involving images of people, content that is covered by a written consent form.",Visual content that is broadcast on the City’s television stations.,NA,TRUE,NA,Data generation,Individuals,Viewers who watch the city’s television channels; some individuals who appear in Mayor’s Office of Media and Entertainment’s television content,NA,Adobe,Adobe regularly updates the Photoshop software.,NA,No,NA
2024,Mayor's Office,Adobe Premiere Pro,"NYC Media uses Adobe Premiere Pro to edit video content broadcast on the city’s television stations. Within Adobe Premiere Pro, we use AI-powered tools to help generate closed captions of some video content that is edited in-house prior to broadcast.",Information presentation,We use AI-powered tools to help a human editor generate closed captions of some video content that is edited in-house prior to broadcast on the city’s television channels.,2021/00,"According to Adobe’s website, “Speech to Text is powered by a combination of Adobe proprietary technology — including Adobe Sensei machine learning— and third-party technologies.”",Spoken words in video programs.,Closed captions.,NA,TRUE,NA,Data generation,Individuals,Individuals who watch content on NYC Media's television channels; individuals who speak in content on NYC Media's television channels,NA,Adobe,Adobe provides regular software updates.,NA,No,NA
2024,Mayor's Office,AI Transcription on Teams,Microsoft Teams has a build in feature that uses AI to create a transcript of the meeting.,Information presentation,The tool provided a transcript of a meeting which was then reviewed by Mayor’s Office to End Domestic and Gender Based Violence staff for accuracy. The transcript was then emailed to meeting participants.,2024/04,Training data is proprietary to Microsoft.,The words spoken during a meeting are captured by the tool.,The tool provides text of the words spoken during the meeting.,NA,TRUE,NA,Data generation,Individuals,Participants in the meeting might provide their name and business affiliations,NA,Microsoft,Microsoft provides this tool as part of Teams.,NA,Created in CY2024,NA
2024,Mayor's Office,AppTek OmniCaption 300 Closed Captioning Appliance,The tool uses AI-enabled automatic speech recognition to create closed captions of live television content.,Information presentation,"The Mayor’s Office of Media and Entertainment is using the AppTek Omni 300 closed captioning appliance to provide closed captioning of live-broadcasted events (e.g., City Council hearings) and content that is cablecast on NYC World.",2022/11,"According to AppTek’s website, the “OmniCaption 300 closed captioning appliance was developed for and trained on broadcast news, sports, weather and other programming.”","The input data are words spoken by people during live broadcasts of public hearings, meetings, and events and content on NYC World.",Closed captions that reflect the written text of the input data (spoken words).,NA,TRUE,NA,Data generation,Individuals,People who watch live City Council and mayoral content televised on NYC Gov and other content televised on NYC World; people who appear in the content that is televised,NA,AppTek,AppTek provides support for the Omni 300 closed captioning system.,NA,No,NA
2024,Mayor's Office,ChatGPT,"ChatGPT is an advanced AI language model that can understand and generate human-like text based on the input it receives. It can assist with a wide range of tasks, including answering questions, providing recommendations, and engaging in meaningful conversations.",Information presentation,The Mayor’s Office to End Domestic and Gender Based Violence (ENDGBV) staff have used ChatGPT to complete the following tasks: assist in gathering information for literature reviews for public facing ENDGBV reports and assist in creating potential job interview questions based on content in the job description.,2024/03,Training data is proprietary to OpenAI.,Text prompts were provided to ChatGPT.,ChatGPT provided text responses to the text prompts.,NA,FALSE,NA,Data generation,Individuals,NA,NA,None,NA,NA,No,NA
2024,Mayor's Office,Methodology for Poll Site Language Assistance,"Since no dataset is currently available that reliably captures the number of limited English proficient (LEP) registered voters for all program languages, the Civic Engagement Commission (CEC) uses the percentage of LEP citizens of voting age (CVALEP) as a substitute or proxy measure of need. CEC ranks the program-eligible languages in order of magnitude of CVALEP and distributes poll sites to each language based on its ranking (excluding CVALEP persons that speak languages served by the NYC Board of Elections in certain New York City counties). The number of poll sites that will receive services in any given language will depend on each language’s share of the total CVALEP in the population eligible to be served. For example, according to U.S. Census data, approximately 207,926 New Yorkers are CVALEP and speak a language that is served by this program. This proportionality approach allows CEC to balance goals of including diverse language communities as well as fair access to the total number of eligible voters within each language community. The program provides interpreters in program-eligible languages at poll sites based on U.S. Census data showing concentrations of CVALEP individuals who speak these languages and reside around each poll site. For each language, poll sites are chosen in descending order of concentration of CVALEP, until the language’s share is met. This process is repeated for each language, thereby including the poll sites with the highest concentration of CVALEP for each program-eligible language until that language’s share is met, and the total number of poll sites for which resources are allocated is reached. It may be possible, based on analysis of data, to reassign poll sites to languages with greater need; however, each language will receive a minimum of at least one poll site. Models used included the Thiessen polygon method to create a Voronoi diagram to determine CVALEP estimates.",Resource allocation,"This is a methodology for determining how the CEC will provide interpretation services at poll sites for LEP voters. The methodology explains how the CEC will identify the languages and locations in which interpretation services will be offered during the November 2024 election and beyond. These services supplement the interpretation assistance provided by NYC Board of Elections in several languages. Under the Charter, the CEC can only provide interpretation services in a language if it is a designated citywide language or it is spoken by a greater number of LEP New Yorkers than the lowest ranked designated citywide language and at least one poll site has a significant concentration of speakers of such language with LEP. This methodology ensures service for all languages that are eligible under the Charter.",2020/11,N/A,"For citywide estimates, this methodology uses current data from the American Community Survey 2017-2021 5-year estimates. This methodology also uses the American Community Survey Census Tract 2017-2021 5-year Public Use Microdata Samples for poll site level analysis, which tracks resident New Yorkers at the neighborhood level. In addition, the methodology uses data from the Board of Elections on the location of election districts and poll sites.",The algorithm estimates the number of citizens of voting age with Limited English Proficiency for each program-eligible language who could report to each polling site.,NA,FALSE,NA,Ranking,Individuals,NA,NA,None,NA,NA,Yes,"We are now using 2017-2021 data from the American Community Survey 5-year data. The differences between new and previous data are not statistically significant, therefore the distribution of services will not be affected based on these differences."
2024,Mayor's Office,StratifySelect,"StratifySelect is used to select a group of people from a pool of applicants such that the selected group matches target demographics and is as randomized as possible given the need to match targeted demographics. Traditional stratified sampling can create cases in which some individuals have a near-zero chance of being selected. This method uses a new technique of explicitly computing a maximally fair output distribution and then sampling from that distribution to select the final panel, achieving a fairer distribution of probabilities per applicant while maintaining fidelity to the demographics of the borough. The tool compares applicant demographic data to the data from the American Community Survey to achieve a representative sample. See this paper in Nature for details on the methodology: https://www.nature.com/articles/s41586-021-03788-6",Resource allocation,The group selected by StratifySelect will be invited to participate in the CEC’s Borough Assemblies. Each group contains a prioritized list including “backup options” in case some of the invitees decline or are unable to participate.,2022/11,N/A,"Fully anonymized data from interested people (age, gender, race, and Hispanic identity, borough, zip code) is used as input. We emphasize that no identifying data is stored, shared and/or transmitted during the entire process.","The output is a subset of the same data such that the output group is both randomly selected and representative of each borough in these categories, as defined by public census data.",NA,TRUE,NA,Matching,Individuals,New York City residents (all boroughs),NA,None,NA,NA,No,NA
2024,Mayor's Office,Zoom,Zoom is a virtual meeting platform; Zoom has an auto closed-caption function that uses AI.,Information presentation,"The Mayor’s Office of Media and Entertainment (MOME) uses Zoom for public hearings on rulemaking and for public webinars. We use Zoom’s auto transcript function and captioning function. (Note: We provide American Sign Language and human-typed Communication Access Realtime Translation services as a reasonable accommodation upon request.) If we publish a transcript after the Zoom meeting, a human reviews and corrects it.",2020/00,"Training data is proprietary to Zoom. According to Zoom’s website, “Zoom does not use any customer audio, video, chat, screen sharing, attachments, or other communications-like customer content (such as poll results, whiteboard, and reactions) to train Zoom’s or its third-party artificial intelligence models.”",Speech at MOME's rulemaking hearings and agency webinars.,Text in a transcript and captions.,NA,TRUE,NA,Data generation,Individuals,People who participate in rulemaking hearings and webinars; people who read transcripts of those hearings and webinars,NA,Zoom,Regular updates to the application.,NA,No,NA
2024,New York Police Department,Evolv Express Weapons Detection System,Electromagnetic weapons detection system.,Data management,"Electromagnetic weapons detection devices emit ultra-low frequency, electromagnetic pulses (similar to those used in retail loss prevention) that pass through objects moving through the system. Sensors process the relayed information and the system uses this data to determine if it detects a potential firearm. The system is equipped with video cameras that are part of a real-time image-aided alert system that will indicate the presence of a firearm to monitoring personnel.",2024/07,Training data is proprietary to the vendor.,"Individuals walk through two towers which emit ultra-low frequency, electromagnetic pulses that pass through objects on the individual’s person. Sensors process the information generated and the system uses this data to determine if it detects a potential firearm.","If a potential firearm is detected, the system will capture a still image and an approximately three-second video of the individual moving through the system. The system will alert monitoring personnel that a potential firearm has been detected and wirelessly transmit the still image and video to a tablet being monitored by personnel. A cube will appear on both the still image and video clip, indicating the location of the potential firearm being worn or carried by the individual. The location of a cube is discerned by the system based on the electromagnetic data processed by the system sensors.",NA,TRUE,NA,Classification,Individuals; Property; Geographic space,General population,NA,EVOLV,Software developed and maintained by vendor.,NA,Created in CY2024,NA
2024,New York Police Department,Facial Recognition Technology,Tool which may help investigators identify unknown subjects in law enforcement investigations.,Data management,"Facial recognition is a digital technology that NYPD uses to compare images obtained during investigations with lawfully possessed arrest and parole photos. The tool analyzes an uploaded image, known as a probe image, and searches and compares against the image repository. The purpose of the tool is to enhance law enforcement’s ability to investigate criminal activity as well as identify deceased persons and missing persons. When used in combination with human analysis and additional investigation, facial recognition technology is a valuable tool in solving crimes and increasing public safety.",2011/10,Training data is proprietary to the vendor.,"If NYPD investigators obtain a still image depicting a face of an unknown individual during an investigation, the image can be submitted for facial recognition analysis in accordance with NYPD facial recognition policy. Known as a probe image, NYPD facial recognition software compares the image to a controlled and limited group of lawfully obtained photos called the photo repository.",The facial recognition software will generate a pool of possible match candidates for review by trained Facial Identification Section investigators.,NA,TRUE,NA,Matching,Individuals,General population,NA,Dataworks,Software developed and maintained by vendor.,NA,No,NA
2024,New York Police Department,Patternizr,Aids crime analysis in detection of potential crime patterns.,Data management,"Patternizr compares features of crimes and finds ones that are similar and may be part of a crime pattern. Analysts will look at the candidate crimes and suggest the formation of crime patterns to a pattern identification module. If a pattern is formed, detectives often consolidate the investigative efforts (e.g., one detective investigates all the crimes in the pattern.) The report filters non-normal trends into a spreadsheet and displays year-over-year counts of crimes that have non-normal trends. The tool requires a human user to evaluate the output data to see if complaints identified as similar are, in fact, connected to a pattern.",2016/12,"Separate models were trained for each of three different crime types (burglaries, robberies, and grand larcenies). These crime types have a sufficient corpus of prior manually identified patterns for use as training examples. This corpus consists of approximately 10,000 patterns between 2006 and 2015 from each crime type. A portion of this corpus includes complaint records where the same individual was arrested for multiple crimes of the same type within a span of two days.","The input data is a candidate crime and its features. A complaint describes details of the crime, including the date and time (which can be a range if the precise time of occurrence is unknown), location, crime subcategory, modus operandi, and suspect information. This information is used to calculate the five types of crime-to-crime similarities used as features by Patternizr: location, date-time, categorical, suspect and unstructured text.",Probability that a complaint is connected to a pattern.,NA,FALSE,NA,Matching,Individuals; Property; Geographic space; Other,NA,Crime classification,None,NA,NA,Yes,Routine maintenance.
2024,New York Police Department,ShotSpotter,Provides acoustic gunshot detection to assist with emergency call response.,Data management,Provides acoustic gunshot detection to assist with emergency call response. The tool supports patrol operations in alerting units to potential gunfire and enhances investigations involving firearms.,2015/03,Training data is proprietary to the vendor.,Specialized software analyzes audio signals for potential gunshots.,"The tool determines the location of the sound source, and once classified as potential gunfire sends the incident to acoustic experts for additional analysis. Notifications are sent for confirmed gunfire. ShotSpotter activations may result in evidence collection that can enhance case investigations. Problematic locations identified through alerts may require additional resource deployment and/or investigations.",NA,FALSE,NA,Classification,Geographic space,NA,NA,Shotspotter,Software developed and maintained by vendor.,NA,Yes,Routine maintenance.
2024,NYC Public Schools,Algebra Teaching Assistant,The Algebra Teaching Assistant uses the Division of Instructional and Information Technology (DIIT) AI platform to accesses specific algebra-focused content to provide responses to prompts related to algebra.,Information presentation,"The tool is used to generate responses to prompts entered by a student or teacher, requesting the generative AI tool to compose a text response to a text input.",2023/05,The large language model (LLM) has been trained exclusively on curriculum from Illustrative Math.,Prompts provided by the users of the system.,The output data for the Teaching Assistant is the response generated by specifically developed LLM using the Illustrative Math curriculum.,NA,TRUE,NA,Data generation,Individuals,"Teachers, students",NA,Microsoft,Microsoft provided technical guidance for their emerging generative AI technology and built some small modules of code for the specific Teaching Assistant use cases.,NA,No,NA
2024,NYC Public Schools,Annual Professional Performance Review Measures of Student Learning (MOSL) Growth Model,"The growth model uses a variety of student-level (assessment scores, English language learner, disability, and economic disadvantage indicators), classroom-level (e.g. percent students with disabilities), and school-level data (e.g. percent English language learners, percent students with disability, average prior achievement, school type) to estimate/predict a student’s score on one of many possible course-culminating assessments. These predicted scores are either used to identify “peer groups” of students, from which student growth percentiles (SGPs) are determined, or compared to actual scores to determine student credit values. These units (SGPs or credit values) are then weight-averaged to generate an educator-level result - the Measures of Student Learning (MOSL) rating. The MOSL rating is combined with the Measures of Teaching/Leadership Practice (MOTP/MOLP) rating to produce an Overall Rating. Per state law 3012-d, annual ratings “shall be a significant factor in HR decisions.” This is often implemented by making ratings a qualifying/disqualifying element in decision-making concerning employment, tenure, salary, and other professional opportunities.",Performance evaluation,"In accordance with New York State law and New York State Education Department regulations, NYCPS developed and maintains a “growth model” to produce MOSL ratings for use in annual professional performance reviews for teachers and principals. The MOSL ratings are combined with MOTP/MOLP ratings to produce an annual Overall Rating for each eligible educator.",2013/09,"The growth model process is employed in both retrospective and prospective ways. In the retrospective version, the results are determined entirely within-sample. In the prospective version, the coefficients of the model are estimated on multiple prior years of data.","The growth model makes use of three types of data: students’ end-of-year assessment scores, enrollment and attendance records that link students to teachers and schools, and historical academic and demographic information used to identify groups of similar students.",The model outputs an estimate of a student’s score on a course-culminating assessment.,NA,FALSE,NA,Scoring,Individuals,Teachers,NA,Education Analytics,Education Analytics provides technical assistance and quality assurance for the growth model.,NA,No,NA
2024,NYC Public Schools,Annual Professional Performance Review Measures of Teaching/Leadership Practice (MOTP/MOLP) Calculation,"Throughout a school year, evaluators observe teachers/principals multiple times and use a rubric to provide a numerical rating on one or more rubric components. These rubric component scores are then weight-averaged according to collectively bargained rules to produce a Measure of Teaching/Leadership Practice (MOTP/MOLP) Rating. The MOTP/MOLP rating is combined with the Measures of Student Learning (MOSL) rating to produce an Overall Rating for each eligible educator. Per state education law 3012-d, annual ratings “shall be a significant factor in HR decisions.” This is often implemented by making ratings a qualifying/disqualifying element in decision-making concerning employment, tenure, salary, and other professional opportunities.",Performance evaluation,"In accordance with New York State law and New York State Education Department regulations, NYCPS developed and maintains databases and calculation rules to produce MOTP/MOLP ratings for use in annual professional performance reviews for teachers and principals. The MOTP/MOLP ratings are combined with MOSL ratings to produce an annual Overall Rating for each eligible educator.",2013/10,"Pilot data prior to program launch was used to inform the weights assigned to various rubric components. However, the weights are ultimately determined via collective bargaining.",Rubric component numerical ratings.,The model outputs a score for teachers and principals.,NA,FALSE,NA,Scoring,Individuals,"Principals, assistant principals, teachers",NA,None,NA,NA,No,NA
2024,NYC Public Schools,Eureka! Chatbot,"The Azure Cognitive Services technology and chatbot (internally branded as “Eureka!”) was configured and deployed in August 2023 to be the first response to calls to the NYCPS IT Service Desk. It accesses scripts to handle four common reasons for a user to call or contact the service desk - Password Reset, Create a Ticket, Ticket Status, Request for Information. The chatbot accesses pre-defined scripts to respond to user voice or text input. The user’s request is either serviced, completed and closed by the chatbot, or the user is given the option (at any time) to connect to a live agent.",Information presentation,"The tool is used to respond to common IT service desk requests - Password Reset, Create a Ticket, Ticket Status, Request for Information. Users can access the tool by phone, by computer through the NYCPS Support Hub application, and from links from Microsoft Teams and other NYCPS systems, such as TeachHub.",2023/08,Pre-defined scripts designed to respond to four common requests to the IT Service Desk.,A voice call or text-based chat session initiated by a user and responded to by the Eureka! chatbot before being handled by a human Service Desk agent.,"The chatbot generates responses to user-entered prompts based on the training data or forwards the inquiry to a human Service Desk agent. Since its launch in August 2022, the chatbot has handled an average of 1,500 calls and 300 web-based inquiries each day. Approximately 30 percent of the voice calls and 10 percent of the web-based queries have been handled completely by Eureka! without being forwarded to a human Service Desk agent.",NA,TRUE,NA,Data generation,Individuals,NYCPS staff and parents,NA,Nagarro and Microsoft,Developed by an IT services vendor (Nagarro) using Microsoft Cognitive services.,NA,No,NA
2024,NYC Public Schools,MySchools - Match,"The tool utilizes the Gale-Shapley deferred acceptance algorithm to match applicants to schools. This algorithm has been in existence for many years, used internationally for various purposes. Perhaps most common is its use in the National Resident Matching Program for medical school students.

Deferred acceptance works as an iterative series of steps: students and programs are tentatively matched in each step, but nothing is finalized until the algorithm terminates (hence the deferred). 

1.	Each student “proposes” to their first choice;
- Programs assign seats to students one at a time;
- When all seats are filled, programs may reject previously accepted students in favor of new applications from students they prefer (e.g., students with a better lottery number);
- Remaining students are rejected;
2.	Students rejected in the last step “propose” to the next choice on their list; 
3.	The algorithm terminates when all students are matched or have proposed to all the programs they listed.",Resource allocation,"MySchools is an application used to house online school directories, collect application choices, and run the admissions matching algorithm that is used for all centralized admissions processes (3-K, pre-K, Gifted & Talented, middle school, and high school). The tool encompasses a family-facing portal, a school-facing portal, and an administrative portal.",2018/08,The algorithm was already widely recognized for its advantages prior to adoption in New York City. NYCPS consulted with a team of researchers at Massachusetts Institute of Technology who had been closely involved in its initial creation when we adopted it.,"Student biographical information (e.g., home address, poverty status, home language), student academic information (e.g., course grades, state test scores), and student school records (e.g., sending school).",The algorithm outputs a school match for each student.,NA,TRUE,NA,Matching,Individuals,Students,NA,Blenderbox,"We have a five-year contract with the agency Blenderbox who designed the application and implemented the algorithmic matching functionality. The work is meant to transition to be run in-house, by the Division of Instructional and Information Technology (DIIT) within NYCPS, by the end of the contract. The team at DIIT has already begun to takeover maintenance and development of the tool.",NA,No,NA
2024,NYC Public Schools,MySchools - Probability of Acceptance,"This feature, added to MySchools in 2024, determines a “Probability of Acceptance at a specific school” for a future high school student. This is calculated and displayed as a student is selecting schools to apply to in the MySchools application.",Information presentation,Information is presented to students and parents to help them decide what high schools to apply to.,2024/09,"Model was developed by researchers affiliated with the Massachusetts Institute of Technology (MIT) and trained on information about NYC public high schools. Students will see an icon indicating whether they have a “high,” “medium,” or “low” chance of receiving an offer, based on the applicant’s admissions characteristics like district or borough, grades, priority group, and the school’s admissions method, such as whether the admission is open or screened.",Student high school selections and student records.,"Probability of acceptance for the student to a specific high school, indicated as “high”, “medium” or “low”.",NA,TRUE,NA,Scoring,Individuals,Students,NA,Researchers from MIT,MIT developed the tool and the Division of Instructional and Information Technology integrated it into the MySchools system.,NA,Created in CY2024,NA
