Data Element Name,Preferred Physical Name,Subject Category Code,Description Text,Data Type Code,Maximum Length,Precision Number,Pattern Text,Unit of Measure,Value Domain,Business Owner Name,Data Asset Abbreviation,Data Asset Name,System Number
"APPALAC""",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System,,,,,,,,,
Project Action,ProjectAction,,Indicates last action taken upon a project.,Integer,1,0,,,"0 - Undefined
1 - New Project
2 - Project Change
3 - Project Close
4 - Project Withdrawal
5 - Program Code Withdrawal
6 - Convert Funding
7 - Project Re-Open",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Project Description,ProjectDescription,,A user-defined description for the project.,Character,2000,0,,,Any alphanumeric text,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Project End Date,ProjectEndDate,,Indicates the expected end date of the Project.,Timestamp,10,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Project Layer Code,PROJECT_LAYER_CODE,,Sequential alphabetic code assigned to identify group project wide layers.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Project Oversight,ProjectOversight,,Indicates the entity that is responsible for overseeing the project.,Integer,2,0,,,"0 - Undefined
1 - (Obsolete) Full Oversight/State Administered
2 - (Obsolete) Full Oversight/Locally Administered
3 - (Obsolete) Delegated/State Administered
4 - (Obsolete) Delegated/Locally Administered
5 - Other
6 - (Obsolete) Full Oversight (NHS)
7 - (Obsolete) Full Oversight (non-NHS)
8 - (Obsolete) State Administered
9 - PoDi/State Administered
10 - PoDi/Locally Administered
11 - Assumed/State Administered
12 - Assumed/Locally Administered",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Project Station,PROJECT_STATION,,The location of the lateral opening relative to the starting point of the first test section on the project.,Decimal,6,1,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Project Station Number,PROJECT_STATION_NO,,Project station number for the intersection.,Decimal,8,1,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 2,STRAIN_VALUE_RAW_2,,Value of the 2nd point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Project Status,ProjectStatus,,Indicates the status of the project.,Integer,2,0,,,"1 - State Certification Signature needed
 2 - Unsigned, State Certification Signature needed
 3 - State Recommendation Signature needed
 4 - State Authorization Signature needed
 5 - State Modification Signature needed
 6 - Division Review Signature needed
 7 - Division Recommendation Signature needed
 8 - Division Authorization Signature needed
10 - Active
11 - Closed
12 - Closed Pending Expenditures
13 - Withdrawn
14 - Withdrawn Pending Expenditures
16 - Rejected By Division",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Project Title,ProjectTitle,,A user-defined title for the project.,Character,150,0,,,Any alphanumeric text,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Project Type,ProjectType,,Type of Project,Integer,1,0,,,"0 - Undefined
1 - Conventional
2 - STP (Surface Transportation Program)
3 - SIB (State Infrastructure Bank)
4 - Emergency Relief
5 - Demo",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
PROJECT_ID,PROJECT_ID,,The 4 character identifier for the SPS project used to identify elements of information that are common to all sections in that project.,Character,4,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Property Type,PROP_TYPE,,"Indication of whether the properties are lab mix design, or as placed.",Character,10,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Protocol,PROTOCOL,,Name of the LTPP test protocol.,Character,10,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
PUBLISHED_ID,PUBLISHED_ID,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
PUBLISHEDMONTH,PUBLISHEDMONTH,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
PUBLISHEDPDF,PUBLISHEDPDF,,,image,2147483647,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
PUBLISHEDXML,PUBLISHEDXML,,,image,2147483647,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
PUBLISHEDYEAR,PUBLISHEDYEAR,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Pumping Evidence Code,PUMPING_EVIDENT,,Y or N indicating whether pumping was evident on pavement surface.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Punchout Area,PUNCHOUTS_AREA,,Area of punchouts.,Decimal,5,2,,sq m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Punchout Code,RHB_DIS_PUNCHOUT,,Code indicating if punch outs contributed to rehabilitation decision.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Purge Reason Code,PURGE_CODE,,Code that indicates reason for Purge.,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Purged Date,PURGED_DATE,,Date purged from data.,Date,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Pycnometer Sample Weight Calibration,PYCNOMETER_SAMPLE_WEIGHT_CALIB,,Weight of the pycnometer with specimen and water to the calibration mark.,Decimal,5,1,,g,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Pycnometer Sample Weight Water,PYCNOMETER_SAMPLE_WEIGHT_WATER,,Weight of the pycnometer filled with water.,Decimal,5,1,,g,,HRDI,LTPP,Long-Term Pavement Performance,Single System
"Quality assurance code to explain ""spikes"" or other anomalous features in profile data.",RCO_CODE,,"Quality assurance code to explain ""spikes"" or other anomalous features in profile data.",Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Quartz Piezo Sensors in LTPP Lane Code,SENSORS_LTPP_QUARTZ_PIEZO,,Code indicating if quartz piezo sensors are installed in LTPP lane.,Character,1,,,,"Y, N",HRDI,LTPP,Long-Term Pavement Performance,Single System
QueueNumber,QueueNumber,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Rammer Face,RAMMER_FACE,,Description of type of rammer face used for specimen compaction.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Random Spacing,RANDOM_SPACING,,Description of any random spacing.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Range_Cont,Range_Cont,,,Decimal,,2,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Range_No,Range_No,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
RAS and RAP in Binder,RAP_RAS_BINDER,,Percentage of RAP/RAS binder in the mix by mass.,Decimal,4,2,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rate Adjustment Code,RATE_ADJUSTED,,Code indicating whether the application rate was adjusted at the jobsite to correct for surface condition.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rate of Stiffness Change,M_VALUE,,Rate of change of stiffness.,Decimal,4,3,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raveling Area,RAVELING,,Wearing away of the pavement surface caused by the dislodging of aggregate particles and loss of asphalt binder.,Decimal,5,1,,sq m,0 - 650,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raveling Code,RHB_DIS_RAVELING,,Code indicating if raveling contributed to rehabilitation decision.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Bulk Specific Gravity,BULK_SPEC_GRAV_RAW,,Uncorrected bulk specific gravity of specimen.,Decimal,4,3,,,4-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Data File,RAW_DATA_FILE,,Filename of associated raw data file,Character,15,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 1,STRAIN_VALUE_RAW_1,,Value of the 1st point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 10,STRAIN_VALUE_RAW_10,,Value of the 10th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 3,STRAIN_VALUE_RAW_3,,Value of the 3rd point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 4,STRAIN_VALUE_RAW_4,,Value of the 4th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 5,STRAIN_VALUE_RAW_5,,Value of the 5th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 6,STRAIN_VALUE_RAW_6,,Value of the 6th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 7,STRAIN_VALUE_RAW_7,,Value of the 7th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 8,STRAIN_VALUE_RAW_8,,Value of the 8th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw Trace Strain Value 9,STRAIN_VALUE_RAW_9,,Value of the 9th point in micro strain for the raw trace.,Decimal,6,1,,microstrain,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Raw_Record,Raw_Record,,,Character,1600,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
RCO comment.,RCO_COMMENT,,RCO comment.,Character,100,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reading Number,READING_NO,,Number used to uniquely identify each reading.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rear Axle Load,REAR_AXLE_LOAD,,Rear axle loading of the truck.,Decimal,4,1,,kN,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rear Axle Width,REAR_AXLE_WIDTH,,Width of the rear axle from center to center of tires.,Integer,5,0,,mm,1800 - 3000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rear Strikeoff Use Code,REAR_STRIKEOFF,,Code indicating if a flexible rear strike off was used.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rear Tire Track Offset From Pavement Edge,WHEEL_PATH_OFFSET2_M,,Measured distance from pavement edge to outside of the rear tire track.,Character,10,,,mm,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Resilient Modulus 25 C,MR_25C,,Resilient modulus at 25C.,Integer,5,0,,MPa,1081 - 15411,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rebar Spacing Data Source Code,REBAR_SOURCE,,Code indicating data source for rebar figures.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recessed Slot Forming Method Code,RECESSED_SLOT_METHOD,,Code indicating the method used to form the recessed slot in the concrete prior to bar placement.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recessed Slot Forming Method Other,RECESSED_SLOT_METHOD_OTHER,,Method of forming recessed slot if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recipient Id,RecipientId,,Project Recipient Identifier,Integer,2,0,,,"1 - Alabama
2 - Alaska
4 - Arizona
5 - Arkansas
6 -California
8 - Colorado
9 - Connecticut
10 - Delaware
11 - District Of Columbia
12 - Florida
13 - Georgia
15 - Hawaii
16 - Idaho
17 - Illinois
18 - Indiana
19 - Iowa
20 - Kansas
21 - Kentucky
22 - Louisiana
23 - Maine
24 - Maryland
25 - Massachusetts
26 - Michigan
27 - Minnesota
28 - Mississippi
29 - Missouri
30 - Montana
31 - Nebraska
32 - Nevada
33 - New Hampshire
34 - New Jersey
35 - New Mexico
36 - New York
37 - North Carolina
38 - North Dakota
39 - Ohio
40 - Oklahoma
41 - Oregon
42 - Pennsylvania
44 - Rhode Island
45 - South Carolina
46 - South Dakota
47 - Tennessee
48 - Texas
49 - Utah
50 - Vermont
51 - Virginia
53 - Washington
54 - West Virginia
55 - Wisconsin
56 - Wyoming
60 - American Samoa
66 - Guam
72 - Puerto Rico
75 - N Mariana
78 - Virgin Islands",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Recipient Project Number,RecipientProjectNumber,,A unique name used by the recipient to identify a project.,Character,50,0,,,Variable alphanumeric text.,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Recipient Remarks,RecipientRemarks,,Recipient remarks for the project.,Character,4000,0,,,Any alphanumeric text,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Recommender Signature (Division),DivRecommenderSignature,,This is the name of the FHWA division signer that recommends that the obligation of funds be authorized.,Character,50,0,,,"Typically only alphabetic text, although the field is alphanumeric",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Recommender Signature (Recipient),RecRecommenderSignature,,This is the name (associated with the electronic signature) of the recipient signer that recommends that the obligation of funds be authorized.,Character,50,0,,,"Typically only alphabetic text, although the field is alphanumeric",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Recommender Signature Date (Division),DivRecommenderSigDate,,This indicates the date and time that the FHWA division recommendation signature was applied.,Timestamp,22,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Recommender Signature Date (Recipient),RecRecommenderSigDate,,This indicates the date and time that the recipient's recommendation signature was applied.,Timestamp,22,0,,,,HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Record Error Count,RECORD_ERROR_COUNT,,The number of records omitted from summarization in the month that did not belong to days that were purged.,Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Record Included,RECORD_INCLUDED,,A code indicating whether or not the segment is included in the section statistics.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Stage_Weight_Line_Num,Stage_Weight_Line_Num,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Record Number,RECORD_NO,,Number used to distinguish multiple records from a given table.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Record Type - NBI,RECORD_TYPE_005A,Bridge,"Indicates whether it is an ""on"" or ""under"" record.  All highway bridge records are ""on"" records.  

""Under"" signifies that the inventory route goes ""under"" the structure.  If an inventory route beneath the structure is a Federal-aid highway, is a STRAHNET route or connector or is otherwise important, a record must be coded to identify it. The code must be 2 (for a single route) or an alphabetic letter A through Z (for multiple routes on separate roadways).

There are situations of a route ""under"" a structure, where the structure does not carry a highway, but may carry a railroad, pedestrian traffic, or even a building. These are coded the same as any other ""under"" record and no ""on"" record is coded.",Character,1,,,,"1 - Route carried ""on"" the structure
2 - Single route goes ""under"" the structure
A - signifies the first of multiple routes under the structure.
B - signifies the second of multiple routes under the structure.
Z - signifies 26 routes under the structure.",HIF,NBI,National Bridge Inventory System,Single System
record_count,record_count,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Record_Type,Record_Type,,Used to indicate if the type of data being submitted.  Used in multiple data input files.,Character,1,,,Not applicable,"3 - Traffic volume record
C - Vehicle classification record
I - Individual vehicle record
S - Station description record
T - Vehicle speed record
W - Truck weight record",HPPI,TMAS,Travel Monitoring Analysis System,Single System
Records_With_Warning,Records_With_Warning,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Recoverable Axial Deformation from LVDT 1,DEF_LVDT_1,,Recoverable axial deformation of the sample for each LVDT.,Decimal,6,5,,mm,"varies by MATL_TYPE, LAYER_TYPE and TEST_DATE",HRDI,LTPP,Long-Term Pavement Performance,Single System
Recoverable Axial Deformation from LVDT 1 Average Across Cycles,DEF_LVDT_1_AVG,,Average across cycles of the recoverable axial deformation of the sample for each LVDT.,Decimal,6,5,,mm,"varies by MATL_TYPE, LAYER_TYPE and TEST_DATE",HRDI,LTPP,Long-Term Pavement Performance,Single System
Recoverable Axial Deformation from LVDT 1 Standard Deviation Across Cycles,DEF_LVDT_1_STD,,Standard deviation across cycles of the recoverable axial deformation.,Decimal,6,5,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recoverable Axial Deformation from LVDT 2,DEF_LVDT_2,,Recoverable axial deformation of the sample for each LVDT.,Decimal,6,5,,mm,"varies by MATL_TYPE, LAYER_TYPE and TEST_DATE",HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Type Other,REINFORCING_TYPE_OTHER,,Type of reinforcing used if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recoverable Axial Deformation from LVDT 2 Average Across Cycles,DEF_LVDT_2_AVG,,Average across cycles of the recoverable axial deformation of the sample for each LVDT.,Decimal,6,5,,mm,"varies by MATL_TYPE, LAYER_TYPE and TEST_DATE",HRDI,LTPP,Long-Term Pavement Performance,Single System
Recoverable Axial Deformation from LVDT 2 Standard Deviation Across Cycles,DEF_LVDT_2_STD,,Standard deviation across cycles of the recoverable axial deformation.,Decimal,6,5,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recovery Code,RECOVERED,,Code indicating whether a core was recovered during field sampling operations.,Character,1,,,,"NULL, Y, N",HRDI,LTPP,Long-Term Pavement Performance,Single System
RECYCLE_AGENT_OTHER,RECYCLE_AGENT_OTHER,,Type of recycling agent if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RECYCLE_AGENT_PERCENT,RECYCLE_AGENT_PERCENT,,Quantity of recycling agent.,Integer,2,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
RECYCLE_AGENT_TYPE,RECYCLE_AGENT_TYPE,,Code for type of recycling agent.,Integer,2,0,,,42 - 48,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recycled Asphalt Pavement in Mix,RAP_IN_MIX,,The percentage recycled asphalt cement in the mixture.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recycled Asphalt Pavement Processing Code,RAP_PROCESSING,,Code for pavement processing method.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recycled Asphalt Shingles in Mix,RAS_IN_MIX,,The percentage of reclaimed asphalt shingles in the mixture.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Recycling Type Code,RECYCLING_TYPE,,Code indicating the recycling method used.,Integer,1,0,,,2-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
REF_CONSTRUCTION_NO,REF_CONSTRUCTION_NO,,CONSTRUCTION_NO used during the backcalculation process to associate the FWD data with the appropriate layer structure at the time.,Integer,2,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Refacing Method Code,REFACED,,Code indicating method used to reface joint sidewalls.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Refacing Method Other,REFACED_OTHER,,Method used to reface joint sidewalls if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Referee Cup,REFEREE_CUP,,Referee cup for slurry system compatibility.,Integer,2,0,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reference Elevation,REF_ELEVATION,,Elevation of measurement reference.,Decimal,5,4,,m,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Refusal Code,REFUSAL,,Code indicating whether split spoon sample was refused or shoulder auger probe refused within 20ft.,Character,1,,,,"NULL, Y, N",HRDI,LTPP,Long-Term Pavement Performance,Single System
Refusal Depth,REFUSAL_DEPTH,,Depth at which shoulder auger probe was refused.,Decimal,3,1,,ft,"NULL, 0 - 25",HRDI,LTPP,Long-Term Pavement Performance,Single System
REGION - LTPP,REGION - LTPP,,The LTPP region for which the data is being processed.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Region Code,REGION_CODE,,Code indicating the SHRP region to which the state belongs.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Regression Coefficient A,REG_CO_A,,"Regression coefficient ""A"" from creep stiffness vs. time plot.",Decimal,5,3,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Regression Coefficient B,REG_CO_B,,"Regression coefficient ""B"" from creep stiffness vs. time plot.",Decimal,5,3,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Regression Coefficient C,REG_CO_C,,"Regression coefficient ""C"" from creep stiffness vs. time plot.",Decimal,6,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Regression Equation Coefficient of Determination,REG_R_SQUARE,,Coefficient of determination from creep stiffness vs. time plot.,Decimal,5,4,,,0.8 - 1,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reheating Code,REHEATED,,Code indicating if any sealant was reheated.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Steel Code,STEEL,,Code indicating if the patched area contains reinforced steel.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Steel Placement Method,REINFORCEMENT_PLACEMENT,,Method used to place reinforcement.,Character,200,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Steel Placement Method Code,REINFORCE_PLACE_METHOD,,Code indicating method used to place reinforcement.,Integer,1,0,,,4-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Steel Placement Method Data Source Code,STEEL_PLACE_SOURCE,,Code indicating the data source for method of reinforcing steel placement.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Steel Placement Method Other,REINFORCE_PLACE_METHOD_OTHER,,Method used to place reinforcement if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Steel Yield Strength,REINFORCE_YIELD_STRENGTH,,Yield strength of the reinforcing steel of the bars.,Decimal,3,1,,ksi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Type,REINFORCEMENT_TYPE,,Type of reinforcing.,Character,200,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reinforcing Type Code,REINFORCING_TYPE,,Code for type of reinforcing.,Integer,1,0,,,3-Jan,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rejected_Records,Rejected_Records,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Rejuvinating Agent Amount,REJUVENATE_AGENT_AMOUNT,,Amount of rejuvenating agent.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Rejuvinating Agent Code,REJUVENATE_AGENT,,Code for type of rejuvenating agent.,Integer,2,0,,,42 - 48,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relationship Type,RelationshipType,,Indicates the type of relationship between related projects.,Integer,1,0,,,"0 - Undefined
1 - Construction
2 - Demo
3 - (Obsolete) Environmental Impact Statement
4 - Garvee
5 - Joint-Funded with Another State
6 - Preliminary Engineering
7 - Right-Of-Way
8 - (Obsolete) Converted",HCF,FMIS 5.0,Fiscal Management Information System (FMIS) 5.0,Single System
Relative Gain,RELATIVE_GAIN,,Relative gain or calibration adjustment factor of the sensor.,Decimal,6,3,,,0.979 - 1.0214,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relative Humidity,RELATIVE_HUMIDITY,,Relative humidity 2m above MERRA centroid elevation.,Integer,3,0,,%,0 - 100,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relative Pavement Performance Index Factor,RPPIF,,The monthly value of the relative pavement performance impact factor for the axle group and vehicle class.,,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relative Variation In Strength,RELATIVE_VARIATION_IN_STRENGTH,,Relative variation in strength for the specimens (RVS).,Integer,3,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relief Joint Depth,RELIEF_JOINT_DEPTH,,Relief joint initial depth.,Decimal,4,2,,in,0.25 - 6,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relief Joint Interval,RELIEF_JOINT_INTERVAL,,Average pressure relief joint interval.,Integer,5,0,,ft,100 - 10000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Relief Joint Width,RELIEF_JOINT_WIDTH,,Relief joint initial width.,Decimal,4,2,,in,0.2 - 3,HRDI,LTPP,Long-Term Pavement Performance,Single System
Remaining Loose Material Code,MATL_REMAIN,,Code indicating the estimated percent of loose material remaining after brooming.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Remark 1,REMARK1,,General comment regarding survey.,Character,70,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Remark ID,REMARK_ID,,Sequential value assigned to uniquely identify remarks,Integer,6,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Remarks,REMARKS,,General remark regarding a material sample.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Removal Or Cleaning Method Code,REMOVAL_CLEAN_METHOD,,Code indicating the method used for removal or cleaning of PCC surface.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Removal Or Cleaning Method Other,REMOVAL_CLEAN_METHOD_OTHER,,Method used for removal or cleaning of PCC surface if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Removal Or Cleaning Reason Code,REMOVAL_CLEAN_REASON,,Code indicating the reason for removal or cleaning of PCC surface.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Removal Or Cleaning Reason Other,REMOVAL_CLEAN_REASON_OTHER,,Reason for removal or cleaning of PCC surface if other than those specified.,Character,40,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Removed Loose Material Code,MATL_REMOVED,,Code indicating the estimated percent of loose material remaining after brooming.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Repeat Number,REPEAT_NO,,Sequential number identifying each test replicate.,Integer,1,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Replacement Core Location Number,REPL_LOC_NO,,Field location number of a replacement core.,Character,5,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Report Received Code,REPORTRECV,,"Code to indicate if the review packet has been returned by the agency. A 0 is no, 1 is yes. The user sets the value in the File tracker module of the software.",Integer,,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Report Sent Code,REPORTSENT,,"Code to indicate the review packet has been sent to the agency.  A 0 is no, 1 is yes. The user sets the value in the File tracker module of the software.",Integer,,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reported_By,Reported_By,,,Character,30,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Reported_On,Reported_On,,,Date,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Representative Gradation Code,REPR_GRADATION,,Code indicating whether sample gradation is representative of aggregate used in plant-mixed AC.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Representative Thickness,REPR_THICK,,Representative thickness for a layer in a section.,Decimal,4,1,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Reprocessing Report Date,REPROCESSING_REPORT,,The last time the report for TRAFFIC_ANALYSIS_LOG was run. The initial value is 1-Jan-1990.,Character,,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Request_Date,Request_Date,,,Date,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Request_Email_Notification,Request_Email_Notification,,,Character,2,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Request_End,Request_End,,,Date,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Request_ID,Request_ID,,,Integer,,0,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Request_Name,Request_Name,,,Character,100,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Request_Result,Request_Result,,,Character,1000,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Reservoir Cleaning Air Lance Pressure,AIR_LANCE_PRESSURE,,"Air pressure of air lance, 0 if not used.",Integer,4,0,,psi,,HRDI,LTPP,Long-Term Pavement Performance,Single System
