Accession,id,pi0,bins
GSE148240,sheet-RQ6 statistics from GSE148240_Analysis_DESEQ_RQ6_07apr2020_v2.xlsx,0.691685274229526,"(0.6,0.7]"
GSE148267,GSM4459015_3HD_6hr_Tconvs_vs_Tregs_DEGseq_merged_score.tsv.gz from GSE148267_RAW.tar,0.465423689034913,"(0.4,0.5]"
GSE148275,sheet-data2 from GSE148275_Lee_GEO_processed.xlsx,0.494389973230346,"(0.4,0.5]"
GSE148451,sheet-forprism from GSE148451_gene_exp_diff.xlsx,0.43853013618773,"(0.4,0.5]"
GSE148473,GSE148473_RNA_DESeq2_A485_vs_Control_results.csv.gz,0.8155745888302,"(0.8,0.9]"
GSE148787,GSE148787_KRABINER_KOvsWT_TREs_DESeq2.csv.gz,0.809140082183805,"(0.8,0.9]"
GSE148802,sheet-IXA1 from GSE148802_DESeq_IXA.xlsx,0.874485589778851,"(0.8,0.9]"
GSE148859,GSE148859_w12_Tak1_HEP_Ripk1D138N_D138N_vs_Tak1f_f_DESeq2.csv.gz,0.886146472416303,"(0.8,0.9]"
GSE148887,sheet-5.1.1_基因表达量_基因表达量_095303 from GSE148887_PROCESSED_DATA_FILES.xls.gz,0.3622019167612,"(0.3,0.4]"
GSE149099,sheet-retina from GSE149099_infant_adult_bulk_processed_TPMs.xlsx,0.631386446642277,"(0.6,0.7]"
GSE149195,GSE149195_res2.csv.gz,0.985153904687261,"(0.9,1]"
GSE149270,GSE149270_deseq2_results_TM5_2_05_Vs_TM5_2_24.csv.gz,0.557319375675054,"(0.5,0.6]"
GSE149279,GSE149279_DE-RNA_ZNF598_vs_wt.txt.gz,0.599073406017136,"(0.5,0.6]"
GSE149364,GSE149364_MI_TRD_12wk_vs_MI_12wk-gene_list.csv.gz,0.697131780860772,"(0.6,0.7]"
GSE149593,sheet-All from GSE149593_CRB_Exp_vs_Chitin_Exp.xls.gz,0.185544501460919,"(0.1,0.2]"
GSE149611,GSE149611_differentiallyexpressedgenesofDMSOvsVolinanserinH.csv.gz,0.341324449632055,"(0.3,0.4]"
GSE149828,sheet-Study 1 gene - DAN from GSE149828_differential_expression.xlsx,0.913463892115857,"(0.9,1]"
GSE149928,sheet-Sheet1 from GSE149928_SPI2_mgrB.xlsx,0.694762784663783,"(0.6,0.7]"
GSE149972,sheet-bodyfinal from GSE149972_Processed_Lindberg.xlsx,0.975093403931474,"(0.9,1]"
GSE150003,sheet-gene expression filtered from GSE150003_ATRi+IR_MCF10A_RNA_seq.xlsx,0.190919356906573,"(0.1,0.2]"
GSE150007,GSE150007_RNA-seq_DESeq2_results_NCvNP.csv.gz,0.6656214295985,"(0.6,0.7]"
GSE150092,GSE150092_Differentialgeneexpression_allgenes_bNGFvscontrol.csv.gz,0.756363993587548,"(0.7,0.8]"
GSE150109,sheet-Sheet1 from GSE150109_log2Foldchange_from_DESeq2.xlsx,0.786486081091471,"(0.7,0.8]"
GSE150114,sheet-Sheet1 from GSE150114_log2Foldchange_from_DESeq2.xlsx,0.597614418469523,"(0.5,0.6]"
GSE150266,GSE150266_Differentially_expressed_.txt.gz,0.747034646595976,"(0.7,0.8]"
GSE150334,GSE150334_DESeq2_AIX5PAvsAIX5MA.complete.csv.gz,0.601183591020272,"(0.6,0.7]"
GSE150411,GSE150411_CRFT_differentialAnalysisFullData.txt.gz,0.272145751530545,"(0.2,0.3]"
GSE150521,GSE150521_20200506_CHIRvsDMSO_Myo.txt.gz,0.73822856742931,"(0.7,0.8]"
GSE150523,sheet-Sheet1 from GSE150523_RNAseq-edgeR-Bafilomycin.xlsx,0.321202364293286,"(0.3,0.4]"
GSE150524,sheet-Sheet1 from GSE150524_RNAseq-edgeR-Paraquat.xlsx,0.279362093916587,"(0.2,0.3]"
GSE150605,GSE150605_sep1sep2sep3-sep1sep2.txt.gz,0.579183911818608,"(0.5,0.6]"
GSE150679,GSE150679_PND1_mappedreads.csv.gz,0.838533984763035,"(0.8,0.9]"
GSE150698,GSE150698_caIKK2EC_vs_WT_DESeq2results.tsv.gz,0.80035364157724,"(0.8,0.9]"
GSE150746,sheet-out_data from GSE150746_DEG_table.xlsx,0.371891741941293,"(0.3,0.4]"
GSE150804,GSE150804_Differential_expression_analysis_table.csv.gz,0.999998567814615,"(0.9,1]"
GSE150815,GSE150815_DifferentialExpression.csv.gz,0.542923956796429,"(0.5,0.6]"
GSE150844,GSE150844_IntS8_noCopper_DEseq.txt.gz,0.560154400879886,"(0.5,0.6]"
GSE151004,sheet-teste from GSE151004_Bin.TO.DEseq_results.xlsx,0.240302839744129,"(0.2,0.3]"
GSE151022,GSE151022_wt.13.p.full.csv.gz,0.987975751975121,"(0.9,1]"
GSE151025,sheet-A. RNA-seq from GSE151025_BIN67_Parental_RNAseq_DESeq2Results_BRG1vsControl.xlsx,0.506508443888281,"(0.5,0.6]"
GSE151090,GSE151090_GSA_VPvDMSO.txt.gz,0.264575959493097,"(0.2,0.3]"
GSE151200,GSE151200_H1299_DeSeq.txt.gz,0.656401889330984,"(0.6,0.7]"
GSE151209,sheet-edgeR GLM gene from GSE151209_EdgeRglm_GENE_pink1-WT.xlsx,0.997666445913648,"(0.9,1]"
GSE151562,GSE151562_Partek_Runx2_7.5d_molar_GSA_Feature_gene_list.txt.gz,0.713877209775521,"(0.7,0.8]"
GSE151759,sheet-Jurkat FPKM from GSE151759_Processed_Data.xlsx,0.882890985826798,"(0.8,0.9]"
GSE151967,sheet-sheet1 from GSE151967_caseVScon.all.xls.gz,0.76627827678486,"(0.7,0.8]"
GSE152051,GSE152051_Cebpb_OE_in_GM_all.txt.gz,0.67627315594091,"(0.6,0.7]"
GSE152116,sheet-Proton WT IR vs Control from GSE152116_Salmon_and_DE_Seq_output.xlsx,0.378335804416,"(0.3,0.4]"
GSE152162,GSE152162_diffexpr_resSC3.csv.gz,0.856697676506601,"(0.8,0.9]"
GSE152170,GSE152170_Results_man2_M0_W0_Eco.csv.gz,0.987884349586182,"(0.9,1]"
GSE152357,GSE152357_pUTE1056.vs.Ames.txt.gz,0.540659391883594,"(0.5,0.6]"
GSE152661,GSE152661_12Z_RNA_DESeq2_siBRG1_vs_Control_results.csv.gz,0.363767097712354,"(0.3,0.4]"
GSE152662,GSE152662_Mouse_EPCAM_RNA_DESeq2_LtfCreBrg1flfl_vs_Control_results.csv.gz,0.736174908659813,"(0.7,0.8]"
GSE152677,sheet-stressfracture_DESeq2_full_3day from GSE152677_DEG_DESeq2.xlsx,0.386387683703873,"(0.3,0.4]"
GSE152727,GSE152727_Differential_expression_analysis_table.csv.gz,0.802556217190539,"(0.8,0.9]"
GSE152759,GSE152759_pdgfrbCit_RefSeq.csv.gz,0.706911225499498,"(0.7,0.8]"
GSE152988,GSE152988_WT_vs_PSAPKO.csv.gz,0.973586417264252,"(0.9,1]"
GSE153088,sheet-N2 OG1RF_vs_OP50 from GSE153088_complete_stats.xlsx,0.576178285478193,"(0.5,0.6]"
GSE153174,GSE153174_PPRSV_vs_DMEM.tsv.gz,0.389626464645041,"(0.3,0.4]"
GSE153188,GSE153188_Bd-SiRGS-OE_L1_vs_BdWT_Bd-SiRGS-OE_Control.csv.gz,0.857041156623514,"(0.8,0.9]"
GSE153222,GSE153222_core_table.txt.gz,0.364924162970779,"(0.3,0.4]"
GSE153267,GSE153267_0hr_vs_2hr_gb_change.txt.gz,0.988506946362691,"(0.9,1]"
GSE153362,sheet-M7_Emx_OB_pat_wt from GSE153362_MADM7_UPD_DE_analysis.xlsx,0.820552986600308,"(0.8,0.9]"
GSE153507,GSE153507_Gly_WTvsC3KO.csv.gz,0.663114790655802,"(0.6,0.7]"
GSE153553,GSE153553_Kp_MS6671_efit_MHBvsPBT2_v2.tsv.gz,0.400319873201166,"(0.4,0.5]"
GSE153692,GSE153692_lncRNA.txt.gz,0.861709514136176,"(0.8,0.9]"
GSE153764,GSE153764_5d_wt_table_log2.txt.gz,0.459276816318859,"(0.4,0.5]"
GSE153777,GSE153777_core_table.txt.gz,0.192428288210122,"(0.1,0.2]"
GSE153828,GSE153828_WT_vs_MUT_diffexpr-results.csv.gz,0.380807540927993,"(0.3,0.4]"
GSE153887,GSE153887_DE_results.csv.gz,0.384065835914437,"(0.3,0.4]"
GSE153898,sheet-GROUP3_vs_CONTROL.all.gene.resu from GSE153898_All_gene_results_Con_vs_Aurkb_siRNA.xlsx,0.506930680590667,"(0.5,0.6]"
GSE154163,GSE154163_si_HDAC8_PolyIC_vs_si_Control.txt.gz,0.908599481445907,"(0.9,1]"
GSE154468,sheet-Sheet1 from GSE154468_MADM_UPD_overview_DE_analysis.xlsx,0.834306325735049,"(0.8,0.9]"
GSE154516,sheet-Sheet1 from GSE154516_A5PR_Analyse_results-E6.5.xlsx,0.916586150267057,"(0.9,1]"
GSE154615,GSE154615_All_PS_KOvsAll_NG_KO.txt.gz,0.510078817483356,"(0.5,0.6]"
GSE154649,sheet-DE DIE_4.5h from GSE154649_Supplementary_table_S1.xlsx,0.916521960823555,"(0.9,1]"
GSE154844,sheet-all_comparisons_merged from GSE154844_DESeq2_output.xlsx,0.559278895300576,"(0.5,0.6]"
GSE154940,GSE154940_WT_vs_mORF4-NBDYKO_TE.txt.gz,0.679141065138826,"(0.6,0.7]"
GSE155163,GSE155163_Control-VS-Erythrodiol.DEGseq_Method.GeneDiffExp.txt.gz,0.366967306288612,"(0.3,0.4]"
GSE155268,sheet-log2Foldchange_form_DESeq2 from GSE155268_log2Foldchange_form_DESeq2.xlsx,0.775750538014818,"(0.7,0.8]"
GSE155411,GSE155411_Complete_geneList_EdgeR.csv.gz,0.980491477057479,"(0.9,1]"
GSE155450,sheet-ACE2 YPD from GSE155450_Supplementary_Table_3._RNAseq_Data_ACE2_YPD.xlsx,0.612757520393101,"(0.6,0.7]"
GSE155487,GSE155487_DEGs_tables_limma-voom_JAZD-WT.tabular.txt.gz,0.854557742556593,"(0.8,0.9]"
GSE155562,GSE155562_gsa_result.txt.gz,0.463254499097912,"(0.4,0.5]"
GSE155573,GSE155573_normalized_expression_genes_zebrafish.csv.gz,0.906794864347003,"(0.9,1]"
GSE155607,sheet-diffexpr-results_NormalizedReads_37C_induction from GSE155607_diffexpr-results_NormalizedReads_37C_induction.xlsx,0.45766014992519,"(0.4,0.5]"
GSE155701,sheet-C. glabrata from GSE155701_Shor_Processed_Data.xlsx,0.0869509752036735,"[0,0.1]"
GSE155837,GSE155837_P16WT_P16mut_pc_results.csv.gz,0.892311511040616,"(0.8,0.9]"
GSE155841,sheet-raw data dex from GSE155841_FOLR2p_vs_FOLR2n_TAMs_paired_dex_processed_data_file.xls.gz,0.631728128284656,"(0.6,0.7]"
GSE155955,GSE155955_DESeq2_results.csv.gz,0.30755817187243,"(0.3,0.4]"
GSE155998,GSE155998_DE_RNAseq.txt.gz,0.736486760905789,"(0.7,0.8]"
GSE156318,GSE156318_control_group_vs_case_group.gene_expression_table.tsv.gz,0.654887632827848,"(0.6,0.7]"
GSE156496,GSE156496_RNAseq_D51vsWT.edgeR.txt.gz,0.465896807452288,"(0.4,0.5]"
GSE156689,sheet-All Changers from GSE156689_Supplementary_File_2_All_Gene_Expression_Changes.xlsx,0.486038429916324,"(0.4,0.5]"
GSE156775,sheet-group_ISHI_SF3_siRNA-group_ISHI from GSE156775_ISHI_SF_VS_CNT_FDR_SIGNI_DIFF_EXP.xls.gz,0.19347558443663,"(0.1,0.2]"
GSE156793,GSE156793_S8_DE_gene_cells.csv.gz,0.218480874147696,"(0.2,0.3]"
GSE156871,GSE156871_rna_diff.txt.gz,0.328286905209614,"(0.3,0.4]"
GSE156916,GSE156916_DEG_table_high.txt.gz,0.6245028781419,"(0.6,0.7]"
GSE157260,GSE157260_res_shrunken_spoe.csv.gz,0.924398172437782,"(0.9,1]"
GSE157323,GSE157323_DDX3X_mRNAseq_results.txt.gz,0.737334951173474,"(0.7,0.8]"
GSE157434,sheet-data2 from GSE157434_FPKM_data2.xlsx,0.688459053098347,"(0.6,0.7]"
GSE157491,sheet-ZDF Adipose from GSE157491_S1.xlsx,0.896929727822037,"(0.8,0.9]"
GSE157625,GSE157625_DSgg_RNAseq_limma-voom_result_master.txt.gz,0.543175651325299,"(0.5,0.6]"
GSE157658,sheet-a. striatum_2reps_deseq2 from GSE157658_Tshz3_CamK2A-CRE_DESeq2.xlsx,0.869924969648355,"(0.8,0.9]"
GSE157690,GSE157690_Y_v_Control_H.txt.gz,0.999835110075783,"(0.9,1]"
GSE157723,GSE157723_Astrocyte-TRAP_KO_vs_Astrocyte_TRAP_WT_output.csv.gz,0.994898563082712,"(0.9,1]"
GSE157887,GSE157887_DKO_vs_CON_6mo.csv.gz,0.226993842192117,"(0.2,0.3]"
GSE157991,GSE157991_Deseq_Microglia_Chronic_model.txt.gz,0.993209211741279,"(0.9,1]"
GSE158189,sheet-toptable from GSE158189_toptable_Female_WT_Fed.vs.Female_WT_Starved.xlsx,0.753450034899229,"(0.7,0.8]"
GSE158225,sheet-rough vs. smooth from GSE158225_Cdiff-rough-smooth-data.xlsx,0.568417878790183,"(0.5,0.6]"
GSE158359,GSE158359_Vehicle_vs_FGF19.txt.gz,0.674823009523923,"(0.6,0.7]"
GSE158465,GSE158465_DifferentialExpression.csv.gz,0.340116567334945,"(0.3,0.4]"
GSE158753,sheet-Liver voom limma AllTableF from GSE158753_Liver_voom_limma_AllTableF.xlsx,0.784081811204355,"(0.7,0.8]"
GSE158845,GSE158845_raw_deseqtable.csv.gz,0.522752868749226,"(0.5,0.6]"
GSE158885,sheet-DEG from GSE158885_processed_data_matrix.xlsx,0.340611044218195,"(0.3,0.4]"
GSE158891,sheet-DE_analysis_all from GSE158891_Table_S1.xlsx,0.650899972261117,"(0.6,0.7]"
GSE158904,sheet-All_genes from GSE158904_DEseq_output_ALL_genes.xlsx,0.829556520445469,"(0.8,0.9]"
GSE158932,sheet-GABA.Ch_Hu from GSE158932_Interspecies_Differential_Expression_comparisons.xlsx,0.586852852021852,"(0.5,0.6]"
GSE159063,GSE159063_KO_vs_WT-expression_matrix.csv.gz,0.494020236476682,"(0.4,0.5]"
GSE159189,GSE159189_condition_08FL_2FL_q0nonunique.csv.gz,0.772051726014474,"(0.7,0.8]"
GSE159226,sheet-res_fc_out from GSE159226_DESeq2_genes_diffexp_by_fc_TAI_4_vs_TAP_7.xls.gz,0.601864568657189,"(0.6,0.7]"
GSE159450,GSE159450_WT_12h-VS-GK_12h.DEGseq_Method.GeneDiffExp.txt.gz,0.44640223754188,"(0.4,0.5]"
GSE159984,GSE159984_de-d8p.tsv.gz,0.824392199748192,"(0.8,0.9]"
GSE160340,sheet-Hoja1 from GSE160340_ExpressionTable_3DPE.xlsx,0.651745678918228,"(0.6,0.7]"
GSE160528,GSE160528_APPPS1vsWT.txt.gz,0.99054695419974,"(0.9,1]"
GSE160601,GSE160601_DEG_between_WTandMT_in_Pre_QLFTest.txt.gz,0.340327386716233,"(0.3,0.4]"
GSE161030,GSE161030_lncRNA_EHP_vs_Sed_DESeq2_results_10.csv.gz,0.657664728966211,"(0.6,0.7]"
GSE161039,GSE161039_Deseq2_Output_3A_2b2_Ax2pos_vs_nt.csv.gz,0.771028880564194,"(0.7,0.8]"
GSE161411,GSE161411_DESeq_200628_sum_overlap.txt.gz,0.317674960376199,"(0.3,0.4]"
GSE161471,GSE161471_Bint_InWAX_Xyl.csv.gz,0.239168118736889,"(0.2,0.3]"
GSE161540,sheet-DEG from GSE161540_DESEQ2_gene_level_raw_data.xlsx,0.290168134843332,"(0.2,0.3]"
GSE161584,sheet-Deseq_all_results (6) from GSE161584_Deseq_all_results.xlsx,0.825939278448127,"(0.8,0.9]"
GSE161759,sheet-edgeR_EV-dEV from GSE161759_edgeR_EV-dEV.xlsx,0.495416159078151,"(0.4,0.5]"
GSE161860,GSE161860_Pre_treatment-differential.expression.results.txt.gz,0.541704980673354,"(0.5,0.6]"
GSE161954,GSE161954_Study1_DietA_vs_DietB_DiffExp_FPKM_Filt.tsv.gz,0.783444485150427,"(0.7,0.8]"
GSE162278,sheet-5m v 0m from GSE162278_DE_between_timepoints.xlsx,0.856174043700677,"(0.8,0.9]"
GSE162295,GSE162295_mock_PolyA_12h_PolyA_12h_CDS_et.csv.gz,0.608691045152956,"(0.6,0.7]"
GSE162607,GSE162607_A_MPP4-vs-Y-MPP4_itokawa.txt.gz,0.740351280550711,"(0.7,0.8]"
GSE162730,sheet-foldchange_All_RPFSeq_RA from GSE162730_foldchange_All_RPFSeq_RA.xlsx,0.99996502970148,"(0.9,1]"
GSE162987,GSE162987_WTEvsWTD_DEG.txt.gz,0.570876724272165,"(0.5,0.6]"
GSE163106,GSE163106_rrp4-G226D_vs_RRP4_Normalized_abundance_measurements_DESeq2.txt.gz,0.419162769247077,"(0.4,0.5]"
GSE163193,sheet-adipose from GSE163193_SD_Gene_Expression_Deseq.xlsx,0.965619378699019,"(0.9,1]"
GSE163308,sheet-genotype_d_fezf1_vs_frt40_all_a from GSE163308_dfezf1_vs_frt40_all_annotated.xlsx,0.872191475363463,"(0.8,0.9]"
GSE163741,GSE163741_20200603_deseq_KL_AS_WT_nmpp1.csv.gz,0.362928977026406,"(0.3,0.4]"
GSE28148,GSE28148_non-normalized.txt.gz,0.585823812041703,"(0.5,0.6]"
GSE32038,GSE32038_splicing.diff.gz,0.0617813931572995,"[0,0.1]"
GSE37682,GSE37682_RAW.txt.gz,0.69829361414967706,"(0.6,0.7]"
GSE39023,GSE39023_DGE_MM-N2MM.txt.gz,0.351316509911291,"(0.3,0.4]"
GSE40478,GSE40478_output_score.txt.gz,0.388293781455964,"(0.3,0.4]"
GSE41064,GSE41064_cuffdiff_WT_vs_EFG1smooth.txt.gz,0.975901750386606,"(0.9,1]"
GSE41367,GSE41367_briggsae_soap.expr.txt.gz,0.346539930938018,"(0.3,0.4]"
GSE41732,sheet-pvalues from GSE41732_RScholey_EdgeR_common_dispersion_output.xlsx.gz,0.438843955816605,"(0.4,0.5]"
GSE43182,sheet-sheet1 from GSE43182_wt_vs_mutant_diamide_raw.xls.gz,0.4727979741281,"(0.4,0.5]"
GSE43189,GSE43189_processed_h99_rim101.csv.gz,0.464063559881139,"(0.4,0.5]"
GSE44402,sheet-Sheet1 from GSE44402_QW_Table_S2-AS_targets_of_PQBP1_identified_from_RNA-seq.xlsx.gz,0.236978625914594,"(0.2,0.3]"
GSE45335,GSE45335_MCF7_T47D_edgeR.txt.gz,0.522529990416987,"(0.5,0.6]"
GSE45977,GSE45977_sigMuts_Final_20130620.txt.gz,0.814226750399678,"(0.8,0.9]"
GSE46153,GSE46153_FPKMs_Pvalues_for_all_samples.txt.gz,0.666886624913182,"(0.6,0.7]"
GSE46559,GSE46559_C1_C2_C3-VS-MP1_MP2_MP3.GeneDiffExp.txt.gz,0.0625307302456528,"[0,0.1]"
GSE47428,GSE47428_defuse_KBM7_2_results.classify.tsv.gz,0.310794741118604,"(0.3,0.4]"
GSE48165,GSE48165_16-VS-t.GeneDiffExp.xls.gz,0.355923873400781,"(0.3,0.4]"
GSE48403,GSE48403_refcoding_Pre_vs_PostDesign_edgeR_results.tsv.gz,0.636352593105702,"(0.6,0.7]"
GSE48671,GSE48671_all.GeneDiffExp.txt.gz,0.159168322411404,"(0.1,0.2]"
GSE50708,GSE50708_DE_result.txt.gz,0.319317354845623,"(0.3,0.4]"
GSE50932,GSE50932_normalized.pergene.counts.txt.gz,0.147495877086931,"(0.1,0.2]"
GSE51005,GSE51005_refcoding_tax_pre_vs_postDesign_edgeR_results.tsv.gz,0.89949714481521,"(0.8,0.9]"
GSE51037,sheet-Untreated v.s. Nitrate from GSE51037_Untreated_Nitrate_Processed_CunninghamBussel.xlsx.gz,0.895462821581354,"(0.8,0.9]"
GSE51415,GSE51415_OKF6-TERT1R_RA_vs_SCC-9_RA.txt.gz,0.352758567606338,"(0.3,0.4]"
GSE51769,GSM1252247_index7.R2.ase.txt.gz from GSE51769_RAW.tar,0.282480760405778,"(0.2,0.3]"
GSE53380,GSE53380_FilteredDifferentialExpression_min10reads_A-C.txt.gz,0.844263150618646,"(0.8,0.9]"
GSE54416,GSE54416_2013.06.12.ECFC_BvsECFC_L.txt.gz,0.667157503380603,"(0.6,0.7]"
GSE54440,GSE54440_WT_Z2_RNAseq_rep2.txt.gz,0.510648634600284,"(0.5,0.6]"
GSE55292,GSE55292_26C_vs_37C.txt.gz,0.55221675093621,"(0.5,0.6]"
GSE55528,GSE55528_gene_exp_PA.diff.gz,0.56375645037429,"(0.5,0.6]"
GSE55758,GSE55758_s02_C-VS-s01_P.GeneExp.txt.gz,0.289845845384015,"(0.2,0.3]"
GSE55884,GSE55884_DGE_merged_all_with_annotations.tsv.gz,0.567623488471062,"(0.5,0.6]"
GSE56132,GSE56132_Tp_expression.txt.gz,0.406670728531943,"(0.4,0.5]"
GSE56346,GSE56346_wtNplus_vs_wtNminus_DESeq_output.txt.gz,0.367719493785209,"(0.3,0.4]"
GSE56689,GSE56689_degexp.CUTLL1-shJMJD3-RNA.vs.CUTLL1-shUTX-RNA.output_score.txt.gz,0.306202952578586,"(0.3,0.4]"
GSE56690,GSE56690_degexp.UTXKO-N1IC.vs.UTXWT-N1IC.output_score.txt.gz,0.268484204100039,"(0.2,0.3]"
GSE57155,GSE57155_Full_RRP6_Table.txt.gz,0.518281988532795,"(0.5,0.6]"
GSE57482,GSE57482_output_score.txt.gz,0.293175549510868,"(0.2,0.3]"
GSE57732,GSE57732_CONTROLvsBZLF1.RNASeq.edgeR.DE_results.tsv.gz,0.428054993751473,"(0.4,0.5]"
GSE58006,GSM1399403_21M_rep2.peaks.txt.gz from GSE58006_RAW.tar,0.215017867134733,"(0.2,0.3]"
GSE58890,sheet-H.influz.gene_differential_expr from GSE58890_NTHi_86-028NPrpsL_fur_mutant_RNA-seq_FC.xlsx.gz,0.996778536260007,"(0.9,1]"
GSE59275,GSE59275_report.ctl.IL.24h.csv.gz,0.589750373979421,"(0.5,0.6]"
GSE59376,sheet-Control vs Ubl5-pooled from GSE59376_UBL5_Cohesion_EMBO_R_Table_S2.xlsx,0.460055350665754,"(0.4,0.5]"
GSE60163,sheet-uni-vs-conv.de-genes.count.all. from GSE60163_uni-vs-conv.de-genes.xlsx.gz,0.656140758606101,"(0.6,0.7]"
GSE60191,sheet-Tabelle1 from GSE60191_RNA_halflives.xlsx.gz,0.381816672695987,"(0.3,0.4]"
GSE60522,sheet-DESeq_results from GSE60522_RNAseq_ProcessedData.xlsx,0.361492310616493,"(0.3,0.4]"
GSE60585,GSE60585_DESeq2_11_vs_S_ALLp-value.xls.gz,0.366102552528676,"(0.3,0.4]"
GSE60968,GSE60968_VEC_vs_CRE_DE.txt.gz,0.379160909140719,"(0.3,0.4]"
GSE61008,GSE61008_FVB_508_summary.txt.gz,0.797294987785654,"(0.7,0.8]"
GSE61491,GSE61491_CHDKD_differential_expression.txt.gz,0.951663684255621,"(0.9,1]"
GSE61915,sheet-Sheet1 from GSE61915_FilteredDifferentialExpression_min_10reads_3M-29M.xls.gz,0.798883398500768,"(0.7,0.8]"
GSE62074,GSE62074_RNASeq_DESeq_Results.txt.gz,0.570190612319634,"(0.5,0.6]"
GSE62115,GSE62115_hits-clip-peaks.csv.gz,0.586703184376677,"(0.5,0.6]"
GSE62244,GSE62244_M-1-vs-K-2.compare.txt.gz,0.397302651615113,"(0.3,0.4]"
GSE62785,sheet-status = ok from GSE62785_Table_S2_Genes_differentially_expressed_in_hns_mutant_in_early_stationary_phase.xls.gz,0.781062322421235,"(0.7,0.8]"
GSE63375,GSE63375_exons.rs_WT_vs_H1106Y.dj.txt.gz,0.30191505135922,"(0.3,0.4]"
GSE63707,GSE63707_DESeq2_analysisResults_WTIFM0d_leg0d_allGenes.txt.gz,0.537545681038654,"(0.5,0.6]"
GSE63948,sheet-long 3'UTR transcripts(>1500nt) from GSE63948_Supplemental_Table2_DeepSeq_Fanourgakis_etAl.xls.gz,0.868100433447109,"(0.8,0.9]"
GSE64233,GSE64233_MED1_peakfile.txt.gz,0.507980161776502,"(0.5,0.6]"
GSE64425,GSE64425_RNAseq_Atoh1_restoration_differential_gene_expression.txt.gz,0.731218356471269,"(0.7,0.8]"
GSE64513,GSE64513_FOXD3_vs_Control_gene_exp_diff_anno.txt.gz,0.606692725643572,"(0.6,0.7]"
GSE64677,GSE64677_VirusvsMock_RNAseq_CountMatrix.txt.gz,0.737818296892042,"(0.7,0.8]"
GSE64810,GSE64810_mlhd_DESeq2_diffexp_DESeq2_outlier_trimmed_adjust.txt.gz,0.594650595525499,"(0.5,0.6]"
GSE65189,GSE65189_SA11-expression.tab.gz,0.174490898314677,"(0.1,0.2]"
GSE65506,GSE65506_CRXmutants_CPMandEDGER.txt.gz,0.472546833066192,"(0.4,0.5]"
GSE65659,GSE65659_AntiviralResponseReadCounts.txt.gz,0.74525049817168,"(0.7,0.8]"
GSE65832,GSE65832_TableSeqGenes.txt.gz,0.65659845286147,"(0.6,0.7]"
GSE65955,GSE65955_mpp-TET1.txt.gz,0.866223399852759,"(0.8,0.9]"
GSE65973,GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,0.406291740362786,"(0.4,0.5]"
GSE66092,GSM1857617_CPSF6.siRNA.Ctrl.distal.prox.edgeR.pA.2sites.txt.gz from GSE66092_RAW.tar,0.381053732933578,"(0.3,0.4]"
GSE66385,GSE66385_toptags_CB_edgeRwithBatchEffect.txt.gz,0.646055201441368,"(0.6,0.7]"
GSE66443,sheet-Pelagibacter from GSE66443_Processed_Data_Matrix_for_Pelagibacter_SAR92_MED152_Ruegeria.xlsx,0.400527377400718,"(0.4,0.5]"
GSE66467,GSE66467_all.GeneDiffExp.xls.gz,0.420045402252773,"(0.4,0.5]"
GSE66737,GSE66737_WTabVS44ab_differential_genes.txt.gz,0.566969560924928,"(0.5,0.6]"
GSE66822,GSE66822_PRMT5-vs-WT_SC-mrna_counts.txt.gz,0.862686350867114,"(0.8,0.9]"
GSE67058,GSE67058_deseq-diffExp-vals.txt.gz,0.491411214462706,"(0.4,0.5]"
GSE67202,sheet-H.ducr.gene_differential_expres from GSE67202_RSM_060514_Hducr_gene_differential_expression.xlsx,0.780797628688775,"(0.7,0.8]"
GSE67583,sheet-Galaxy106-(DESeq2_Analysis_on_d from GSE67583_DESeq2_D4.xlsx,0.765388573063429,"(0.7,0.8]"
GSE67697,sheet-Sheet2 from GSE67697_P.deltoides_de_novo_edgeR_stats_table.xlsx,0.967233837918034,"(0.9,1]"
GSE67834,GSE67834_DESeq2_genes_diffexp_by_fc_t-DCs_vs_mTECs.csv.gz,0.273892509515331,"(0.2,0.3]"
GSE67971,GSE67971_Cluster_results.csv.gz,0.486564594742901,"(0.4,0.5]"
GSE68033,GSE68033_DEGseq_score.txt.gz,0.311036387958282,"(0.3,0.4]"
GSE68419,GSE68419_IBD_NLRX1_DSS_RPKMexpression.txt.gz,0.756656487294101,"(0.7,0.8]"
GSE68719,GSE68719_mlpd_DESeq2_diffexp_pmi_age_rin_default.txt.gz,0.688632383308571,"(0.6,0.7]"
GSE69001,GSE69001_DE_list_planktonic_v_plate.txt.gz,0.333820503922037,"(0.3,0.4]"
GSE69162,GSE69162_GA6861GA6867_GA7201GA7202_me1Cnt.edger3.txt.gz,0.215778679611032,"(0.2,0.3]"
GSE69637,GSE69637_10019007.1Control_Group1.toptags_edgeR.csv.gz,0.89502755734783,"(0.8,0.9]"
GSE69729,GSE69729_SP_HPUra_RNA.txt.gz,0.372885810810809,"(0.3,0.4]"
GSE69876,GSE69876_results.csv.gz,0.350609433115484,"(0.3,0.4]"
GSE70228,sheet-isoform_exp from GSE70228_ThermococcusIsoforms_exp.diff.xlsx,0.851201005049262,"(0.8,0.9]"
