Model,Bio_term,Title,Link,Citations,Year
support vector machine,microbiology,Ensemble-based support vector machine classifiers as an efficient tool for quality assessment of beef fillets from electronic nose data,https://pubs.rsc.org/en/content/articlehtml/2016/ay/c6ay00147e,58,2016
support vector machine,microbiology,Prediction of the Growth Behavior of Aeromonas hydrophila Using a Novel Modeling Approach: Support Vector Machine,https://onlinelibrary.wiley.com/doi/abs/10.1111/jfs.12125,1,2014
support vector machine,microbiology,Automated classification of bacterial particles in flow by multiangle scatter measurement and support vector machine classifier,https://onlinelibrary.wiley.com/doi/abs/10.1002/cyto.a.20515,79,2008
support vector machine,microbiology,Computational identification of promoters in Klebsiella aerogenes by using support vector machine,https://www.frontiersin.org/articles/10.3389/fmicb.2023.1200678/full,NA,2023
support vector machine,microbiology,Support vector machine applied to predict the zoonotic potential of E. coli O157 cattle isolates,https://www.pnas.org/doi/abs/10.1073/pnas.1606567113,71,2016
support vector machine,microbiology,Bacterial Growth Classification with Support Vector Machines: A Comparative Study,http://eprints.kfupm.edu.sa/14623,NA,2007
support vector machine,microbiology,Identifying translation initiation sites in prokaryotes using support vector machine,https://www.sciencedirect.com/science/article/pii/S0022519309005049,23,2010
linear regression,neurobiology,Bivariate linear models in neurobiology: Problems of concept and methodology,https://www.sciencedirect.com/science/article/pii/0165027086901147,64,1986
linear regression,neurobiology,Alcohol abuse and cigarette smoking are associated with global DNA hypermethylation: results from the German Investigation on Neurobiology in Alcoholism (GINA),https://www.sciencedirect.com/science/article/pii/S0741832914201996,34,2015
linear regression,neurobiology,Clinical progression in Parkinson disease and the neurobiology of axons,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.21995,1105,2010
linear regression,neurobiology,… serum levels during alcohol withdrawal are influenced by folate and riboflavin: results from the German Investigation on Neurobiology in Alcoholism (GINA),https://academic.oup.com/alcalc/article-abstract/47/5/497/98894,31,2012
linear regression,neurobiology,Prediabetic HbA1c and Cortical Atrophy: Underlying Neurobiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10698225/,3,2023
linear regression,neurobiology,The neurobiology of childhood trauma—aldosterone and blood pressure changes in a community sample,https://www.tandfonline.com/doi/abs/10.1080/15622975.2021.2018724,5,2022
linear regression,neurobiology,Presence of neuroticism and antidepressant remission rates in late-life depression: results from the Neurobiology of Late-Life Depression (NBOLD) study,https://www.cambridge.org/core/journals/international-psychogeriatrics/article/presence-of-neuroticism-and-antidepressant-remission-rates-in-latelife-depression-results-from-the-neurobiology-of-latelife-depression-nbold-study/E5DA46E3DDA7AEC6768288B5F5C1AF4C,23,2018
linear regression,neurobiology,Predicting long-term cognitive dysfunction in survivors of critical illness with plasma inflammatory markers: a retrospective cohort study,https://link.springer.com/article/10.1007/s12035-018-1166-x,31,2019
linear regression,neurobiology,A large study reveals no association between APOE and Parkinson's disease,https://www.sciencedirect.com/science/article/pii/S0969996112000447,119,2012
linear regression,neurobiology,Virtual histology of cortical thickness reveals shared neurobiology across six psychiatric disorders,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(20)31333-0/abstract,3,2020
linear regression,neurobiology,Clinical severity of Alzheimer's disease is associated with PIB uptake in PET,https://www.sciencedirect.com/science/article/pii/S0197458008000353,115,2009
linear regression,neurobiology,Heterogeneous receptors and binding curve analysis in neurobiology,https://books.google.com/books?hl=en&lr=&id=_ODNTz6ushYC&oi=fnd&pg=PA33&dq=%22linear+regression%22+%22neurobiology%22&ots=85wBGSR4ZZ&sig=H6LS8eMdah8Pzt6BI-MTjixPa4w,24,1984
linear regression,neurobiology,"Lifestyle activities in mid-life contribute to cognitive reserve in late-life, independent of education, occupation, and late-life activities",https://www.sciencedirect.com/science/article/pii/S0197458018302161,130,2018
linear regression,neurobiology,Microglial activation in healthy aging,https://www.sciencedirect.com/science/article/pii/S0197458010003969,165,2012
linear regression,neurobiology,Association between IL-8 cytokine and cognitive performance in an elderly general population—the MEMO-Study,https://www.sciencedirect.com/science/article/pii/S0197458006004647,169,2008
linear regression,neurobiology,Association between caffeine intake and age at onset in Huntington's disease,https://www.sciencedirect.com/science/article/pii/S0969996113001551,76,2013
linear regression,neurobiology,A genetic variation in the ADORA2A gene modifies age at onset in Huntington's disease,https://www.sciencedirect.com/science/article/pii/S096999610900165X,86,2009
linear regression,neurobiology,Assessing the role of the TREM2 p. R47H variant as a risk factor for Alzheimer's disease and frontotemporal dementia,https://www.sciencedirect.com/science/article/pii/S019745801300345X,131,2014
linear regression,neurobiology,Global cerebral and regional multimodal neuroimaging markers of the neurobiology of autism: Development and cognition,https://journals.sagepub.com/doi/abs/10.1177/0883073812452917,21,2013
linear regression,neurobiology,The macamide N-3-methoxybenzyl-linoleamide is a time-dependent fatty acid amide hydrolase (FAAH) inhibitor,https://link.springer.com/article/10.1007/s12035-013-8499-2,65,2013
gradient boosted trees,neurobiology,A selective inference approach for false discovery rate control using multiomics covariates yields insights into disease risk,https://www.pnas.org/doi/abs/10.1073/pnas.1918862117,16,2020
gradient boosted trees,neurobiology,Modern machine learning as a benchmark for fitting neural responses,https://www.frontiersin.org/articles/10.3389/fncom.2018.00056/full?source=post_page---------------------------,65,2018
gradient boosted trees,neurobiology,Brain-state invariant thalamo-cortical coordination revealed by non-linear encoders,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006041,11,2018
gradient boosted trees,neurobiology,MFAI: A Scalable Bayesian Matrix Factorization Approach to Leveraging Auxiliary Information,https://www.tandfonline.com/doi/abs/10.1080/10618600.2024.2319160,NA,2024
gradient boosted trees,neurobiology,Fast and accurate decoding of finger movements from ECoG through Riemannian features and modern machine learning techniques,https://iopscience.iop.org/article/10.1088/1741-2552/ac4ed1/meta,12,2022
gradient boosted trees,neurobiology,Electrocorticography is superior to subthalamic local field potentials for movement decoding in Parkinson's disease,https://elifesciences.org/articles/75126,42,2022
gradient boosted trees,neurobiology,Neural bypasses: literature review and future directions in developing artificial neural connections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9997488/,3,2023
gradient boosted trees,neurobiology,Multiple imputation through xgboost,https://www.tandfonline.com/doi/abs/10.1080/10618600.2023.2252501,19,2023
gradient boosted trees,neurobiology,Predicting employee attrition using tree-based models,https://www.emerald.com/insight/content/doi/10.1108/IJOA-10-2019-1903/full/html,48,2020
gradient boosted trees,neurobiology,Region specific automatic quality assurance for MRI-derived cortical segmentations,https://ieeexplore.ieee.org/abstract/document/9433755/,3,2021
gradient boosted trees,neurobiology,Comparative performances of machine learning methods for classifying Crohn Disease patients using genome-wide genotyping data,https://www.nature.com/articles/s41598-019-46649-z,90,2019
gradient boosted trees,neurobiology,"When are deep networks really better than decision forests at small sample sizes, and how?",https://arxiv.org/abs/2108.13637,22,2021
gradient boosted trees,neurobiology,An explicative and predictive study of employee attrition using tree-based models,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3397445,3,2019
gradient boosted trees,neurobiology,A selective inference approach for FDR control using multi-omics covariates yields insights into disease risk,https://www.biorxiv.org/content/10.1101/806471.abstract,NA,2019
gradient boosted trees,neurobiology,ICU survival prediction incorporating test-time augmentation to improve the accuracy of ensemble-based models,https://ieeexplore.ieee.org/abstract/document/9462159/,25,2021
gradient boosted trees,neurobiology,An approach to gene-based testing accounting for dependence of tests among nearby genes,https://academic.oup.com/bib/article-abstract/22/6/bbab329/6359004,1,2021
gradient boosted trees,neurobiology,"Lifestyle, Demographic and socio-economic determinants of mental health disorders of employees in the European countries",https://www.mdpi.com/1660-4601/19/19/11913,4,2022
gradient boosted trees,neurobiology,Detection of Parkinson's Disease using Extreme Gradient Boosting,https://ieeexplore.ieee.org/abstract/document/9453088/,NA,2021
gradient boosted trees,neurobiology,microRNA‐based predictor for diagnosis of frontotemporal dementia,https://onlinelibrary.wiley.com/doi/abs/10.1111/nan.12916,1,2023
gradient boosted trees,neurobiology,Digital Phenotyping of Smartphone Data Successfully Predicts a Broad Range of Personality Constructs,https://www.researchsquare.com/article/rs-2003974/latest,NA,2022
random forest,neurobiology,Finding a disease-related gene from microarray data using random forest,https://ieeexplore.ieee.org/abstract/document/7862090/,11,2016
random forest,neurobiology,Random forest-based similarity measures for multi-modal classification of Alzheimer's disease,https://www.sciencedirect.com/science/article/pii/S1053811912009834,506,2013
random forest,neurobiology,Longitudinal clinical score prediction in Alzheimer's disease with soft-split sparse regression based random forest,https://www.sciencedirect.com/science/article/pii/S0197458016301282,124,2016
random forest,neurobiology,Random forest based classification of alcohol dependence patients and healthy controls using resting state MRI,https://www.sciencedirect.com/science/article/pii/S0304394018302623,81,2018
random forest,neurobiology,"Random forest classification of alcohol use disorder using EEG source functional connectivity, neuropsychological functioning, and impulsivity measures",https://www.mdpi.com/2076-328X/10/3/62,21,2020
random forest,neurobiology,Heterogeneous patterns of brain atrophy in Alzheimer's disease,https://www.sciencedirect.com/science/article/pii/S0197458018300174,136,2018
random forest,neurobiology,Deep learning‐based model for diagnosing Alzheimer's disease and tauopathies,https://onlinelibrary.wiley.com/doi/abs/10.1111/nan.12759,36,2022
random forest,neurobiology,Machine learning analysis of matricellular proteins and clinical variables for early prediction of delayed cerebral ischemia after aneurysmal subarachnoid hemorrhage,https://link.springer.com/article/10.1007/s12035-019-1601-7,42,2019
random forest,neurobiology,Serum protein-based profiles as novel biomarkers for the diagnosis of Alzheimer's disease,https://link.springer.com/article/10.1007/s12035-017-0609-0,17,2018
random forest,neurobiology,MRI-based basal forebrain atrophy and volumetric signatures associated with limbic TDP-43 compared to Alzheimer's disease pathology,https://www.sciencedirect.com/science/article/pii/S0969996123000840,4,2023
random forest,neurobiology,MicroRNA predicts cognitive performance in healthy older adults,https://www.sciencedirect.com/science/article/pii/S0197458020302402,30,2020
random forest,neurobiology,EEG-based neurophysiological indicators of hallucinations in Alzheimer's disease: Comparison with dementia with Lewy bodies,https://www.sciencedirect.com/science/article/pii/S0197458018300915,32,2018
random forest,neurobiology,In silico analysis of long non-coding RNAs in medulloblastoma and its subgroups,https://www.sciencedirect.com/science/article/pii/S0969996120301480,18,2020
random forest,neurobiology,Predicting long-term cognitive outcome following breast cancer with pre-treatment resting state fMRI and random forest machine learning,https://www.frontiersin.org/articles/10.3389/fnhum.2017.00555/full?,83,2017
random forest,neurobiology,Microstructural changes and atrophy in brain white matter tracts with aging,https://www.sciencedirect.com/science/article/pii/S0197458010002022,134,2012
random forest,neurobiology,Utilizing Machine Learning to Identify Biomarkers of Endoplasmic Reticulum Stress and Analyze Immune Cell Infiltration in Parkinson's Disease,https://link.springer.com/article/10.1007/s12035-024-03948-5,NA,2024
random forest,neurobiology,Identifying incipient dementia individuals using machine learning and amyloid imaging,https://www.sciencedirect.com/science/article/pii/S0197458017302294,118,2017
random forest,neurobiology,P 129 Quantitative EEG and neuropsychological tests to differentiate between Parkinson's disease patients and healthy controls with Random Forest algorithm,https://www.sciencedirect.com/science/article/pii/S1388245717304182,NA,2017
random forest,neurobiology,DTI based Alzheimer's disease classification with rank modulated fusion of CNNs and random forest,https://www.sciencedirect.com/science/article/pii/S0957417420310265,46,2021
random forest,neurobiology,"The Neurobiology of Stress: Vulnerability, Resilience, and Major Depression: The impact of COVID-19 on a college freshman sample reveals genetic and …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10710019/,NA,2023
support vector machine,neurobiology,Support vector machine,https://www.sciencedirect.com/science/article/pii/B9780128157398000067,899,2020
support vector machine,neurobiology,Support vector machine learning and diffusion-derived structural networks predict amyloid quantity and cognition in adults with Down's syndrome,https://www.sciencedirect.com/science/article/pii/S0197458022000343,5,2022
support vector machine,neurobiology,Cognitive slowing and its underlying neurobiology in temporal lobe epilepsy,https://www.sciencedirect.com/science/article/pii/S0010945219300905,54,2019
support vector machine,neurobiology,Support vector machine based classification of smokers and nonsmokers using diffusion tensor imaging,https://link.springer.com/article/10.1007/s11682-019-00176-7,7,2020
support vector machine,neurobiology,Classification of Alzheimer disease based on structural magnetic resonance imaging by kernel support vector machine decision tree,https://www.jpier.org/pier/pier.php?paper=13121310,246,2014
support vector machine,neurobiology,Multicenter validation of -FDG PET and support-vector machine discriminant analysis in automatically classifying patients with amyotrophic lateral sclerosis …,https://www.tandfonline.com/doi/abs/10.1080/21678421.2018.1476548,25,2018
support vector machine,neurobiology,Support vector machine prediction of individual Autism Diagnostic Observation Schedule (ADOS) scores based on neural responses during live eye-to-eye …,https://www.nature.com/articles/s41598-024-53942-z,NA,2024
support vector machine,neurobiology,Unsupervised neurobiology-driven stratification of clinical heterogeneity in depression,https://www.cambridge.org/core/journals/european-psychiatry/article/unsupervised-neurobiologydriven-stratification-of-clinical-heterogeneity-in-depression/E93D529637D97202B6D585A6AB8BB3FE,NA,2023
support vector machine,neurobiology,"Support vector machine-based method for subcellular localization of human proteins using amino acid compositions, their order, and similarity search",https://www.jbc.org/article/S0021-9258(20)65955-5/abstract,289,2005
support vector machine,neurobiology,Regional amplitude abnormities in the major depressive disorder: A resting-state fMRI study and support vector machine analysis,https://www.sciencedirect.com/science/article/pii/S0165032722003263,22,2022
support vector machine,neurobiology,Support Vector Machine Analysis of VCC Scanning Laser Polarimetry RNFL Thickness Measurements,https://iovs.arvojournals.org/article.aspx?articleid=2408942,NA,2004
support vector machine,neurobiology,Individualized prediction of illness course at the first psychotic episode: a support vector machine MRI study,https://www.cambridge.org/core/journals/psychological-medicine/article/individualized-prediction-of-illness-course-at-the-first-psychotic-episode-a-support-vector-machine-mri-study/36908BECCDE51C7432F3E171DC62D357,154,2012
support vector machine,neurobiology,… as a potential imaging biomarker for major depressive disorder: a resting-state functional magnetic resonance imaging study and support vector machine …,https://www.frontiersin.org/articles/10.3389/fpsyt.2022.960294/full,12,2022
support vector machine,neurobiology,Combined support vector machine classifier and brain structural network features for the individual classification of amnestic mild cognitive impairment and …,https://www.frontiersin.org/articles/10.3389/fnagi.2021.687927/full,15,2021
support vector machine,neurobiology,The effect of gender on the neuroanatomy of children with autism spectrum disorders: a support vector machine case-control study,https://link.springer.com/article/10.1186/s13229-015-0067-3,103,2016
support vector machine,neurobiology,Feature selection based on L1-norm support vector machine and effective recognition system for Parkinson's disease using voice recordings,https://ieeexplore.ieee.org/abstract/document/8672565/,148,2019
support vector machine,neurobiology,Pathological brain detection in MRI scanning by wavelet packet Tsallis entropy and fuzzy support vector machine,https://link.springer.com/article/10.1186/s40064-015-1523-4,105,2015
support vector machine,neurobiology,Relevance vector machine and support vector machine classifier analysis of scanning laser polarimetry retinal nerve fiber layer measurements,https://jov.arvojournals.org/article.aspx?articleid=2124690,104,2005
support vector machine,neurobiology,Classification of social anxiety disorder with support vector machine analysis using neural correlates of social signals of threat,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2020.00144/full,19,2020
support vector machine,neurobiology,Detection of gait initiation Failure in Parkinson's disease based on wavelet transform and Support Vector Machine,https://ieeexplore.ieee.org/abstract/document/8037500/,20,2017
support vector machine,paleontology,Automatic recognition of palaeobios images under microscope based on machine learning,https://ieeexplore.ieee.org/abstract/document/9200634/,9,2020
support vector machine,paleontology,Species-Level Microfossil Prediction for Globotruncana genus Using Machine Learning Models,https://link.springer.com/article/10.1007/s13369-022-06822-5,7,2023
support vector machine,paleontology,Ammonoid taxonomy with supervised and unsupervised machine learning algorithms,https://files.osf.io/v1/resources/ewkx9/providers/osfstorage/5ff4d5cae9ccb905bcaecd90?action=download&direct&version=3,3,2021
support vector machine,paleontology,Application of artificially intelligent systems for the identification of discrete fossiliferous levels,https://peerj.com/articles/8767/,12,2020
support vector machine,paleontology,Classification of radiolarian images with hand-crafted and deep features,https://www.sciencedirect.com/science/article/pii/S0098300417302133,30,2017
support vector machine,paleontology,Numerical taxonomy and genus-species identification of Czekanowskiales in China based on machine learning,https://palaeo-electronica.org/content/2024/5126-quantitative-analysis-by-machine-learning,NA,2024
support vector machine,paleontology,ADMorph: a 3D digital microfossil morphology dataset for deep learning,https://ieeexplore.ieee.org/abstract/document/9165546/,21,2020
support vector machine,paleontology,Artificial intelligence in paleontology,https://www.sciencedirect.com/science/article/pii/S0012825224000928,NA,2024
support vector machine,paleontology,Accurate automatic classification system for 3D CT images of some vertebrate remains from Egypt,https://www.tandfonline.com/doi/abs/10.1080/16583655.2022.2096391,2,2022
support vector machine,paleontology,"Artificial Intelligence in Radiolarian Fossil Identification; Taxonomic, Biostratigraphic and Evolutionary implications",https://theses.hal.science/tel-04471671/,NA,2023
support vector machine,paleontology,"Practical Research on Artificial Intelligence Algorithms, Paleontology, Data Mining, and Digital Restoration of Public Information",https://www.hindawi.com/journals/cin/2022/3068686/,1,2022
support vector machine,paleontology,Successful classification of experimental bone surface modifications (BSM) through machine learning algorithms: a solution to the controversial use of BSM in …,https://link.springer.com/article/10.1007/s12520-018-0684-9,40,2019
support vector machine,paleontology,Jellyfish Recognition by Using Convolutional Neural Networks and Support Vector Machine,https://www.irejournals.com/formatedpaper/1705453.pdf,NA,2024
support vector machine,paleontology,Long-term precipitation analysis and estimation of precipitation concentration index using three support vector machine methods,https://www.hindawi.com/journals/amete/2016/7912357/abs/,66,2016
support vector machine,paleontology,"Evaluating Medium Decision Tree Model, Support Vector Machine Rational Quadratic Gaussian Process Regression to Estimate the Total Organic Carbon of …",https://www.researchgate.net/profile/Sayed-Gomaa/publication/378549912_Evaluating_Medium_Decision_Tree_Model_Support_Vector_Machine_Rational_Quad-_ratic_Gaussian_Process_Regression_to_Estimate_the_Total_Organic_Carbon_of_Shale_Gas_Reservoirs/links/65df8861e7670d36abe5f1ca/Evaluating-Medium-Decision-Tree-Model-Support-Vector-Machine-Rational-Quad-ratic-Gaussian-Process-Regression-to-Estimate-the-Total-Organic-Carbon-of-Shale-Gas-Reservoirs.pdf,NA,2024
support vector machine,paleontology,Anomalous propagation echo classification of imbalanced radar data with support vector machine,https://www.hindawi.com/journals/amete/2016/4129708/abs/,7,2016
support vector machine,paleontology,A novel support vector machine-based approach for rare variant detection,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0071114,6,2013
support vector machine,paleontology,AI in Paleontology,https://www.biorxiv.org/content/10.1101/2023.08.07.552217.abstract,1,2023
support vector machine,paleontology,Comparison between Machine Learning and Physical Models Applied to the Evaluation of Co-Seismic Landslide Hazard,https://www.mdpi.com/2076-3417/13/14/8285,2,2023
support vector machine,paleontology,Incorporating machine learning with Raman spectroscopy to differentiate bone types,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11252/1125217/Incorporating-machine-learning-with-Raman-spectroscopy-to-differentiate-bone-types/10.1117/12.2546463.short,2,2020
linear regression,paleontology,"Vertebrate paleontology of the Cloverly Formation (Lower Cretaceous), II: paleoecology",https://www.tandfonline.com/doi/abs/10.1080/02724634.2015.1071265,15,2016
linear regression,paleontology,Estimation of body mass in paleontology,https://www.sciencedirect.com/science/article/pii/S0047248402905737,78,2002
linear regression,paleontology,Paleontological data analysis,https://books.google.com/books?hl=en&lr=&id=H872EAAAQBAJ&oi=fnd&pg=PR9&dq=%22linear+regression%22+%22paleontology%22&ots=cz366e9EeR&sig=oSnBFq2zhTPSQFXaO8g7AiR1_Co,1818,2024
linear regression,paleontology,Recovering the missing data of defective fossil specimens using linear regression method,https://www.vertpala.ac.cn/EN/Y2010/V48/I2/161,4,2010
linear regression,paleontology,Statistical pattern recognition in paleontology using SIMCA-MACUP,https://www.cambridge.org/core/journals/journal-of-paleontology/article/statistical-pattern-recognition-in-paleontology-using-simcamacup/DD3A4FFFD951037032347D882DEA0B1F,6,1994
linear regression,paleontology,Feature selection in taxonomies with applications to paleontology,https://link.springer.com/chapter/10.1007/978-3-540-88411-8_13,9,2008
linear regression,paleontology,A case study of extant and extinct Xenarthra cranium covariance structure: implications and applications to paleontology,https://www.cambridge.org/core/journals/paleobiology/article/case-study-of-extant-and-extinct-xenarthra-cranium-covariance-structure-implications-and-applications-to-paleontology/53CC423E168A545844F537349FFDB3DA,16,2016
linear regression,paleontology,Regression Analysis in Paleobiometrics: A Reappraisal,https://www.journals.uchicago.edu/doi/abs/10.1086/627552,4,1970
linear regression,paleontology,"Taylor & Francis, Ltd., The Society of Vertebrate Paleontology are collaborating with JSTOR to",https://www.researchgate.net/profile/Michael-Bozek/publication/240535601_Age_growth_and_mortality_of_Joffrichthys_triangulpterus_Teleostei_Osteoglossidae_from_the_Paleocene_Sentinel_Butte_Formation_North_Dakota_USA/links/57856ff508aef321de2a9aaf/Age-growth-and-mortality-of-Joffrichthys-triangulpterus-Teleostei-Osteoglossidae-from-the-Paleocene-Sentinel-Butte-Formation-North-Dakota-USA.pdf,NA,2003
linear regression,paleontology,Using linear and geometric morphometrics to detect intraspecific variability and sexual dimorphism in femoral shape in Alligator mississippiensis and its implications …,https://www.tandfonline.com/doi/abs/10.1671/0272-4634(2008)28[422:ULAGMT]2.0.CO;2,48,2008
linear regression,paleontology,Ontogeny and Archaeopteryx,https://www.tandfonline.com/doi/pdf/10.1671/0272-4634(2008)28%5B535%3AOAA%5D2.0.CO%3B2,8,2008
linear regression,paleontology,Proloculus size and natural selection in Triticites ventricosus (Fusulinacea),https://www.jstor.org/stable/1302968,4,1972
linear regression,paleontology,Quantitative trilobite studies I. The statistical description of trilobites,https://www.jstor.org/stable/1300620,33,1956
linear regression,paleontology,Past: paleontological statistics software package for educaton and data anlysis,https://doc.rero.ch/record/15326/files/PAL_E2660.pdf,30675,2001
linear regression,paleontology,A statistical study of Rhamphorhynchus from the Solnhofen Limestone of Germany: year-classes of a single large species,https://www.cambridge.org/core/journals/journal-of-paleontology/article/statistical-study-of-rhamphorhynchus-from-the-solnhofen-limestone-of-germany-yearclasses-of-a-single-large-species/AA8B5E9941FEDEEAAD5DDA4DA2F54778,167,1995
linear regression,paleontology,Extinct meets extant: simple models in paleontology and molecular phylogenetics,https://www.cambridge.org/core/journals/paleobiology/article/extinct-meets-extant-simple-models-in-paleontology-and-molecular-phylogenetics/8B215B402FEA2B5A05D7B39EE4DD5935,26,2004
linear regression,paleontology,"Age, growth, and mortality of Joffrichthys triangulpterus (Teleostei: Osteoglossidae) from the Paleocene Sentinel Butte Formation, North Dakota, USA",https://www.tandfonline.com/doi/abs/10.1671/1774,15,2003
linear regression,paleontology,Size-related evolutionary patterns among species and subgenera in the Strombina group (Gastropoda: Columbellidae),https://www.cambridge.org/core/journals/journal-of-paleontology/article/sizerelated-evolutionary-patterns-among-species-and-subgenera-in-the-strombina-group-gastropoda-columbellidae/36C7D1E6A18F2E34B7189C2AE7C70D65,18,1991
linear regression,paleontology,Paleontology and Chronology of Two Evolutionary Transitions by Hybridization in the Bahamian Land Snail Cerion,https://www.science.org/doi/abs/10.1126/science.274.5294.1894,69,1996
linear regression,paleontology,A new method to calculate allometric length-mass relationships of dinosaurs,https://www.tandfonline.com/doi/abs/10.1671/0272-4634(2001)021[0051:ANMTCA]2.0.CO;2,212,2001
random forest,paleontology,Evaluating statistical models for establishing morphometric taxonomic identifications and a new approach using Random Forest,https://www.sciencedirect.com/science/article/pii/S0305440322000681,2,2022
random forest,paleontology,Machine learning identifies ecological selectivity patterns across the end-Permian mass extinction,https://www.cambridge.org/core/journals/paleobiology/article/machine-learning-identifies-ecological-selectivity-patterns-across-the-endpermian-mass-extinction/3827AF46B77BF2BC8917437FB041DABA,15,2022
random forest,paleontology,Trait-based paleontological niche prediction recovers extinct ecological breadth of the earliest specialized ant predators,https://www.journals.uchicago.edu/doi/full/10.1086/726739,2,2023
random forest,paleontology,Trait-based paleontological niche prediction demonstrates deep time parallel ecological occupation in specialized ant predators,https://www.biorxiv.org/content/10.1101/2022.06.09.495514.abstract,NA,2022
random forest,paleontology,Ammonoid taxonomy with supervised and unsupervised machine learning algorithms,https://files.osf.io/v1/resources/ewkx9/providers/osfstorage/5ff4d5cae9ccb905bcaecd90?action=download&direct&version=3,3,2021
random forest,paleontology,"Mammalian faunas, ecological indices, and machine-learning regression for the purpose of paleoenvironment reconstruction in the Miocene of South America",https://www.sciencedirect.com/science/article/pii/S0031018218307521,22,2019
random forest,paleontology,Artificial intelligence in paleontology,https://www.sciencedirect.com/science/article/pii/S0012825224000928,NA,2024
random forest,paleontology,Extending the paleontology–biogeography reciprocity with SDMs: exploring models and data in reducing fossil taxonomic uncertainty,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0194725,10,2018
random forest,paleontology,"Unsupervised learning of satellite images enhances discovery of late Miocene fossil sites in the Urema Rift, Gorongosa, Mozambique",https://peerj.com/articles/11573/,10,2021
random forest,paleontology,Bioclimatic inference based on mammal community using machine learning regression models: perspectives for paleoecological studies,https://www.frontiersin.org/articles/10.3389/fevo.2023.1178379/full?fbclid=IwAR2XclLvpy5oF6ujBMd8qrlYCF6g9rAitkE1uMvKgdT3MCiTJzYYXA9aHPI,1,2023
random forest,paleontology,Application of artificially intelligent systems for the identification of discrete fossiliferous levels,https://peerj.com/articles/8767/,12,2020
random forest,paleontology,Statistical downscaling of temperature with the random forest model,https://www.hindawi.com/journals/amete/2017/7265178/abs/,72,2017
random forest,paleontology,AI in Paleontology,https://www.biorxiv.org/content/10.1101/2023.08.07.552217.abstract,1,2023
random forest,paleontology,Preliminary prioritization on steam flood injection in oil field using random forest regression method,https://iopscience.iop.org/article/10.1088/1755-1315/1127/1/012016/meta,1,2023
random forest,paleontology,Hide and seek shark teeth in Random Forests: machine learning applied to Scyliorhinus canicula populations,https://peerj.com/articles/13575/,2,2022
random forest,paleontology,Pollen grain classification using geometrical and textural features,https://ieeexplore.ieee.org/abstract/document/9010563/,5,2019
random forest,paleontology,A quality control method based on an improved random forest algorithm for surface air temperature observations,https://www.hindawi.com/journals/amete/2017/8601296/abs/,5,2017
random forest,paleontology,Molecular technology in paleontology and paleobiology: Applications and limitations,https://www.sciencedirect.com/science/article/pii/S1040618224000065,1,2024
random forest,paleontology,Predicting the distributions of suitable habitat for three larch species under climate warming in Northeastern China,https://www.sciencedirect.com/science/article/pii/S0378112707006433,97,2008
random forest,paleontology,"An Integrated Deep Learning Framework for Classification of Mineral Thin Sections and Other Geo-Data, a Tutorial",https://www.mdpi.com/2075-163X/13/5/584,2,2023
gradient boosted trees,paleontology,Machine learning identifies ecological selectivity patterns across the end-Permian mass extinction,https://www.cambridge.org/core/journals/paleobiology/article/machine-learning-identifies-ecological-selectivity-patterns-across-the-endpermian-mass-extinction/3827AF46B77BF2BC8917437FB041DABA,15,2022
gradient boosted trees,paleontology,Circulating DNA fragmentomics and cancer screening,https://www.cell.com/cell-genomics/pdf/S2666-979X(22)00205-1.pdf,21,2023
gradient boosted trees,paleontology,Deep learning-driven fragment ion series classification enables highly precise and sensitive de novo peptide sequencing,https://www.nature.com/articles/s41467-023-44323-7,1,2024
gradient boosted trees,paleontology,The hallmarks of dietary intervention-resilient gut microbiome,https://www.nature.com/articles/s41522-022-00342-8,15,2022
gradient boosted trees,paleontology,Machine Learning in Pure Mathematics and Theoretical Physics,https://books.google.com/books?hl=en&lr=&id=ciXKEAAAQBAJ&oi=fnd&pg=PR5&dq=%22gradient+boosted+trees%22+%22paleontology%22&ots=qZ5hb8hxhI&sig=enUY7eBoYBPCJvg5R_EopYhFykU,1,2023
gradient boosted trees,paleontology,The Inference of Selective Sweep Parameters from their Genomic Footprint,https://ecommons.cornell.edu/bitstream/1813/112079/1/VasconcellosCaldas_cornellgrad_0058F_13249.pdf,NA,2022
gradient boosted trees,paleontology,The Inference of Selective Sweep Parameters from Their Genomic Footprint,https://search.proquest.com/openview/8610935ffe0b2c31314cf6f60783a87c/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,2022
