Accession,id,anticons,de_tool
GSE78054,GSE78054_UD6_UW6.all.csv.gz,0,cuffdiff
GSE78078,sheet-Sheet1 from GSE78078_Processed_file_murine_leukemic_blasts.xlsx,1,unknown
GSE78146,GSE78146_B1_vs_HetCLL_CuffDiff.txt.gz,0,cuffdiff
GSE78158,GSE78158_Expression_summary.csv.gz,1,deseq2
GSE78165,sheet-pineal_DE_day_vs_dawn.csv from GSE78165_pineal_DE.xlsx,0,deseq2
GSE78178,GSE78178_processed_data.txt.gz,0,cuffdiff
GSE78186,sheet-Exp#3 - Dodecanol (group 1)... from GSE78186_Dodecanol_vs_Dodecane.xlsx,1,clc genomics
GSE78194,sheet-M arr VS con from GSE78194_Table_s1.xls.gz,0,unknown
GSE78199,GSE78199_Marsh_Cuffdiff_differential_gene_expression.txt.gz,0,cuffdiff
GSE78204,GSE78204_ASK10wt_2-VS-ASK10m475r_1.GeneDiffExp.txt.gz,0,unknown
GSE78219,sheet-DE_results_Tom from GSE78219_DE_results.xlsx,1,deseq2
GSE78240,GSE78240_DESeq_Output.txt.gz,0,deseq
GSE78285,sheet-MCF E2 v MCF7 Veh from GSE78285_DESeq2_output_MCF7_luc_and_Y537S_.xlsx,0,deseq2
GSE78506,GSE78506_dmso_vs_ca_24Hour_geneExp.diff.gz,0,limma
GSE78519,GSE78519_PATU8902_gene_exp.diff.gz,0,cuffdiff
GSE78527,GSE78527_siSNRNP40_siControl_processed.txt.gz,0,cuffdiff
GSE78706,GSE78706_GSA_Output_R50_VS_C_NO_Filter.txt.gz,0,partek
GSE78711,GSE78711_gene.exp.all.txt.gz,0,cuffdiff
GSE78761,GSE78761_GRO-Seq_WENRC_ENRI_RPKM.txt.gz,0,edger
GSE78764,GSE78764_All_sample_gene_expression_information.txt.gz,1,deseq
GSE78781,GSE78781_diff_edgeR_D0_Lsd1i.txt.gz,0,edger
GSE78788,GSE78788_Mn_H_Mn_M_transcript_expression.txt.gz,0,unknown
GSE78824,GSE78824_Cuffdiff_transcript_differential_expression_testing.tab.gz,0,cuffdiff
GSE78878,GSE78878_30PvsN2P_score.txt.gz,0,unknown
GSE78902,GSE78902_DEseq_DB001-DB004_DB002-DB003_DEG_list.csv.gz,0,deseq
GSE78931,sheet-pberghei_T24_infected_vs_sporoz from GSE78931_dual_RNAseq_abundance_DEG.xlsx,1,deseq2
GSE78957,GSE78957_CD532_4h_vs_DMSO.txt.gz,0,edger
GSE78965,GSE78965_C57Bl6_MCS_vs_FST_acute_gene_differential_expression_testing.txt.gz,0,cuffdiff
GSE78967,sheet-All DATA from GSE78967_Deseq_Analysis.xlsx,0,deseq
GSE78972,GSE78972_SD.ctrl_vs_LD.ctrl.txt.gz,1,edger
GSE78996,sheet-CTR_vs_EAE.gene_exp from GSE78996_CTR_vs_EAE_Cuffdiff_analysis.xlsx,0,cuffdiff
GSE79035,GSE79035_DESeq2_BCELLS_genesResults.txt.gz,0,deseq2
GSE79039,GSE79039_Feske_Tcon_DKO_vs_WT_norm_counts_DE_expression_all.txt.gz,1,deseq2
GSE79070,GSE79070_18h_Pre-immune-VS-AaMesh_antibody.GeneDiffExp.txt.gz,0,unknown
GSE79082,GSE79082_HSUR2_IP_vs_HSUR2_Input.txt.gz,0,deseq
GSE79143,GSE79143_SNPCountsTable.txt.gz,1,unknown
GSE79174,GSE79174_DESeq2_out_WT_DN3b_vs_WT_DN3a.txt.gz,0,deseq2
GSE79259,sheet-Sheet1 from GSE79259_RNA-seq_pold2.xls.gz,1,cuffdiff
GSE79284,GSE79284_Samples1_4_RN2_shBrd9.1061.txt.gz,0,cuffdiff
GSE79286,sheet-gene_exp from GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,0,cuffdiff
GSE79306,GSE79306_deseq_E175_brain_EC_vs_E115_brain_EC.txt.gz,0,deseq
GSE79389,sheet-100M_6DAP vs. 58M RPKM EDGE... from GSE79389_PhyB-1_WT_Sorghum__RNAseq_Edge_Test.xlsx,0,edger
GSE79407,sheet-Sheet1 from GSE79407_deseq_comp_DMSO_minus_TEX_vs_compound1_minus_TEX_with_annotation_and_countings_extra_info.xlsx,0,deseq
GSE79408,GSE79408_gene_exp.diff.gz,0,cuffdiff
GSE79412,sheet-Hoja1 from GSE79412_amiFPSa_gene_exp_diff.xlsx,0,cuffdiff
GSE79416,sheet-transcript.output_score from GSE79416_new-lncRNA_transcript_output.xls.gz,0,degseq
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_pLN-SPF.csv.gz,1,deseq2
GSE79456,GSE79456_IV_vs_RM_EdgeR.txt.gz,0,edger
GSE79507,GSE79507_minipig.txt.gz,0,cuffdiff
GSE79519,sheet-r1p_01-02-04_vs_r18p_02-06_DESe from GSE79519_DESeq2_shLSD1_vs_shNT_plus.xlsx,0,deseq2
GSE79524,GSE79524_Transcript_differentrial_expression_testing_in_WT_and_acc1-5.txt.gz,0,cuffdiff
GSE79575,sheet-E vs. EM from GSE79575_E_vs._EM.xlsx,0,edger
GSE79576,GSE79576_pifq_Col_Cotyledon_dark.txt.gz,0,unknown
GSE79577,GSE79577_DESeq2_FTO_KO.csv.gz,0,deseq2
GSE79624,GSM2099079_CLC-PCB-CTRL.csv.gz from GSE79624_RAW.tar,0,edger
GSE79632,GSE79632_DESeq2_out_MZ_KO_vs_WT.txt.gz,0,deseq2
GSE79633,GSE79633_DESeq2_out_FO_GFP_vs_WT.txt.gz,0,deseq2
GSE79638,GSM2100281_DA_gene_exp.diff.gz from GSE79638_RAW.tar,0,cuffdiff
GSE79661,GSE79661_RNAseq_KO-Het.txt.gz,0,cuffdiff
GSE79666,sheet-FPKMs.CTRL.3.4.8.9.11.12.13.HD. from GSE79666_FPKMs.HD.xlsx,0,cuffdiff
GSE79675,GSE79675_48hrMass_vs_48hrCntrl.txt.gz,0,deseq2
GSE79676,GSE79676_gene_exp.diff.gz,0,cuffdiff
GSE79677,GSE79677_One_by_one_comparisons.tabular.txt.gz,0,cuffdiff
GSE79680,GSE79680_Heat_shock_table.csv.gz,0,cuffdiff
GSE79696,GSE79696_WT_vs_HDAC3KO_rest_cuffdiff_gene_exp_diff.txt.gz,0,cuffdiff
GSE79723,GSE79723_DEseq_LG1401-LG437-LG8736_LG1405-LG435-LG8737_DEG_list.csv.gz,0,deseq
GSE79724,GSE79724_DEseq_LG3-LG6-LG9_LG2-LG5-LG8_DEG_list.csv.gz,0,deseq
GSE79739,GSE79739_WT_vs_HDAC3KO_exercise_gene_exp_cuffdiff.txt.gz,0,cuffdiff
GSE79758,GSE79758_gene_exp.diff.gz,0,cuffdiff
GSE79776,GSE79776_Veh_V_EGF_DESeq_Results.txt.gz,0,deseq2
GSE79779,GSE79779_gene_exp.diff.gz,0,cuffdiff
GSE79822,GSE79822_cuffdiffs_mRNA.txt.gz,0,cuffdiff
GSE79829,GSE79829_C_T_2-LC_T_2.GeneDiffExp.xls.gz,0,unknown
GSE79830,GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz,1,deseq
GSE79835,GSM2104442_gene_exp.gfpKO_vs_zmynd8KO.diff.gz from GSE79835_RAW.tar,0,cuffdiff
GSE79836,GSM2104443_gene_exp.zmynd8KOplusRescue_vs_zmynd8KO.diff.gz from GSE79836_RAW.tar,0,cuffdiff
GSE79864,GSE79864_Myc_Ribodiff.txt.gz,1,deseq
GSE79879,sheet-All from GSE79879_processed_data.xls.gz,0,cuffdiff
GSE79881,sheet-control_Sh vs CER_Sh from GSE79881_Arabidopsis_gene_exp.xlsx,0,cuffdiff
GSE79916,sheet-final_output_for_publication_pv from GSE79916_Dataset_S1-JUM_output_for_differential_AS_analyses_of_PSIdeltaAB_and_full-length_PSI_male_fly_heads.xls.gz,1,unknown
GSE79927,GSE79927_AML_norm_edgeR.txt.gz,1,edger
GSE79937,GSE79937_deseq_Dilg_E12.5cre_E12.5mut_differential_expression.tab.gz,0,deseq
GSE79955,GSE79955_Ly13.2_THZ1_3h_pairwise.txt.gz,0,edger
GSE80054,sheet-Root_trm4b_vs_WT(wild_type) from GSE80054_Supplementary_Table_3.xlsx,0,unknown
GSE80068,GSE80068_col_dms3_gene_exp.diff.gz,0,cuffdiff
GSE80073,GSE80073_Organoid.gene_exp.txt.gz,0,cuffdiff
GSE80113,sheet-Data from GSE80113_Processed_Data.xlsx,0,edger
GSE80128,GSE80128_P035_DESeq_KO-WT_pathway.txt.gz,0,deseq
GSE80135,GSE80135_siNeg_siProx_sig_results.csv.gz,0,deseq2
GSE80207,GSE80207_Differential_expression_RS_24h.csv.gz,0,edger
GSE80237,GSE80237_Supplementary_Data_1.txt.gz,0,cuffdiff
GSE80239,GSE80239_abl_GSK_counts_DE.txt.gz,0,deseq2
GSE80251,sheet-AVERAGE COMPARISON from GSE80251_processed_RNA_expression_mnfyap.xlsx,1,unknown
GSE80264,GSE80264_Group_2_vs._Group_1_Ensembl.gene.rpkm_more0.5_log2p1_qn.txt.gz,1,partek
GSE80300,GSE80300_gene_exp.diff.gz,0,cuffdiff
GSE80301,GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz,0,cuffdiff
GSE80312,sheet-Sheet1 from GSE80312_Table_S3.xlsx,0,deseq
GSE80348,sheet-Galaxy13-(DESeq2_result_file_on from GSE80348_20160316_6h_wt_vs_mu.xlsx,0,deseq2
GSE80349,GSE80349_results.txt.gz,1,edger
GSE80350,sheet-B2h_All from GSE80350_B2h_FPKM.xls.gz,0,unknown
GSE80353,GSE80353_pachytenegene_exp.diff.gz,0,cuffdiff
GSE80354,GSE80354_Gata6_DEseq2_res.csv.gz,0,deseq2
GSE80357,GSE80357_log_fold_change_and_FDR_values.csv.gz,1,edger
GSE80370,GSE80370_col_morc6_gene_exp.diff.gz,0,cuffdiff
GSE80382,sheet-Sheet1 from GSE80382_Day5_CPC_Baf60c_quanty_transcripts_diff_expr.xls.xlsx,1,deseq2
GSE80412,GSE80412_non-normalized.txt.gz,1,unknown
GSE80433,GSE80433_gene_exp.diff.gz,0,cuffdiff
GSE80444,GSE80444_DEseq_AP013-AP015-AP016_AP011-AP012-AP014_DEG_list.csv.gz,0,deseq
GSE80473,sheet-Folfiri_vs_Vehicle_RNASeq_Bonet from GSE80473_Folfiri_vs_Vehicle_RNAseq_Bonetto_edgeR_analysis_2016.xlsx,0,edger
GSE80497,GSE80497_wdr12GFPmvswdr12GFP.xls.gz,0,edger
GSE80503,sheet-Sheet1 from GSE80503_RNASeqProcessedDESeqData.xlsx,0,deseq
GSE80538,GSE80538_DESeq2.ENCORvsSpheroid.60days.txt.gz,0,deseq2
GSE80554,GSE80554_gene_exp.diff.gz,0,cuffdiff
GSE80588,GSM2131169_gene_exp.diff.copy.txt.gz from GSE80588_RAW.tar,0,unknown
GSE80596,GSE80596_Control-B-vs-COR-B.compare.txt.gz,1,unknown
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,0,cuffdiff
GSE80659,GSE80659_All_samples_gene_exp_diff.txt.gz,0,cuffdiff
GSE80707,GSE80707_gene_exp.diff.gz,0,cuffdiff
GSE80718,GSE80718_gene_exp.diff.gz,0,cuffdiff
GSE80737,GSE80737_BR20-20_2028-20_batch_DE.txt.gz,0,clc genomics
GSE80776,GSE80776_gene_exp.diff.gz,0,cuffdiff
GSE80780,GSE80780_ST8pm.tsv.gz,1,edger
GSE80963,GSE80963_Knockdown_NUSAP1_using_shRNA_2_for_72_hours_in_PC3_cells.txt.gz,0,cuffdiff
GSE80972,GSE80972_frm_gene_exp.diff.txt.gz,0,cuffdiff
GSE81007,GSE81007_cds.diff.gz,0,unknown
GSE81043,sheet-Sheet1 from GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,1,deseq
GSE81055,GSE81055_gene_exp.diff.gz,0,cuffdiff
GSE81059,GSE81059_cns-control_vs_head-control.csv.gz,0,deseq
GSE81069,GSE81069_1vs3_DESeq_func_added.csv.gz,0,deseq
GSE81100,GSE81100_old_ZT8_tophat_dm6_gene_exp.diff.gz,0,cuffdiff
GSE81114,GSE81114_gene_exp.diff.gz,0,cuffdiff
GSE81121,GSE81121_gene_exp_kp_total.diff.gz,0,cuffdiff
GSE81123,GSE81123_Poplar_RNAseq_data.ods.txt.gz,0,cuffdiff
GSE81128,GSE81128_DESeq2_Results.txt.gz,1,deseq2
GSE81140,sheet-drg_trkC_Ditsa_DiffExpDeseq2-WT from GSE81140_levanon_counts.xlsx.gz,0,deseq2
GSE81181,GSE81181_processed_data_RNA-seq.txt.gz,0,clc genomics
GSE81191,GSE81191_Cuffdiff_transcript.txt.gz,0,cuffdiff
GSE81202,GSE81202_geneslist_H.FRvsW.90.txt.gz,1,limma
GSE81237,GSE81237_DE_RNAseqseq_analysis_DESeq_TTP-AAvsTTP.csv.gz,1,deseq2
GSE81239,GSE81239_Exon_Skipping_RS2_vs_RS1.txt.gz,0,unknown
GSE81251,sheet-Sheet1 from GSE81251_Kdm6a_def_mouse_expression_value.xlsx,0,deseq2
GSE81401,sheet-p<=1; FC>=1 from GSE81401_DRNL-GFP_ap1cal-apices-IM.xlsx,0,deseq2
GSE81421,GSE81421_R1+FLT3_EtOH_vs_4OHT_processed_data.txt.gz,0,unknown
GSE81437,GSE81437_polyA_differential_gene_expression.txt.gz,0,cuffdiff
GSE81466,sheet-NoDox12_vs_Dox12_allGenes from GSE81466_NoDox12h_vs_Dox12h.xlsx.gz,1,edger
GSE81469,sheet-120628_gene.diff from GSE81469_Processed_data_for_transcriptional_profile_Sample5.6_.xlsx,1,unknown
GSE81489,GSE81489_all_genes_XX-WT_vs_XY-WT.txt.gz,1,limma
GSE81493,GSE81493_Differential_gene_expression_analysis.diff.gz,0,cuffdiff
GSE81520,GSE81520_34C_gene_differential_expression_testing.txt.gz,0,cuffdiff
GSE81522,GSE81522_N2_vs_ok600_gene_differential_expression_testing.txt.gz,0,cuffdiff
GSE81555,GSE81555_edgeR.txt.gz,0,edger
GSE81561,sheet-Table S6 from GSE81561_Supplementary_Table_S6_Targets_of_miRNAs_detected_by_degradome_sequenceing-0415.xls.gz,0,unknown
GSE81575,GSE81575_gene_exp.diff.gz,0,cuffdiff
GSE81593,sheet-M10p53_M10p53Hras_result_fix from GSE81593_1.Mcf10A_p53delVec_and_p53delHras.xlsx,0,deseq
GSE81618,GSM2159759_amp1-32_1_gene_exp.diff.gz from GSE81618_RAW.tar,0,cuffdiff
GSE81707,sheet-S1234_diffout_8_gene_exp0.diff from GSE81707_N2_HC125_RNA-seq_SingleEnd_gene_exp_diff.xlsx,0,cuffdiff
GSE81803,GSE81803_WTvKO.deseq2.csv.gz,0,deseq2
GSE81833,sheet-ROOT from GSE81833_Root_Leaf_Differential_Expression.xlsx,0,degseq
GSE81834,sheet-Transcript Diff. Expression from GSE81834_489_614_Schizont_Cuffdiff.xlsx.gz,0,cuffdiff
GSE81842,GSE81842_BM_vs_NBM.txt.gz,0,cuffdiff
GSE81858,GSE81858_AAvsABBB_TopTags.txt.gz,0,edger
GSE81865,GSE81865_RNAseq_uninjured-14dpi.txt.gz,0,deseq
GSE81875,GSE81875_STAR_DESeq2_210915_GEO.csv.gz,0,deseq2
GSE81889,GSE81889_Ctrl_vs_ifnA.differential_gene_expression.out.txt.gz,0,deseq2
GSE81913,sheet-4-5-2016_gran_v_iRed.csv from GSE81913_iRed_over_disGran_foldchange.xlsx.gz,1,deseq2
GSE82008,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz,0,deseq2
GSE82013,GSE82013_RNAseq_WTWE4_nofilter.csv.gz,1,cuffdiff
GSE82014,GSE82014_DEG_Ctrl_KD.E1vsSham.csv.gz,0,cuffdiff
GSE82035,sheet-RPKM  normalization from GSE82035_HEPES-NB_processed_data.xlsx,1,unknown
GSE82086,sheet-WT 16d vs. A 16d from GSE82086_processed.xlsx,0,clc genomics
GSE82121,sheet-all_partek from GSE82121_Additional_file_1_1.xlsx.gz,0,partek
GSE82134,sheet-res_root_deseq_full from GSE82134_NCBI_res_root_deseq_full.xlsx,0,deseq
GSE82147,GSE82147_01Jun16_fed_unfed_DE_annotated_RPKM.txt.gz,1,edger
GSE82164,GSE82164_Cuffdiff_transcript_differential_expression_testing.tabular.txt.gz,0,cuffdiff
GSE82167,sheet-rsr-vs-rsr+MMC from GSE82167_rsr-vs-rsr+MMC.xlsx,1,cuffdiff
GSE82204,GSE82204_150923_TSA_edgeR_gene_table.txt.gz,0,edger
GSE82210,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,0,cuffdiff
GSE82289,GSE82289_DESeq2_Results_DIF_siBRD4__3+_4_vs_DIF_siCNTR.csv.gz,0,deseq2
GSE83084,sheet-Sheet1 from GSE83084_WTvsKO_processed_statistical_analysis.xls.gz,0,edger
GSE83100,sheet-Sheet1 from GSE83100_FT246_RNA-seq_fold_change_after_PAX8_knockdown.xlsx.gz,0,unknown
GSE83133,sheet-Embryo stage N2_vs_BB24 from GSE83133_Supp_Table3.xlsx,0,deseq
GSE83134,GSE83134_RYBPfl.DESeq2.Output.txt.gz,0,deseq2
GSE83137,GSE83137_H2_vs_Lanact_pval.csv.gz,0,deseq
GSE83195,GSE83195_SBS_v_Sham_DE_RawCounts_RPKM_ERCC_Annotation.csv.gz,1,edger
GSE83213,GSE83213_non-normalized.txt.gz,1,unknown
GSE83214,GSE83214_ein2_air_vs_C2H4_gene_exp.diff.gz,0,cuffdiff
GSE83217,sheet-siScramble_vs_siHdac4 from GSE83217_Processed_Matrix_FPKM.xlsx,0,unknown
GSE83218,GSE83218_HSC.txt.gz,1,unknown
GSE83265,GSE83265_gene_exp.diff.gz,0,cuffdiff
GSE83341,sheet-Stanley_Spinola_RNAseq_Ngonorrh from GSE83341_Processed_data-CpxRA.xlsx.gz,1,unknown
GSE83360,GSE83360_hg19_CsiRNA_Rsf1siRNA_Cuffdiff_on_data_1__data_2__and_data_17_gene_differential_expression_testing.tabular.txt.gz,0,cuffdiff
GSE83368,GSE83368_edgeR_results.txt.gz,1,edger
GSE83375,GSE83375_GB_glia.FPKM.txt.gz,0,cuffdiff
GSE83405,sheet-Φύλλο1 from GSE83405_geneExpDiffData_E14_cells_pnldc1_silencing.xlsx,0,cuffdiff
GSE83406,GSE83406_gene_exp.diff.gz,0,deseq2
GSE83454,sheet-Feuil1 from GSE83454_cuffdiff_alltimepoints.xlsx,0,cuffdiff
GSE83455,sheet-Feuil1 from GSE83455_cuffdiff_alltimepoints.xlsx,0,cuffdiff
GSE83478,GSE83478_DESeq2_mrna_untreated_alternaria_05.csv.gz,1,deseq2
GSE83498,sheet-Sheet2 from GSE83498_RNAseq_summary.xlsx,1,edger
GSE83541,GSE83541_All_Genes_ZnfTG_Muscle_DESeq2_38.csv.gz,0,deseq2
GSE83551,sheet-oo.tsv from GSE83551_Franks_et_al._2016_IMR90_RNAseq.xlsx,0,edger
GSE83555,GSE83555_WT-KO-mm9-gene_exp.txt.gz,0,cuffdiff
GSE83560,sheet-T_11_12_P-T_11_12_C from GSE83560_degTest_byCuffdiff.xlsx,0,cuffdiff
GSE83567,GSE83567_gene_exp.diff.gz,0,cuffdiff
GSE83573,GSE83573_cbp20_root_airvsC2H4.xls.gz,0,cuffdiff
GSE83584,GSE83584_processed_data_Day3_5.txt.gz,0,cuffdiff
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,0,cuffdiff
GSE83618,sheet-P19 vs. MYB93 stat from GSE83618_MYB93_vs_P19_unmapped_reads_against_NB_secondary_v5.xlsx,0,clc genomics
GSE83631,GSE83631_gene_exp.diff.gz,0,cuffdiff
GSE83655,sheet-CM_Stretch from GSE83655_Processed_Data_CM_Stretch.xlsx,0,unknown
GSE83657,sheet-gsa_result_for_export.txt from GSE83657_gsa_result_for_export_final_used_for_papaer.xls.gz,1,unknown
GSE83662,GSE83662_H929WT_isoform_exp.diff.gz,0,cuffdiff
GSE83664,GSE83664_NS_vs_Input.isoform_exp.diff.gz,0,cuffdiff
GSE83696,sheet-scramble_vs_shBMI.gene_exp from GSE83696_Diff_exp_cell_lines-Convergence_of_BMI1_and_CHD7_on_ERK_signalling.xlsx,0,cuffdiff
GSE83717,GSE83717_FPKMs_pvalue_matrices.txt.gz,0,cuffdiff
GSE83736,GSE83736_DESeq2.Vav.WTvsKO.StimulatedInteractions.txt.gz,0,deseq2
GSE83798,GSE83798_Hsal.brains.transition.d120.DESeq2.txt.gz,0,deseq2
GSE83806,GSE83806_Hsal.brains.injections.d1.DESeq2.txt.gz,0,deseq2
GSE83819,GSE83819_gene_exp.diff.gz,0,cuffdiff
GSE83827,sheet-gene_exp_diff from GSE83827_WT_vs_tf5.xlsx,0,edger
GSE83828,sheet-Gene_expression_data from GSE83828_Gene_expression_data.xlsx,0,cuffdiff
GSE83843,sheet-PiwiKD vs. control from GSE83843_piwiKD_vs_control_RNAseq.xlsx,0,deseq2
GSE83887,GSE83887_gene_exp_N2_vs_N2G.diff.gz,0,cuffdiff
GSE83927,sheet-Sheet1 from GSE83927_edgeR.xlsx,0,edger
GSE84125,sheet-Day0 vs Day3 in WT from GSE84125_DEG.xlsx,0,cuffdiff
GSE84145,GSE84145_E12.5RET_WT_NULL.txt.gz,0,cuffdiff
GSE84158,GSE84158_gene_exp.diff.gz,0,cuffdiff
GSE84160,GSE84160_WT_vs_Med1KO_gene_exp.txt.gz,0,unknown
GSE84175,sheet-DE2output from GSE84175_DE2output_CTCF.xlsx,0,unknown
GSE84188,GSE84188_masterDE_withrestim_corrected.csv.gz,1,edger
GSE84209,sheet-EDGER.annot.out.txt from GSE84209_Differential_Expression_GEO.xlsx,1,edger
GSE84237,GSE84237_2014.11.04.TIME_KSHVvsTIME_Mock.txt.gz,0,deseq
GSE84242,GSE84242_Novel_v_Familiar.csv.gz,0,edger
GSE84249,GSE84249_cuffdiff_gene_differential_expression_testing.tab.gz,0,cuffdiff
GSE84282,sheet-WT 156 vs. LOS- 270 from GSM2230767_AYE_LOS_RNA-seq.xls.gz from GSE84282_RAW.tar,0,clc genomics
GSE84296,sheet-Sheet1 from GSE84296_human_diff_exp_total.xls.gz,0,cuffdiff
GSE84301,GSE84301_Pub_vs_Prepub.Differential_analysis_results.txt.gz,0,unknown
GSE84302,sheet-CTRL_vs_Gsk3b_Cuffdiff.txt from GSE84302_CTRL_vs_siGsk3b.xlsx,0,cuffdiff
GSE84308,GSE84308_RNA.txt.gz,0,deseq2
GSE84341,GSM2232120_F_EV_12-VS-F_normal.GeneDiffExp.txt.gz from GSE84341_RAW.tar,0,unknown
GSE84345,sheet-Sheet1 from GSE84345_FPKM_GEN00043_WT_4_vs_KO_3_.xls.gz,0,unknown
GSE84367,GSE84367_DEXseq-analysis_WT-ISCvsWT-EB.csv.gz,0,dexseq
GSE84370,GSE84370_APC_0h_vs_2h_gene_exp.diff.gz,0,cuffdiff
GSE84427,GSE84427_DGE_lrgAB_vs_lrgABh.txt.gz,1,edger
GSE84439,GSE84439_ardsVardsBMT.csv.gz,0,deseq2
GSE84450,GSE84450_WT_UTvsX_UT_gene_exp.diff.gz,0,cuffdiff
GSE84490,GSE84490_RPKMtable.txt.gz,1,cuffdiff
GSE84492,GSE84492_Kdm5c_def_mouse_expression_values.txt.gz,0,deseq2
GSE84529,sheet-Comparison_30-35_mm_vs_15-20_mm from GSE84529_Paired_comparison_of_three_sections_Cuffdiff.xlsx,0,cuffdiff
GSE84534,sheet-2 from GSE84534_Chew2016naturemethods-supptable1.xls.gz,0,cuffdiff
GSE84606,GSE84606_gene_exp.diff.gz,0,cuffdiff
GSE84610,GSE84610_mouse_RNAseq_summary.txt.gz,0,cuffdiff
GSE84699,GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,0,deseq2
GSE84737,GSE84737_Genes_filtered_DE.txt.gz,1,cuffdiff
GSE84786,sheet-isoform_exp from GSE84786_isoform_exp.xlsx,0,cuffdiff
GSE84798,GSE84798_gene_exp.diff.gz,0,cuffdiff
GSE84803,sheet-Inh-PTBP2 from GSE84803_SupTab1.xlsx,0,unknown
GSE84825,GSE84825_gene_exp.diff.gz,0,cuffdiff
GSE84875,GSE84875_human_gene_exp.diff.txt.gz,0,cuffdiff
GSE84933,GSE84933_gene_exp.diff.gz,0,cuffdiff
GSE84951,GSE84951_WT-CT_vs_WT-Cork_Genes_DE_results.tsv.gz,0,deseq
GSE84968,GSM2242172_06_HT1080_siVRK1_pT120_chip_peaks.txt.gz from GSE84968_RAW.tar,0,unknown
GSE84969,sheet-ProcessedData from GSE84969_Nwino_QS_Transcriptome.xlsx,0,clc genomics
GSE85049,GSE85049_deseq2_mll3li_p53.txt.gz,0,deseq2
GSE85050,sheet-MCS-VS-IL35.GeneDiffExp from GSE85050_IL-35_mRNA_suquencing_processed_file.xls.gz,0,unknown
GSE85095,sheet-NC_999999_transcripts.txt from GSE85095_RNAseqFungalNetworks_forGEO.xlsx,1,unknown
GSE85103,GSE85103_azaVSctl.cas.DEgenes.txt.gz,1,edger
GSE85107,GSM2257842_OCI-AML2_Defuse_result_file.txt.gz from GSE85107_RAW.tar,1,unknown
GSE85109,GSE85109_DE_genes.tsv.gz,0,unknown
GSE85128,sheet-all_genes from GSE85128_SuppTable1_normalized_read_counts_resubmission.xls.gz,1,edger
GSE85136,sheet-female.cre.vs.gfp from GSE85136_GFP_CRE_comparisons.xls.gz,0,limma
GSE85146,GSE85146_gene_exp.diff.gz,0,cuffdiff
GSE85308,GSE85308_gene_exp.diff.gz,0,cuffdiff
GSE85321,sheet-YAR diff. analysis from GSE85321_Supplemental_Table_5_YAR_RNA_seq_.xls.gz,0,cuffdiff
GSE85328,GSE85328_Leukaemia_MLL-AF9_RingKO.txt.gz,0,deseq
GSE85329,GSE85329_IGF_project_IGF_results.txt.gz,0,deseq2
GSE85374,GSE85374_HP1a_edgeR_1kbwindows.txt.gz,0,edger
GSE85384,sheet-Sheet1 from GSE85384_S5_File._Enrichment_analysis_of_hgDEC._XLS_.xlsx,0,cuffdiff
GSE85385,sheet-H3WT_DMSO_x_K27M_DMSO from GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx,1,unknown
GSE85402,GSE85402_gene_exp.diff.gz,0,cuffdiff
GSE85416,GSE85416_isoform_exp.diff.gz,0,cuffdiff
GSE85423,GSE85423_RNA-seq.results.txt.gz,0,deseq
GSE85442,GSE85442_cuffdiff.tss_group_exp.diff.txt.gz,0,cuffdiff
GSE85443,GSM2267054_N0-1d-10.csv.gz from GSE85443_RAW.tar,0,deseq
GSE85458,GSE85458_Clusters_isoforms_exp.diff.gz,0,cuffdiff
GSE85461,GSE85461_foldchange_iDUX4.csv.gz,1,edger
GSE85475,sheet-KBojanovic_Processed_data_Stres from GSE85475_KBojanovic_Processed_data_Stress.xlsx.gz,0,rockhopper
GSE85516,sheet-Sheet1 from GSE85516_Atrhd6WERGFP_vs_AtWTWERGFP_DE_result.xlsx,0,edger
GSE85535,sheet-ALLResDESeq_T0_vs_IFNg_T3.xls from GSE85535_RAW.tar,1,deseq
GSE85554,GSE85554_deg_and_counts_table_new_read_counts.txt.gz,0,deseq2
GSE85565,GSE85565_Result_Table.csv.gz,0,deseq
GSE85578,sheet-NC_002947_transcripts.txt from GSE85578_KBojanovic_Processed_data_KB1.xlsx,0,unknown
GSE85581,sheet-NC_002947_transcripts.txt from GSE85581_KBojanovic_Processed_data_KB4.xlsx,0,unknown
GSE85627,sheet-Unsorted from GSE85627_mDUX-mESC.xlsx.gz,0,deseq2
GSE85643,GSE85643_isoform_exp.diff.txt.gz,0,cuffdiff
GSE85653,GSE85653_gene_exp.diff.gz,0,cuffdiff
GSE85657,GSE85657_processed_data.txt.gz,1,unknown
