Accession,id,Class,log10_n_pvalues,anticons
GSE86976,sheet-Control vs. Treatment from GSE86976_Control_vs._Treatment.xlsx,anti-conservative,4.165807979003786,anti-conservative
GSE86997,GSE86997_de.csv.gz,anti-conservative,4.394434168598875,anti-conservative
GSE87027,GSE87027_gene_exp.diff.gz,conservative,5.459690962626556,all other classes
GSE87046,GSE87046_Complete_geneList_EdgeR_Zhigang.csv.gz,anti-conservative,4.426364845287927,anti-conservative
GSE87071,GSE87071_T0_T60_gene_exp.diff.gz,conservative,3.3406423775607053,all other classes
GSE87089,sheet-differentially expressed genes from GSE87089_Supplementary_data.xls.gz,anti-conservative,3.960518342780708,anti-conservative
GSE87096,GSE87096_2539382T-VS-2539382N.GeneDiffExp.txt.gz,anti-conservative,4.283798572914993,anti-conservative
GSE87119,GSE87119_DESeq2_RepeatCounts_Macrophages.txt.gz,anti-conservative,3.115943176939055,anti-conservative
GSE87167,GSE87167_all_genes.txt.gz,anti-conservative,4.572453363407562,anti-conservative
GSE87168,GSE87168_Watson_et_al_TOXSCI-16-0457_Diff_Gen_Exp.csv.gz,bimodal,4.310884402343126,all other classes
GSE87181,GSE87181_diffExp_RNA_AtTNeo_vs_Pax7_ribo_EdgeR.txt.gz,conservative,4.381349771059741,all other classes
GSE87183,GSE87183_diffExp_RNA_melano_vs_cortico_EdgeR.txt.gz,other,4.519460459283213,all other classes
GSE87189,GSE87189_Drug2_vs_PBS2.all.gene.result.xls.gz,bimodal,4.242417184417719,all other classes
GSE87213,GSE87213_planktonic_3225vsWT_Genes_DE_results.tsv.gz,bimodal,3.776192514747072,all other classes
GSE87240,GSE87240_gene_expsk.diff.gz,bimodal,4.800228909905183,all other classes
GSE87281,GSE87281_hiPSC_shSMN-1_vs_shCtrl_FDR0.05.sepnames.txt.gz,anti-conservative,3.015778756389041,anti-conservative
GSE87290,GSE87290_PBMC_low_pre_vs_post_gene_exp.diff.gz,bimodal,4.4485826597442495,all other classes
GSE87307,sheet-mRNA processed results from GSE87307_mRNA_processed_results.xlsx,other,4.479215288201371,all other classes
GSE87315,GSE87315_CuffDiff_RNA-seq.csv.gz,bimodal,4.376449204597317,all other classes
GSE87320,GSE87320_edgeR_DE_SE1.txt.gz,other,4.109072080978879,all other classes
GSE87388,GSE87388_gene_exp.diff.gz,bimodal,5.2534058585380095,all other classes
GSE87398,GSE87398_genes_group_exp.diff.gz,bimodal,3.5381965783494542,all other classes
GSE87407,sheet-Sheet1 from GSE87407_PL.vs.SS_-_DeSeq2_-_Differential_expression_results_-_AD_09-26-2016.xlsx,anti-conservative,3.5199591807520685,anti-conservative
GSE87419,sheet-results_CL_condition_new from GSE87419_DESeq2_Figure2_claudin.xlsx,other,4.268414144576543,all other classes
GSE87426,GSE87426_FFAME_PUFA_pre_LPS_vs_post_LPS_gene_exp.diff.gz,conservative,4.901801480044619,all other classes
GSE87441,GSE87441_gene_exp_CTRL_HDAC2-KD_statistics.txt.gz,other,4.366142676814888,all other classes
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz,anti-conservative,3.6466977312993345,anti-conservative
GSE87456,GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,anti-conservative,4.3946617724929284,anti-conservative
GSE87495,GSE87495_results_dds_gencode22.csv.gz,anti-conservative,4.226264711895694,anti-conservative
GSE87508,GSE87508_CD8_normalized.txt.gz,other,4.243955301978741,all other classes
GSE87525,sheet-K9acedgeRpvals-ALL from GSE87525_RNA_K4me3_K9ac_edgeRpvals-ALL.xls.gz,anti-conservative,4.5811414989920385,anti-conservative
GSE87532,GSE87532_gene_exp.diff.name.txt.gz,other,5.608702496710917,all other classes
GSE87550,GSE87550_All_sample_gene_expression_information.txt.gz,bimodal,4.574482699285157,all other classes
GSE87602,GSE87602_IMD4_vs_IMSL.csv.gz,other,4.441538038702161,all other classes
GSE87615,GSE87615_NicoleP_AllComparisons_DE_RPKM_AllData.txt.gz,other,4.404371819465281,all other classes
GSE87617,GSE87617_DOX_vs_Control_DE_RPKM_All.txt.gz,other,4.404371819465281,all other classes
GSE87626,GSE87626_nc_vs_19_gene_exp.diff.gz,conservative,4.401796739888164,all other classes
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,bimodal,4.367579534425915,all other classes
GSE87704,sheet-Sheet1 from GSE87704_Differential_Expression_edgeR.xls.gz,bimodal,4.753996475851211,all other classes
GSE87706,GSE87706_SM_vs_RODI.txt.gz,anti-conservative,3.4434194617828173,anti-conservative
GSE87728,sheet-14h WT cf mtrB from GSE87728_Expression_comparison.xlsx,anti-conservative,3.862667950228588,anti-conservative
GSE87744,GSE87744_mm_cp2l1_rnaseq_limma.txt.gz,anti-conservative,3.980185236947335,anti-conservative
GSE87745,GSE87745_EYFP_rosette_control-IMA1_rosette_control.TMM.txt.gz,other,4.526481433862552,all other classes
GSE87748,GSE87748_RNAseq_stats.txt.gz,bimodal,3.795323764329314,all other classes
GSE87760,GSE87760_Root.TMM.txt.gz,other,4.526481433862552,all other classes
GSE87799,sheet-Limma_Results from GSE87799_Supplementary_Table_1.xlsx.gz,anti-conservative,4.138902399933594,anti-conservative
GSE87808,GSE87808_diffExp_Slc7a5_Cerebellum_allGenes.txt.gz,other,4.380319801762641,all other classes
GSE87821,GSE87821_ZHBTC4.nucRNAseq.DESeq2_Results.txt.gz,anti-conservative,4.296467738800115,anti-conservative
GSE87824,sheet-Sheet1 from GSE87824_processed_data.xlsx,bimodal,4.268882058732568,all other classes
GSE87848,sheet-all from GSE87848_gene_exp_final.xls.gz,conservative,4.639775258839238,all other classes
GSE87855,GSE87855_gene_exp.diff.gz,bimodal,4.4194600727860704,all other classes
GSE87862,GSE87862_gene_exp.diff.gz,bimodal,5.450812401652624,all other classes
GSE87890,GSE87890_vglut3_csv.csv.gz,other,4.565930421180956,all other classes
GSE87916,sheet-S15207 from GSE87916_S15207_DeSeq.xlsx,other,4.367654046647408,all other classes
GSE88700,GSE88700_gene_exp.diff.gz,bimodal,4.539615493825413,all other classes
GSE88710,GSE88710_Campylobacter.diffGeneExpr.txt.gz,other,4.782966836578116,all other classes
GSE88735,GSE88735_genes.edgeR_results.txt.gz,anti-conservative,4.041905639223649,anti-conservative
GSE88819,GSE88819_Tug1_Tissues_Summary_diffData.tab.gz,bimodal,5.328836086287675,all other classes
GSE88830,GSE88830_genes_differential_Naive_1-LEC_d3.txt.gz,anti-conservative,4.224040738627695,anti-conservative
GSE88856,sheet-pair.3.output from GSE88856_mouse.epithelium.rosevsJNK.susp.xlsx.gz,bimodal,4.491739785689497,all other classes
GSE88918,GSE88918_control-vs-BDE-47.compare.txt.gz,anti-conservative,5.0960475168766,anti-conservative
GSE88951,GSE88951_res_genes_CA.csv.gz,anti-conservative,3.9829492885744986,anti-conservative
GSE88956,sheet-DE2output from GSE88956_GEO_RNASeq_processed.xlsx,other,4.275472601069419,all other classes
GSE88970,sheet-4P_05_WT_vs_KO_results from GSE88970_Whsc1_proB_DE.xlsx,other,4.433465801372291,all other classes
GSE88985,GSE88985_DEseq_WT_Rhamnose_vs_dPdr-1_Rhamnose.csv.gz,anti-conservative,3.965577957910528,anti-conservative
GSE89004,sheet-Group_Group1-VS-Group2_DE.annot from GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,anti-conservative,3.799547307125615,anti-conservative
GSE89024,GSE89024_DESeq2_output_from_HTSeq_counts_controlling_for_rat.txt.gz,other,4.107650826146487,all other classes
GSE89106,"sheet-S2C, AC2P36 vs DMSO pH 5.7 from GSE89106_Table_S2.xlsx",anti-conservative,3.607025878434786,anti-conservative
GSE89110,GSE89110_RNAseq_shPFKB4_p53_logFC.txt.gz,bimodal,4.349685397810314,all other classes
GSE89113,GSE89113_T40_vs_T45.A3SS.MATS.JunctionCountOnly.txt.gz,bimodal,3.4967913157000425,all other classes
GSE89115,sheet-DEG_setC_setE from GSE89115_DEG.xls.gz,other,4.544849071703771,all other classes
GSE89134,GSE89134_Foxo1NPDay8VsControlNPDay8.txt.gz,anti-conservative,4.036868329981055,anti-conservative
GSE89165,GSE89165_expression_table.txt.gz,other,4.822338101151007,all other classes
GSE89168,GSE89168_36hpupalCNS_WT_dStimKD_CuffDiff.txt.gz,bimodal,4.145786670174155,all other classes
GSE89200,GSE89200_Processed_data_file.csv.gz,bimodal,3.3404441148401185,all other classes
GSE89210,GSE89210_RNA-seq_WTandEEDnull_ESCandAntNPC_2.txt.gz,bimodal,4.327420242220971,all other classes
GSE89219,GSE89219_mouse_gene_exp_diff.txt.gz,other,6.336266559936844,all other classes
GSE89238,GSE89238_SET2_KO_DESeq2_output.txt.gz,anti-conservative,3.82210266864692,anti-conservative
GSE89242,GSE89242_PE_Lhx5_-109_nullAntNPC_vs_WTAntNPC.txt.gz,other,4.666574135693451,all other classes
GSE89245,GSE89245_2hr_gene_exp.diff.gz,conservative,4.988108376787225,all other classes
GSE89260,GSE89260_piwi.rnaseq.repenrich.edgeR.txt.gz,anti-conservative,2.369215857410143,anti-conservative
GSE89271,GSE89271_de_foxn4_crispr_3_mcis.txt.gz,bimodal,4.360044045322261,all other classes
GSE89272,GSE89272_DESeq2.WTO-WTY.csv.gz,other,4.355757927746179,all other classes
GSE89305,GSE89305_13f_edgeR_counts_by_Rhimi_id.txt.ph_13f_alone_vs_ph_13f_wb.edgeR.DE_results.txt.gz,other,3.9869507878585164,all other classes
GSE89319,GSE89319_7hpf_gene_exp.diff.gz,conservative,4.510987122067562,all other classes
GSE89412,GSE89412_geneFpkm.exon.glm.group.sig.0.01.LogFc.1.csv.gz,conservative,4.041590046889366,all other classes
GSE89479,GSE89479_hPSC_amnion_processed_data.txt.gz,bimodal,4.365244562017571,all other classes
GSE89504,GSE89504_TSS_groups_exp.tabular.txt.gz,bimodal,3.5402042998420598,all other classes
GSE89507,GSE89507_ST2_0min_NA114.txt.gz,other,3.7013952690139202,all other classes
GSE89511,GSE89511_diff.geneFpkm.exon.glm.LogFc.0.exc.Gapdh.RPMI8226_MCL1.txt.gz,anti-conservative,4.175366831061349,anti-conservative
GSE89549,sheet-gene_exp from GSE89549_gene_exp.xlsx,bimodal,4.574887431035099,all other classes
GSE89572,GSE89572_24h_DEGs.txt.gz,conservative,4.628664747176766,all other classes
GSE89588,sheet-hskmc_DESeq_significant from GSE89588_SupplementalTable_S4.xlsx.gz,anti-conservative,4.089198366805149,anti-conservative
GSE89627,GSE89627_DESeq_interaction_term_combined_GLM_results.txt.gz,other,4.419261643991009,all other classes
GSE89647,sheet-Diff siPTH2R vs siControl from GSE89647_processed_data.xlsx,other,4.12437378648463,all other classes
GSE89665,GSE89665_COMP1_DE_Table.txt.gz,other,4.3308802877944315,all other classes
GSE89700,sheet-EdgeR_Results from GSE89700_DE.MCF7_T47D.comparison.xls.gz,anti-conservative,4.417372034852321,anti-conservative
GSE89736,GSE89736_WT_vs_Cdk8Tg_gene_exp.txt.gz,bimodal,4.368324081979958,all other classes
GSE89737,GSE89737_Ntsr1_AAV9_vTRAP_IPvInput.txt.gz,other,4.281147042024427,all other classes
GSE89764,GSE89764_igenomes_comprehensive_TRANSCRIPTS_counts_DM-VS-SM.glmLRT.txt.gz,bimodal,4.738154025307703,all other classes
GSE89773,GSE89773_combined_expression_table.txt.gz,anti-conservative,3.8260748027008264,anti-conservative
GSE89783,sheet-tm1473_NGM.vs.N2_NGM from GSE89783_N2_NGM_vs_tm1473_NGM.xlsx,bimodal,4.276392863069535,all other classes
GSE89787,GSE89787_gene_exp.diff.gz,bimodal,4.402742709510491,all other classes
GSE89796,GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,bimodal,4.4979657387799,all other classes
GSE89823,sheet-TKOCISvsTKOPBS.csv from GSE89823_Dataset1_DEG.xlsx,other,4.315466523495654,all other classes
GSE89857,GSE89857_gene_exp.diff.gz,bimodal,4.968020388828351,all other classes
GSE89863,GSE89863_edgeR_output.txt.gz,anti-conservative,4.441380884916511,anti-conservative
GSE89885,GSE89885_frm_gene_exp.diff.txt.gz,other,5.815612278011269,all other classes
GSE89888,GSE89888_resVeh_WTvY537S_MCF7.csv.gz,anti-conservative,4.358182400479401,anti-conservative
GSE89940,GSE89940_polyA_DoubleKO_vs_Parental_edgeR.txt.gz,anti-conservative,4.105714510570921,anti-conservative
GSE89942,GSE89942_wholeT.FH_WT_vs_Parental.edgeR.txt.gz,anti-conservative,4.178228510935771,anti-conservative
GSE89950,GSE89950_HTNV_vs_Co60.DiffGeneExp.xls.gz,other,4.086929024048365,all other classes
GSE89964,GSE89964_brpT_WTanalysis.txt.gz,anti-conservative,3.38147609027503,anti-conservative
GSE90021,GSE90021_ssx_0351-VS-WT.txt.gz,anti-conservative,3.3651134316275773,anti-conservative
GSE90022,GSE90022_gene_exp.diff.gz,bimodal,4.3979400086720375,all other classes
GSE90036,sheet-Sheet1 from GSE90036_ARX_rnaseq.xlsx,other,4.549946887976733,all other classes
GSE90089,GSE90089_Table_S5.txt.gz,bimodal,3.9457639231111736,all other classes
GSE90101,GSE90101_DOPP4.csv.gz,other,4.3646260289550405,all other classes
GSE90111,GSE90111_DESeq2_PANC1_4SC-202_vs_DMSO.csv.gz,other,4.286209386066009,all other classes
GSE90113,GSE90113_S48T_vs_S48C.txt.gz,other,4.047391702200444,all other classes
GSE90160,GSE90160_edger_results.txt.gz,conservative,4.668413874662301,all other classes
GSE90166,GSE90166_gene_exp_all.xls.txt.gz,bimodal,3.3059958827708047,all other classes
GSE90469,GSE90469_hDA_ribo.csv.gz,other,4.060130999531045,all other classes
GSE90519,GSE90519_control-vs-prpf8-sleuth.csv.gz,anti-conservative,4.83277068782252,anti-conservative
GSE90523,GSE90523_IMR-32_wild_type_vs_GAS5_si.txt.gz,other,4.625384484356541,all other classes
GSE90533,sheet-PROX1_HDAC3_genes_all_ from GSE90533_Cuffdiff_HDAC3_KO_PROX1_KD.xlsx,bimodal,4.383042999305744,all other classes
GSE90566,GSE90566_DESeq2_A549_siKLF10_vs_Cont.csv.gz,bimodal,4.331042436293782,all other classes
GSE90595,sheet-Uninjured Mix vs. D6m-20dpa from GSE90595_Uninjured_vs._Dusp6_mut_20dpa.xlsx,bimodal,4.496763643937192,all other classes
GSE90637,GSE90637_DGE_analysis.txt.gz,conservative,4.529468853944326,all other classes
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,anti-conservative,4.348888723071438,anti-conservative
GSE90731,GSE90731_3T3-L1_GFPvsPGRMC2_RNAseq_read_counts.txt.gz,bimodal,4.383725626444643,all other classes
GSE90744,GSE90744_LyGvsLY_glmEdgR.txt.gz,anti-conservative,4.044578954876613,anti-conservative
GSE90781,GSE90781_H1299.shYEATS2-shCtrl.edgeR.txt.gz,anti-conservative,4.102982230518263,anti-conservative
GSE90817,GSE90817_DESeq2_0CUT_cu00ce25vscu10ce25_001.csv.gz,anti-conservative,3.688864568054792,anti-conservative
GSE90876,GSE90876_Cuffdiff_PSM_vs_SM.txt.gz,conservative,4.366833708239003,all other classes
GSE90889,sheet-Vehicle Vs NAM from GSE90889_geo_hiPSC-RPE_Vehicle_vs_NAM.xlsx,other,4.285287197369398,all other classes
GSE90899,sheet-Genes from GSE90899_RAW.tar,bimodal,4.431299419469352,all other classes
GSE90906,GSE90906_RNAseq.limma.NPC-WT.tab.gz,anti-conservative,4.15839265038712,anti-conservative
GSE90921,GSE90921_deseq_res.txt.gz,other,4.480538699921856,all other classes
GSE90925,GSE90925_gene_exp.diff.gz,bimodal,4.533136288278639,all other classes
GSE90950,sheet-Galaxy273-(Cuffdiff_on_data_252 from GSE90950_Panc.10.05.xlsx,conservative,4.455149521179828,all other classes
GSE90969,sheet-Sheet1 from GSE90969_Master_Deseq_EMC3_AT2.xlsx,other,4.370031712709581,all other classes
GSE90974,GSE90974_DESeq2_Gene_Sv_24v48.txt.gz,other,4.11634203918834,all other classes
GSE90977,sheet-120 dpi from GSE90977_RNA_seq_COMPLETE_4_4_SETS_DEFINITIVE.xlsx.gz,anti-conservative,4.197914303318418,anti-conservative
GSE91000,GSE91000_gene_exp.diff.gz,bimodal,4.36707624226875,all other classes
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,bimodal,3.702171950857711,all other classes
GSE91019,GSM2419832_LPS_rep1_gene_exp.diff.gz from GSE91019_RAW.tar,conservative,4.800249547844784,all other classes
GSE91020,GSM2419836_Pam2CSK4_rep1_gene_exp.diff.gz from GSE91020_RAW.tar,conservative,4.800249547844784,all other classes
GSE91039,sheet-HighSaltFoodvs.HighSaltNoFood from GSE91039_OsmoticStarvationArrest_Results_edgeRexact.xlsx,other,4.204825138405017,all other classes
GSE91059,"sheet-Galaxy39-(Cuffdiff_on_data_14,_ from GSE91059_CER_Indian_vs_Chinese_origin_Cuffdiff_differential_gene_expression.xlsx",conservative,4.480667947821794,all other classes
GSE91060,sheet-E11 vs. E16 from GSE91060_E11_vs._E16.xls.gz,bimodal,4.29965980886702,all other classes
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,bimodal,4.3867842398736805,all other classes
GSE91187,sheet-Sheet1 from GSE91187_macrophage_edgeR_tgw_rslt.xlsx.gz,anti-conservative,4.691143403420095,anti-conservative
GSE91388,GSE91388_DESeq2_output.txt.gz,anti-conservative,4.18130038026682,anti-conservative
GSE91400,GSE91400_gene_exp.diff.gz,conservative,5.6961361272348725,all other classes
GSE92246,GSE92246_gene_exp.diff.gz,bimodal,3.846089580357984,all other classes
GSE92283,GSE92283_XX_d43_gene_exp.diff.gz,bimodal,4.390599546802992,all other classes
GSE92345,GSE92345_HEK_I_pqvalues.poisson.txt.gz,bimodal,4.611181429294439,all other classes
GSE92448,sheet-CO441mock1d vs. CO441mock2d... from GSE92448_DGE_analysis.xlsx,other,4.799850373768691,all other classes
GSE92486,GSE92486_Differential_Gene_expression_Analysis_results_DRold-vs-ALold.txt.gz,bimodal,4.228990310840723,all other classes
GSE92506,GSE92506_DEseq2_wholeTable.txt.gz,anti-conservative,4.377288033635704,anti-conservative
GSE92535,GSE92535_differential_expression_day4.75.diff.gz,bimodal,5.157402364582963,all other classes
GSE92539,sheet-E16_5_RNAseq from GSE92539_RNAseq_edgeR_E16_5_3xKO_4xCtrl.xlsx,other,4.473340964185935,all other classes
GSE92611,GSE92611_2h_gene_exp.diff.gz,bimodal,4.5260160213407525,all other classes
GSE92620,GSE92620_J2EvsKLF3_RNA-seq.csv.gz,bimodal,4.3675236418690195,all other classes
GSE92641,sheet-Sheet1 from GSE92641_Uhrf1_gene_exp.xlsx,bimodal,4.368324081979958,all other classes
GSE92651,GSE92651_RT112_Control_RT112_Resistant_5uM_BGJ_CDT_differential_gene_exp.diff.gz,conservative,4.373206340142947,all other classes
GSE92720,sheet-Control H3.3KD#2 upload.anno from GSE92720_Control_H32.xls.gz,other,4.267429880814005,all other classes
GSE92760,GSE92760_DESeq_distal_vs_middle.txt.gz,bimodal,4.36608659902,all other classes
GSE92874,GSE92874_RNA.txt.gz,bimodal,4.3861599587276565,all other classes
GSE92882,GSE92882_DiffBindResults.txt.gz,other,3.413467412985825,all other classes
GSE92887,GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,conservative,4.663446491849528,all other classes
GSE92936,GSE92936_gene_exp.diff.gz,conservative,4.609274172404588,all other classes
GSE92954,GSE92954_WM193Stv.txt.gz,conservative,4.669763035368028,all other classes
GSE92971,GSE92971_run1513_gencode_limma_earlyFGFvsControl_gene_diff_rawcnt.txt.gz,other,4.24809593109413,all other classes
GSE92989,GSE92989_Drought_3_days.txt.gz,bimodal,5.107108169948554,all other classes
GSE92992,GSE92992_Tr1_RNAseq_mcolVsd.txt.gz,other,4.196314385353599,all other classes
GSE93000,GSE93000_NZ_CP009706_transcripts.txt.gz,anti-conservative,3.722057771331464,anti-conservative
GSE93021,sheet-LL-YY from GSE93021_DSP-TP_LL-YY_FPKM.xlsx,other,4.24064907462068,all other classes
GSE93056,GSE93056_MadC_L_vs_MadC_D.txt.gz,anti-conservative,3.9750179976328828,anti-conservative
GSE93102,GSE93102_D39_625AA_VS_D39_WT_UT.csv.gz,other,3.345569756056392,all other classes
GSE93206,sheet-S16045 from GSE93206_Processed_data_files.xlsx,other,4.542476856009627,all other classes
GSE93279,GSE93279_DEA_results.txt.gz,anti-conservative,5.141292960081593,anti-conservative
GSE93280,GSE93280_gene_exp.diff.gz,conservative,5.20686094187247,all other classes
GSE93292,GSE93292_ALL_gene_diff_exp.txt.gz,bimodal,4.421455846690445,all other classes
GSE93297,GSE93297_Pt-control-1-VS-Pt-grazing-1.GeneDiffExp.txt.gz,other,4.002856926061121,all other classes
GSE93306,GSE93306_E14.5_MUT_WT_FPKM.txt.gz,other,4.127525924587694,all other classes
GSE93313,GSE93313_DESeq_2DvsTranswell.txt.gz,bimodal,4.235275876687052,all other classes
GSE93314,GSE93314_E10_S_vs_G1_0.085_.txt.gz,conservative,4.382701282954905,all other classes
GSE93318,GSE93318_Deseq2_OHTvsCtl.txt.gz,anti-conservative,3.5154764413823756,anti-conservative
GSE93339,GSE93339_e125_Yap-mt_lung_all_genes.txt.gz,bimodal,4.3874254227882314,all other classes
GSE93352,GSE93352_non-normalized.txt.gz,anti-conservative,4.675072268545649,anti-conservative
GSE93357,GSE93357_Cuffdiff_output.txt.gz,bimodal,4.367057590612843,all other classes
GSE93385,GSE93385_gene_exp.diff.gz,bimodal,5.597366050266028,all other classes
GSE93386,GSE93386_CART_AML_results.txt.gz,anti-conservative,4.241446860345646,anti-conservative
GSE93526,GSE93526_DESeq2results_D1_1000_MAC.csv.gz,other,4.381313673105942,all other classes
GSE93540,sheet-DE2output from GSE93540_YC_processed.xlsx.gz,other,4.41237653650371,all other classes
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,anti-conservative,3.702775077901044,anti-conservative
GSE93566,GSE93566_DGE_P14.txt.gz,other,4.319460016046888,all other classes
GSE93574,GSE93574_res_dds_LEKU_vs_LE.csv.gz,anti-conservative,4.289098199056617,anti-conservative
GSE93604,sheet-DATA from GSE93604_Regulation.xlsx,bimodal,4.366703056869286,all other classes
GSE93614,GSE93614_Air_Eth_Results.txt.gz,anti-conservative,3.5560611590095323,anti-conservative
GSE93620,GSE93620_gene_exp.diff.gz,conservative,4.373187949912719,all other classes
GSE93656,sheet-CTRL vs. GTLD from GSE93656_CTRL_vs._GTLD_whole_list.xlsx,other,4.761709885123603,all other classes
GSE93670,GSE93670_DESeq2_genes_diffexp_by_fc_mLN_iFRC_vs_pLN_iFRC.csv.gz,anti-conservative,4.173739713951887,anti-conservative
GSE93672,GSE93672_protein_coding_differential_expression_PSCvs293.txt.gz,anti-conservative,4.172018809424556,anti-conservative
GSE93674,GSE93674_wt_rgc_vs_single_ko_rgc.sort.primary.dedup.deseq.txt.gz,other,4.4235080103454925,all other classes
GSE93681,GSE93681_IRF2.sgRNA_vs_Control.sgRNA.txt.gz,anti-conservative,4.259068011762318,anti-conservative
GSE93682,GSM2460428_Control_rep2_RNA_seq_AS_analysis.txt.gz from GSE93682_RAW.tar,conservative,4.356083249147294,all other classes
GSE93684,GSE93684_S1-1A-vs-R1-1A.compare.txt.gz,anti-conservative,4.937969002951453,anti-conservative
GSE93686,GSE93686_plankvsbioraw.csv.gz,bimodal,3.574147064150723,all other classes
GSE93699,GSE93699_Body_Female_XXYcongo.csv.gz,other,4.1531133315106095,all other classes
GSE93709,GSE93709_EBV-Ramos.txt.gz,conservative,4.803607317322607,all other classes
GSE93743,GSE93743_gene_exp.diff.gz,bimodal,5.440468269822149,all other classes
GSE93748,sheet-Sheet1 from GSE93748_shTAZ_in_DU145_proceeded_data.xlsx,other,4.2987875999442355,all other classes
GSE93755,GSE93755_DN2_ATAC_sgCtrl_sgPU1.edgeR_diff_expression.txt.gz,bimodal,5.019245105111287,all other classes
GSE93758,sheet-Sheet1 from GSE93758_CountData_AllGenes.xlsx,anti-conservative,4.146902869928199,anti-conservative
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,bimodal,4.337339439388419,all other classes
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,anti-conservative,4.218088902860845,anti-conservative
GSE93866,sheet-gene_exp from GSE93866_IDOE_GENE_EXPRESSION.xlsx,bimodal,4.36839846657925,all other classes
GSE93870,sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana from GSE93870_processed_file.xlsx,other,4.476309814106365,all other classes
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,anti-conservative,4.105578304052037,anti-conservative
GSE93894,GSE93894_SLX085-02-v4.604mvs604p.complete.xls.gz,other,3.762528522447,all other classes
GSE93961,sheet-output from GSE93961_output.xlsx,other,4.570204244943991,all other classes
GSE93990,GSE93990_gene_exp.diff.gz,conservative,4.075911761482778,all other classes
GSE94017,sheet-ATO_versus_control_diff_C2 RA3  from GSE94017_ATO_versus_control_diff.xlsx,other,4.239799818447099,all other classes
GSE94020,GSE94020_Hormogonium_Development_Time_Course.txt.gz,other,3.8511971761741606,all other classes
GSE94036,GSE94036_PR_EPC_vs_EPC.txt.gz,anti-conservative,4.144667594231179,anti-conservative
GSE94118,GSE94118_DifferentialExpression.csv.gz,bimodal,4.341177235247365,all other classes
GSE94120,GSE94120_SKNSHpos_rel_abundance_1x1.txt.gz,conservative,4.366329550519106,all other classes
GSE94124,sheet-18°C from GSE94124_Processed_data-all_genes.xlsx,other,3.4539295920577286,all other classes
GSE94153,GSE94153_erythroidS34vswt_A3SS.MATS.JunctionCountOnly.txt.gz,bimodal,3.7816835845073506,all other classes
GSE94252,GSE94252_gene_exp.diff.gz,bimodal,4.909828714780873,all other classes
GSE94263,GSE94263_c2c3_comparision_DE_EdgeR_Alldata.csv.gz,conservative,4.160948480864697,all other classes
GSE94264,GSE94264_ATRWTKO_tumor_nowt1ko1_DE_EdgeR.csv.gz,other,4.126521025543412,all other classes
GSE94271,GSE94271_BM_HPC.csv.gz,other,4.106904498935643,all other classes
GSE94280,GSE94280_DESeq2_results_Y_vs_O.txt.gz,other,4.479359332806972,all other classes
GSE94335,GSE94335_Differential_expression_BUD_vs_vehicle_asthma.txt.gz,anti-conservative,4.764825966455619,anti-conservative
GSE94377,GSE94377_alltags-edgeR.csv.gz,bimodal,4.456396402310686,all other classes
GSE94390,sheet-Named Genes from GSE94390_gene_expression.xls.gz,bimodal,4.81647330376525,all other classes
GSE94394,sheet-E12R027_exactTest from GSE94394_E12R027_genelists.xlsx,anti-conservative,3.9116901587538613,anti-conservative
GSE94442,GSE94442_edgeR_BR_all.txt.gz,anti-conservative,4.475467792116027,anti-conservative
GSE94454,"sheet-10 min 0.3 µM treatment, exp 1 from GSE94454_Deseq_poststall_analysis.xlsx",other,4.050418427245135,all other classes
GSE94463,GSE94463_Table_splicing_defect_all.csv.gz,bimodal,4.289744985155116,all other classes
GSE94479,GSE94479_Deseq_G2MvsG0G1.txt.gz,other,4.32395300754292,all other classes
GSE94482,GSE94482_gene_exp.diff.gz,bimodal,5.689276885346763,all other classes
GSE94486,GSM2476330_p127RNA-seq_cuffdiff_out_2_gene_exp.diff.gz from GSE94486_RAW.tar,bimodal,5.002865554914041,all other classes
GSE94488,GSE94488_RNA-gene_exp.diff.gz,bimodal,5.9880199904133,all other classes
GSE94501,GSE94501_cuffdiff_gene_exp_diff.txt.gz,other,4.415807727635543,all other classes
GSE94512,GSE94512_NaPi_vs_Lys.txt.gz,anti-conservative,3.4459154139511234,anti-conservative
GSE94544,GSM2477949_EAC2_vs_Control_gene_exp.diff.gz from GSE94544_RAW.tar,bimodal,4.373187949912719,all other classes
