Date Received,Request Number,Requester Category,Request Description
28-Jan-19,R1667,Journalist,"Under the FOI Act 2014, I am seeking the following:  - a spreadsheet/database of costs associated with the centenary sitting of D il ireann. This should include, but is not limited to, details on the following:  a/ venue costs,  b/ security costs,  c/ broadcasting costs,  d/ simultaneous translation costs,  e/ entertainment, catering, and hospitality costs,  f/ venue design and construction costs, decoration costs,  g/ visual display systems costs, h/ staffing costs (including additional overtime, compensatory leave, gratuity or any other non-standard costs),  i/ reporting costs (costs of producing special centenary official report etc),  j/ publicity costs,  k/ graphic design costs,  l/ promotional material - itemised,  m/ any other category of costs related to the centenary sitting not listed above. "
22-Jan-19,R1660,Journalist,"Under the Freedom of Information Act 2014, I am seeking the release of minutes of any correspondence between Airbnb and members of the Oireachtas Committee on Housing, Planning, Community and Local Government regarding short-term letting regulations between 1 September 2018 and 31 September 2018. "
21-Jan-19,R1659,Journalist,"Under the Freedom of Information Act 2014, I am requesting the release of details regarding expenses incurred by the Cathaoirleach's visit abroad last year for St Patrick's Day, specifically  1. The cost of travel and accommodation for the Cathaoirleach 2. The cost of travel and accommodation for any advisers or other staff for the Cathaoirleach 3. The cost of any gifts (including shamrock) incurred by the office of the Cathaoirleach's for the trip "
21-Jan-19,R1658,Journalist,"Under the Freedom of Information Act 2014, I am requesting the release of details regarding expenses incurred by the Ceann Comhairle's visit abroad last year for St Patrick's Day, specifically  1. The cost of travel and accommodation for the Ceann Comhairle  2. The cost of travel and accommodation for any advisers or other staff for the Ceann Comhairle  3. The cost of any gifts (including shamrock) incurred by the office of the Ceann Comhairle for the trip "
21-Jan-19,R1657,Journalist,I am making this request under the Freedom of Information Act for the following records:  1. A list of all parliamentary assistants (PAs) and secretarial assistants (SAs) employed by TDs and Senators in December 2018 and to date in 2019. 2. The information should include the names of the PAs and SAs. 3. The information should specify if they have served as county councillors during their period of employment as a PA and SAs. 4. I am also seeking details of the pay scales that applied to PAs and SAs in each of the years 2018 and to date in 2019.  
21-Jan-19,R1654,Journalist,"Under the FOI Act 2014, I am seeking the following: 1. copies of any general records held relating to the payment of expenses to 'ex-pat' TDs or Senators during lifetime of current D il & Seanad. 2. copies of any correspondence between the Oireachtas and Senator Billy Lawless relating to the claiming of expenses during the same period. "
17-Jan-19,R1653,Private Individual,"Any correspondence to and from [?..] containing the words ""Scientology"", ""Nascon"", ""Drug Free World"" (or ""DFW"") and/or ""Truth about Drugs"". "
16-Jan-19,R1652,Private Individual,Correspondence mentioning Scientology within the Library and Research Service and the Records Management Unit since January 2017.
09-Jan-19,R1649,Private Individual,Can you give me a full breakdown of the salary and allowances of Frances Black
04-Jan-19,R1647,Journalist,"Under the Freedom of Information Act 2014, I wish to request a breakdown of all printing requests by members of the Oireachtas for the calendar year 2018 broken down by member, type (eg newsletter, Christmas card etc) and quantity of printing and related cost. "
24-Dec-18,R1645,Private Individual,"Under FOI Act 2014 I would like a list of the destination and travel dates of all members of Inter-parliamentary friendships groups, or other cross party group travel that the Ceann Comhairle is aware of and or the inter-parliamentary unit assisted in arranging. (in 2017). "
19-Dec-18,R1642,Journalist,copies of any records held relating to the problem of late starting of business in the Houses of the Oireachtas due to insufficient numbers of members in attendance for sittings to be quorate. This request to cover the period 1 January 2018 to the date of receipt of this request.  
10-Dec-18,R1640,Journalist,All correspondence relating to disputed or refused reconciliation applications by members of the Oireachtas.  I wish for my request to cover the period from 1/6/2017 – 6/12/2018. 
06-Dec-18,R1638,Journalist,"Under the FOI Act 2014, I am seeking copies of the following:  1. copy of the subsistence claim and hotel bill for Pat The Cope Gallagher relating to visit to Geneva from 24.03 to 29.03 this year. 2. copy of the subsistence claim and hotel bill for Tom Neville relating to visit to Geneva from 24.03 to 29.03 this year. 3. copy of the itinerary for bilateral to Morocco in May 2018. The names of the hotels used during the trip. 4. copy of the itinerary for bilateral to UAE in Oct/Nov 2018. The names of the hotels used during the trip. 5. copy of the itinerary for friendship group trip to Canada in Sept 2018. Copy of hotel receipts relating to that trip. 6. copy of the itinerary for friendship group trip to Zagreb in Oct 2018. The names of the hotels used during the trip. 7. copy of hotel bill associated with trip by Joan Burton & Gerard Horkan to Washington in April 2018. "
05-Dec-18,R1637,Journalist,Expenses claimed from January 2018 [up to date] for Deputies Joe Carey FG; Dr Michael Harty IND; Timmy Dooley FF; and Senator Martin Conway FG 
04-Dec-18,R1636,Journalist,a spreadsheet/database/table of all pension/termination/lump sum payments made to former members of the Oireachtas for 2017.  
04-Dec-18,R1635,Journalist,"Copies of all expenses claims for the purchase of mobile phones, including copies of all invoices, submitted to the Houses of the Oireachtas Commission’s One Stop Shop by TDs and Senators from March 1 2016 to date December 3 2018"
03-Dec-18,R1634,Other,"In accordance with section 12 of the Freedom of Information Act 2014, I wish to request access to the following records that I believe to be held by your organisation:  The contracts awarded and decision making process for the supply of Printing Equipment for the Houses of the Oireachtas Print Facility which includes a 4 Colour Printing Press, Folding Machines, Guillotines; and the Installation and Maintenance of same. (Tender Ref. No. 2018/1001) "
29-Nov-18,R1633,Journalist,"I am making a request under the Freedom of Information Act for the following:  * Details of all costs incurred by TDs and Senators printing Christmas Cards and Calendars from October 1 2018 and to November 29, 2018. The information released should include the names of the TDs/Senators involved and the number of items printed  "
29-Nov-18,R1632,Journalist,"1. A copy of the email sent by the OPW press office on Friday November 23, 2018, from [.....] state architect, OPW,  in response to a query from Senan Molony, Irish Daily Mail, forwarded to him (C O’C) by Verona Ni Bhroinn, Communications Office,  Oireachtas, relating to the refurbishment of Leinster House and the discoveries therein of an antique toy/doll, together with negatives  and positives of a family living at Leinster House in the past, with all other materials therein, including links and attachments.  2. copies of all papers, preparatory work, documents and correspondence relating to the refurbishment of Leinster House, including  emails, plans, letters, reports, blueprints, analyses, invoices, bills, tender notices, replies, enquiries, from all sources, within and without  Government and the Oireachtas, including all communications of any kind whatever, not omitting those from the general public.  Timeframe from January 1, 2014 to date of this letter (29/11/2018). "
29-Nov-18,R1631,Journalist,"1. The number of overseas trips taken to date by Oireachtas members since March 1, 2016?  2. What were the dates of the trips?  3. How many members were on each trip and who were they?  4. What was the duration of each trip and its purpose?  5. What costs of each trip were footed by the Irish exchequer and what was the cost to the Irish exchequer of each trip?  6. If single-person visits abroad by the Ceann Comhairle and/or the Cathaoirleach of the Seanad are not included in the data about general Oireachtas overseas trips, could you give me the same information about those, please?  7. I am also keen to receive a breakdown of the expenses claimed by Deputy John Deasy in his capacity as the government's special US envoy since his appointment in 2017. "
27-Nov-18,R1630,Private Individual,"Minutes of Meeting held March 5 2014 Joint Oireachtas Committee on Justice, Defence and Equality"
26-Nov-18,R1629,Journalist,"1. a list of all members and staff who travelled to Australia for official visit in November of this year.  2. the itinerary for each member of the delegation if there were differing itineraries for the members of the delegation.  3. copies of all invoices/receipts associated with the trip to include flights, hotels, subsistence, car hire, translation, internal travel, gifts etc.  4. records relating to any special arrangements made for members of the delegation including local travel in Ireland.  "
23-Nov-18,R1628,Journalist,Under the Freedom of Information Act 2014 I am seeking the following:  All reconciliation forms submitted by Dara Murphy TD as well as correspondence relating to reconciliation from the Deputy.  I wish for my request to cover the period from 1/6/2017 – 23/11/2018.  
20-Nov-18,R1627,Journalist,"1. I wish to request, under the Freedom of Information Act, access to details of all reconciliation days requested by TDs or Senators during 2018 and any additional details provided i.e. reasons and whether they were granted or refused.  2. I also wish to request, under FoI, access to copies of any requests sought by TDs or Senators during 2017 or 2018 as part of a request to change their TAA expense bands. Please also include any correspondence with those seeking to change their bands. "
19-Nov-18,R1626,Journalist,Copies of the letter from Deputy Catherine Martin and the letter from the Seanad Committee on Procedure and Privileges as mentioned in the minutes of the Houses of the Oireachtas Commission meeting of Tuesday 12 June 2018  
19-Nov-18,R1625,Journalist,All correspondent - including emails and letters - between the Association of Former Parliamentarians and the Houses of the Oireachtas Commission in 2017 and 2018.  
12-Nov-18,R1623,Journalist,"Under the Freedom of Information Act 2014, I am requesting the release of an itemised list of any complaints made by any visitors to any of the Dáil's bars or restaurants since January 1 this year, as well as any information about corrective action taken regarding the same.  "
12-Nov-18,R1622,Journalist,"Under the Freedom of Information Act 2014, I am requesting the release of an itemised list of any costs associated with the hosting of an Italian-themed night in the Dáil last Wednesday, November 7, and the release of any internal correspondence regarding the same.  "
12-Nov-18,R1621,Journalist,"Under the Freedom of Information Act 2014, I am seeking the release of data relating to how much the Oireachtas has spent, if anything, on tobacco products between 2013 and the present date, and how many tobacco products have been bought, if any, over the same time period.  "
09-Nov-18,R1619,Journalist,All records relating to requests from members of the Oireachtas seeking to have days they were not present in the Oireachtas reconciled on the register of attendance.  I wish for my request to cover the period from 10/3/2016 – 9/11/2018. 
09-Nov-18,R1618,Journalist,"1. all consultation with staff and members about proposals to use their biometric data for facial recognition purposes.  2. all technical advice provided by contractors or internal staff regarding the development of such a system as outlined at point b/  3. minutes of all meetings at which the processing of special category data was considered.  4. notes and minutes of meetings, or any memo, seeking advice from the Oireachtas Service's Data Protection Officer about such processing.  5. all consultation with the Data Protection Commissioner or its predecessor the Office of the DPC with regard to the above.  6. all consultation/engagement with suppliers of relevant hardware and software or developers of systems for such processing relating to the above. "
09-Nov-18,R1617,Journalist,"Copies of the rules and constitution of each political organisation which applied to the Registrar of Political Parties (Clerk of Dáil Éireann) to be registered in the last two years, or which applied to have its registration renewed in the last two years, or was registered at any time in the last two years but has not applied for renewal. "
07-Nov-18,R1616,Journalist,"1. I wish to request, under the Freedom of Information Act, access to a copy of the Review of the Internship Programme carried out in 2018.  2. I also wish to request, under FoI, access to a copy of any feedback from members during 2018 to the Disability Access Programme. "
01-Nov-18,R1615,Journalist,"Under the FOI Act 2014, I am seeking the following: 1. Records of visits made by TDs and Senators to Saudi Arabia between 2017 and November 2018. 2. Records of planned visits by TD's and Senators to Saudi Arabia over the rest of 2018 and 2019. 3. Records of the reason for each visit 4. Records of the cost of each visit "
01-Nov-18,R1614,Private Individual,"1. I would like a list of all Inter-parliamentary friendships groups, their chairs and or conveners that the Ceann Comhairle is aware of or has approved 2. a list of the foreign  Country/parliament of the 44 inter-parliamentary outgoing visits and 15 incoming delegations that occured in 2017 as referred to in your annual report 2017."
31-Oct-18,R1613,Journalist,"1. The total amount claimed under the special secretarial allowance since 2016. This should be broken down by year.  2. This should also include the amount spent on public relations. This information should include the names of the TDs/Ministers/Senators who hired the companies, the names of the companies and the amount paid to them in 2016, 2017 and 2018. "
30-Oct-18,R1612,Journalist,"I wish to be supplied with the following:  - The number of complaints of bullying, harassment or sexual harassment received by the Oireachtas over the last eight years. This information should be broken down by year, it should include the number of complaints, the nature of the allegations and the outcomes of any subsequent investigations.  - If possible, can you also please clarify if any of the individuals involved are elected representatives. "
30-Oct-18,R1611,Journalist,"Under the FOI Act 2014, I am seeking the following: - a spreadsheet of all travel (overseas) undertaken by members of the Oireachtas in period 7 March 2018 to date of receipt of this request to include name of member, destination, date of travel, flight costs, hotel costs, subsistence and any other incidental costs. "
25-Oct-18,R1610,Journalist,1. Records concerning the amount of overtime paid to parliamentary assistants and secretarial assistants by members of the 32nd Dail and 25 Seanad between 1 January 2017 and 31 December 2017. Please include a breakdown of the total hours claimed and total overtime paid per individual. Please exclude personal information. 
24-Oct-18,R1608,Journalist,"1. I wish to request, under the Freedom of Information Act, access to a copy of any correspondence during 2018 between the Oireachtas and the Association of Former Parliamentarians. "
23-Oct-18,R1607,Journalist,"1. The five days of the year when the Dáil bar took in the most money, listed with the date, the number of drinks sold each day, and the total amount earned on each day  2. The total amount spent in the Dáil bar between 1 January and 19 October 2018 and the total number of drinks sold.  3. The top 5 most popular drinks sold in the Dáil bar, including the number of individual drinks sold this year, plus the amount each drink costs  4. The amount of money still outstanding on all Dáil bar tabs as of 19 October 2018. "
23-Oct-18,R1606,Private Individual,"1. In light of the recent announcement of a staff harassment helpline to be established in Leinster House, we would like to know how many sexual harassment cases were reported that prompted this new initiative? 2. How many of these cases were referred to An Garda Síochana?  3. How many of these cases were subsequently processed?  4. Could we see the reports filed in relation to the new helpline? We look forward to hearing from you. "
16-Oct-18,R1605,Journalist,"Under the FOI Act 2014, I am seeking the following: a table of all expenditure under the special secretarial allowance scheme in period between 1 June 2018 and 31 August 2018. - copies of receipts/invoices relating to the above. D2"
15-Oct-18,R1604,Journalist,"Under the FOI Act 2014, I am seeking the following:  a copy of the following presentation delivered in July to the Commission:  (i) Presentation from the Commissioner for Data Protection The Commission received a presentation from the Commissioner for Data Protection on GDPR implementation and the obligations of members of the Houses in processing personal data in the course of their constituency work. "
15-Oct-18,R1603,Journalist,"Under the FOI Act 2014, I am seeking the following: - a copy of the following records: (c) Request from the Association of Former Parliamentarians. The Commission requested the Service to prepare a paper for its consideration on the matters raised. For avoidance of doubt, these are referenced in minutes of Commission meeting of July. "
15-Oct-18,R1602,Journalist,"Under the FOI Act 2014, I am seeking the following: 1. - copies of any correspondence received by the Oireachtas from members or political parties/groups regarding difficulties in securing hotel/similar accommodation at a reasonable price in Dublin. This request to cover the period 1 January 2017 to date of receipt of this request. 2. - copies of any records held relating to travel and accommodation allowance and whether it is sufficient to cover the cost of accommodation in Dublin. This request to cover the period 1 January 2017 to date of receipt of this request. "
11-Oct-18,R1601,Private Individual,"I understand that under the standing rules of the Dail a TD can make a complaint to the Office of the Ceann Comhairle if they are dissatisfied with replies received to PQ's that they have tabled.  I would like copies of all complaints, follow up correspondence and decisions on complaints since the beginning of this year.  I make this request under the FOI Act 2018. "
09-Oct-18,R1600,Journalist,"1. all records relating to the procurement, manufacturing, ordering, purchasing and sales of Houses of the Oireachtas-branded items and memorabilia, including pens, bags, badges, clothing, umbrellas, ties, wine, etc., during the years 2011 to present.  - the types of items purchased / ordered, - the cost of purchasing,  - cost price of each item,  - the sales per item, per year  "
05-Sept-18,R1594,Private Individual,"I wish to make an FOI regarding the former Governor of the Central Bank [....]; whether he was interviewed in writing or in public session or whether he gave evidence whether in person or in writing to Public Accounts Committee investigating banking.  In particular, I seek all records and documents including advices and submissions concerning former Governor of the Central Bank [.......], whether he was considered as an appropriate witness, if not why not, if considered appropriate was he called as a witness, if not why not, or whether he was intended to be called and if not why not, and any correspondence, fax, emails, minutes, draft minutes, notes, records including telephone calls and records thereof or other social media communications.  Of course, if there is a more convenient style in which you might like me to formulate this question please advise. "
30-Aug-18,R1592,Private Individual,"A list of all secretarial assistants for TDs and Senators, that have been on the Oireachtas payroll, going back to January 2015. I also requet that the start-date of their employment, as well as the member who employed each assistant is included. "
28-Aug-18,R1591,Journalist,"Seek a re-release of the below FOI R1529 1. A list of all members who sought a reconciliation of attendance in 2017 for official business etc, the number of days reconciled.  2. Copies of any forms where TDs/Senators have submitted a change of address for the purposes of the travel and accommodation allowance in period 1 September 2016 to the current date. "
24-Aug-18,R1588,Journalist,I am making this request under the Freedom of Information Act 2014 for the following records:  1. A schedule of all trips taken by members of Joint Oireachtas Committee in 2017 and to date in 2018 to include cost per trip.
20-Aug-18,R1587,Journalist,copies of all records held (personal records not to be considered) related to staff member contracting measles and the resulting health warning that issued to those who work in Leinster House.
27-Jul-18,R1585,Private Individual,"1. All presentations, correspondences, pamphlets, images and documents presented to the Oireachtas Committee on Health in connection with a meeting held on 5th April 2017 in the AudioVisual Room of Dail Eireann at which presentations were made by [.....] and[.....] 2. Copies of all audio recordings of the presentations of [.....] and [.....] made in the AudioVisual Room of Dail Eireann on 5th April 2017. 3. Copies of all visual recordings of the presentations of [.....] and [.....] made in the Audiovisual Room of Dail Eireann on 5th April 2017. 4. Copies of all transcripts of the presentations of [.....] and [.....] made in the Audiovisual Room of Dail Eireann on 5th April 2017. 5. Copies of all minutes taken of such meeting held on 5th April 2017 in the AudioVisual Room of Dail Eireann.  "
26-Jul-18,R1584,Journalist,a copy of the Oireachtas maternity leave paper. 
26-Jul-18,R1583,Journalist,copies of any records held relating to the ownership of the statue of Prince Albert on the grounds of Leinster House. Copies of any records relating to the possibility of moving the statue to an alternative location. This request to cover period 1 January 2018 to date of receipt of request and to exclude any such records already released to me.
26-Jul-18,R1582,Journalist,copies of all records relating to the problem of Oireachtas members parking in spaces in areas of the Leinster House complex where they are not supposed to. This request to cover the period 1 January 2018 to date of receipt of this request. This request to exclude any such records already released to me. 
09-Jul-18,R1581,Journalist,"1. Copies of any internal audits completed by the Oireachtas from January 2015-present;  2. Copies of any external audits, completed on behalf of the Oireachtas from January 2015-present. By external audits, I mean audits commissioned by the Oireachtas, involving outside consultants, accountancy firms, law firms, etc.  "
05-Jul-18,R1580,Private Individual,I am hereby making a request under the Freedom of Information Act 1997 (as subsequently amended) for a copy of all documentation (in soft and hard copy) relating to my submission and consideration of same.
04-Jul-18,R1579,Journalist,"I wish to request, under the Freedom of Information Act, details of all of the courses taken in 2017 by staff and refunded under the Refund of Fees Scheme. Please include the name of the courses and the cost of each course."
03-Jul-18,R1578,Journalist,"copies of all records relating to the over-spend by the Oireachtas in the ""specified position allowances"" category for TDs and Senators as detailed on Page 84 of the annual report 2017  "
03-Jul-18,R1577,Journalist,a copy of the recently completed Officeholder Satisfaction Survey 
03-Jul-18,R1576,Journalist,"Details of all bilateral trips hosted by the Oireachtas for the years 2017 & thus far in 2018. To include a list of those who travelled, the itinerary for the trip and copies of all receipts associated with the travel: airlines, hotels, gifts, entertainments, sightseeing, etc. For the sake of clarity, these are the trips where the Oireachtas hosts parliamentarians or dignitaries visiting Ireland from elsewhere where a return trip has or will take place by Oireachtas members."
03-Jul-18,R1575,Journalist,1. Copies of any records discussing the possibility of ending/reforming the daily telephone allowance system for Oireachtas members since a new system of roaming charges was introduced within the European Union last summer (only since the date of my last such similar request). 2. Copies of any record discussing the possibility of ending/reforming the system of top-up expenses for members of the Oireachtas when on certain types of overseas travel (only since the date of my last such similar request). 
28-Jun-18,R1572,Journalist,"I wish to make a request under the Freedom of Information Act in relation to overtime payments for TDs and Senators? secretaries and parliamentary assistants.    1. - Specifically I am looking for the total overtime bill for secretaries and parliamentary assistants for 2017 and so far this year (separately) and the number of staff overtime has been paid to.   2. -  I would also like figures for the top five earners of overtime for 2017, how many hours of overtime were worked and what salaries these staff are on.   3. - I would also like the total amount claimed in expenses by assistants in 2017 and the number of staff who claimed expenses.    4. - Could I also get details as to limits on the amount of overtime assistants can work and the general salaries for secretaries and parliamentary assistants.  "
26-Jun-18,R1570,Journalist,"Under the Freedom of Information Act 2014, I wish to request all records relating to revised audit guidelines on the audit of expenditure under the Public Representation Allowance and any associated correspondence.  "
26-Jun-18,R1569,Journalist,"Under the Freedom of Information Act 2014, I wish toÿrequest a copy of the report on the review of the internship programme in the Houses of the Oireachtas."
21-Jun-18,R1568,Journalist,1. The amount spent ensuring that all systems and procedures were GDPR compliant - please detail any spending made to ensure GDPR compliance to date 2. The amount spent on GDPR training to date 
21-Jun-18,R1567,Journalist,1. I would like all records relating to the commissioning and costs of the Noel Murphy painting of all 53 female Oireachtas members.  2. I would also like records showing the cost of commissioning the A Woman's Place documentary. 
19-Jun-18,R1566,Journalist,"Purchase orders in relation to plastic cups, cutlery and straws dated 2013-2018  These records should reflect both quantity of goods ordered and the amount paid. "
19-Jun-18,R1565,Journalist,Details of all materials printed by members of Seanad Eireann since Jan 1 2018.  Please provide the following details:  Name of Senator. Type of materials printed. Volume printed. Cost per unit. Purpose of print run. 
18-Jun-18,R1564,Journalist,The unit cost for each of the item types mentioned in response to FOI R1547 (both parts).
07-Jun-18,R1561,Private Individual,A copy of all internal audits completed within the department between 1st May 2017 and 7th June 2018.
06-Jun-18,R1560,Oireachtas Member,"I wish to request access to the most recent version of the constitution of the Sinn F‚in party that is held by the Clerk of the D il, in connection with the Clerk?s functions as Registrar of Political Parties under section 25 of the Electoral Act 1992 as amended. Please note that my request is made under the Freedom of Information Act 2014. "
05-Jun-18,R1558,Journalist,"Under the FOI Act 2014, I am seeking the following: 1. the number of TV sets in use in Leinster House and the wider Leinster House complex. 2. the number of TV licences held by the Houses of the Oireachtas to cover the above. 3. copies of any records that would explain how the Oireachtas meets requirements to have a TV licence(s) for TVs in Leinster House and the wider Leinster House complex."
05-Jun-18,R1557,Journalist,"Under the FOI Act 2014, I am seeking the following: 1. copy of a letter sent by TD Caoimhghin O Caolain to the Oireachtas Commission regarding parking arrangements. 2. copy of the paper prepared on parking arrangements on foot of receipt of that letter."
05-Jun-18,R1556,Journalist,"Under the FOI Act 2014, I am seeking the following: 1. copy of the revised set of audit guidelines issued to TDs and Senators following the latest audit of the PRA. 2. copy of the letter that issued from the commission chairperson that was circulated with the guidelines."
28-May-18,R1554,Journalist,"I wish to make an application under the Freedom of Information Act.   I am seeking copies of all complaints made to the Ceann Comhairle?s office relating to the operation of the D il and Seanad.   This should include, but not be limited to, issues raised by members of the public relating to the conduct/attire of TDs and senators.    This FOI should cover the period from January 1, 2017 to May 28, 2018.   "
24-May-18,R1553,Journalist,"1. A list of all parliamentary assistants (PAs) and secretarial assistants (SAs) employed by TDs and Senators in each of the following years: 2014, 2015, 2016, 2017 and to date in 2018.  The information should include the names of the PAs and SAs.  The information should include the start date and end date of their employment.  The information should specify if they have served as county councillors during their period of employment as a PA and SAs.  2. I am also seeking details of the pay scales that applied to PAs and SAs in each of the years 2014, 2015, 2016, 2017 and to date in 2018."
22-May-18,R1551,Journalist,I am writing to you today as I wish to make a request for information and documents under the Freedom of Information Act.  I wish to be supplied with the following: 1. Information on how much the Oireachtas has spent on taxi services since 2016.  2. This information should be broken down by month and year. And it should also include the supplier of the service. 3. I also wish to be supplied with information in what incidences the Oireachtas pays for taxis.
21-May-18,R1550,Journalist,"1. Records relating to the hiring of the Members' Dining Room, to include where possible who has hired it , for what function and the cost incurred. 2. Records relating to the cost of staffing events held in the Dining Room including overtime 3. Any written correspondence, whether by email, letter, etc, in connection with all of the above since the beginning of the year (excluding catering matters), whether involving members or staff -- e.g. to include any complaints from the latter."
08-May-18,R1548,Journalist,"1. a list of all members and staff who travelled to China/Mongolia for official visit in April/May of this year. 2. the itinerary for each member of the delegation if there were differing itineraries for the members of the delegation. 3. copies of all invoices/receipts associated with the trip to include flights, hotels, subsistence, car hire, translation, internal travel, gifts etc. 4. records relating to any special arrangements made for members of the delegation including local travel in Ireland. "
08-May-18,R1547,Journalist,"1. - itemised lists and reports relating to usage levels of printers broken down by individual member to include drawdown of paper, printers, toners, fuser units, and other print related consumable. This request relates to printers provided to members for use in Leinster House and/or their constituency office. 2. - itemised lists and reports relating to usage levels of printers broken down by individual member to include drawdown of paper. This request relates to printers provided to members for use in Leinster House and/or their constituency office. "
08-May-18,R1546,Journalist,"1. copy of the hotel bill related to visit by Fiona O'Loughlin to Krakow (invoice value ?1,093). 2. copy of the invoice for flight booked for Colette Kelleher to Strasbourg in January 2018 (invoice value ?1,059) 3. copy of the invoice associated with the trip by the Ceann Comhairle to Washington DC. 4. copies of subsistence claims made by Senator Ronan Mullen for the following trips: Strasbourg in October 17, Paris in January 18, Strasbourg in January 18, Paris in September 17. "
08-May-18,R1545,Journalist,1. copy of the itinerary for the Oireachtas delegation that travelled to Iran. 2. copies of any correspondence between the Oireachtas and the host regarding hotel accommodation in Iran. 3. copies of the flight invoices for the trip to Iran. 
27-Apr-18,R1543,Journalist,Is mian liom iarratas a dh?anamh faoin Acht Um Shaorÿil Faisn?ise ar aon taifead a bhaineann le riaradh n› eagrœ aistriœchÿn achtanna go Gaeilge › 1 Eanÿir 2017 go dÿta. I wish to make a request under the Freedom of Information Act for any records relating to the administration or organisation of translation of Acts to Irish from 1 January 2017 to date. 
24-Apr-18,R1542,Journalist,"Under the FOI Act 2014, I am seeking the following: - a copy of the new catering policy of the Houses of the Oireachtas Service. "
17-Apr-18,R1541,Journalist,"Under the FOI Act 2014, I am seeking the following: - copies of all invoices/expense claims associated with a trip to Russia by five Oireachtas members in October 2017. To include hotel costs, flight costs, and copies of expense/subsistence claims by members. "
12-Apr-18,R1540,Journalist,"1.˜˜˜ ˜Copies of all paperwork, including statements, receipts, invoices, submitted in hard copy and digital formats by Clare DalyTD to claim expenses from November 2017 until February 2018. 2.˜˜˜ All written correspondence from and to her including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same. 3.˜˜˜ All internal correspondence including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same.  4.˜˜˜ ˜Copies of all paperwork, including statements, receipts, invoices, submitted in hard copy and digital formats by Clare DalyTD to claim expenses from November 2017 until February 2018. 5.˜˜˜ All written correspondence from and to her including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same. 6.˜˜˜ All internal correspondence including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same."
12-Apr-18,R1539,Journalist,"1.˜˜˜ ˜Copies of all paperwork, including statements, receipts, invoices, submitted in hard copy and digital formats by Mick Wallace TD to claim expenses from November 2017 until February 2018. 2.˜˜˜ All written correspondence from and to him including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same. 3.˜˜˜ All internal correspondence including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same.  4.˜˜˜ ˜Copies of all paperwork, including statements, receipts, invoices, submitted in hard copy and digital formats by Mick Wallace TD to claim expenses from November 2017 until February 2018. 5.˜˜˜ All written correspondence from and to him including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same. 6.˜˜˜ All internal correspondence including e mails, faxes, letters, memos, text messages and social media messages pertaining to these claims and payment of same."
11-Apr-18,R1537,Journalist,"I wish to request, under the Freedom of Information Act, access to all internal correspondence / memos / minutes / reports since the start of 2018 regarding the proposed revised credit policy for Oireachtas members using the Oireachtas restaurants / bars. "
10-Apr-18,R1536,Journalist,I wish to apply under the Freedom of Information Act on any record relating to human relations issues in the Translation Section from 1 January 2017 to date. 
10-Apr-18,R1535,Private Individual,"1. I hereby request under the 2014 Act a spreadsheet of all travel (overseas) undertaken by members of the Oireachtas in period 4 August 2017 to date of receipt of this request to include name of member, destination, date of travel, flight costs, hotel costs, subsistence and any other incidental costs.  2. I also request˜a datadump of line by line expenditure by the Oireachtas in the following categories for the calendar year 2017: 20000, 21008, 21013, 21025, 21026, 21054, 21514, 21517, 24009, 24010, 24011, 24013, 24014, 25007, 26006, 26008, 26016, 26018, 26020, 26024.˜ "
05-Apr-18,R1534,Other,"I am putting a freedom of information request forward to determine the organisational structure in departments within the Houses of the Oireachtas please. These include:  Corporate Services  House Services  Member?s Services  Committees and Human Resources  Can all positions include job titles, reporting lines and pay grades please. "
04-Apr-18,R1533,Journalist,"Details of all correspondence sent to members of the Oireachtas regarding abortion and the abortion referendum, including copies of letters and emails plus descriptions of any other items sent in between the dates of January 1 and March 31, 2018. "
29-Mar-18,R1531,Journalist,"I wish to get the following information via the Freedom of Information Act.  The amount of kilometres each TD and Senator lives from Leinster House,  if possible in a table format, for the last year on record.  I understand this information is collated as part of the Travel and Accommodation Allowance criteria . "
28-Mar-18,R1529,Journalist," 1. A list of all members who sought a reconciliation of attendance in 2017 for official business etc, the number of days reconciled.  2. Copies of any forms where TDs/Senators have submitted a change of address for the purposes of the travel and accommodation allowance in period 1 September 2016 to the current date.  This request only to cover the period since my last such request R1422. "
27-Mar-18,R1528,Journalist,"Under the Freedom of Information Act 2014, I wish to request a copy of all minutes of meetings of the Print Users' Council convened to adjudicate on disputes concerning the content of printed material to include any related submissions/correspondence from elected representatives from January 1, 2015 to date.  "
26-Mar-18,R1527,Journalist,"1. I am seeking to obtain figures about the number of annual complaints made about the Oireachtas tour since 2013, with a year-by-year breakdown of the figure, as well as the release of any transcripts of said complaints.  2. I am seeking to obtain figures about the number of annual complaints made about the Oireachtas tour since 2013, with a year-by-year breakdown of the figure, as well as the release of any transcripts of said complaints. "
22-Mar-18,R1526,Private Individual,"I wish to apply for all records in your control in relation to, or in connection to, or about the following High Court proceeding Grange -v- Information Commissioner [2018] IEHC 108.  I make this request under the FOI Act 2014 "
