title,id,creation,activity,status
pickle and pickletools cli interface doesn't close input and output file.,41395,2020-07-25.14:12:10,2022-04-11.14:59:34,1
pystate.c:_PyCrossInterpreterData_Release() does not clear py exception on error,41396,2020-07-25.15:27:05,2022-04-11.14:59:34,1
"cgi module, parse_multipart fails",41398,2020-07-26.09:58:23,2022-04-11.14:59:34,1
Add stacklevel support for exceptions,41399,2020-07-26.10:17:57,2022-04-11.14:59:34,1
Remove references to nonexisting __ne__ methods,41400,2020-07-26.10:18:46,2022-04-11.14:59:34,1
IDLE: test iomenu,41404,2020-07-26.20:12:19,2022-04-11.14:59:34,1
subprocess: Calling Popen.communicate() after Popen.stdout.read() returns an empty string,41406,2020-07-27.08:26:24,2022-04-11.14:59:34,1
Improve and consolidate f-strings docs,41411,2020-07-27.16:31:32,2022-04-11.14:59:34,1
IDLE: exit at input() prompt is not complete,41413,2020-07-27.18:03:06,2022-04-11.14:59:34,1
duplicated signature of dataclass in help(),41415,2020-07-28.04:39:59,2022-04-11.14:59:34,1
Restore default implementation of __ne__ in mixins Set and Mapping,41416,2020-07-28.06:34:53,2022-04-11.14:59:34,1
Academic Free License v. 2.1 link is not found and is obsolete,41420,2020-07-28.15:06:02,2022-04-11.14:59:34,1
C Unpickler memory leak via memo,41422,2020-07-28.18:26:29,2022-04-11.14:59:34,1
`multiprocessing.Array` and `multiprocessing.managers.SyncManager.Array` APIs are similar but not the same,41423,2020-07-28.18:34:04,2022-04-11.14:59:34,1
Let fnmatch.filter accept a tuple of patterns,41429,2020-07-28.23:41:58,2022-04-11.14:59:34,1
Document C docstring behavior,41430,2020-07-29.00:00:19,2022-04-11.14:59:34,1
IDLE: Handle bad highlight tab color config,41432,2020-07-29.03:33:23,2022-04-11.14:59:34,1
"IDLE: Option to warn user on ""Run Module"" if file is not Python source",41434,2020-07-29.06:54:57,2022-04-11.14:59:34,1
SIGINT blocked by socket operations like recv on Windows,41437,2020-07-29.18:13:12,2022-04-11.14:59:34,1
TimeoutError behavior changes on async.wait_for from python3.7,41438,2020-07-29.22:17:28,2022-04-11.14:59:34,1
CPython 3.8.5 fails to build on Windows with -E option,41444,2020-07-30.13:23:44,2022-04-11.14:59:34,1
A possible reference leak in _locale.localeconv(),41453,2020-08-01.05:37:36,2022-04-11.14:59:34,1
Avoid overflow/underflow in math.prod(),41458,2020-08-02.20:03:18,2022-04-11.14:59:34,1
test_pathlib assumes underlying filesystem permits creation with world-write permissions,41461,2020-08-03.07:06:46,2022-04-11.14:59:34,1
smtplib.SMTP should reset internal 'helo' and 'ehlo' state within 'connect()',41470,2020-08-04.09:39:24,2022-04-11.14:59:34,1
webbrowser uses deprecated env variables to detect desktop type,41472,2020-08-04.13:34:03,2022-04-11.14:59:34,1
Make __future__.annotations default 3.10 in What's New 3.7,41475,2020-08-04.14:36:38,2022-04-11.14:59:34,1
docstring errors in ipaddress.IPv4Network,41482,2020-08-04.19:54:05,2022-04-11.14:59:34,1
Create public API for typing._eval_type,41496,2020-08-06.12:47:49,2022-04-11.14:59:34,1
logging nested file path,41499,2020-08-07.08:38:02,2022-04-11.14:59:34,1
Option for Colored Logging in http.server Module,41502,2020-08-07.13:11:36,2022-04-11.14:59:34,1
asyncio.gather of large streams with limited resources,41505,2020-08-08.01:24:55,2022-04-11.14:59:34,1
"Use utf-8 in ""Reading and Writing Files"" tutorial.",41507,2020-08-08.03:14:44,2022-04-11.14:59:34,1
ntpath.relpath behaves differently on Windows with trailing spaces,41509,2020-08-08.17:34:37,2022-04-11.14:59:34,1
Mentions of pdb.set_trace() in library/functions and library/sys incorrectly states that set_trace expects no arguments,41510,2020-08-09.00:14:35,2022-04-11.14:59:34,1
venv activate scripts do not pass ShellCheck,41516,2020-08-10.15:52:50,2022-04-11.14:59:34,1
`pkgutil.get_data` causes future imports of children modules to fail.,41519,2020-08-10.20:37:28,2022-04-11.14:59:34,1
IDLE: configdialog tab icons,41522,2020-08-11.16:53:23,2022-04-11.14:59:34,1
smart quotes in Lib/pydoc_data/topics.py file,41527,2020-08-12.06:31:06,2022-04-11.14:59:34,1
Use math module in turtle,41528,2020-08-12.07:36:26,2022-04-11.14:59:34,1
Unable to compile 3.0b3 on Ubuntu systems: Fatal Python error: init_fs_encoding: failed to get the Python codec of the filesystem encoding,41529,2020-08-12.08:23:18,2022-04-11.14:59:34,1
zoneinfo: ZoneInfo raises IsADirectoryError instead of ZoneInfoNotFoundError,41530,2020-08-12.11:42:16,2022-04-11.14:59:34,1
platform win32_ver produces incorrect value for release on Windows domain controllers,41535,2020-08-12.21:07:17,2022-04-11.14:59:34,1
"pathlib's Path(""NUL:"").resolve() throws an error on windows",41536,2020-08-13.02:29:57,2022-04-11.14:59:34,1
Allow customizing python interpreter in venv.EnvBuilder,41538,2020-08-13.08:31:20,2022-04-11.14:59:34,1
[PATCH] Make pty.spawn set window size,41541,2020-08-13.17:37:00,2022-04-11.14:59:34,1
multiprocessing.dummy.Process lacks daemon parameter,41544,2020-08-13.21:08:33,2022-04-11.14:59:34,1
uuid.uuid1() on certain Macs does not generate unique IDs,41552,2020-08-14.09:43:58,2022-04-11.14:59:34,1
encoded-word abused for header line folding causes RFC 2047 violation,41553,2020-08-14.11:53:18,2022-04-11.14:59:34,1
hostname verification fails if hostname starts with literal IPv4,41556,2020-08-15.09:25:03,2022-04-11.14:59:34,1
pathlib.Path.glob fails on empty string,41560,2020-08-16.02:02:44,2022-04-11.14:59:34,1
.python_history file causes considerable slowdown,41563,2020-08-16.11:42:32,2022-04-11.14:59:34,1
"Cannot access member ""hex"" for type ""ByteString""",41564,2020-08-17.02:50:33,2022-04-11.14:59:34,1
Add DearPyGui to faq/gui.rst,41570,2020-08-17.20:07:14,2022-04-11.14:59:34,1
Implement thread-related commands in pdb,41571,2020-08-17.23:48:01,2022-04-11.14:59:34,1
Please use active voice in async docs.,41575,2020-08-18.09:35:22,2022-04-11.14:59:34,1
Cannot use ProcessPoolExecutor if in a decorator?,41577,2020-08-18.17:21:46,2022-04-11.14:59:34,1
policy.max_line_length is incorrectly assumed to never be None,41585,2020-08-18.20:47:21,2022-04-11.14:59:34,1
Potential Memory leak with concurrent.futures.ThreadPoolExecutor's map,41588,2020-08-19.13:55:15,2022-04-11.14:59:34,1
Strange behavior with sparse.dok_matrix  decimal is cast to integer,41589,2020-08-19.17:18:37,2022-04-11.14:59:34,1
"""zip()"" very slowly for this",41590,2020-08-19.17:33:13,2022-04-11.14:59:34,1
Comprehensions documentation,41591,2020-08-19.17:40:02,2022-04-11.14:59:34,1
Intermittent failures of loop.subprocess_exec() to capture output,41594,2020-08-20.00:24:11,2022-04-11.14:59:34,1
curses' window.chgat does not change color when specifying curses.A_COLOR,41595,2020-08-20.00:39:50,2022-04-11.14:59:34,1
"get/set_payload deprecated, but get_set_content do not provide full replacement functionality",41599,2020-08-20.09:40:49,2022-04-11.14:59:34,1
multiprocessing.Event.wait hangs when interrupted by signal that sets the event,41606,2020-08-21.08:01:43,2022-04-11.14:59:35,1
pdb - Clickable path to breakpoints,41607,2020-08-21.08:49:30,2022-04-11.14:59:35,1
IDLE: multiple space deletion by Backspace after non-spaces,41608,2020-08-21.13:26:29,2022-04-11.14:59:35,1
Items put on Queue in thread in child process sometimes not seen by parent process,41614,2020-08-22.11:42:15,2022-04-11.14:59:35,1
sys.argv may be None or an empty list,41615,2020-08-22.12:35:17,2022-04-11.14:59:35,1
[C API] How many slots of static types should be exposed in PyType_GetSlot(),41618,2020-08-23.08:48:18,2022-04-11.14:59:35,1
Subprocesses created with DETACHED_PROCESS can pop up a console window,41619,2020-08-23.12:54:10,2022-04-11.14:59:35,1
Add support for emoji-data.txt and emoji-variation-sequences.txt to unicodedata,41622,2020-08-23.20:34:50,2022-04-11.14:59:35,1
port shebang of tools from python2 to python3,41626,2020-08-24.16:28:45,2022-04-11.14:59:35,1
All unittest.mock autospec-generated methods are coroutine functions,41628,2020-08-24.23:31:52,2022-04-11.14:59:35,1
__class__ not set defining 'X' as <class '__main__.X'>,41629,2020-08-24.23:32:59,2022-04-11.14:59:35,1
Enable curses support on Windows,41630,2020-08-25.04:15:19,2022-04-11.14:59:35,1
pydoc skips methods of nested classes,41633,2020-08-25.15:28:26,2022-04-11.14:59:35,1
flaky test.test_asyncio.test_events.ProactorEventLoopTests.test_call_later,41635,2020-08-25.22:45:52,2022-04-11.14:59:35,1
"Add a ""message"" action to warnings, to trigger for every *unique* message",41641,2020-08-26.09:11:26,2022-04-11.14:59:35,1
"Buildbot: workers detached every minute and ""no space left on device"" issue",41642,2020-08-26.09:29:54,2022-04-11.14:59:35,1
make shutil.make_archive always accept pathlib objects,41643,2020-08-26.10:55:12,2022-04-11.14:59:35,1
builtin type kwargs,41644,2020-08-26.16:37:38,2022-04-11.14:59:35,1
Can't pass  Path like objects to subprocess api's on Windows.,41649,2020-08-27.14:25:18,2022-04-11.14:59:35,1
Refactor for object source files variable in Makefile,41657,2020-08-28.18:58:28,2022-04-11.14:59:35,1
http.client not allowing non-ascii in headers,41658,2020-08-28.21:04:14,2022-04-11.14:59:35,1
multiprocessing.Manager objects lose connection info,41660,2020-08-28.23:48:19,2022-04-11.14:59:35,1
Support Windows pseudoterminals in pty and termios modules,41663,2020-08-29.18:28:07,2022-04-11.14:59:35,1
"Case mismatch between ""include"" and ""Include""",41669,2020-08-30.21:48:06,2022-04-11.14:59:35,1
inspect.getdoc/.cleandoc doesn't always remove trailing blank lines,41671,2020-08-30.22:53:18,2022-04-11.14:59:35,1
Result of multiprocessing.heap.BufferWrapper.create_memoryview can point to freed memory,41673,2020-08-31.12:56:22,2022-04-11.14:59:35,1
os.access() doesn't recognize lack of permissions on an SMB mountpoint,41677,2020-08-31.15:29:10,2022-04-11.14:59:35,1
http.cookies.SimpleCookie.parse could not parse cookies when one cookie value is json,41695,2020-09-02.16:41:04,2022-04-11.14:59:35,1
io.[Text]IOBase.seek doesn't take keyword parameter - revisited,41698,2020-09-03.01:32:40,2022-04-11.14:59:35,1
Potential memory leak with asyncio and run_in_executor,41699,2020-09-03.03:24:15,2022-04-11.14:59:35,1
os.makedirs fails on long-path UNC-paths if it is the first sub-folder,41705,2020-09-03.19:28:37,2022-04-11.14:59:35,1
Builtins like int() and float() should not blindly treat buffer protocol bytes as string characters.,41707,2020-09-03.20:51:59,2022-04-11.14:59:35,1
request make uninstall target,41708,2020-09-03.21:56:49,2022-04-11.14:59:35,1
multiprocessing.Queue deadlock,41714,2020-09-04.10:19:47,2022-04-11.14:59:35,1
bz2 would use a dedicated exception for data error,41725,2020-09-05.10:26:14,2022-04-11.14:59:35,1
Confusing presentation for configuration settings references,41727,2020-09-05.18:32:28,2022-04-11.14:59:35,1
Debug logging when adding a TarFile object,41728,2020-09-05.23:48:02,2022-04-11.14:59:35,1
"Refactor b32{encode,decode} tests",41734,2020-09-06.19:15:07,2022-04-11.14:59:35,1
Improve error message for string concatenation via `sum`,41740,2020-09-07.19:21:29,2022-04-11.14:59:35,1
BoundArguments.arguments used in the recommended way to call a callable silently succeeds for nonexistent arguments,41745,2020-09-08.15:40:46,2022-04-11.14:59:35,1
Error copying an instance of a subclass of OrderedDict,41751,2020-09-09.10:09:46,2022-04-11.14:59:35,1
Wave shouldn't try to close an open file at all costs,41752,2020-09-09.13:00:36,2022-04-11.14:59:35,1
Webbrowser Module Cannot Find xdg-settings on OSX,41754,2020-09-10.06:15:31,2022-04-11.14:59:35,1
multiprocessing.Queue prevents program exit when containing a reasonable amount of data,41761,2020-09-11.10:37:24,2022-04-11.14:59:35,1
unittest.mock spec calls class properties,41768,2020-09-12.01:10:24,2022-04-11.14:59:35,1
Positional arguments with boolean actions behave differently,41769,2020-09-12.02:38:08,2022-04-11.14:59:35,1
Zipfile.testzip considers wrong password as correct,41772,2020-09-12.06:38:10,2022-04-11.14:59:35,1
"When using `python -bb`, `struct.calcsize` raises a warning when used with str argument after being used with bytes (might be a larger problem with dicts)",41777,2020-09-13.13:23:48,2022-04-11.14:59:35,1
adding PEP references to documentation,41787,2020-09-14.22:49:01,2022-04-11.14:59:35,1
C-API documentation ignores heap types and says type objects must never be deallocated,41790,2020-09-15.03:15:13,2022-04-11.14:59:35,1
mimetypes module does not recognize jp2 type,41791,2020-09-15.04:31:47,2022-04-11.14:59:35,1
Inaccuracy about reflected operands in datamodel docs.,41793,2020-09-15.15:59:08,2022-04-11.14:59:35,1
Memory leak in asyncio server,41794,2020-09-16.05:28:08,2022-04-11.14:59:35,1
PyModule_GetState doesn't work with LazyLoader,41797,2020-09-16.13:23:38,2022-04-11.14:59:35,1
Python installation fails when run under system account if there is already an existing installation on the system already,41800,2020-09-17.07:49:13,2022-04-11.14:59:35,1
23 tests failed for 3.9.0b2-64 installed on Windows 10,41801,2020-09-17.10:48:28,2022-04-11.14:59:35,1
socket methods with timeout take very slow path on Windows,41806,2020-09-17.20:25:37,2022-04-11.14:59:35,1
Clarify specification of object.__await__,41813,2020-09-19.13:57:34,2022-04-11.14:59:35,1
Mismatch between the manipulation of `sys.path` by `runpy` and by the Python command-line interface,41814,2020-09-19.15:43:58,2022-04-11.14:59:35,1
Lib/pty.py major revision,41818,2020-09-19.23:19:34,2022-04-11.14:59:35,1
Document the meaning  of values for sys.float_info.rounds,41822,2020-09-21.00:38:26,2022-04-11.14:59:35,1
Add more fields to sys.float_info,41823,2020-09-21.01:01:54,2022-04-11.14:59:35,1
os.waitid() documentation needs TLC,41825,2020-09-21.16:41:50,2022-04-11.14:59:35,1
sqlite3.Row always read as tuple when supplied to executemany,41829,2020-09-22.00:43:13,2022-04-11.14:59:35,1
Solaris: Fix error checking in sched_get_priority_ functions,41839,2020-09-23.09:44:51,2022-04-11.14:59:35,1
idlelib/NEWS.txt for 3.10.0 and backports,41841,2020-09-23.12:31:32,2022-04-11.14:59:35,1
Reenable sendfile in shutil.copyfile() on Solaris,41843,2020-09-23.13:24:12,2022-04-11.14:59:35,1
IDLE subsection of What's New 3.9,41844,2020-09-23.14:23:59,2022-04-11.14:59:35,1
IDLE subsection of What's New 3.10,41846,2020-09-23.14:32:22,2022-04-11.14:59:35,1
"Update ""install launcher for all users"" installer option",41847,2020-09-23.22:45:27,2022-04-11.14:59:35,1
Support reading long lines with io._WindowsConsoleIO,41849,2020-09-24.00:33:09,2022-04-11.14:59:36,1
tkinter: add font equal methods,41851,2020-09-24.11:27:19,2022-04-11.14:59:36,1
Inconsistent errors for JSON-encoding NaNs with allow_nan=False,41852,2020-09-24.16:44:20,2022-04-11.14:59:36,1
Windows docs for command line install don't mention /log option,41853,2020-09-24.16:45:07,2022-04-11.14:59:36,1
argparse.add_mutually_exclusive_group fails for optional positional arguments,41854,2020-09-24.20:23:50,2022-04-11.14:59:36,1
argparse: auto-generated synopsis omits REMAINDER argument,41856,2020-09-24.23:40:02,2022-04-11.14:59:36,1
Document error in chinese version of contextlib.,41866,2020-09-26.16:23:58,2022-04-11.14:59:36,1
"SMTPLIB integrate or provide option to use ""logging""",41868,2020-09-26.18:51:05,2022-04-11.14:59:36,1
Multiprocessing Manager Object Cleanup,41869,2020-09-27.01:06:34,2022-04-11.14:59:36,1
PyMethodDef does NOT have any fields contain context in embedded C,41895,2020-09-30.17:38:05,2022-04-11.14:59:36,1
PyNumber_InPlacePower ignores o3 if o1 implements __ipow__,41903,2020-10-01.15:10:02,2022-04-11.14:59:36,1
Make IDLE Start Menu entry more descriptive,41908,2020-10-02.09:56:26,2022-04-11.14:59:36,1
EnvBuilder.install_scripts should use explicit permissions,41913,2020-10-02.18:57:46,2022-04-11.14:59:36,1
"unittest.mock.create_autospec(Obj, instance=True) has self keyword in _spec_signature if Obj implements __call__",41915,2020-10-03.01:23:47,2022-04-11.14:59:36,1
cxx pthread check is not overrideable,41916,2020-10-03.07:20:28,2022-04-11.14:59:36,1
exec fails to take locals into account when running list comprehensions or functions,41918,2020-10-03.09:06:43,2022-04-11.14:59:36,1
REDoS in parseentities,41921,2020-10-03.15:12:49,2022-04-11.14:59:36,1
Unpredictable behavior when parsing xml. (xml.etree.ElementTree.iterparse),41926,2020-10-04.11:03:56,2022-04-11.14:59:36,1
ZipFile does not supports Unicode Path Extra Field (0x7075) zip header field,41928,2020-10-04.11:21:41,2022-04-11.14:59:36,1
Detect OEM code page for zip archives in ZipFile based on system locale,41929,2020-10-04.11:36:22,2022-04-11.14:59:36,1
Incorrect struct definition with bitfields,41932,2020-10-04.15:56:03,2022-04-11.14:59:36,1
concurrent.futures.wait calls len() on an possible iterable,41938,2020-10-05.02:02:57,2022-04-11.14:59:36,1
http.cookies.SimpleCookie.parse error after [keys] or some JSON data values,41945,2020-10-05.15:19:46,2022-04-11.14:59:36,1
Add concrete examples to os.path documentation,41946,2020-10-05.16:06:07,2022-04-11.14:59:36,1
Runtime error while trying to use Python3.9 with virtualenv,41948,2020-10-05.20:36:17,2022-04-11.14:59:36,1
Redefinition of HMAC functions prevents static linking,41949,2020-10-06.00:46:50,2022-04-11.14:59:36,1
python-3.8.2.exe /uninstall /quiet fails with Exit code: 0x643,41951,2020-10-06.02:51:39,2022-04-11.14:59:36,1
Regression in HTMLParser on malformed tags,41956,2020-10-06.09:02:38,2022-04-11.14:59:36,1
"Windows install failure ""could not set file security""",41961,2020-10-06.23:32:04,2022-04-11.14:59:36,1
Make threading._register_atexit public?,41962,2020-10-07.01:09:44,2022-04-11.14:59:36,1
ConfigParser: stripping of comments should be documented,41963,2020-10-07.07:21:09,2022-04-11.14:59:36,1
Handle annotations in the parser to avoid the need for roundtrip,41967,2020-10-07.12:13:41,2022-04-11.14:59:36,1
Docs: TypedDict is now of type function instead of class,41973,2020-10-08.06:26:46,2022-04-11.14:59:36,1
Textwrap to conform to https://www.unicode.org/reports/tr14/tr14-45.html,41975,2020-10-08.13:19:58,2022-04-11.14:59:36,1
ctypes array inside structure requires explicit garbage collection,41977,2020-10-08.17:49:07,2022-04-11.14:59:36,1
Argparse documentation is slightly misleading,41980,2020-10-09.12:34:19,2022-04-11.14:59:36,1
singledispatchmethod raises an error when relying on a forward declaration,41987,2020-10-09.20:11:43,2022-04-11.14:59:36,1
htmlparser unclosed script tag causes data loss,41989,2020-10-10.01:08:29,2022-04-11.14:59:36,1
venv module clashes with pip --user ... improve coordination.,41990,2020-10-10.07:24:45,2022-04-11.14:59:36,1
imaplib Time2Internaldate crashing with time.struct_time supplied from datetime.timetuple(),41999,2020-10-10.14:40:53,2022-04-11.14:59:36,1
Allow uploading files with SimpleHTTPRequestHandler,42004,2020-10-11.00:53:17,2022-04-11.14:59:36,1
"Stop using PyDict_GetItem, PyDict_GetItemString and _PyDict_GetItemId",42006,2020-10-11.14:36:40,2022-04-11.14:59:36,1
typing support in wsgiref,42012,2020-10-12.10:17:09,2022-04-11.14:59:36,1
venv on Windows with symlinks is broken if invoked with -I,42013,2020-10-12.10:55:28,2022-04-11.14:59:36,1
Add ksh to venv examples,42016,2020-10-12.15:29:24,2022-04-11.14:59:36,1
winreg SetValue(Ex) should mention integer as an acceptable value,42018,2020-10-12.16:21:08,2022-04-11.14:59:36,1
Override MagicMock special methods,42019,2020-10-12.18:26:39,2022-04-11.14:59:36,1
"Argparse: Add a ""display"" arg",42023,2020-10-12.21:18:16,2022-04-11.14:59:36,1
/passive run of Windows installer fail silently on Win7,42027,2020-10-13.18:36:52,2022-04-11.14:59:36,1
Seemingly unnecessary complexification of foo(**kw),42033,2020-10-14.10:48:31,2022-04-11.14:59:36,1
Unchecked return in Objects/typeobject.c and possible uninitialized variables in cls and new_mro,42034,2020-10-14.13:47:28,2022-04-11.14:59:36,1
Unchecked return in Modules/posixmodule.c from multiple function calls,42036,2020-10-14.15:21:10,2022-04-11.14:59:36,1
Documentation confusion in CookieJar functions,42037,2020-10-14.15:23:42,2022-04-11.14:59:36,1
"Change IDLE 'more information' splash line, change doc name",42040,2020-10-15.05:08:27,2022-04-11.14:59:36,1
Running Python in unbuffered mode may not write all contents to the console,42044,2020-10-15.13:22:04,2022-04-11.14:59:36,1
Add support to async code to pdb,42045,2020-10-15.15:24:26,2022-04-11.14:59:36,1
DragonFlyBSD thread native id support missing,42047,2020-10-15.18:33:20,2022-04-11.14:59:36,1
ensurepip fails if cwd contains illformed setup.cf,42050,2020-10-16.08:27:23,2022-04-11.14:59:36,1
email message get_content throws KeyError for content main types font and model,42054,2020-10-16.19:24:02,2022-04-11.14:59:36,1
Usage of assert in http/client.py,42060,2020-10-17.12:53:09,2022-04-11.14:59:36,1
Usage of HTTPResponse.url,42062,2020-10-17.14:13:56,2022-04-11.14:59:36,1
More options to http.server & SimpleHTTPRequestHandler,42063,2020-10-17.19:07:16,2022-04-11.14:59:36,1
CookieJar cookies should not be sorted,42066,2020-10-18.08:59:25,2022-04-11.14:59:36,1
"For macOS, package the included Tcl and Tk frameworks in a rational way.",42068,2020-10-18.13:20:59,2022-04-11.14:59:36,1
Revisit IsoCalendarDate being private from pickle perspective,42070,2020-10-18.18:44:55,2022-04-11.14:59:36,1
Verbose/confusing default format on warnings,42075,2020-10-18.22:15:40,2022-04-11.14:59:36,1
urllib ResourceWarning in case of usage of FTP,42076,2020-10-18.23:00:52,2022-04-11.14:59:36,1
_tracemalloc.c and Clang-cl,42078,2020-10-19.07:03:42,2022-04-11.14:59:36,1
Eliminate test_peg_generator redundant output,42082,2020-10-19.17:27:28,2022-04-11.14:59:37,1
Add dedicated slot for sending values,42085,2020-10-19.19:38:16,2022-04-11.14:59:37,1
types.SimpleNamespace.__repr__ documentation inconsistency,42088,2020-10-19.20:34:54,2022-04-11.14:59:37,1
isoformat() / fromisoformat() for datetime.timedelta,42094,2020-10-20.07:13:53,2022-04-11.14:59:37,1
Test suite should verify auditing events get triggered,42098,2020-10-20.19:17:14,2022-04-11.14:59:37,1
Allow inheritance of Venvs,42101,2020-10-20.21:18:09,2022-04-11.14:59:37,1
"Make builtins.callable ""generic""",42102,2020-10-20.21:48:49,2022-04-11.14:59:37,1
xml.etree should support contains() function,42104,2020-10-21.02:54:16,2022-04-11.14:59:37,1
docs.python.org prioritises search horribly,42106,2020-10-21.09:59:57,2022-04-11.14:59:37,1
Monotonic time on macOS 10.12+ should use mach_continuous_time(),42107,2020-10-21.10:37:25,2022-04-11.14:59:37,1
"Use hypothesis for testing the standard library, falling back to stubs",42109,2020-10-21.17:38:33,2022-04-11.14:59:37,1
race condition in ThreadChildWatcher (default) and MultiLoopChildWatcher,42110,2020-10-21.18:44:25,2022-04-11.14:59:37,1
ZipFIle.write remove slash at the beginning of member's path,42112,2020-10-21.20:16:37,2022-04-11.14:59:37,1
linecache cannot get source for the __main__ module with a custom loader,42125,2020-10-23.05:26:53,2022-04-11.14:59:37,1
AsyncIO's wait_for can hide cancellation in a rare race condition,42130,2020-10-23.16:10:28,2022-04-11.14:59:37,1
Use specs instead of just __loader__ in C code,42132,2020-10-23.22:16:01,2022-04-11.14:59:37,1
Python 'make test' failed inside ssh+tmux,42149,2020-10-25.19:40:07,2022-04-11.14:59:37,1
Bad proxy returned immediately after BaseManager server restarted,42154,2020-10-26.09:17:38,2022-04-11.14:59:37,1
AsyncMock restores stopped patch if same object stopped multiple times,42159,2020-10-26.21:05:24,2022-04-11.14:59:37,1
failed pickle hangs python on exit in CMD.exe only,42178,2020-10-27.20:52:33,2022-04-11.14:59:37,1
describe PyEval_CallObjectWithKeywords and its replacement,42181,2020-10-28.14:18:31,2022-04-11.14:59:37,1
3.10 Documentation Not Hyperlinking Some Methods,42182,2020-10-28.15:28:27,2022-04-11.14:59:37,1
pdb exits unexpectedly when calling args,42184,2020-10-28.18:07:15,2022-04-11.14:59:37,1
class body bytecode uses less efficient *_NAME opcodes,42185,2020-10-28.18:17:34,2022-04-11.14:59:37,1
unittest overrides more serious warnings filter added before unittest.main(),42186,2020-10-28.20:42:28,2022-04-11.14:59:37,1
Deprecating / removing token.ISTERMINAL/ISNONTERMINAL,42187,2020-10-28.20:57:30,2022-04-11.14:59:37,1
forkserver not reused in child processes,42188,2020-10-29.00:40:06,2022-04-11.14:59:37,1
global declarations affect too much inside exec or compile,42190,2020-10-29.05:07:31,2022-04-11.14:59:37,1
lib.argparse._check_value() using repr instead of str,42191,2020-10-29.07:45:26,2022-04-11.14:59:37,1
Python Windows .exe Installer ignores /TargetDir if there is an existing installation,42192,2020-10-29.09:16:07,2022-04-11.14:59:37,1
Improve socket.bind error message,42193,2020-10-29.10:42:52,2022-04-11.14:59:37,1
Disable automatic update of frame locals during tracing,42197,2020-10-29.14:16:41,2022-04-11.14:59:37,1
Support TLS 1.3 half-closed connections,42200,2020-10-30.02:24:05,2022-04-11.14:59:37,1
urlparse with a Windows path returns the drive name as the scheme,42215,2020-10-31.00:11:40,2022-04-11.14:59:37,1
Argparse: wildcards processing,42220,2020-10-31.16:02:56,2022-04-11.14:59:37,1
Activate.ps1 clears PYTHONHOME,42228,2020-11-01.10:46:29,2022-04-11.14:59:37,1
Deprecate suspicious.py?,42238,2020-11-01.23:49:23,2022-04-11.14:59:37,1
IDLE: Restore or keep calltip when needed,42239,2020-11-02.05:24:17,2022-04-11.14:59:37,1
TimedRotatingFileHandler doesn’t handle the switch to/from DST when using daily/midnight rotation,42244,2020-11-02.09:19:48,2022-04-11.14:59:37,1
concurrent.futures.ProcessPoolExecutor freezes depending on complexity,42245,2020-11-02.13:33:55,2022-04-11.14:59:37,1
Embeddable Python indicates that it uses PYTHONPATH,42252,2020-11-03.13:17:22,2022-04-11.14:59:37,1
BaseCookie.__parse_string() doesn't work with expires= between cookies,42256,2020-11-03.19:17:21,2022-04-11.14:59:37,1
argparse: show choices once per argument,42258,2020-11-04.11:21:13,2022-04-11.14:59:37,1
"pprint: infinite recursion for saferepr() when using nested objects, but str() works",42259,2020-11-04.11:44:31,2022-04-11.14:59:37,1
Windows legacy I/O mode mistakenly ignores the device encoding,42261,2020-11-04.15:20:48,2022-04-11.14:59:37,1
libregrtest BrokenPipeError on OpenEmbedded builds,42270,2020-11-05.17:52:28,2022-04-11.14:59:37,1
Remove the error and the zipfile.ZipFile.BadZipfile aliases,42271,2020-11-05.19:21:47,2022-04-11.14:59:37,1
Warning filter message/module documentation is misleading,42272,2020-11-05.20:06:37,2022-04-11.14:59:37,1
Using LazyLoader leads to AttributeError,42273,2020-11-05.22:14:23,2022-04-11.14:59:37,1
Inconsistent ProcessPoolExecutor behaviour on macOS between 3.7 and 3.8/9,42281,2020-11-07.00:19:51,2022-04-11.14:59:37,1
f_trace gets call on different lines each loop,42286,2020-11-07.22:19:52,2022-04-11.14:59:37,1
Incorrect signature of CodeType.replace(),42291,2020-11-08.10:38:14,2022-04-11.14:59:37,1
C API: Allocating Objects on the Heap. Misleading documentation.,42292,2020-11-08.18:21:38,2022-04-11.14:59:37,1
[argparse] Bad error message formatting when using custom usage text,42297,2020-11-09.17:25:59,2022-04-11.14:59:37,1
Documented interaction of single-stage init and sub-interpreters inaccurate,42298,2020-11-09.17:51:42,2022-04-11.14:59:37,1
[easy C] long type performance waste in 64-bit Windows build,42304,2020-11-10.07:33:14,2022-04-11.14:59:37,1
Added Auto_Complete DropBox Suggestion For Tkinter,42305,2020-11-10.07:51:05,2022-04-11.14:59:37,1
BUILD: AIX-64-bit segmentation fault using xlc-v11,42309,2020-11-10.11:44:55,2022-04-11.14:59:37,1
`python -m` semantics conflict with `__file__`'s being optional,42315,2020-11-10.16:52:44,2022-04-11.14:59:38,1
Walrus Operator in list index,42316,2020-11-10.17:28:35,2022-04-11.14:59:38,1
Limitations of building a static python library on Windows (MSVC),42321,2020-11-11.11:09:04,2022-04-11.14:59:38,1
UnicodeDecodeError executing ./setup.py during build,42325,2020-11-11.13:57:47,2022-04-11.14:59:38,1
Add PyModule_Add(),42327,2020-11-11.20:35:14,2022-04-11.14:59:38,1
